date,ym,philippines_abc_au_solomon_islands_body_count,philippines_abc_au_solomon_islands_epu_count,philippines_abc_au_solomon_islands_ratio,philippines_asia_news_network_body_count,philippines_asia_news_network_epu_count,philippines_asia_news_network_ratio,philippines_philippine_star_body_count,philippines_philippine_star_epu_count,philippines_philippine_star_ratio,philippines_inquirer_body_count,philippines_inquirer_epu_count,philippines_inquirer_ratio,news_total,philippines_abc_au_solomon_islands_weights,philippines_asia_news_network_weights,philippines_philippine_star_weights,philippines_inquirer_weights,philippines_abc_au_solomon_islands_z_score,philippines_asia_news_network_z_score,philippines_philippine_star_z_score,philippines_inquirer_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2015-01-01,2015-1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,5.0,0.03676470588235294,145.0,0.06206896551724138,0.0,0.0,0.9379310344827586,0.0,,,2.508622420746195,1.2543112103730976,2.352914822217121,148.8036053216803,120.47927384253543
2015-02-01,2015-2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,6.0,0.0392156862745098,160.0,0.04375,0.0,0.0,0.95625,0.0,,,2.675863915462608,1.337931957731304,2.558794869161119,161.82392078732732,128.51122543203778
2015-03-01,2015-3,15.0,1.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,157,1.0,0.006369426751592357,172.0,0.0872093023255814,0.0,0.0,0.9127906976744186,0.5172170252620608,,,0.4346148397725892,0.475915932517325,0.44181851873969424,27.94159306812517,45.71274296649641
2015-04-01,2015-4,16.0,2.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,111,2.0,0.018018018018018018,127.0,0.12598425196850394,0.0,0.0,0.8740157480314961,0.9697819223663641,,,1.2294509881855225,1.0996164552759433,1.1967367751689355,75.68431508216581,105.6205118325792
2015-05-01,2015-5,27.0,3.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,124,6.0,0.04838709677419355,151.0,0.17880794701986755,0.0,0.0,0.8211920529801324,0.862028375436768,,,3.3016707989175726,2.0818495871771705,2.8654433457123956,181.21705752409784,199.96610445495483
2015-06-01,2015-6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,3.0,0.022058823529411766,143.0,0.04895104895104895,0.0,0.0,0.951048951048951,0.0,,,1.505173452447717,0.7525867262238585,1.4314936330971293,90.53086477612716,72.28756430552126
2015-07-01,2015-7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,12.0,0.08108108108108109,159.0,0.06918238993710692,0.0,0.0,0.9308176100628931,0.0,,,5.532529446834852,2.766264723417426,5.149775837305397,325.6833625908474,265.70564177164573
2015-08-01,2015-8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,2.0,0.013793103448275862,152.0,0.046052631578947366,0.0,0.0,0.9539473684210527,0.0,,,0.9411659288868482,0.4705829644434241,0.8978227611091645,56.78032308327274,45.20049997954432
2015-09-01,2015-9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,5.0,0.03968253968253968,133.0,0.05263157894736842,0.0,0.0,0.9473684210526315,0.0,,,2.707719438265734,1.353859719132867,2.5652078888833265,162.22949452363636,130.04112097289536
2015-10-01,2015-10,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,1.0,0.006493506493506494,172.0,0.10465116279069768,0.0,0.0,0.8953488372093024,0.0,,,0.443081362625302,0.221540681312651,0.3967123828156774,25.088979967027495,21.279456159201064
2015-11-01,2015-11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,3.0,0.03125,107.0,0.102803738317757,0.0,0.0,0.897196261682243,0.0,,,2.1323290576342657,1.0661645288171329,1.9131176591858832,120.98984731762789,102.40738276615511
2015-12-01,2015-12,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,3.0,0.02564102564102564,132.0,0.11363636363636363,0.0,0.0,0.8863636363636364,0.0,,,1.7496033293409359,0.8748016646704679,1.5507847691885568,98.0751035074711,84.02657047479393
2016-01-01,2016-1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,4.0,0.03636363636363636,115.0,0.043478260869565216,0.0,0.0,0.9565217391304348,0.0,,,2.481255630701691,1.2406278153508454,2.373374951105965,150.09754971578184,119.16495449152593
2016-02-01,2016-2,5.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,128,4.0,0.03125,133.0,0.03759398496240601,0.0,0.0,0.9624060150375939,1.5516510757861826,,,2.1323290576342657,1.841990066710224,2.1104990583166683,133.47268925341137,176.92708462391892
2016-03-01,2016-3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,7.0,0.05384615384615385,138.0,0.057971014492753624,0.0,0.0,0.9420289855072463,0.0,,,3.674166991615966,1.837083495807983,3.4611718036961996,218.89226000218187,176.4557979970673
2016-04-01,2016-4,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,4.0,0.0273972602739726,163.0,0.10429447852760736,0.0,0.0,0.8957055214723927,0.0,,,1.8694391738163425,0.9347195869081713,1.674466990044086,105.89704427800561,89.78181502786201
