date,ym,philippines_abc_au_solomon_islands_body_count,philippines_abc_au_solomon_islands_epu_count,philippines_abc_au_solomon_islands_ratio,philippines_asia_news_network_body_count,philippines_asia_news_network_epu_count,philippines_asia_news_network_ratio,philippines_philippine_star_body_count,philippines_philippine_star_epu_count,philippines_philippine_star_ratio,philippines_inquirer_body_count,philippines_inquirer_epu_count,philippines_inquirer_ratio,news_total,philippines_abc_au_solomon_islands_weights,philippines_asia_news_network_weights,philippines_philippine_star_weights,philippines_inquirer_weights,philippines_abc_au_solomon_islands_z_score,philippines_asia_news_network_z_score,philippines_philippine_star_z_score,philippines_inquirer_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2022-07-01,2022-7,9.0,1.0,0.1111111111111111,40.0,0.0,0.0,0.0,0.0,0.0,430,9.0,0.020930232558139535,479.0,0.018789144050104383,0.08350730688935282,0.0,0.8977035490605428,1.3236078775685352,,,2.5017137194850787,1.912660798526807,2.270666743792695,209.2897798567423,261.04280396444346,209.2897798567423
2022-08-01,2022-8,6.0,0.0,0.0,40.0,1.0,0.025,0.0,0.0,0.0,406,4.0,0.009852216748768473,452.0,0.01327433628318584,0.08849557522123894,0.0,0.8982300884955752,0.0,,,1.1775992330362166,0.5887996165181083,1.0577550633024424,97.49441433715461,80.36025153412575,97.49441433715461
2022-09-01,2022-9,4.0,1.0,0.25,48.0,2.0,0.041666666666666664,0.0,0.0,0.0,346,2.0,0.005780346820809248,398.0,0.010050251256281407,0.12060301507537688,0.0,0.8693467336683417,2.9781177245292043,,,0.6909035962611328,1.8345106603951686,0.6305656160916301,58.11990655952325,250.37675632870764,58.11990655952325
2022-10-01,2022-10,11.0,0.0,0.0,28.0,2.0,0.07142857142857142,0.0,0.0,0.0,296,8.0,0.02702702702702703,335.0,0.03283582089552239,0.08358208955223881,0.0,0.8835820895522388,0.0,,,3.230441139275027,1.6152205696375135,2.8543599320161435,263.089404659068,220.44771704631796,263.089404659068
2022-11-01,2022-11,7.0,0.0,0.0,42.0,2.0,0.047619047619047616,0.0,0.0,0.0,347,4.0,0.011527377521613832,396.0,0.017676767676767676,0.10606060606060606,0.0,0.8762626262626263,0.0,,,1.3778250392296942,0.6889125196148471,1.207336587405818,111.28150323331788,94.02381015232004,111.28150323331788
2022-12-01,2022-12,6.0,1.0,0.16666666666666666,53.0,1.0,0.018867924528301886,0.0,0.0,0.0,318,4.0,0.012578616352201259,377.0,0.015915119363395226,0.14058355437665782,0.0,0.843501326259947,1.9854118163528027,,,1.503475750354415,1.7444437833536088,1.2997818554663683,119.80228236309603,238.08429435878662,119.80228236309603
2023-01-01,2023-1,5.0,0.0,0.0,57.0,2.0,0.03508771929824561,0.0,0.0,0.0,320,1.0,0.003125,382.0,0.013089005235602094,0.14921465968586387,0.0,0.837696335078534,0.0,,,0.373519756728675,0.1867598783643375,0.31289613129103666,28.839970733242076,25.489267283480515,28.839970733242076
2023-02-01,2023-2,13.0,0.0,0.0,56.0,1.0,0.017857142857142856,0.0,0.0,0.0,282,1.0,0.0035460992907801418,351.0,0.037037037037037035,0.15954415954415954,0.0,0.8034188034188035,0.0,,,0.42385220621693614,0.21192610310846807,0.34053083234523074,31.3870906555512,28.92399124366583,31.3870906555512
2023-03-01,2023-3,11.0,1.0,0.09090909090909091,60.0,1.0,0.016666666666666666,0.0,0.0,0.0,303,2.0,0.006600660066006601,374.0,0.029411764705882353,0.16042780748663102,0.0,0.8101604278074866,1.0829518998288015,,,0.7889526214731089,0.9359522606509552,0.6710297197980449,61.849526231792126,127.74016317235701,61.849526231792126
2023-04-01,2023-4,5.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,262,0.0,0.0,329.0,0.015197568389057751,0.1884498480243161,0.0,0.7963525835866262,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,2023-5,5.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,299,2.0,0.006688963210702341,375.0,0.013333333333333334,0.18933333333333333,0.0,0.7973333333333333,0.0,,,0.7995071715931504,0.3997535857965752,0.637473718150272,58.75663370719185,54.558966760627186,58.75663370719185
2023-06-01,2023-6,7.0,0.0,0.0,57.0,1.0,0.017543859649122806,0.0,0.0,0.0,274,2.0,0.0072992700729927005,338.0,0.020710059171597635,0.16863905325443787,0.0,0.8106508875739645,0.0,,,0.8724549062275619,0.43622745311378097,0.7072563441016331,65.18857289999096,59.53697467674281,65.18857289999096
2023-07-01,2023-7,7.0,0.0,0.0,50.0,1.0,0.02,0.0,0.0,0.0,304,2.0,0.006578947368421052,361.0,0.019390581717451522,0.13850415512465375,0.0,0.8421052631578947,0.0,,,0.7863573825866841,0.39317869129334204,0.6621956905993128,61.035284321875174,53.661615333643184,61.035284321875174
2023-08-01,2023-8,9.0,2.0,0.2222222222222222,59.0,1.0,0.01694915254237288,0.0,0.0,0.0,292,2.0,0.00684931506849315,360.0,0.025,0.1638888888888889,0.0,0.8111111111111111,2.6472157551370703,,,0.8186734394053149,1.7329445972711925,0.7302155169516267,67.30474439217657,236.51486825846874,67.30474439217657
2023-09-01,2023-9,13.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,297,4.0,0.013468013468013467,373.0,0.03485254691689008,0.16890080428954424,0.0,0.7962466487935657,0.0,,,1.6097821165410906,0.8048910582705453,1.2817836155836566,118.14336536298627,109.85273442038739,118.14336536298627
2023-10-01,2023-10,2.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,284,2.0,0.007042253521126761,356.0,0.0056179775280898875,0.19662921348314608,0.0,0.797752808988764,0.0,,,0.8417346630505351,0.42086733152526756,0.6714961918717751,61.89252146122735,57.44060232897017,61.89252146122735
2023-11-01,2023-11,5.0,0.0,0.0,83.0,1.0,0.012048192771084338,0.0,0.0,0.0,349,1.0,0.0028653295128939827,437.0,0.011441647597254004,0.18993135011441648,0.0,0.7986270022883295,0.0,,,0.342482298433169,0.1712411492165845,0.2735156113344988,25.210226132948446,23.371247939007922,25.210226132948446
2023-12-01,2023-12,8.0,0.0,0.0,72.0,2.0,0.027777777777777776,0.0,0.0,0.0,330,3.0,0.00909090909090909,410.0,0.01951219512195122,0.17560975609756097,0.0,0.8048780487804879,0.0,,,1.0866029286652361,0.5433014643326181,0.8745828450232389,80.6112352690132,74.15059573376149,80.6112352690132
2024-01-01,2024-1,2.0,0.0,0.0,68.0,2.0,0.029411764705882353,0.0,0.0,0.0,332,3.0,0.009036144578313253,402.0,0.004975124378109453,0.1691542288557214,0.0,0.8258706467661692,0.0,,,1.0800571278901445,0.5400285639450723,0.8919874787550447,82.21543895595875,73.70390539801595,82.21543895595875
2024-02-01,2024-2,3.0,0.0,0.0,63.0,1.0,0.015873015873015872,0.0,0.0,0.0,381,2.0,0.005249343832020997,447.0,0.006711409395973154,0.14093959731543623,0.0,0.8523489932885906,0.0,,,0.6274347619589291,0.31371738097946456,0.5347933877099597,49.292477942275035,42.81661695912737,49.292477942275035
2024-03-01,2024-3,13.0,2.0,0.15384615384615385,78.0,0.0,0.0,0.0,0.0,0.0,345,2.0,0.005797101449275362,436.0,0.02981651376146789,0.17889908256880735,0.0,0.7912844036697247,1.8326878304795104,,,0.6929062153807304,1.2627970229301204,0.6029302433545541,55.572724727485245,172.3484247481481,55.572724727485245
2024-04-01,2024-4,7.0,0.0,0.0,105.0,3.0,0.02857142857142857,0.0,0.0,0.0,310,1.0,0.0032258064516129032,422.0,0.016587677725118485,0.24881516587677724,0.0,0.7345971563981043,0.0,,,0.3855687811392774,0.1927843905696387,0.2832377302207962,26.106324218242822,26.311501711979886,26.106324218242822
2024-05-01,2024-5,7.0,0.0,0.0,85.0,1.0,0.011764705882352941,0.0,0.0,0.0,347,3.0,0.008645533141210375,439.0,0.015945330296127564,0.19362186788154898,0.0,0.7904328018223234,0.0,,,1.0333687794222708,0.5166843897111354,0.8168085796344601,75.28611949953397,70.51785761424004,75.28611949953397
2024-06-01,2024-6,7.0,1.0,0.14285714285714285,76.0,1.0,0.013157894736842105,0.0,0.0,0.0,265,2.0,0.007547169811320755,348.0,0.020114942528735632,0.21839080459770116,0.0,0.7614942528735632,1.7017815568738308,,,0.902085450212649,1.30193350354324,0.7211641241507724,66.47046784681108,177.6898301057618,66.47046784681108
2024-07-01,2024-7,10.0,0.0,0.0,106.0,1.0,0.009433962264150943,0.0,0.0,0.0,302,0.0,0.0,418.0,0.023923444976076555,0.2535885167464115,0.0,0.722488038277512,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,2024-8,7.0,0.0,0.0,90.0,7.0,0.07777777777777778,0.0,0.0,0.0,297,5.0,0.016835016835016835,394.0,0.017766497461928935,0.22842639593908629,0.0,0.7538071065989848,0.0,,,2.0122276456763633,1.0061138228381816,1.5168314994057865,139.8079799504882,137.31591802548425,139.8079799504882
2024-09-01,2024-9,6.0,0.0,0.0,89.0,2.0,0.02247191011235955,0.0,0.0,0.0,298,2.0,0.006711409395973154,393.0,0.015267175572519083,0.22646310432569974,0.0,0.7582697201017812,0.0,,,0.8021900815649395,0.40109504078246977,0.6082764486166717,56.06549017861818,54.742050541703115,56.06549017861818
2024-10-01,2024-10,9.0,1.0,0.1111111111111111,89.0,0.0,0.0,0.0,0.0,0.0,256,5.0,0.01953125,354.0,0.025423728813559324,0.2514124293785311,0.0,0.7231638418079096,1.3236078775685352,,,2.3344984795542185,1.8290531785613768,1.7218759369039458,158.70714483329286,249.63191105265278,158.70714483329286
2024-11-01,2024-11,10.0,0.0,0.0,82.0,2.0,0.024390243902439025,0.0,0.0,0.0,279,1.0,0.0035842293906810036,371.0,0.026954177897574125,0.2210242587601078,0.0,0.7520215633423181,0.0,,,0.4284097568214193,0.21420487841070965,0.32217337507594607,29.695064205117173,29.235001902199873,29.695064205117173
2024-12-01,2024-12,5.0,0.0,0.0,81.0,3.0,0.037037037037037035,0.0,0.0,0.0,283,2.0,0.007067137809187279,369.0,0.013550135501355014,0.21951219512195122,0.0,0.7669376693766937,0.0,,,0.8447089904818091,0.42235449524090457,0.6478391444616585,59.71202612519497,57.64357265522095,59.71202612519497
2025-01-01,2025-1,4.0,0.0,0.0,75.0,1.0,0.013333333333333334,0.0,0.0,0.0,247,2.0,0.008097165991902834,326.0,0.012269938650306749,0.23006134969325154,0.0,0.7576687116564417,0.0,,,0.9678244708759189,0.48391223543795947,0.7332903199581349,67.58815227054276,66.04506502602239,67.58815227054276
2025-02-01,2025-2,7.0,0.0,0.0,67.0,1.0,0.014925373134328358,0.0,0.0,0.0,220,1.0,0.004545454545454545,294.0,0.023809523809523808,0.22789115646258504,0.0,0.7482993197278912,0.0,,,0.5433014643326181,0.27165073216630903,0.4065521161672652,37.472342925505,37.075297866880746,37.472342925505
2025-03-01,2025-3,10.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,184,2.0,0.010869565217391304,277.0,0.036101083032490974,0.2996389891696751,0.0,0.6642599277978339,0.0,,,1.2991991538388694,0.6495995769194347,0.8630059361240143,79.54417920648716,88.65832098601918,79.54417920648716
2025-04-01,2025-4,8.0,0.0,0.0,76.0,2.0,0.02631578947368421,0.0,0.0,0.0,132,0.0,0.0,216.0,0.037037037037037035,0.35185185185185186,0.0,0.6111111111111112,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,2025-5,7.0,0.0,0.0,60.0,3.0,0.05,0.0,0.0,0.0,165,2.0,0.012121212121212121,232.0,0.03017241379310345,0.25862068965517243,0.0,0.7112068965517241,0.0,,,1.4488039048869816,0.7244019524434908,1.0303993289066895,94.9730070698144,98.86746097834866,94.9730070698144
2025-06-01,2025-6,4.0,0.0,0.0,62.0,2.0,0.03225806451612903,0.0,0.0,0.0,226,0.0,0.0,292.0,0.0136986301369863,0.21232876712328766,0.0,0.773972602739726,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01,2025-7,7.0,1.0,0.14285714285714285,65.0,1.0,0.015384615384615385,0.0,0.0,0.0,263,5.0,0.019011406844106463,335.0,0.020895522388059702,0.19402985074626866,0.0,0.7850746268656716,1.7017815568738308,,,2.2723635390337638,1.9870725479537974,1.8195345721313334,167.70844558503182,271.19863072331395,167.70844558503182
2025-08-01,2025-8,7.0,0.0,0.0,71.0,1.0,0.014084507042253521,0.0,0.0,0.0,273,1.0,0.003663003663003663,351.0,0.019943019943019943,0.2022792022792023,0.0,0.7777777777777778,0.0,,,0.43782535587243954,0.21891267793621977,0.34053083234523074,31.3870906555512,29.877529416533935,31.3870906555512
2025-09-01,2025-9,9.0,0.0,0.0,88.0,1.0,0.011363636363636364,0.0,0.0,0.0,290,1.0,0.0034482758620689655,387.0,0.023255813953488372,0.22739018087855298,0.0,0.7493540051679587,0.0,,,0.4121597315626758,0.2060798657813379,0.30885354561544187,28.467361292244114,28.126088036944015,28.467361292244114
