date,ym,philippines_abc_au_solomon_islands_body_count,philippines_abc_au_solomon_islands_epu_count,philippines_abc_au_solomon_islands_ratio,philippines_asia_news_network_body_count,philippines_asia_news_network_epu_count,philippines_asia_news_network_ratio,philippines_philippine_star_body_count,philippines_philippine_star_epu_count,philippines_philippine_star_ratio,philippines_inquirer_body_count,philippines_inquirer_epu_count,philippines_inquirer_ratio,news_total,philippines_abc_au_solomon_islands_weights,philippines_asia_news_network_weights,philippines_philippine_star_weights,philippines_inquirer_weights,philippines_abc_au_solomon_islands_z_score,philippines_asia_news_network_z_score,philippines_philippine_star_z_score,philippines_inquirer_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2015-11-01,2015-11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,0.0,0.0,107.0,0.102803738317757,0.0,0.0,0.897196261682243,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,2015-12,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,2.0,0.017094017094017096,132.0,0.11363636363636363,0.0,0.0,0.8863636363636364,0.0,,,2.0431849940713844,1.0215924970356922,1.8110048811087271,166.92225484997684,139.4284706104917,166.92225484997684
2016-01-01,2016-1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,4.0,0.03636363636363636,115.0,0.043478260869565216,0.0,0.0,0.9565217391304348,0.0,,,4.3464117146609444,2.1732058573304722,4.157437292284381,383.1954372208163,296.60238293504597,383.1954372208163
2016-02-01,2016-2,5.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,128,2.0,0.015625,133.0,0.03759398496240601,0.0,0.0,0.9624060150375939,2.3824941796233636,,,1.8675987836433747,2.125046481633369,1.8869557534170582,173.92272789992668,290.02951937302174,173.92272789992668
2016-03-01,2016-3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,2.0,0.015384615384615385,138.0,0.057971014492753624,0.0,0.0,0.9420289855072463,0.0,,,1.8388664946642461,0.9194332473321231,1.732265538451826,159.6647655086735,125.48562354944254,159.6647655086735
2016-04-01,2016-4,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,2.0,0.0136986301369863,163.0,0.10429447852760736,0.0,0.0,0.8957055214723927,0.0,,,1.6373468788106298,0.8186734394053149,1.4665806399162697,135.17630454108553,111.73377439333923,135.17630454108553
2016-05-01,2016-5,27.0,1.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,168,6.0,0.03571428571428571,195.0,0.13846153846153847,0.0,0.0,0.8615384615384616,0.44120262585617837,,,4.268797219756285,2.3549999228062317,3.738822583677809,344.61127226196993,321.413908654839,344.61127226196993
2016-06-01,2016-6,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,1.0,0.007194244604316547,157.0,0.11464968152866242,0.0,0.0,0.8853503184713376,0.0,,,0.8599015982242877,0.42995079911214384,0.7613141538418853,70.17113898151892,58.68032755909183,70.17113898151892
2016-07-01,2016-7,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,2.0,0.013245033112582781,173.0,0.12716763005780346,0.0,0.0,0.8728323699421965,0.0,,,1.5831300947440528,0.7915650473720264,1.3818071925222657,127.36264531905746,108.03398053925515,127.36264531905746
2016-08-01,2016-8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169,1.0,0.005917159763313609,189.0,0.10582010582010581,0.0,0.0,0.8941798941798942,0.0,,,0.7072563441016331,0.35362817205081654,0.6324144029268571,58.290311217452235,48.263701365170206,58.290311217452235
2016-09-01,2016-9,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,1.0,0.007246376811594203,161.0,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,,,0.866132769225913,0.4330663846129565,0.742399516479354,68.42775664657435,59.10554732401279,68.42775664657435
2016-10-01,2016-10,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,0.0,0.0,118.0,0.19491525423728814,0.0,0.0,0.8050847457627118,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,2016-11,9.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,115,1.0,0.008695652173913044,124.0,0.07258064516129033,0.0,0.0,0.9274193548387096,1.3236078775685352,,,1.0393593230710956,1.1814836003198153,1.059990266542684,97.70043540799826,161.2506473197149,97.70043540799826
2016-12-01,2016-12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.0,0.0,119.0,0.10084033613445378,0.0,0.0,0.8991596638655462,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,2017-1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,2.0,0.015037593984962405,139.0,0.04316546762589928,0.0,0.0,0.9568345323741008,0.0,,,1.797388303055278,0.898694151527639,1.7198031964485754,158.51609813091326,122.655120762613,158.51609813091326
2017-02-01,2017-2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,3.0,0.0125,249.0,0.03614457831325301,0.0,0.0,0.963855421686747,0.0,,,1.4940790269147,0.74703951345735,1.4400761705201928,132.73335927829484,101.95706913392206,132.73335927829484
2017-03-01,2017-3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,3.0,0.01282051282051282,236.0,0.00847457627118644,0.0,0.0,0.9915254237288136,0.0,,,1.5323887455535383,0.7661943727767692,1.5194024002522373,140.04494262837042,104.57135295786878,140.04494262837042
2017-04-01,2017-4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,1.0,0.005405405405405406,190.0,0.02631578947368421,0.0,0.0,0.9736842105263158,0.0,,,0.6460882278550054,0.3230441139275027,0.6290859060693474,57.98352010578144,44.0895434092636,57.98352010578144
2017-05-01,2017-5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,4.0,0.020202020202020204,205.0,0.03414634146341464,0.0,0.0,0.9658536585365853,0.0,,,2.4146731748116363,1.2073365874058182,2.3322209200619706,214.96329405070188,164.77910163058112,214.96329405070188
2017-06-01,2017-6,22.0,1.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,205,1.0,0.004878048780487805,227.0,0.09691629955947137,0.0,0.0,0.9030837004405287,0.5414759499144007,,,0.5830552300154926,0.5622655899649467,0.579025520049748,53.36940083961139,76.7388479390715,53.36940083961139
2017-07-01,2017-7,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223,4.0,0.017937219730941704,235.0,0.05106382978723404,0.0,0.0,0.948936170212766,0.0,,,2.1439699040928426,1.0719849520464213,2.0344905898412935,187.52117140593143,146.30610817423792,187.52117140593143
2017-08-01,2017-8,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,0.0,0.0,244.0,0.0778688524590164,0.0,0.0,0.9221311475409836,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,2017-9,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,0.0,0.0,266.0,0.05263157894736842,0.0,0.0,0.9473684210526315,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,2017-10,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206,1.0,0.0048543689320388345,214.0,0.037383177570093455,0.0,0.0,0.9626168224299065,0.0,,,0.5802248648212426,0.2901124324106213,0.5585342156690466,51.48069542102088,39.59497830443574,51.48069542102088
2017-11-01,2017-11,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,1.0,0.007142857142857143,148.0,0.05405405405405406,0.0,0.0,0.9459459459459459,0.0,,,0.853759443951257,0.4268797219756285,0.8076102848187566,74.43830283850318,58.26118236224117,74.43830283850318
2017-12-01,2017-12,13.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,204,0.0,0.0,217.0,0.059907834101382486,0.0,0.0,0.9400921658986175,0.9163439152397552,,,0.0,0.4581719576198776,0.05489617925399455,5.059839495360889,62.53199344446893,5.059839495360889
2018-01-01,2018-1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223,0.0,0.0,230.0,0.030434782608695653,0.0,0.0,0.9695652173913043,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,2018-2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,1.0,0.0058823529411764705,174.0,0.022988505747126436,0.0,0.0,0.9770114942528736,0.0,,,0.7030960126657411,0.35154800633287053,0.686932885937793,63.315338046542934,47.97979723949273,63.315338046542934
2018-03-01,2018-3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164,0.0,0.0,168.0,0.023809523809523808,0.0,0.0,0.9761904761904762,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,2018-4,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,147,0.0,0.0,156.0,0.04487179487179487,0.01282051282051282,0.0,0.9423076923076923,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,2018-5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,1.0,0.005263157894736842,194.0,0.020618556701030927,0.0,0.0,0.979381443298969,0.0,,,0.6290859060693473,0.31454295303467367,0.6161150626452371,56.787983608755006,42.92929226691455,56.787983608755006
2018-06-01,2018-6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208,1.0,0.004807692307692308,215.0,0.03255813953488372,0.0,0.0,0.9674418604651163,0.0,,,0.5746457795825769,0.28732288979128845,0.5559363821077953,51.2412503260394,39.21425735920079,51.2412503260394
2018-07-01,2018-7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172,0.0,0.0,188.0,0.0851063829787234,0.0,0.0,0.9148936170212766,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,2018-8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192,3.0,0.015625,198.0,0.030303030303030304,0.0,0.0,0.9696969696969697,0.0,,,1.8675987836433747,0.9337993918216874,1.8110048811087271,166.92225484997684,127.44633641740256,166.92225484997684
2018-09-01,2018-9,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,4.0,0.014492753623188406,287.0,0.03832752613240418,0.0,0.0,0.9616724738675958,0.0,,,1.732265538451826,0.866132769225913,1.6658720857585503,153.54521003621562,118.21109464802558,153.54521003621562
2018-10-01,2018-10,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248,1.0,0.004032258064516129,254.0,0.023622047244094488,0.0,0.0,0.9763779527559056,0.0,,,0.4819609764240967,0.24098048821204834,0.4705760714691968,43.37349929172626,32.889377139974854,43.37349929172626
2018-11-01,2018-11,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,2.0,0.009174311926605505,224.0,0.026785714285714284,0.0,0.0,0.9732142857142857,0.0,,,1.0965717628731744,0.5482858814365872,1.0671993049390716,98.36490017945066,74.83087642856665,98.36490017945066
2018-12-01,2018-12,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271,1.0,0.0036900369003690036,276.0,0.018115942028985508,0.0,0.0,0.9818840579710145,0.0,,,0.4410565393106125,0.22052826965530625,0.4330663846129565,39.916191377168374,30.098027788611677,39.916191377168374
2019-01-01,2019-1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281,1.0,0.0035587188612099642,286.0,0.017482517482517484,0.0,0.0,0.9825174825174825,0.0,,,0.42536057705756575,0.21268028852878287,0.41792420333278313,38.52052034999465,29.026923596846135,38.52052034999465
2019-02-01,2019-2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256,1.0,0.00390625,262.0,0.022900763358778626,0.0,0.0,0.9770992366412213,0.0,,,0.4668996959108437,0.23344984795542184,0.4562073364625037,42.049117633963625,31.86158410435064,42.049117633963625
2019-03-01,2019-3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,3.0,0.009771986970684038,313.0,0.019169329073482427,0.0,0.0,0.9808306709265175,0.0,,,1.1680096627346186,0.5840048313673093,1.1456197011486515,105.59299188592783,79.70585209166543,105.59299188592783
2019-04-01,2019-4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211,1.0,0.004739336492890996,217.0,0.027649769585253458,0.0,0.0,0.9723502304147466,0.0,,,0.5664754604415924,0.2832377302207962,0.550812544484682,50.76898073778097,38.65670867636855,50.76898073778097
2019-05-01,2019-5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265,2.0,0.007547169811320755,271.0,0.02214022140221402,0.0,0.0,0.977859778597786,0.0,,,0.902085450212649,0.4510427251063245,0.882113078621225,81.30530494537616,61.55898513746237,81.30530494537616
2019-06-01,2019-6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231,3.0,0.012987012987012988,233.0,0.008583690987124463,0.0,0.0,0.9914163090128756,0.0,,,1.5522898980931947,0.7761449490465974,1.538965521285528,141.84809639611768,105.92942247680215,141.84809639611768
2019-07-01,2019-7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226,3.0,0.01327433628318584,233.0,0.030042918454935622,0.0,0.0,0.9699570815450643,0.0,,,1.5866325949536635,0.7933162974768317,1.5389655212855275,141.84809639611763,108.27299377053669,141.84809639611763
2019-08-01,2019-8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,1.0,0.0038461538461538464,264.0,0.015151515151515152,0.0,0.0,0.9848484848484849,0.0,,,0.45971662366606153,0.22985831183303077,0.45275122027718184,41.73056371249422,31.371405887360634,41.73056371249422
2019-09-01,2019-9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,3.0,0.01282051282051282,242.0,0.03305785123966942,0.0,0.0,0.9669421487603306,0.0,,,1.5323887455535383,0.7661943727767692,1.4817312663616857,136.57275396816286,104.57135295786878,136.57275396816286
2019-10-01,2019-10,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,2.0,0.008928571428571428,229.0,0.021834061135371178,0.0,0.0,0.9781659388646288,0.0,,,1.0671993049390713,0.5335996524695357,1.043898010071406,96.21719493535782,72.82647795280147,96.21719493535782
2019-11-01,2019-11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801,5.0,0.006242197253433208,805.0,0.004968944099378882,0.0,0.0,0.9950310559006211,0.0,,,0.746106879857528,0.373053439928764,0.742399516479354,68.42775664657435,50.91489095326944,68.42775664657435
2019-12-01,2019-12,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589,4.0,0.006791171477079796,594.0,0.008417508417508417,0.0,0.0,0.9915824915824916,0.0,,,0.8117237497668998,0.4058618748834499,0.8048910582705454,74.18766882221193,55.39263518311555,74.18766882221193
2020-01-01,2020-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665,4.0,0.006015037593984963,666.0,0.0015015015015015015,0.0,0.0,0.9984984984984985,0.0,,,0.7189553212221113,0.3594776606110556,0.7178758087277838,66.16738030089172,49.0620483050452,66.16738030089172
2020-02-01,2020-2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614,3.0,0.004885993485342019,625.0,0.0176,0.0,0.0,0.9824,0.0,,,0.5840048313673093,0.29200241568365465,0.5737263463352447,52.88097033647266,39.85292604583272,52.88097033647266
2020-03-01,2020-3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788,12.0,0.015228426395939087,796.0,0.010050251256281407,0.0,0.0,0.9899497487437185,0.0,,,1.820197799286944,0.910098899643472,1.8019043540679798,166.0834495492232,124.2116578281284,166.0834495492232
2020-04-01,2020-4,6.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,755,13.0,0.017218543046357615,761.0,0.00788436268068331,0.0,0.0,0.9921156373193167,1.9854118163528027,,,2.0580691231672685,2.0217404697600356,2.0574962666089416,189.64162921389413,275.93016049738105,189.64162921389413
2020-05-01,2020-5,7.0,2.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,882,26.0,0.02947845804988662,889.0,0.007874015748031496,0.0,0.0,0.9921259842519685,3.4035631137476616,,,3.523451673449632,3.463507393598647,3.5225076690425303,324.6732954595578,472.70466476489577,324.6732954595578
2020-06-01,2020-6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778,14.0,0.017994858611825194,782.0,0.005115089514066497,0.0,0.0,0.9948849104859335,0.0,,,2.1508592675378715,1.0754296337689357,2.1398574298522557,197.2329456283614,146.77624348328112,197.2329456283614
2020-07-01,2020-7,9.0,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,830,8.0,0.00963855421686747,839.0,0.010727056019070322,0.0,0.0,0.9892729439809297,3.9708236327056055,,,1.1520609364161543,2.5614422845608797,1.182297961763717,108.97366635550385,349.5894706839157,108.97366635550385
2020-08-01,2020-8,4.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,662,6.0,0.00906344410876133,666.0,0.006006006006006006,0.0,0.0,0.993993993993994,5.956235449058409,,,1.0833201403611117,3.51977779470976,1.112586898971906,102.54832321558175,480.3845331961214,102.54832321558175
2020-09-01,2020-9,11.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,569,11.0,0.019332161687170474,580.0,0.01896551724137931,0.0,0.0,0.9810344827586207,1.0829518998288015,,,2.310702185738024,1.6968270427834127,2.287417266522504,210.83369343375253,231.58549044976863,210.83369343375253
2020-10-01,2020-10,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617,5.0,0.008103727714748784,625.0,0.0128,0.0,0.0,0.9872,0.0,,,0.9686087694746839,0.48430438473734194,0.9562105772254079,88.13495056078777,66.09858614840977,88.13495056078777
2020-11-01,2020-11,9.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,543,6.0,0.011049723756906077,552.0,0.016304347826086956,0.0,0.0,0.9836956521739131,1.3236078775685352,,,1.3207328414715578,1.3221703595200465,1.3207797170600954,121.73767770123938,180.45178645038865,121.73767770123938
2020-12-01,2020-12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580,3.0,0.005172413793103448,582.0,0.003436426116838488,0.0,0.0,0.9965635738831615,0.0,,,0.6182395973440137,0.30911979867200684,0.616115062645237,56.787983608755,42.18913205541602,56.787983608755
2021-01-01,2021-1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622,5.0,0.008038585209003215,624.0,0.003205128205128205,0.0,0.0,0.9967948717948718,0.0,,,0.9608225253470738,0.4804112626735369,0.9577429659709614,88.27619246873775,65.56724703146112,88.27619246873775
2021-02-01,2021-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487,10.0,0.02053388090349076,488.0,0.0020491803278688526,0.0,0.0,0.9979508196721312,0.0,,,2.454339263925585,1.2271696319627925,2.4493098801880326,225.75550860857524,167.48594518919435,225.75550860857524
2021-03-01,2021-3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582,7.0,0.012027491408934709,585.0,0.005128205128205128,0.0,0.0,0.9948717948717949,0.0,,,1.4376018128388866,0.7188009064194433,1.4302294958499693,131.82578075331506,98.10302184707278,131.82578075331506
2021-04-01,2021-4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563,7.0,0.012433392539964476,572.0,0.015734265734265736,0.0,0.0,0.9842657342657343,0.0,,,1.486117682188689,0.7430588410943445,1.4627347116647411,134.82182122498128,101.41378102130791,134.82182122498128
2021-05-01,2021-5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,5.0,0.0073964497041420114,680.0,0.0058823529411764705,0.0,0.0,0.9941176470588236,0.0,,,0.8840704301270413,0.44203521506352067,0.8788700158321764,81.006388383077,60.329626706462754,81.006388383077
2021-06-01,2021-6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695,4.0,0.0057553956834532375,702.0,0.009971509971509971,0.0,0.0,0.99002849002849,0.0,,,0.6879212785794302,0.3439606392897151,0.6810616646904615,62.7741813111024,46.94426204727347,62.7741813111024
2021-07-01,2021-7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737,6.0,0.008141112618724558,742.0,0.006738544474393531,0.0,0.0,0.9932614555256065,0.0,,,0.9730772495509578,0.4865386247754789,0.9665201252278381,89.08519261535152,66.40351856754761,89.08519261535152
2021-08-01,2021-8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658,12.0,0.0182370820668693,660.0,0.0030303030303030303,0.0,0.0,0.996969696969697,0.0,,,2.1798113462585285,1.0899056731292642,2.1732058573304722,200.30670581997217,148.75195496742427,200.30670581997217
2021-09-01,2021-9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754,9.0,0.011936339522546418,761.0,0.009198423127463863,0.0,0.0,0.9908015768725361,0.0,,,1.42670676310157,0.713353381550785,1.4135833106157474,130.29148407475193,97.3595355124985,130.29148407475193
2021-10-01,2021-10,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580,11.0,0.01896551724137931,588.0,0.013605442176870748,0.0,0.0,0.9863945578231292,0.0,,,2.266878523594717,1.1334392617973585,2.236036638919959,206.09788609027754,154.6934842031921,206.09788609027754
2021-11-01,2021-11,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,494,7.0,0.01417004048582996,503.0,0.013916500994035786,0.003976143141153081,0.0,0.9821073558648111,0.0,,,1.6936928240328581,0.8468464120164291,1.6633881810581153,153.31626588606224,115.57886379553918,153.31626588606224
2021-12-01,2021-12,9.0,0.0,0.0,6.0,1.0,0.16666666666666666,0.0,0.0,0.0,439,3.0,0.00683371298405467,454.0,0.019823788546255508,0.013215859030837005,0.0,0.9669603524229075,0.0,,,0.8168085796344601,0.40840428981723004,0.789821512025392,72.79869264382249,55.73962777253142,72.79869264382249
2022-01-01,2022-1,0.0,0.0,0.0,32.0,1.0,0.03125,0.0,0.0,0.0,519,7.0,0.01348747591522158,551.0,0.0,0.05807622504537205,0.0,0.941923774954628,0.0,,,1.6121083912759766,0.8060541956379883,1.5184832215467003,139.96022094498966,110.01148114642841,139.96022094498966
2022-02-01,2022-2,3.0,1.0,0.3333333333333333,18.0,0.0,0.0,0.0,0.0,0.0,457,5.0,0.010940919037199124,478.0,0.006276150627615063,0.03765690376569038,0.0,0.9560669456066946,3.9708236327056055,,,1.3077278134920787,2.639275723098842,1.2751968235648468,117.53625370499094,360.2122946858471,117.53625370499094
2022-03-01,2022-3,2.0,0.0,0.0,47.0,2.0,0.0425531914893617,0.0,0.0,0.0,470,6.0,0.01276595744680851,519.0,0.0038535645472061657,0.0905587668593449,0.0,0.905587668593449,0.0,,,1.52586794238097,0.762933971190485,1.3818071925222657,127.36264531905746,104.12636847719699,127.36264531905746
2022-04-01,2022-4,5.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,398,1.0,0.002512562814070352,437.0,0.011441647597254004,0.07780320366132723,0.0,0.9107551487414187,0.0,,,0.3003173923446633,0.15015869617233166,0.27351561133449886,25.21022613294845,20.49388324299941,25.21022613294845
2022-05-01,2022-5,12.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,401,5.0,0.012468827930174564,438.0,0.0273972602739726,0.05707762557077625,0.0,0.9155251141552512,0.0,,,1.4903531440545634,0.7451765720272817,1.3644557323421918,125.76334269518803,101.7028121036629,125.76334269518803
2022-06-01,2022-6,1.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,368,2.0,0.005434782608695652,405.0,0.0024691358024691358,0.08888888888888889,0.0,0.908641975308642,0.0,,,0.6495995769194347,0.32479978845971735,0.5902534427317333,54.40429046962208,44.32916049300959,54.40429046962208
