date,ym,pacific_rnz_body_count,pacific_rnz_epu_count,pacific_rnz_ratio,pacific_pina_body_count,pacific_pina_epu_count,pacific_pina_ratio,pacific_abc_au_body_count,pacific_abc_au_epu_count,pacific_abc_au_ratio,news_total,pacific_rnz_weights,pacific_pina_weights,pacific_abc_au_weights,pacific_rnz_z_score,pacific_pina_z_score,pacific_abc_au_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2015-12-01,2015-12,0.0,0.0,0.0,212.0,3.0,0.014150943396226415,40,0.0,0.0,252.0,0.0,0.8412698412698413,0.15873015873015872,,0.1913392148632512,0.0,0.0956696074316256,0.1609679109167034,26.48521195977835,17.04425564517208,26.48521195977835
2016-01-01,2016-1,0.0,0.0,0.0,153.0,0.0,0.0,78,2.0,0.02564102564102564,231.0,0.0,0.6623376623376623,0.33766233766233766,,0.0,0.45804661209258857,0.22902330604629428,0.15466508979749743,25.44816331861707,40.80221380384936,25.44816331861707
2016-02-01,2016-2,0.0,0.0,0.0,458.0,7.0,0.015283842794759825,94,0.0,0.0,552.0,0.0,0.8297101449275363,0.17028985507246377,,0.20665749261795108,0.0,0.10332874630897554,0.17146581815040143,28.212508391937806,18.408788484305212,28.212508391937806
2016-03-01,2016-3,0.0,0.0,0.0,291.0,7.0,0.024054982817869417,100,0.0,0.0,391.0,0.0,0.7442455242966752,0.2557544757033248,,0.32525474783168934,0.0,0.16262737391584467,0.2420693903299785,39.829423612147494,28.973282219284496,39.829423612147494
2016-04-01,2016-4,0.0,0.0,0.0,273.0,9.0,0.03296703296703297,110,0.0,0.0,383.0,0.0,0.7127937336814621,0.28720626631853785,,0.4457572917693325,0.0,0.22287864588466624,0.3177330043159994,52.27890402504551,39.707496667873414,52.27890402504551
2016-05-01,2016-5,0.0,0.0,0.0,288.0,5.0,0.017361111111111112,104,0.0,0.0,392.0,0.0,0.7346938775510204,0.2653061224489796,,0.23474487008685913,0.0,0.11737243504342956,0.17246561883932507,28.377012814048232,20.910776601715746,28.377012814048232
2016-06-01,2016-6,0.0,0.0,0.0,279.0,7.0,0.025089605734767026,58,0.0,0.0,337.0,0.0,0.827893175074184,0.17210682492581603,,0.3392441993513319,0.0,0.16962209967566594,0.28085795732647356,46.211586446141446,30.219444895382754,46.211586446141446
2016-07-01,2016-7,0.0,0.0,0.0,414.0,17.0,0.04106280193236715,78,2.0,0.02564102564102564,492.0,0.0,0.8414634146341463,0.15853658536585366,,0.555222649248919,0.45804661209258857,0.5066346306707538,0.539816692138769,88.81993578285372,90.26074628790748,88.81993578285372
2016-08-01,2016-8,0.0,0.0,0.0,409.0,13.0,0.03178484107579462,74,2.0,0.02702702702702703,483.0,0.0,0.8467908902691511,0.15320910973084886,,0.429772515210367,0.4828058884219177,0.45628920181614235,0.43789771110613257,72.050470365794,81.29133183120975,72.050470365794
2016-09-01,2016-9,0.0,0.0,0.0,372.0,2.0,0.005376344086021506,58,2.0,0.034482758620689655,430.0,0.0,0.8651162790697674,0.13488372093023257,,0.07269518557528541,0.6159937197107226,0.344344452643004,0.14597731343541415,24.018700781030944,61.34753803645334,24.018700781030944
2016-10-01,2016-10,0.0,0.0,0.0,393.0,3.0,0.007633587786259542,48,0.0,0.0,441.0,0.0,0.891156462585034,0.10884353741496598,,0.10321606501529072,0.0,0.05160803250764536,0.09198166338097337,15.134406834159057,9.194356734800206,15.134406834159057
2016-11-01,2016-11,0.0,0.0,0.0,318.0,8.0,0.025157232704402517,40,0.0,0.0,358.0,0.0,0.888268156424581,0.11173184357541899,,0.3401586042013355,0.0,0.17007930210066774,0.302152056245879,49.71525820382975,30.300898924750364,49.71525820382975
2016-12-01,2016-12,0.0,0.0,0.0,296.0,1.0,0.0033783783783783786,40,2.0,0.05,336.0,0.0,0.8809523809523809,0.11904761904761904,,0.04568008282771313,0.8931908935805477,0.4694354882041304,0.14657422696495534,24.116915271493824,83.63344101297527,24.116915271493824
2017-01-01,2017-1,0.0,0.0,0.0,157.0,1.0,0.006369426751592357,44,2.0,0.045454545454545456,201.0,0.0,0.7810945273631841,0.21890547263681592,,0.08612295870702602,0.8119917214368616,0.4490573400719438,0.24501960328470146,40.31484343891505,80.00292160702486,40.31484343891505
2017-02-01,2017-2,0.0,0.0,0.0,391.0,4.0,0.010230179028132993,40,2.0,0.05,431.0,0.0,0.9071925754060325,0.09280742459396751,,0.13832536590284486,0.8931908935805477,0.5157581297416963,0.20838249144137877,34.286675046603406,91.88616584087023,34.286675046603406
2017-03-01,2017-3,0.0,0.0,0.0,404.0,7.0,0.017326732673267328,34,0.0,0.0,438.0,0.0,0.9223744292237442,0.0776255707762557,,0.23428002875995446,0.0,0.11714001437997723,0.2160939078059854,35.55549002819559,20.869369123296508,35.55549002819559
2017-04-01,2017-4,0.0,0.0,0.0,299.0,4.0,0.013377926421404682,44,0.0,0.0,343.0,0.0,0.8717201166180758,0.1282798833819242,,0.18088701694987405,0.0,0.09044350847493703,0.15768285151024006,25.944697429986952,16.11318705362979,25.944697429986952
2017-05-01,2017-5,0.0,0.0,0.0,264.0,9.0,0.03409090909090909,60,2.0,0.03333333333333333,324.0,0.0,0.8148148148148148,0.18518518518518517,,0.4609535630796506,0.5954605957203651,0.5282070794000079,0.48586227282793104,79.94242582775608,94.10403927200964,79.94242582775608
2017-06-01,2017-6,0.0,0.0,0.0,178.0,4.0,0.02247191011235955,34,0.0,0.0,212.0,0.0,0.839622641509434,0.16037735849056603,,0.3038495397079345,0.0,0.15192476985396725,0.25511895315100164,41.97656235134682,27.066533309187122,41.97656235134682
2017-07-01,2017-7,0.0,0.0,0.0,247.0,5.0,0.020242914979757085,30,0.0,0.0,277.0,0.0,0.8916967509025271,0.10830324909747292,,0.2737106177530989,0.0,0.13685530887654945,0.24406686853796183,40.15808311590941,24.381796199571397,40.15808311590941
2017-08-01,2017-8,0.0,0.0,0.0,9.0,1.0,0.1111111111111111,36,0.0,0.0,45.0,0.0,0.2,0.8,,1.5023671685558984,0.0,0.7511835842779492,0.3004734337111797,49.43906232491958,133.82897025098077,49.43906232491958
2017-09-01,2017-9,0.0,0.0,0.0,31.0,1.0,0.03225806451612903,32,0.0,0.0,63.0,0.0,0.49206349206349204,0.5079365079365079,,0.4361711134517124,0.0,0.2180855567258562,0.21462388122227116,35.31361594637113,38.85357200834925,35.31361594637113
2017-10-01,2017-10,0.0,0.0,0.0,26.0,2.0,0.07692307692307693,44,0.0,0.0,70.0,0.0,0.37142857142857144,0.6285714285714286,,1.0401003474617758,0.0,0.5200501737308879,0.38632298620008815,63.564508703468036,92.65082555837131,63.564508703468036
2017-11-01,2017-11,0.0,0.0,0.0,15.0,2.0,0.13333333333333333,40,0.0,0.0,55.0,0.0,0.2727272727272727,0.7272727272727273,,1.802840602267078,0.0,0.901420301133539,0.491683800618294,80.90028380441386,160.59476430117692,80.90028380441386
2017-12-01,2017-12,0.0,0.0,0.0,13.0,1.0,0.07692307692307693,24,0.0,0.0,37.0,0.0,0.35135135135135137,0.6486486486486487,,1.0401003474617758,0.0,0.5200501737308879,0.36544066262170505,60.12858931409139,92.65082555837131,60.12858931409139
2018-01-01,2018-1,0.0,0.0,0.0,4.0,0.0,0.0,62,0.0,0.0,66.0,0.0,0.06060606060606061,0.9393939393939394,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,2018-2,0.0,0.0,0.0,19.0,0.0,0.0,66,0.0,0.0,85.0,0.0,0.2235294117647059,0.7764705882352941,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,2018-3,0.0,0.0,0.0,8.0,0.0,0.0,46,4.0,0.08695652173913043,54.0,0.0,0.14814814814814814,0.8518518518518519,,0.0,1.5533754670966047,0.7766877335483023,1.323245768267478,217.72317505927936,138.37272507392393,217.72317505927936
2018-04-01,2018-4,0.0,0.0,0.0,11.0,0.0,0.0,62,0.0,0.0,73.0,0.0,0.1506849315068493,0.8493150684931506,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,2018-5,0.0,0.0,0.0,12.0,1.0,0.08333333333333333,52,0.0,0.0,64.0,0.0,0.1875,0.8125,,1.1267753764169237,0.0,0.5633876882084619,0.2112703830781732,34.76184069720908,100.37172768823557,34.76184069720908
2018-06-01,2018-6,0.0,0.0,0.0,12.0,0.0,0.0,38,4.0,0.10526315789473684,50.0,0.0,0.24,0.76,,0.0,1.8804018812222056,0.9402009406111028,1.4291054297288763,235.14102906402172,167.50382508948687,235.14102906402172
2018-07-01,2018-7,0.0,0.0,0.0,21.0,0.0,0.0,24,0.0,0.0,45.0,0.0,0.4666666666666667,0.5333333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,2018-8,0.0,0.0,0.0,8.0,0.0,0.0,40,2.0,0.05,48.0,0.0,0.16666666666666666,0.8333333333333334,,0.0,0.8931908935805477,0.44659544679027385,0.7443257446504564,122.46928597084465,79.56431691750626,122.46928597084465
2018-09-01,2018-9,0.0,0.0,0.0,18.0,3.0,0.16666666666666666,44,2.0,0.045454545454545456,62.0,0.0,0.2903225806451613,0.7096774193548387,,2.2535507528338474,0.8119917214368616,1.5327712371353546,1.2305088595843736,202.46450226555947,273.0746525742041,202.46450226555947
2018-10-01,2018-10,0.0,0.0,0.0,24.0,1.0,0.041666666666666664,38,8.0,0.21052631578947367,62.0,0.0,0.3870967741935484,0.6129032258064516,,0.5633876882084619,3.7608037624444113,2.1620957253264366,2.5230943143530764,415.14291469392833,385.1935140230915,415.14291469392833
2018-11-01,2018-11,0.0,0.0,0.0,18.0,0.0,0.0,52,4.0,0.07692307692307693,70.0,0.0,0.2571428571428571,0.7428571428571429,,0.0,1.3741398362777657,0.6870699181388829,1.0207895926634831,167.95787790287267,122.4066414115481,167.95787790287267
2018-12-01,2018-12,0.0,0.0,0.0,25.0,0.0,0.0,22,0.0,0.0,47.0,0.0,0.5319148936170213,0.46808510638297873,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,2019-1,0.0,0.0,0.0,5.0,0.0,0.0,20,0.0,0.0,25.0,0.0,0.2,0.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,2019-2,0.0,0.0,0.0,8.0,0.0,0.0,22,0.0,0.0,30.0,0.0,0.26666666666666666,0.7333333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,2019-3,0.0,0.0,0.0,9.0,0.0,0.0,18,2.0,0.1111111111111111,27.0,0.0,0.3333333333333333,0.6666666666666666,,0.0,1.984868652401217,0.9924343262006085,1.3232457682674779,217.72317505927933,176.8095931500139,217.72317505927933
2019-04-01,2019-4,0.0,0.0,0.0,3.0,0.0,0.0,12,0.0,0.0,15.0,0.0,0.2,0.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,2019-5,0.0,0.0,0.0,19.0,1.0,0.05263157894736842,30,0.0,0.0,49.0,0.0,0.3877551020408163,0.6122448979591837,,0.7116476061580571,0.0,0.35582380307902856,0.2759449901429201,45.40322050247717,63.392670118885626,45.40322050247717
2019-06-01,2019-6,0.0,0.0,0.0,31.0,0.0,0.0,20,0.0,0.0,51.0,0.0,0.6078431372549019,0.39215686274509803,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,2019-7,0.0,0.0,0.0,34.0,1.0,0.029411764705882353,24,0.0,0.0,58.0,0.0,0.5862068965517241,0.41379310344827586,,0.397685426970679,0.0,0.1988427134853395,0.23312593994832903,38.35789318312726,35.42531565467138,38.35789318312726
2019-08-01,2019-8,0.0,0.0,0.0,26.0,0.0,0.0,58,8.0,0.13793103448275862,84.0,0.0,0.30952380952380953,0.6904761904761905,,0.0,2.4639748788428903,1.2319874394214452,1.701315987772472,279.92979650478776,219.48777080691383,279.92979650478776
2019-09-01,2019-9,0.0,0.0,0.0,28.0,2.0,0.07142857142857142,38,2.0,0.05263157894736842,66.0,0.0,0.42424242424242425,0.5757575757575758,,0.9658074655002203,0.9402009406111028,0.9530042030556616,0.9510643148064861,156.48547478550464,169.7848219918025,156.48547478550464
2019-10-01,2019-10,0.0,0.0,0.0,25.0,1.0,0.04,46,2.0,0.043478260869565216,71.0,0.0,0.352112676056338,0.647887323943662,,0.5408521806801234,0.7766877335483023,0.6587699571142129,0.6936470459186619,114.13075396087217,117.36479182731506,114.13075396087217
2019-11-01,2019-11,0.0,0.0,0.0,12.0,0.0,0.0,42,0.0,0.0,54.0,0.0,0.2222222222222222,0.7777777777777778,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,2019-12,0.0,0.0,0.0,46.0,2.0,0.043478260869565216,44,0.0,0.0,90.0,0.0,0.5111111111111111,0.4888888888888889,,0.5878828050870907,0.0,0.29394140254354534,0.3004734337111797,49.43906232491958,52.36785792429682,49.43906232491958
2020-01-01,2020-1,0.0,0.0,0.0,15.0,1.0,0.06666666666666667,14,0.0,0.0,29.0,0.0,0.5172413793103449,0.4827586206896552,,0.901420301133539,0.0,0.4507101505667695,0.4662518798966581,76.71578636625453,80.29738215058846,76.71578636625453
2020-02-01,2020-2,0.0,0.0,0.0,39.0,0.0,0.0,14,2.0,0.14285714285714285,53.0,0.0,0.7358490566037735,0.2641509433962264,,0.0,2.5519739816587075,1.2759869908293537,0.6741063347777718,110.91557974718005,227.3266197643036,110.91557974718005
2020-03-01,2020-3,0.0,0.0,0.0,5.0,0.0,0.0,22,2.0,0.09090909090909091,27.0,0.0,0.18518518518518517,0.8148148148148148,,0.0,1.6239834428737232,0.8119917214368616,1.323245768267478,217.72317505927936,144.66239439546595,217.72317505927936
2020-04-01,2020-4,0.0,0.0,0.0,8.0,0.0,0.0,28,6.0,0.21428571428571427,36.0,0.0,0.2222222222222222,0.7777777777777778,,0.0,3.827960972488061,1.9139804862440306,2.9773029786018252,489.8771438833785,340.9899296464554,489.8771438833785
2020-05-01,2020-5,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,30,6.0,0.2,33.0,0.0,0.09090909090909091,0.9090909090909091,,4.507101505667695,3.572763574322191,4.039932539994943,3.657703386262691,601.8283328613032,719.7441784229674,601.8283328613032
2020-06-01,2020-6,0.0,0.0,0.0,8.0,0.0,0.0,24,2.0,0.08333333333333333,32.0,0.0,0.25,0.75,,0.0,1.4886514893009126,0.7443257446504563,1.1164886169756845,183.70392895626694,132.60719486251043,183.70392895626694
2020-07-01,2020-7,0.0,0.0,0.0,2.0,1.0,0.5,18,3.0,0.16666666666666666,20.0,0.0,0.1,0.9,,6.760652258501542,2.9773029786018252,4.868977618551684,3.355637906591797,552.1273197261097,867.4447558544342,552.1273197261097
2020-08-01,2020-8,0.0,0.0,0.0,0.0,0.0,0.0,26,2.0,0.07692307692307693,26.0,0.0,0.0,1.0,,0.0,1.3741398362777657,0.6870699181388829,1.3741398362777657,226.09714333079012,122.4066414115481,226.09714333079012
2020-09-01,2020-9,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,18.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,2020-10,0.0,0.0,0.0,0.0,0.0,0.0,40,2.0,0.05,40.0,0.0,0.0,1.0,,0.0,0.8931908935805477,0.44659544679027385,0.8931908935805477,146.96314316501358,79.56431691750626,146.96314316501358
2020-11-01,2020-11,0.0,0.0,0.0,1.0,0.0,0.0,34,6.0,0.17647058823529413,35.0,0.0,0.02857142857142857,0.9714285714285714,,0.0,3.152438447931345,1.5762192239656725,3.0623687779904496,503.873633708618,280.8152361794339,503.873633708618
2020-12-01,2020-12,0.0,0.0,0.0,0.0,0.0,0.0,32,2.0,0.0625,32.0,0.0,0.0,1.0,,0.0,1.1164886169756847,0.5582443084878423,1.1164886169756847,183.70392895626696,99.45539614688283,183.70392895626696
2021-01-01,2021-1,0.0,0.0,0.0,0.0,0.0,0.0,16,3.0,0.1875,16.0,0.0,0.0,1.0,,0.0,3.3494658509270536,1.6747329254635268,3.3494658509270536,551.1117868688009,298.36618844064844,551.1117868688009
2021-02-01,2021-2,0.0,0.0,0.0,1.0,0.0,0.0,26,4.0,0.15384615384615385,27.0,0.0,0.037037037037037035,0.9629629629629629,,0.0,2.7482796725555314,1.3741398362777657,2.646491536534956,435.4463501185587,244.8132828230962,435.4463501185587
2021-03-01,2021-3,0.0,0.0,0.0,71.0,1.0,0.014084507042253521,30,2.0,0.06666666666666667,101.0,0.0,0.7029702970297029,0.297029702970297,,0.1904409086901843,1.1909211914407303,0.6906810500654573,0.48761326990321774,80.23053001209826,123.04999155562564,80.23053001209826
2021-04-01,2021-4,0.0,0.0,0.0,69.0,2.0,0.028985507246376812,18,0.0,0.0,87.0,0.0,0.7931034482758621,0.20689655172413793,,0.39192187005806045,0.0,0.19596093502903023,0.3108345865977721,51.14385757750302,34.911905282864545,51.14385757750302
2021-05-01,2021-5,0.0,0.0,0.0,52.0,4.0,0.07692307692307693,38,4.0,0.10526315789473684,90.0,0.0,0.5777777777777777,0.4222222222222222,,1.0401003474617758,1.8804018812222056,1.4602511143419907,1.394894328382846,229.5120296854068,260.15465064785815,229.5120296854068
2021-06-01,2021-6,0.0,0.0,0.0,373.0,16.0,0.04289544235924933,26,2.0,0.07692307692307693,399.0,0.0,0.9348370927318296,0.06516290726817042,,0.5800023385309635,1.3741398362777657,0.9770710874043647,0.6317506466548153,103.9464927331896,174.07251732613585,103.9464927331896
2021-07-01,2021-7,0.0,0.0,0.0,356.0,14.0,0.03932584269662921,28,2.0,0.07142857142857142,384.0,0.0,0.9270833333333334,0.07291666666666667,,0.5317366944888854,1.2759869908293537,0.9038618426591196,0.5860049452637113,96.41962237317678,161.02974317322926,96.41962237317678
2021-08-01,2021-8,0.0,0.0,0.0,356.0,8.0,0.02247191011235955,30,2.0,0.06666666666666667,386.0,0.0,0.9222797927461139,0.07772020725388601,,0.3038495397079345,1.1909211914407303,0.7473853655743323,0.3727929323296544,61.338311304589624,133.15228919919545,61.338311304589624
2021-09-01,2021-9,0.0,0.0,0.0,390.0,8.0,0.020512820512820513,20,4.0,0.2,410.0,0.0,0.9512195121951219,0.04878048780487805,,0.27736009265647354,3.572763574322191,1.9250618334893321,0.4381114820060207,72.08564363456618,342.9641544855907,72.08564363456618
2021-10-01,2021-10,0.0,0.0,0.0,308.0,20.0,0.06493506493506493,24,6.0,0.25,332.0,0.0,0.927710843373494,0.07228915662650602,,0.8780067868183821,4.465954467902739,2.6719806273605604,1.1373764987039983,187.1407628681604,476.0333204484941,187.1407628681604
2021-11-01,2021-11,0.0,0.0,0.0,250.0,6.0,0.024,38,8.0,0.21052631578947367,288.0,0.0,0.8680555555555556,0.13194444444444445,,0.3245113084080741,3.7608037624444113,2.0426575354262426,0.7779110072045352,127.99531157684187,363.91470775318555,127.99531157684187
2021-12-01,2021-12,0.0,0.0,0.0,292.0,10.0,0.03424657534246575,10,0.0,0.0,302.0,0.0,0.9668874172185431,0.033112582781456956,,0.4630583738699686,0.0,0.2315291869349843,0.4477253151325525,73.66747697421792,41.24865521434338,73.66747697421792
2022-01-01,2022-1,0.0,0.0,0.0,54.0,0.0,0.0,32,2.0,0.0625,86.0,0.0,0.627906976744186,0.37209302325581395,,0.0,1.1164886169756847,0.5582443084878423,0.415437624921185,68.35495030930865,99.45539614688283,68.35495030930865
2022-02-01,2022-2,0.0,0.0,0.0,228.0,10.0,0.043859649122807015,42,2.0,0.047619047619047616,270.0,0.0,0.8444444444444444,0.15555555555555556,,0.5930396717983809,0.8506579938862359,0.7218488328423084,0.6331136330120473,104.17075471412724,128.60276502050587,104.17075471412724
2022-03-01,2022-3,0.0,0.0,0.0,352.0,8.0,0.022727272727272728,20,2.0,0.1,372.0,0.0,0.946236559139785,0.053763440860215055,,0.3073023753864338,1.7863817871610954,1.0468420812737647,0.3868227738689425,63.64674237519246,186.5027413863495,63.64674237519246
2022-04-01,2022-4,0.0,0.0,0.0,364.0,8.0,0.02197802197802198,24,0.0,0.0,388.0,0.0,0.9381443298969072,0.061855670103092786,,0.2971715278462217,0.0,0.14858576392311085,0.2787897838557338,45.87129494064705,26.471664445248948,45.87129494064705
2022-05-01,2022-5,0.0,0.0,0.0,366.0,6.0,0.01639344262295082,54,0.0,0.0,420.0,0.0,0.8714285714285714,0.12857142857142856,,0.22166072978693582,0.0,0.11083036489346791,0.19316149310004407,31.782254351734018,19.745257905882408,31.782254351734018
2022-06-01,2022-6,0.0,0.0,0.0,280.0,16.0,0.05714285714285714,46,4.0,0.08695652173913043,326.0,0.0,0.8588957055214724,0.1411042944785276,,0.7726459724001763,1.5533754670966047,1.1630107197483905,0.8828102569278933,145.2551421078012,207.1990526315712,145.2551421078012
2022-07-01,2022-7,0.0,0.0,0.0,240.0,8.0,0.03333333333333333,50,4.0,0.08,290.0,0.0,0.8275862068965517,0.1724137931034483,,0.4507101505667695,1.4291054297288763,0.9399077901478229,0.6193989918016155,101.91418582817978,167.45159814330424,101.91418582817978
2022-08-01,2022-8,0.0,0.0,0.0,332.0,6.0,0.018072289156626505,66,2.0,0.030303030303030304,398.0,0.0,0.8341708542713567,0.1658291457286432,,0.24436092500607984,0.541327814291241,0.39284436964866043,0.29360669056593064,48.30922752343926,69.9881607630056,48.30922752343926
2022-09-01,2022-9,0.0,0.0,0.0,327.0,6.0,0.01834862385321101,54,4.0,0.07407407407407407,381.0,0.0,0.8582677165354331,0.14173228346456693,,0.2480973305872126,1.323245768267478,0.7856715494273453,0.4004805737229983,65.8939587425968,139.97325902218958,65.8939587425968
2022-10-01,2022-10,0.0,0.0,0.0,283.0,8.0,0.028268551236749116,36,2.0,0.05555555555555555,319.0,0.0,0.8871473354231975,0.11285266457680251,,0.382227689526589,0.9924343262006085,0.6873310078635987,0.4510911344177009,74.22127950962881,122.45315649751795,74.22127950962881
2022-11-01,2022-11,0.0,0.0,0.0,256.0,18.0,0.0703125,46,10.0,0.21739130434782608,302.0,0.0,0.847682119205298,0.152317880794702,,0.9507167238517794,3.8834386677415114,2.4170776957966456,1.3974227153051824,229.9280434310847,430.6204579217586,229.9280434310847
2022-12-01,2022-12,0.0,0.0,0.0,198.0,2.0,0.010101010101010102,36,2.0,0.05555555555555555,234.0,0.0,0.8461538461538461,0.15384615384615385,,0.13657883350508168,0.9924343262006085,0.564506579852845,0.2682489093043935,44.13692878565515,100.57106659782337,44.13692878565515
2023-01-01,2023-1,0.0,0.0,0.0,30.0,0.0,0.0,48,2.0,0.041666666666666664,78.0,0.0,0.38461538461538464,0.6153846153846154,,0.0,0.7443257446504563,0.37216287232522816,0.4580466120925885,75.3657144435967,66.30359743125521,75.3657144435967
2023-02-01,2023-2,0.0,0.0,0.0,336.0,12.0,0.03571428571428571,42,0.0,0.0,378.0,0.0,0.8888888888888888,0.1111111111111111,,0.48290373275011017,0.0,0.24145186637505509,0.4292477624445423,70.62723189274226,43.01645472352953,70.62723189274226
2023-03-01,2023-3,0.0,0.0,0.0,376.0,27.0,0.07180851063829788,42,0.0,0.0,418.0,0.0,0.8995215311004785,0.10047846889952153,,0.9709447392528812,0.0,0.4854723696264406,0.8733856984667066,143.70445149468253,86.49053130582001,143.70445149468253
2023-04-01,2023-4,0.0,0.0,0.0,300.0,10.0,0.03333333333333333,46,2.0,0.043478260869565216,346.0,0.0,0.8670520231213873,0.1329479768786127,,0.4507101505667695,0.7766877335483023,0.613698942057536,0.4940482107319444,81.28931726246924,109.3350536122562,81.28931726246924
2023-05-01,2023-5,0.0,0.0,0.0,386.0,12.0,0.031088082901554404,60,2.0,0.03333333333333333,446.0,0.0,0.8654708520179372,0.13452914798206278,,0.42035143576175393,0.5954605957203651,0.5079060157410595,0.4439087218548406,73.03950534093524,90.48725304113351,73.03950534093524
2023-06-01,2023-6,0.0,0.0,0.0,329.0,8.0,0.0243161094224924,46,4.0,0.08695652173913043,375.0,0.0,0.8773333333333333,0.12266666666666666,,0.3287855201702878,1.5533754670966047,0.9410804936334463,0.4790018869932493,78.81363704045903,167.6605240346249,78.81363704045903
2023-07-01,2023-7,0.0,0.0,0.0,418.0,12.0,0.028708133971291867,54,6.0,0.1111111111111111,472.0,0.0,0.885593220338983,0.11440677966101695,,0.38817142154075845,1.984868652401217,1.1865200369709876,0.5708444098171668,93.92515007469957,211.3874132148606,93.92515007469957
