date,ym,pacific_rnz_body_count,pacific_rnz_epu_count,pacific_rnz_ratio,pacific_pina_body_count,pacific_pina_epu_count,pacific_pina_ratio,pacific_abc_au_body_count,pacific_abc_au_epu_count,pacific_abc_au_ratio,news_total,pacific_rnz_weights,pacific_pina_weights,pacific_abc_au_weights,pacific_rnz_z_score,pacific_pina_z_score,pacific_abc_au_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2024-02-01,2024-2,0.0,0.0,0.0,133.0,0.0,0.0,28,0.0,0.0,161.0,0.0,0.8260869565217391,0.17391304347826086,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,2024-3,0.0,0.0,0.0,156.0,1.0,0.00641025641025641,40,2.0,0.05,196.0,0.0,0.7959183673469388,0.20408163265306123,,0.04733643118431627,1.089915281562749,0.5686258563735327,0.26010762513909846,71.529125930154,160.6129265010198,71.529125930154
2024-04-01,2024-4,0.0,0.0,0.0,109.0,1.0,0.009174311926605505,46,4.0,0.08695652173913043,155.0,0.0,0.7032258064516129,0.2967741935483871,,0.06774755288764531,1.895504837500433,0.9816261951940392,0.6101787470307952,167.7980505682172,277.2681793713707,167.7980505682172
2024-05-01,2024-5,0.0,0.0,0.0,150.0,2.0,0.013333333333333334,74,0.0,0.0,224.0,0.0,0.6696428571428571,0.33035714285714285,,0.09845977686337785,0.0,0.04922988843168893,0.06593288629244053,18.131424344166955,13.905376204240255,18.131424344166955
2024-06-01,2024-6,0.0,0.0,0.0,159.0,4.0,0.025157232704402517,34,6.0,0.17647058823529413,193.0,0.0,0.8238341968911918,0.17616580310880828,,0.18577316389316575,3.846759817280291,2.0162664905867285,0.830713817857737,228.4447957174987,569.5106158632796,228.4447957174987
2024-07-01,2024-7,0.0,0.0,0.0,119.0,5.0,0.04201680672268908,30,0.0,0.0,149.0,0.0,0.7986577181208053,0.20134228187919462,,0.31027240608207307,0.0,0.15513620304103654,0.24780145183736035,68.14495055525835,43.8194628284882,68.14495055525835
2024-08-01,2024-8,0.0,0.0,0.0,164.0,0.0,0.0,40,0.0,0.0,204.0,0.0,0.803921568627451,0.19607843137254902,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,2024-9,0.0,0.0,0.0,135.0,1.0,0.007407407407407408,52,4.0,0.07692307692307693,187.0,0.0,0.7219251336898396,0.27807486631016043,,0.05469987603520992,1.676792740865768,0.8657463084504889,0.5057631325656324,139.08394565814797,244.53697743274103,139.08394565814797
2024-10-01,2024-10,0.0,0.0,0.0,147.0,0.0,0.0,50,6.0,0.12,197.0,0.0,0.7461928934010152,0.25380710659898476,,0.0,2.6157966757505977,1.3078983378752989,0.663907785723502,182.5734389202561,369.4263587514011,182.5734389202561
2024-11-01,2024-11,0.0,0.0,0.0,172.0,4.0,0.023255813953488372,28,2.0,0.07142857142857142,200.0,0.0,0.86,0.14,,0.17173216894775206,1.5570218308039272,0.8643769998758396,0.3656727216076166,100.5593363097514,244.15020526085988,100.5593363097514
2024-12-01,2024-12,0.0,0.0,0.0,115.0,2.0,0.017391304347826087,44,4.0,0.09090909090909091,159.0,0.0,0.7232704402515723,0.27672955974842767,,0.12842579590875372,1.9816641482959074,1.0550449721023305,0.6412716292737521,176.3485368844048,298.00590082246833,176.3485368844048
2025-01-01,2025-1,0.0,0.0,0.0,14.0,1.0,0.07142857142857142,20,2.0,0.1,34.0,0.0,0.4117647058823529,0.5882352941176471,,0.5274630903395241,2.179830563125498,1.3536468267325112,1.4994439566842148,412.34437300912305,382.34838576793084,412.34437300912305
2025-02-01,2025-2,0.0,0.0,0.0,127.0,2.0,0.015748031496062992,42,0.0,0.0,169.0,0.0,0.7514792899408284,0.2485207100591716,,0.11629107503548564,0.0,0.05814553751774282,0.08739033449412234,24.032183746114775,16.423672682173528,24.032183746114775
2025-03-01,2025-3,0.0,0.0,0.0,118.0,6.0,0.05084745762711865,26,8.0,0.3076923076923077,144.0,0.0,0.8194444444444444,0.18055555555555555,,0.37548219990271214,6.707170963463072,3.541326581682892,1.5187037822122214,417.6407901550981,1000.27605077161,417.6407901550981
2025-04-01,2025-4,0.0,0.0,0.0,115.0,2.0,0.017391304347826087,22,2.0,0.09090909090909091,137.0,0.0,0.8394160583941606,0.16058394160583941,,0.12842579590875372,1.9816641482959074,1.0550449721023305,0.4260261152701944,117.15641028362687,298.00590082246833,117.15641028362687
2025-05-01,2025-5,0.0,0.0,0.0,120.0,3.0,0.025,28,0.0,0.0,148.0,0.0,0.8108108108108109,0.1891891891891892,,0.18461208161883347,0.0,0.09230604080941673,0.14968547158283796,41.163233646216874,26.072580382950477,41.163233646216874
2025-06-01,2025-6,0.0,0.0,0.0,0.0,0.0,0.0,30,4.0,0.13333333333333333,30.0,0.0,0.0,1.0,,0.0,2.9064407508339976,1.4532203754169988,2.9064407508339976,799.2659437175656,410.4737319460012,799.2659437175656
2025-07-01,2025-7,0.0,0.0,0.0,143.0,4.0,0.027972027972027972,30,0.0,0.0,173.0,0.0,0.8265895953757225,0.17341040462427745,,0.20655897244065283,0.0,0.10327948622032641,0.17073949745094424,46.95305263691789,29.172117910993542,46.95305263691789
2025-08-01,2025-8,0.0,0.0,0.0,123.0,1.0,0.008130081300813009,32,0.0,0.0,155.0,0.0,0.7935483870967742,0.2064516129032258,,0.06003644930693772,0.0,0.03001822465346886,0.047641827514537674,13.101416300301285,8.47888792941479,13.101416300301285
2025-09-01,2025-9,3.0,0.0,0.0,124.0,1.0,0.008064516129032258,44,6.0,0.13636363636363635,171.0,0.017543859649122806,0.7251461988304093,0.2573099415204678,,0.05955228439317208,2.9724962224438607,1.5160242534185164,0.8080369418262175,222.20869587039266,428.21319020027113,222.20869587039266
