date,ym,pacific_rnz_body_count,pacific_rnz_epu_count,pacific_rnz_ratio,pacific_pina_body_count,pacific_pina_epu_count,pacific_pina_ratio,pacific_abc_au_body_count,pacific_abc_au_epu_count,pacific_abc_au_ratio,news_total,pacific_rnz_weights,pacific_pina_weights,pacific_abc_au_weights,pacific_rnz_z_score,pacific_pina_z_score,pacific_abc_au_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2015-01-01,2015-1,0.0,0.0,0.0,260.0,6.0,0.023076923076923078,68,2.0,0.029411764705882353,328.0,0.0,0.7926829268292683,0.2073170731707317,,0.15334607802606315,0.445949351300953,0.29964771466350804,0.2140077322415891,31.50211014031516,45.3574966535684
2015-02-01,2015-2,0.0,0.0,0.0,506.0,15.0,0.029644268774703556,58,0.0,0.0,564.0,0.0,0.8971631205673759,0.10283687943262411,,0.1969860686105554,0.0,0.0984930343052777,0.17672863602294508,26.014597223326692,14.908832122808386
2015-03-01,2015-3,0.0,0.0,0.0,357.0,15.0,0.04201680672268908,108,6.0,0.05555555555555555,465.0,0.0,0.7677419354838709,0.23225806451612904,,0.2792015426244847,0.8423487746795778,0.5607751586520313,0.40999702877921596,60.35189206726637,84.8842028063743
2015-04-01,2015-4,0.0,0.0,0.0,495.0,15.0,0.030303030303030304,98,2.0,0.02040816326530612,593.0,0.0,0.8347386172006745,0.16526138279932545,,0.20136353680190108,0.3094342437598449,0.255398890280873,0.21922345127387155,32.26986817267643,38.65957837939266
2015-05-01,2015-5,0.0,0.0,0.0,252.0,9.0,0.03571428571428571,66,2.0,0.030303030303030304,318.0,0.0,0.7924528301886793,0.20754716981132076,,0.237321311230812,0.4594629680070425,0.34839213961892723,0.28342618339191644,41.72056192709001,52.73591131719538
2015-06-01,2015-6,0.0,0.0,0.0,507.0,21.0,0.04142011834319527,98,0.0,0.0,605.0,0.0,0.8380165289256198,0.16198347107438016,,0.2752365503031903,0.0,0.13761827515159514,0.23065277851854127,33.95227432651035,20.83119659920604
2015-07-01,2015-7,0.0,0.0,0.0,492.0,8.0,0.016260162601626018,104,2.0,0.019230769230769232,596.0,0.0,0.825503355704698,0.174496644295302,,0.10804872706443475,0.29158226815831545,0.1998154976113751,0.14007471410095085,20.619110465130102,30.245953233504782
2015-08-01,2015-8,0.0,0.0,0.0,480.0,25.0,0.052083333333333336,72,4.0,0.05555555555555555,552.0,0.0,0.8695652173913043,0.13043478260869565,,0.3460935788782675,0.8423487746795778,0.5942211767789227,0.41082251746104714,60.47340466450876,89.94690671175607
2015-09-01,2015-9,0.0,0.0,0.0,357.0,14.0,0.0392156862745098,112,4.0,0.03571428571428571,469.0,0.0,0.7611940298507462,0.23880597014925373,,0.2605881064495191,0.5415099265797286,0.4010490165146239,0.3276739142418079,48.23386346106805,60.70655150801405
2015-10-01,2015-10,0.0,0.0,0.0,416.0,20.0,0.04807692307692308,108,2.0,0.018518518518518517,524.0,0.0,0.7938931297709924,0.20610687022900764,,0.31947099588763156,0.2807829248931926,0.3001269603904121,0.3114971186597701,45.8526261534018,45.43003979469896
2015-11-01,2015-11,0.0,0.0,0.0,287.0,9.0,0.0313588850174216,94,0.0,0.0,381.0,0.0,0.7532808398950132,0.24671916010498687,,0.20837968790998126,0.0,0.10418984395499063,0.15696842632589142,23.105878478671272,15.771154817019605
