,date,ym,post_courier_news_count,post_courier_epu_count,post_courier_ratio,papua_new_guinea_abc_news_count,papua_new_guinea_abc_epu_count,papua_new_guinea_abc_ratio,png_business_news_count,png_business_epu_count,png_business_ratio,papua_new_guinea_rnz_news_count,papua_new_guinea_rnz_epu_count,papua_new_guinea_rnz_ratio,news_total,post_courier_weights,papua_new_guinea_abc_weights,png_business_weights,papua_new_guinea_rnz_weights,post_courier_z_score,papua_new_guinea_abc_z_score,png_business_z_score,papua_new_guinea_rnz_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
0,2015-01-01,2015-1,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2015-02-01,2015-2,0.0,0.0,0.0,21.0,1.0,0.047619047619047616,0.0,0.0,0.0,40.0,0.0,0.0,61.0,0.0,0.3442622950819672,0.0,0.6557377049180327,0.0,0.8064361580773993,0.0,0.0,0.20160903951934983,0.2776255626168096,57.520440764425814,45.07800194469985
2,2015-03-01,2015-3,0.0,0.0,0.0,14.0,1.0,0.07142857142857142,0.0,0.0,0.0,81.0,0.0,0.0,95.0,0.0,0.14736842105263157,0.0,0.8526315789473684,0.0,1.209654237116099,0.0,0.0,0.30241355927902475,0.1782648349434251,36.93417775399973,67.61700291704977
3,2015-04-01,2015-4,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,111.0,0.0,0.14414414414414414,0.0,0.8558558558558559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2015-05-01,2015-5,0.0,0.0,0.0,21.0,1.0,0.047619047619047616,0.0,0.0,0.0,114.0,0.0,0.0,135.0,0.0,0.15555555555555556,0.0,0.8444444444444444,0.0,0.8064361580773993,0.0,0.0,0.20160903951934983,0.12544562458981767,25.990717678740552,45.07800194469985
5,2015-06-01,2015-6,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,116.0,1.0,0.008620689655172414,143.0,0.0,0.1888111888111888,0.0,0.8111888111888111,0.0,0.0,0.0,0.725479102270936,0.181369775567734,0.5885005305134865,121.92973005139469,40.55268114586401
6,2015-07-01,2015-7,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,163.0,0.0,0.17791411042944785,0.0,0.8220858895705522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2015-08-01,2015-8,0.0,0.0,0.0,26.0,1.0,0.038461538461538464,0.0,0.0,0.0,100.0,0.0,0.0,126.0,0.0,0.20634920634920634,0.0,0.7936507936507936,0.0,0.6513522815240533,0.0,0.0,0.16283807038101333,0.13440602634623322,27.847197512936305,36.409155416872956
8,2015-09-01,2015-9,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,148.0,0.0,0.20945945945945946,0.0,0.7905405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2015-10-01,2015-10,0.0,0.0,0.0,26.0,1.0,0.038461538461538464,0.0,0.0,0.0,71.0,0.0,0.0,97.0,0.0,0.26804123711340205,0.0,0.7319587628865979,0.0,0.6513522815240533,0.0,0.0,0.16283807038101333,0.1745892713363442,36.17264831577294,36.409155416872956
