date,ym,papua_new_guinea_rnz_body_count,papua_new_guinea_rnz_epu_count,papua_new_guinea_rnz_ratio,papua_new_guinea_png_business_news_body_count,papua_new_guinea_png_business_news_epu_count,papua_new_guinea_png_business_news_ratio,papua_new_guinea_abc_au_body_count,papua_new_guinea_abc_au_epu_count,papua_new_guinea_abc_au_ratio,papua_new_guinea_post_courier_body_count,papua_new_guinea_post_courier_epu_count,papua_new_guinea_post_courier_ratio,news_total,papua_new_guinea_rnz_weights,papua_new_guinea_png_business_news_weights,papua_new_guinea_abc_au_weights,papua_new_guinea_post_courier_weights,papua_new_guinea_rnz_z_score,papua_new_guinea_png_business_news_z_score,papua_new_guinea_abc_au_z_score,papua_new_guinea_post_courier_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2015-11-01,2015-11,76,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,96.0,0.7916666666666666,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,2015-12,90,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,207.0,0.0,0.0,309.0,0.2912621359223301,0.0,0.038834951456310676,0.6699029126213593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,2016-1,84,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,404.0,0.0,0.0,504.0,0.16666666666666666,0.0,0.031746031746031744,0.8015873015873016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,2016-2,93,1.0,0.010752688172043012,0.0,0.0,0.0,9.0,0.0,0.0,389.0,0.0,0.0,491.0,0.1894093686354379,0.0,0.018329938900203666,0.7922606924643585,1.393452735105648,0.0,0.0,0.0,0.348363183776412,0.2639330027796849,136.76227701475938,119.37907424849777,136.76227701475938
2016-03-01,2016-3,97,1.0,0.010309278350515464,0.0,0.0,0.0,25.0,0.0,0.0,467.0,0.0,0.0,589.0,0.16468590831918506,0.0,0.042444821731748725,0.7928692699490663,1.3359907666476831,0.0,0.0,0.0,0.3339976916619208,0.2200188529114181,114.00726318208292,114.45622582587932,114.00726318208292
2016-04-01,2016-4,103,1.0,0.009708737864077669,0.0,0.0,0.0,43.0,0.0,0.0,411.0,0.0,0.0,557.0,0.18491921005385997,0.0,0.07719928186714542,0.7378815080789947,1.25816606179442,0.0,0.0,0.0,0.314541515448605,0.2326590742636001,120.55705209020977,107.78887286514846,120.55705209020977
2016-05-01,2016-5,146,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,595.0,0.0,0.0,769.0,0.18985695708712613,0.0,0.036410923276983094,0.7737321196358907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,2016-6,119,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,507.0,0.0,0.0,652.0,0.18251533742331288,0.0,0.03987730061349693,0.7776073619631901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,2016-7,116,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,472.0,0.0,0.0,609.0,0.19047619047619047,0.0,0.034482758620689655,0.7750410509031199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,2016-8,114,1.0,0.008771929824561403,0.0,0.0,0.0,21.0,0.0,0.0,573.0,0.0,0.0,708.0,0.16101694915254236,0.0,0.029661016949152543,0.809322033898305,1.13676407337566,0.0,0.0,0.0,0.284191018343915,0.1830382830011656,94.84502544385145,97.38819215009028,94.84502544385145
2016-09-01,2016-9,85,1.0,0.011764705882352941,0.0,0.0,0.0,21.0,1.0,0.047619047619047616,501.0,0.0,0.0,607.0,0.1400329489291598,0.0,0.03459637561779242,0.8253706754530478,1.5246012278214736,0.0,0.8733103318134185,0.0,0.599477889908723,0.24370777814317468,126.2821637083796,205.43248788218233,126.2821637083796
2016-10-01,2016-10,75,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,453.0,0.0,0.0,545.0,0.13761467889908258,0.0,0.031192660550458717,0.8311926605504587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,2016-11,81,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.03125,344.0,0.0,0.0,457.0,0.1772428884026258,0.0,0.0700218818380744,0.7527352297592997,0.0,0.0,0.5731099052525559,0.0,0.14327747631313897,0.04013023406582448,20.7943005617934,49.09913928763947,20.7943005617934
2016-12-01,2016-12,59,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,315.0,0.0,0.0,394.0,0.14974619289340102,0.0,0.050761421319796954,0.799492385786802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,2017-1,62,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,411.0,0.0,0.0,491.0,0.12627291242362526,0.0,0.03665987780040733,0.8370672097759674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,2017-2,81,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,368.0,0.0,0.0,474.0,0.17088607594936708,0.0,0.052742616033755275,0.7763713080168776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,2017-3,127,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,560.0,0.0,0.0,705.0,0.18014184397163122,0.0,0.02553191489361702,0.7943262411347518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,2017-4,102,1.0,0.00980392156862745,0.0,0.0,0.0,21.0,0.0,0.0,392.0,0.0,0.0,515.0,0.19805825242718447,0.0,0.040776699029126215,0.7611650485436893,1.2705010231845613,0.0,0.0,0.0,0.3176252557961403,0.251633212358884,130.3888893480521,108.84562652068914,130.3888893480521
2017-05-01,2017-5,92,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.1111111111111111,1022.0,0.0,0.0,1132.0,0.0812720848056537,0.0,0.015901060070671377,0.9028268551236749,0.0,0.0,2.0377241075646433,0.0,0.5094310268911608,0.03240197344184061,16.789744446536368,174.57471746716257,16.789744446536368
2017-06-01,2017-6,98,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,890.0,0.0,0.0,1006.0,0.09741550695825049,0.0,0.017892644135188866,0.8846918489065606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,2017-7,104,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,583.0,0.0,0.0,703.0,0.14793741109530584,0.0,0.02275960170697013,0.829302987197724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,2017-8,135,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,808.0,0.0,0.0,966.0,0.13975155279503104,0.0,0.023809523809523808,0.8364389233954451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,2017-9,89,1.0,0.011235955056179775,0.0,0.0,0.0,17.0,1.0,0.058823529411764705,867.0,0.0,0.0,973.0,0.09146968139773895,0.0,0.017471736896197326,0.8910585817060637,1.4560798243238793,0.0,1.078795115769517,0.0,0.6337187350233491,0.1520355820482087,78.78034262177434,217.166335147437,78.78034262177434
2017-10-01,2017-10,91,1.0,0.01098901098901099,0.0,0.0,0.0,23.0,0.0,0.0,364.0,0.0,0.0,478.0,0.1903765690376569,0.0,0.04811715481171548,0.7615062761506276,1.4240780699431348,0.0,0.0,0.0,0.3560195174857837,0.2711110969975424,140.4817531678804,122.00279016604718,140.4817531678804
2017-11-01,2017-11,123,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.02857142857142857,626.0,0.0,0.0,784.0,0.1568877551020408,0.0,0.044642857142857144,0.798469387755102,0.0,0.0,0.5239861990880511,0.0,0.13099654977201278,0.02339224103071657,12.121167546861717,44.89064163441323,12.121167546861717
2017-12-01,2017-12,66,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,394.0,0.0,0.0,477.0,0.13836477987421383,0.0,0.03563941299790356,0.8259958071278826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,2018-1,71,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,302.0,0.0,0.0,399.0,0.17794486215538846,0.0,0.06516290726817042,0.7568922305764411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,2018-2,62,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,525.0,0.0,0.0,604.0,0.10264900662251655,0.0,0.028145695364238412,0.8692052980132451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,2018-3,100,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.05555555555555555,580.0,0.0,0.0,698.0,0.14326647564469913,0.0,0.025787965616045846,0.830945558739255,0.0,0.0,1.0188620537823216,0.0,0.2547155134455804,0.026274379610432365,13.61460652828021,87.28735873358129,13.61460652828021
2018-04-01,2018-4,86,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.047619047619047616,431.0,0.0,0.0,538.0,0.15985130111524162,0.0,0.03903345724907063,0.8011152416356877,0.0,0.0,0.8733103318134185,0.0,0.21832758295335464,0.034088321502010764,17.663560142638637,74.81773605735539,17.663560142638637
2018-05-01,2018-5,104,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,443.0,0.0,0.0,561.0,0.18538324420677363,0.0,0.024955436720142603,0.7896613190730838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,2018-6,77,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,411.0,0.0,0.0,506.0,0.15217391304347827,0.0,0.03557312252964427,0.8122529644268774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,2018-7,90,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,373.0,0.0,0.0,471.0,0.1910828025477707,0.0,0.016985138004246284,0.7919320594479831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,2018-8,105,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,574.0,0.0,0.0,690.0,0.15217391304347827,0.0,0.015942028985507246,0.8318840579710145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,2018-9,50,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,352.0,0.0,0.0,410.0,0.12195121951219512,0.0,0.01951219512195122,0.8585365853658536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,2018-10,100,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.125,477.0,0.0,0.0,585.0,0.17094017094017094,0.0,0.013675213675213675,0.8153846153846154,0.0,0.0,2.2924396210102236,0.0,0.5731099052525559,0.031349601654840666,16.244436507247155,196.39655715055787,16.244436507247155
2018-11-01,2018-11,130,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.037037037037037035,478.0,0.0,0.0,635.0,0.2047244094488189,0.0,0.04251968503937008,0.752755905511811,0.0,0.0,0.6792413691882144,0.0,0.1698103422970536,0.02888112908359337,14.965347018487536,58.19157248905419,14.965347018487536
2018-12-01,2018-12,70,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,258.0,0.0,0.0,333.0,0.21021021021021022,0.0,0.015015015015015015,0.7747747747747747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,2019-1,100,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,393.0,0.0,0.0,498.0,0.20080321285140562,0.0,0.010040160642570281,0.7891566265060241,0.0,0.0,3.667903393616358,0.0,0.9169758484040895,0.03682633929333693,19.082319993452984,314.2344914408926,19.082319993452984
2019-02-01,2019-2,101,3.0,0.0297029702970297,0.0,0.0,0.0,14.0,1.0,0.07142857142857142,286.0,0.0,0.0,401.0,0.2518703241895262,0.0,0.034912718204488775,0.713216957605985,3.849240723707681,0.0,1.3099654977201278,0.0,1.2898015553569522,1.0152439652432859,526.0693999987036,441.9965220596061,526.0693999987036
2019-03-01,2019-3,85,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,328.0,0.0,0.0,420.0,0.20238095238095238,0.0,0.016666666666666666,0.780952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,2019-4,101,1.0,0.009900990099009901,0.0,0.0,0.0,8.0,1.0,0.125,242.0,0.0,0.0,351.0,0.28774928774928776,0.0,0.022792022792022793,0.6894586894586895,1.2830802412358937,0.0,2.2924396210102236,0.0,0.8938799655615293,0.42145476163221385,218.38539421933456,306.3198631417489,218.38539421933456
2019-05-01,2019-5,128,1.0,0.0078125,2.0,0.0,0.0,11.0,1.0,0.09090909090909091,334.0,0.0,0.0,475.0,0.2694736842105263,0.004210526315789474,0.023157894736842106,0.7031578947368421,1.0124305028501974,0.0,1.6672288152801629,0.0,0.6699148295325901,0.31143288701664645,161.37531235997145,229.57021837953445,161.37531235997145
2019-06-01,2019-6,112,1.0,0.008928571428571428,8.0,0.0,0.0,8.0,0.0,0.0,248.0,0.0,0.0,376.0,0.2978723404255319,0.02127659574468085,0.02127659574468085,0.6595744680851063,1.157063431828797,0.0,0.0,0.0,0.2892658579571992,0.3446571924596416,178.59116493150754,99.12726700991333,178.59116493150754
2019-07-01,2019-7,112,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,292.0,2.0,0.00684931506849315,413.0,0.2711864406779661,0.0,0.021791767554479417,0.7070217917675545,0.0,0.0,0.0,8.48528137423857,2.1213203435596424,5.999278840866011,3108.648884687544,726.9461027810327,3108.648884687544
2019-08-01,2019-8,82,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,402.0,0.0,0.0,502.0,0.16334661354581673,0.0,0.035856573705179286,0.8007968127490039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,2019-9,67,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,316.0,0.0,0.0,391.0,0.17135549872122763,0.0076726342710997444,0.01278772378516624,0.8081841432225064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,2019-10,107,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,744.0,0.0,0.0,861.0,0.12427409988385599,0.0,0.011614401858304297,0.8641114982578397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,2019-11,88,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,500.0,0.0,0.0,601.0,0.1464226289517471,0.008319467554076539,0.013311148086522463,0.831946755407654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,2019-12,47,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,461.0,0.0,0.0,522.0,0.09003831417624521,0.017241379310344827,0.009578544061302681,0.8831417624521073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,2020-1,69,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,574.0,0.0,0.0,654.0,0.10550458715596331,0.010703363914373088,0.0061162079510703364,0.8776758409785933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,2020-2,71,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,392.0,0.0,0.0,471.0,0.15074309978768577,0.004246284501061571,0.012738853503184714,0.832271762208068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,2020-3,69,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,318.0,0.0,0.0,391.0,0.17647058823529413,0.0025575447570332483,0.0076726342710997444,0.8132992327365729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,2020-4,51,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.2,337.0,0.0,0.0,395.0,0.1291139240506329,0.005063291139240506,0.012658227848101266,0.8531645569620253,0.0,0.0,3.667903393616358,0.0,0.9169758484040895,0.04642915688121972,24.05821609301161,314.2344914408926,24.05821609301161
2020-05-01,2020-5,55,0.0,0.0,7.0,0.0,0.0,9.0,1.0,0.1111111111111111,336.0,0.0,0.0,407.0,0.13513513513513514,0.0171990171990172,0.022113022113022112,0.8255528255528255,0.0,0.0,2.0377241075646433,0.0,0.5094310268911608,0.045060238250815204,23.348882940392098,174.57471746716257,23.348882940392098
2020-06-01,2020-6,80,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,224.0,0.0,0.0,314.0,0.25477707006369427,0.01592356687898089,0.01592356687898089,0.7133757961783439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,2020-7,63,1.0,0.015873015873015872,7.0,1.0,0.14285714285714285,8.0,0.0,0.0,169.0,0.0,0.0,247.0,0.2550607287449393,0.02834008097165992,0.032388663967611336,0.6842105263157895,2.0570016565845277,3.345271207165183,0.0,0.0,1.3505682159374277,0.6194655984412208,320.98875427810975,462.8203864147035,320.98875427810975
2020-08-01,2020-8,86,1.0,0.011627906976744186,3.0,1.0,0.3333333333333333,14.0,1.0,0.07142857142857142,142.0,0.0,0.0,245.0,0.3510204081632653,0.012244897959183673,0.05714285714285714,0.5795918367346938,1.5068733065677355,7.80563281671876,1.3099654977201278,0.0,2.655617905251656,0.6993776317676055,362.39680678952124,910.042225616333,362.39680678952124
2020-09-01,2020-9,71,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.2,144.0,0.0,0.0,221.0,0.3212669683257919,0.004524886877828055,0.02262443438914027,0.6515837104072398,0.0,0.0,3.667903393616358,0.0,0.9169758484040895,0.08298423967457824,42.99997898977188,314.2344914408926,42.99997898977188
2020-10-01,2020-10,62,0.0,0.0,77.0,3.0,0.03896103896103896,4.0,0.0,0.0,154.0,0.0,0.0,297.0,0.20875420875420875,0.25925925925925924,0.013468013468013467,0.5185185185185185,0.0,0.9123466928632318,0.0,0.0,0.22808667321580794,0.23653432777935637,122.56509386309362,78.16203653253692,122.56509386309362
2020-11-01,2020-11,76,0.0,0.0,71.0,1.0,0.014084507042253521,9.0,2.0,0.2222222222222222,88.0,0.0,0.0,244.0,0.3114754098360656,0.29098360655737704,0.036885245901639344,0.36065573770491804,0.0,0.3298154711289617,4.075448215129287,0.0,1.101315921564562,0.24629480486196664,127.6226844505141,377.4051946197962,127.6226844505141
2020-12-01,2020-12,40,2.0,0.05,47.0,1.0,0.02127659574468085,10.0,0.0,0.0,96.0,0.0,0.0,193.0,0.20725388601036268,0.24352331606217617,0.05181347150259067,0.49740932642487046,6.479555218241264,0.49823188191821877,0.0,0.0,1.7444467750398707,1.464244078651849,758.7279809375128,597.7969279718646,758.7279809375128
2021-01-01,2021-1,17,0.0,0.0,51.0,2.0,0.0392156862745098,6.0,0.0,0.0,66.0,0.0,0.0,140.0,0.12142857142857143,0.36428571428571427,0.04285714285714286,0.4714285714285714,0.0,0.9183097431433835,0.0,0.0,0.22957743578584588,0.3345271207165183,173.34206132066097,78.6728995164097,173.34206132066097
2021-02-01,2021-2,44,0.0,0.0,66.0,1.0,0.015151515151515152,7.0,1.0,0.14285714285714285,178.0,0.0,0.0,295.0,0.14915254237288136,0.22372881355932203,0.023728813559322035,0.6033898305084746,0.0,0.3548014916690346,2.6199309954402556,0.0,0.7436831217773225,0.1415471709092816,73.3455581328334,254.84955571249716,73.3455581328334
2021-03-01,2021-3,72,0.0,0.0,73.0,2.0,0.0273972602739726,26.0,3.0,0.11538461538461539,256.0,0.0,0.0,427.0,0.1686182669789227,0.17096018735362997,0.06088992974238876,0.5995316159250585,0.0,0.6415588616481173,2.116098111701745,0.0,0.6894142433374656,0.23853008853526447,123.59923806817633,236.25238824369688,123.59923806817633
2021-04-01,2021-4,50,0.0,0.0,70.0,2.0,0.02857142857142857,17.0,0.0,0.0,234.0,0.0,0.0,371.0,0.1347708894878706,0.18867924528301888,0.04582210242587601,0.6307277628032345,0.0,0.6690542414330366,0.0,0.0,0.16726356035825915,0.12623664932698805,65.41209861157019,57.31882679052707,65.41209861157019
2021-05-01,2021-5,39,0.0,0.0,58.0,0.0,0.0,5.0,1.0,0.2,174.0,0.0,0.0,276.0,0.14130434782608695,0.21014492753623187,0.018115942028985508,0.6304347826086957,0.0,0.0,3.667903393616358,0.0,0.9169758484040895,0.06644752524667316,34.43114259688256,314.2344914408926,34.43114259688256
2021-06-01,2021-6,35,3.0,0.08571428571428572,67.0,1.0,0.014925373134328358,6.0,1.0,0.16666666666666666,361.0,0.0,0.0,469.0,0.07462686567164178,0.14285714285714285,0.01279317697228145,0.7697228144989339,11.107808945556451,0.34950594701725796,3.056586161346965,0.0,3.6284752634801687,0.9179738347819059,475.6668948655147,1243.4265102073812,475.6668948655147
2021-07-01,2021-7,39,0.0,0.0,65.0,0.0,0.0,9.0,1.0,0.1111111111111111,166.0,0.0,0.0,279.0,0.13978494623655913,0.23297491039426524,0.03225806451612903,0.5949820788530465,0.0,0.0,2.0377241075646433,0.0,0.5094310268911608,0.06573303572789171,34.06091525713113,174.57471746716257,34.06091525713113
2021-08-01,2021-8,30,0.0,0.0,67.0,0.0,0.0,6.0,0.0,0.0,250.0,0.0,0.0,353.0,0.08498583569405099,0.18980169971671387,0.0169971671388102,0.7082152974504249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,2021-9,32,0.0,0.0,61.0,1.0,0.01639344262295082,5.0,1.0,0.2,198.0,0.0,0.0,296.0,0.10810810810810811,0.20608108108108109,0.016891891891891893,0.668918918918919,0.0,0.383883581150103,3.667903393616358,0.0,1.0129467436916153,0.14106897100756108,73.09776908508736,347.1223428780803,73.09776908508736
2021-10-01,2021-10,32,0.0,0.0,58.0,4.0,0.06896551724137931,8.0,0.0,0.0,142.0,0.0,0.0,240.0,0.13333333333333333,0.24166666666666667,0.03333333333333333,0.5916666666666667,0.0,1.6149585138038816,0.0,0.0,0.4037396284509704,0.390281640835938,202.23240487410447,138.3557888047205,202.23240487410447
2021-11-01,2021-11,36,0.0,0.0,65.0,0.0,0.0,7.0,0.0,0.0,244.0,0.0,0.0,352.0,0.10227272727272728,0.1846590909090909,0.019886363636363636,0.6931818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,2021-12,20,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.0,102.0,0.0,0.0,155.0,0.12903225806451613,0.2,0.012903225806451613,0.6580645161290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,2022-1,8,0.0,0.0,50.0,2.0,0.04,0.0,0.0,0.0,74.0,0.0,0.0,132.0,0.06060606060606061,0.3787878787878788,0.0,0.5606060606060606,0.0,0.9366759380062513,0.0,0.0,0.23416898450156282,0.3548014916690346,183.84764079464045,80.2463575067379,183.84764079464045
2022-02-01,2022-2,22,0.0,0.0,51.0,0.0,0.0,5.0,0.0,0.0,76.0,0.0,0.0,154.0,0.14285714285714285,0.33116883116883117,0.032467532467532464,0.4935064935064935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,2022-3,25,0.0,0.0,52.0,0.0,0.0,4.0,0.0,0.0,104.0,0.0,0.0,185.0,0.13513513513513514,0.2810810810810811,0.021621621621621623,0.5621621621621622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,2022-4,29,0.0,0.0,52.0,1.0,0.019230769230769232,8.0,0.0,0.0,220.0,0.0,0.0,309.0,0.09385113268608414,0.16828478964401294,0.025889967637540454,0.7119741100323624,0.0,0.45032497019531315,0.0,0.0,0.11258124254882829,0.07578284288076467,39.26842813089408,38.57997957054707,39.26842813089408
2022-05-01,2022-5,30,0.0,0.0,60.0,0.0,0.0,11.0,1.0,0.09090909090909091,514.0,0.0,0.0,615.0,0.04878048780487805,0.0975609756097561,0.01788617886178862,0.8357723577235773,0.0,0.0,1.6672288152801629,0.0,0.4168072038200407,0.02982035279362893,15.45202497030827,142.83385974586028,15.45202497030827
2022-06-01,2022-6,22,0.0,0.0,56.0,2.0,0.03571428571428571,12.0,2.0,0.16666666666666666,720.0,0.0,0.0,810.0,0.027160493827160494,0.0691358024691358,0.014814814814814815,0.8888888888888888,0.0,0.8363178017912958,3.056586161346965,0.0,0.9732259907845652,0.10310226029194586,53.424542343668776,333.51060968890266,53.424542343668776
