date,ym,papua_new_guinea_rnz_body_count,papua_new_guinea_rnz_epu_count,papua_new_guinea_rnz_ratio,papua_new_guinea_png_business_news_body_count,papua_new_guinea_png_business_news_epu_count,papua_new_guinea_png_business_news_ratio,papua_new_guinea_abc_au_body_count,papua_new_guinea_abc_au_epu_count,papua_new_guinea_abc_au_ratio,papua_new_guinea_post_courier_body_count,papua_new_guinea_post_courier_epu_count,papua_new_guinea_post_courier_ratio,news_total,papua_new_guinea_rnz_weights,papua_new_guinea_png_business_news_weights,papua_new_guinea_abc_au_weights,papua_new_guinea_post_courier_weights,papua_new_guinea_rnz_z_score,papua_new_guinea_png_business_news_z_score,papua_new_guinea_abc_au_z_score,papua_new_guinea_post_courier_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2022-07-01,2022-7,19,0.0,0.0,59.0,0.0,0.0,7.0,0.0,0.0,566.0,0.0,0.0,651.0,0.029185867895545316,0.09062980030721966,0.010752688172043012,0.869431643625192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,2022-8,25,0.0,0.0,60.0,2.0,0.03333333333333333,7.0,0.0,0.0,550.0,0.0,0.0,642.0,0.03894080996884735,0.09345794392523364,0.010903426791277258,0.8566978193146417,0.0,0.780563281671876,0.0,0.0,0.195140820417969,0.07294983940858654,37.80044950917841,66.87196458894825,37.80044950917841
2022-09-01,2022-9,24,0.0,0.0,70.0,1.0,0.014285714285714285,9.0,1.0,0.1111111111111111,358.0,0.0,0.0,461.0,0.052060737527114966,0.15184381778741865,0.019522776572668113,0.7765726681127982,0.0,0.3345271207165183,2.0377241075646433,0.0,0.5930628070702904,0.09057790763175286,46.93479316526215,203.23413086242607,46.93479316526215
2022-10-01,2022-10,26,0.0,0.0,81.0,1.0,0.012345679012345678,10.0,0.0,0.0,390.0,0.0,0.0,507.0,0.05128205128205128,0.15976331360946747,0.01972386587771203,0.7692307692307693,0.0,0.28909751173032444,0.0,0.0,0.07227437793258111,0.046187176430288523,23.932828979183963,24.76739429220305,23.932828979183963
2022-11-01,2022-11,22,0.0,0.0,60.0,0.0,0.0,15.0,0.0,0.0,326.0,0.0,0.0,423.0,0.05200945626477541,0.14184397163120568,0.03546099290780142,0.7706855791962175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,2022-12,11,0.0,0.0,55.0,2.0,0.03636363636363636,3.0,1.0,0.3333333333333333,288.0,0.0,0.0,357.0,0.03081232492997199,0.15406162464985995,0.008403361344537815,0.8067226890756303,0.0,0.851523580005683,6.11317232269393,0.0,1.7411739756749032,0.18255830215236513,94.59631356199473,596.6753864985221,94.59631356199473
2023-01-01,2023-1,7,0.0,0.0,37.0,0.0,0.0,13.0,0.0,0.0,280.0,0.0,0.0,337.0,0.020771513353115726,0.10979228486646884,0.03857566765578635,0.8308605341246291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,2023-2,21,0.0,0.0,45.0,3.0,0.06666666666666667,15.0,2.0,0.13333333333333333,240.0,0.0,0.0,321.0,0.06542056074766354,0.14018691588785046,0.04672897196261682,0.7476635514018691,0.0,1.561126563343752,2.4452689290775718,0.0,1.001598873105331,0.33311442145368353,172.6100423389968,343.23359013849154,172.6100423389968
2023-03-01,2023-3,18,0.0,0.0,68.0,1.0,0.014705882352941176,8.0,0.0,0.0,278.0,0.0,0.0,372.0,0.04838709677419355,0.1827956989247312,0.021505376344086023,0.7473118279569892,0.0,0.3443661536787688,0.0,0.0,0.0860915384196922,0.06294865174773194,32.61812981840395,29.502337318653638,32.61812981840395
2023-04-01,2023-4,26,0.0,0.0,43.0,0.0,0.0,15.0,0.0,0.0,184.0,0.0,0.0,268.0,0.09701492537313433,0.16044776119402984,0.055970149253731345,0.6865671641791045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,2023-5,28,0.0,0.0,51.0,2.0,0.0392156862745098,12.0,2.0,0.16666666666666666,274.0,0.0,0.0,365.0,0.07671232876712329,0.13972602739726028,0.03287671232876712,0.7506849315068493,0.0,0.9183097431433835,3.056586161346965,0.0,0.9937239761225871,0.2288022762643182,118.55857342019647,340.53497571715354,118.55857342019647
2023-06-01,2023-6,36,0.0,0.0,52.0,0.0,0.0,13.0,0.0,0.0,296.0,0.0,0.0,397.0,0.0906801007556675,0.1309823677581864,0.0327455919395466,0.7455919395465995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,2023-7,24,0.0,0.0,66.0,1.0,0.015151515151515152,10.0,0.0,0.0,170.0,0.0,0.0,270.0,0.08888888888888889,0.24444444444444444,0.037037037037037035,0.6296296296296297,0.0,0.3548014916690346,0.0,0.0,0.08870037291725864,0.08672925351909734,44.94053441646766,30.39634754043102,44.94053441646766
2023-08-01,2023-8,27,0.0,0.0,46.0,2.0,0.043478260869565216,9.0,0.0,0.0,338.0,0.0,0.0,420.0,0.06428571428571428,0.10952380952380952,0.02142857142857143,0.8047619047619048,0.0,1.0181260195720123,0.0,0.0,0.2545315048930031,0.11150904023883944,57.780687106886994,87.22430163775859,57.780687106886994
2023-09-01,2023-9,26,0.0,0.0,39.0,1.0,0.02564102564102564,5.0,0.0,0.0,358.0,0.0,0.0,428.0,0.06074766355140187,0.0911214953271028,0.011682242990654205,0.8364485981308412,0.0,0.6004332935937507,0.0,0.0,0.1501083233984377,0.0547123795564399,28.3503371318838,51.43997276072941,28.3503371318838
2023-10-01,2023-10,24,0.0,0.0,52.0,0.0,0.0,7.0,0.0,0.0,333.0,0.0,0.0,416.0,0.057692307692307696,0.125,0.016826923076923076,0.8004807692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,2023-11,18,0.0,0.0,50.0,1.0,0.02,8.0,1.0,0.125,348.0,1.0,0.0028735632183908046,424.0,0.04245283018867924,0.1179245283018868,0.018867924528301886,0.8207547169811321,0.0,0.46833796900312563,2.2924396210102236,3.5599168983874465,1.580173622100199,3.0203006982478056,1565.0305055121787,541.502870978728,1565.0305055121787
2023-12-01,2023-12,14,0.0,0.0,43.0,1.0,0.023255813953488372,8.0,1.0,0.125,344.0,0.0,0.0,409.0,0.034229828850855744,0.10513447432762836,0.019559902200488997,0.8410757946210269,0.0,0.5445790337245647,2.2924396210102236,0.0,0.709254663683697,0.10209392522796594,52.90205293199475,243.05141616610317,52.90205293199475
2024-01-01,2024-1,22,0.0,0.0,41.0,0.0,0.0,11.0,1.0,0.09090909090909091,419.0,0.0,0.0,493.0,0.04462474645030426,0.08316430020283976,0.02231237322515213,0.8498985801217038,0.0,0.0,1.6672288152801629,0.0,0.4168072038200407,0.037199831578259214,19.275852650587396,142.83385974586028,19.275852650587396
2024-02-01,2024-2,29,0.0,0.0,38.0,0.0,0.0,12.0,1.0,0.08333333333333333,656.0,0.0,0.0,735.0,0.03945578231292517,0.05170068027210884,0.0163265306122449,0.8925170068027211,0.0,0.0,1.5282930806734825,0.0,0.3820732701683706,0.024951723766097673,12.929245383319165,130.93103810037192,12.929245383319165
2024-03-01,2024-3,32,0.0,0.0,52.0,3.0,0.057692307692307696,4.0,0.0,0.0,813.0,0.0,0.0,901.0,0.03551609322974473,0.05771365149833518,0.004439511653718091,0.902330743618202,0.0,1.3509749105859394,0.0,0.0,0.33774372764648486,0.07796969517255145,40.401590318911005,115.7399387116412,40.401590318911005
2024-04-01,2024-4,20,0.0,0.0,63.0,1.0,0.015873015873015872,14.0,0.0,0.0,824.0,0.0,0.0,921.0,0.021715526601520086,0.06840390879478828,0.01520086862106406,0.8946796959826275,0.0,0.37169680079613143,0.0,0.0,0.09292420019903286,0.02542551406097316,13.174749503198989,31.843792661403924,13.174749503198989
2024-05-01,2024-5,23,0.0,0.0,51.0,0.0,0.0,19.0,0.0,0.0,920.0,0.0,0.0,1013.0,0.022704837117472853,0.050345508390918066,0.018756169792694965,0.9081934846989141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,2024-6,24,0.0,0.0,45.0,1.0,0.022222222222222223,7.0,1.0,0.14285714285714285,826.0,0.0,0.0,902.0,0.026607538802660754,0.04988913525498891,0.007760532150776054,0.9157427937915743,0.0,0.5203755211145841,2.6199309954402556,0.0,0.7850766291387099,0.04629314347919963,23.987737970272565,269.03451789803165,23.987737970272565
2024-07-01,2024-7,29,0.0,0.0,52.0,1.0,0.019230769230769232,7.0,0.0,0.0,780.0,0.0,0.0,868.0,0.03341013824884793,0.059907834101382486,0.008064516129032258,0.8986175115207373,0.0,0.45032497019531315,0.0,0.0,0.11258124254882829,0.02697799360617083,13.979198493601693,38.57997957054707,13.979198493601693
2024-08-01,2024-8,17,0.0,0.0,40.0,0.0,0.0,11.0,0.0,0.0,853.0,0.0,0.0,921.0,0.018458197611292075,0.04343105320304017,0.011943539630836048,0.9261672095548317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,2024-9,40,0.0,0.0,50.0,0.0,0.0,10.0,0.0,0.0,838.0,0.0,0.0,938.0,0.042643923240938165,0.053304904051172705,0.010660980810234541,0.8933901918976546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,2024-10,27,0.0,0.0,48.0,0.0,0.0,10.0,1.0,0.1,638.0,0.0,0.0,723.0,0.03734439834024896,0.06639004149377593,0.013831258644536652,0.8824343015214384,0.0,0.0,1.833951696808179,0.0,0.45848792420204476,0.025365860260140788,13.143838667689606,157.1172457204463,13.143838667689606
2024-11-01,2024-11,20,1.0,0.05,47.0,1.0,0.02127659574468085,5.0,0.0,0.0,868.0,0.0,0.0,940.0,0.02127659574468085,0.05,0.005319148936170213,0.9234042553191489,6.479555218241264,0.49823188191821877,0.0,0.0,1.7444467750398707,0.1627744710797676,84.34491734754587,597.7969279718646,84.34491734754587
2024-12-01,2024-12,15,0.0,0.0,31.0,1.0,0.03225806451612903,10.0,1.0,0.1,830.0,0.0,0.0,886.0,0.016930022573363433,0.034988713318284424,0.011286681715575621,0.9367945823927766,0.0,0.7553838209727832,1.833951696808179,0.0,0.6473338794452406,0.047129137040900757,24.420925111947916,221.83205016136395,24.420925111947916
2025-01-01,2025-1,9,0.0,0.0,40.0,1.0,0.025,5.0,0.0,0.0,673.0,0.0,0.0,727.0,0.012379642365887207,0.055020632737276476,0.0068775790921595595,0.9257221458046767,0.0,0.5854224612539071,0.0,0.0,0.14635561531347677,0.03221031423680369,16.690432314231458,50.15397344171119,16.690432314231458
2025-02-01,2025-2,32,0.0,0.0,54.0,1.0,0.018518518518518517,5.0,0.0,0.0,704.0,0.0,0.0,795.0,0.04025157232704402,0.06792452830188679,0.006289308176100629,0.8855345911949686,0.0,0.4336462675954867,0.0,0.0,0.10841156689887167,0.029455218176297208,15.262823009366375,37.15109143830458,15.262823009366375
2025-03-01,2025-3,43,1.0,0.023255813953488372,66.0,5.0,0.07575757575757576,6.0,1.0,0.16666666666666666,771.0,3.0,0.0038910505836575876,886.0,0.04853273137697517,0.0744920993227991,0.006772009029345372,0.8702031602708804,3.013746613135471,1.7740074583451728,3.056586161346965,4.820432220384558,3.1661931133030414,4.49386947573384,2328.590269635611,1085.0090375815405,2328.590269635611
2025-04-01,2025-4,25,0.0,0.0,56.0,3.0,0.05357142857142857,9.0,0.0,0.0,722.0,0.0,0.0,812.0,0.03078817733990148,0.06896551724137931,0.011083743842364532,0.8891625615763546,0.0,1.2544767026869437,0.0,0.0,0.3136191756717359,0.08651563466806508,44.82984344499853,107.47280023223826,44.82984344499853
2025-05-01,2025-5,36,0.0,0.0,56.0,2.0,0.03571428571428571,5.0,0.0,0.0,771.0,0.0,0.0,868.0,0.041474654377880185,0.06451612903225806,0.00576036866359447,0.8882488479262672,0.0,0.8363178017912958,0.0,0.0,0.20907945044782394,0.05395598721234166,27.958396987203386,71.64853348815883,27.958396987203386
2025-06-01,2025-6,35,0.0,0.0,56.0,0.0,0.0,6.0,0.0,0.0,806.0,1.0,0.0012406947890818859,903.0,0.03875968992248062,0.06201550387596899,0.006644518272425249,0.8925802879291251,0.0,0.0,0.0,1.5370360801970613,0.3842590200492653,1.3719281070197469,710.8925744052912,131.6800632829166,710.8925744052912
2025-07-01,2025-7,26,0.0,0.0,77.0,4.0,0.05194805194805195,8.0,0.0,0.0,869.0,2.0,0.0023014959723820483,980.0,0.026530612244897958,0.07857142857142857,0.00816326530612245,0.886734693877551,0.0,1.2164622571509758,0.0,2.8512107724714184,1.0169182574055986,2.6238466888553953,1359.599761781368,348.48332375269774,1359.599761781368
2025-08-01,2025-8,26,1.0,0.038461538461538464,41.0,0.0,0.0,7.0,0.0,0.0,595.0,0.0,0.0,669.0,0.03886397608370702,0.061285500747384154,0.01046337817638266,0.8893871449925261,4.9842732448009714,0.0,0.0,0.0,1.2460683112002429,0.19370867618060575,100.3741076446141,427.0097655811651,100.3741076446141
2025-09-01,2025-9,21,0.0,0.0,69.0,1.0,0.014492753623188406,16.0,3.0,0.1875,981.0,1.0,0.0010193679918450561,1087.0,0.019319227230910764,0.06347746090156393,0.014719411223551058,0.9024839006439742,0.0,0.3393753398573374,3.4386594315153354,1.2628451382658832,1.260219977409639,1.2118551333884386,627.9474931468656,431.8593389282607,627.9474931468656
