date,ym,fiji_rnz_body_count,fiji_rnz_epu_count,fiji_rnz_ratio,fiji_sun_body_count,fiji_sun_epu_count,fiji_sun_ratio,fiji_abc_au_body_count,fiji_abc_au_epu_count,fiji_abc_au_ratio,news_total,fiji_rnz_weights,fiji_sun_weights,fiji_abc_au_weights,fiji_rnz_z_score,fiji_sun_z_score,fiji_abc_au_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2023-06-01,2023-6,42,1.0,0.023809523809523808,164.0,1.0,0.006097560975609756,4.0,0.0,0.0,210.0,0.2,0.780952380952381,0.01904761904761905,1.478988961311293,0.807237829488796,0.0,0.762075596933363,0.9262120971963659,144.0945886646141,158.3342322706303
2023-07-01,2023-7,29,0.0,0.0,196.0,0.0,0.0,6.0,0.0,0.0,231.0,0.12554112554112554,0.8484848484848485,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,2023-8,25,1.0,0.04,175.0,1.0,0.005714285714285714,6.0,1.0,0.16666666666666666,206.0,0.12135922330097088,0.8495145631067961,0.02912621359223301,2.4847014550029725,0.7564971659209287,1.1097044391886712,1.4503010200375241,0.9765182866328584,151.92092746549753,301.3248285248961
2023-09-01,2023-9,27,1.0,0.037037037037037035,160.0,2.0,0.0125,9.0,0.0,0.0,196.0,0.1377551020408163,0.8163265306122449,0.04591836734693878,2.3006494953731225,1.6548375504520318,0.0,1.318495681941718,1.66781400228265,259.4686177771347,273.9400164399145
2023-10-01,2023-10,30,1.0,0.03333333333333333,154.0,2.0,0.012987012987012988,11.0,2.0,0.18181818181818182,195.0,0.15384615384615385,0.7897435897435897,0.05641025641025641,2.07058454583581,1.7193117407293836,1.210586660933096,1.6668276491660965,1.7446563985521204,271.42330236392553,346.311937057408
2023-11-01,2023-11,24,1.0,0.041666666666666664,163.0,1.0,0.006134969325153374,3.0,1.0,0.3333333333333333,190.0,0.12631578947368421,0.8578947368421053,0.015789473684210527,2.5882306822947627,0.8121902088108132,2.2194088783773425,1.8732765898276396,1.0587514055072047,164.71426872575,389.2052335417312
2023-12-01,2023-12,14,0.0,0.0,152.0,2.0,0.013157894736842105,8.0,1.0,0.125,174.0,0.08045977011494253,0.8735632183908046,0.04597701149425287,0.0,1.7419342636337174,0.8322783293915035,0.8580708643417404,1.5599553718819372,242.6886113093242,178.27889002884004
2024-01-01,2024-1,29,0.0,0.0,205.0,2.0,0.00975609756097561,3.0,0.0,0.0,237.0,0.12236286919831224,0.8649789029535865,0.012658227848101266,0.0,1.2915805271820735,0.0,0.4305268423940245,1.1171899074781648,173.80578451265347,89.44931098261786
2024-02-01,2024-2,35,0.0,0.0,196.0,2.0,0.01020408163265306,2.0,0.0,0.0,233.0,0.15021459227467812,0.8412017167381974,0.008583690987124463,0.0,1.3508877962873727,0.0,0.4502959320957909,1.1363691333576182,176.78957480471618,93.55667730324826
2024-03-01,2024-3,39,1.0,0.02564102564102564,149.0,1.0,0.006711409395973154,6.0,0.0,0.0,194.0,0.20103092783505155,0.7680412371134021,0.030927835051546393,1.5927573429506232,0.8885033827930371,0.0,0.8270869085812201,1.002600723769262,155.97867845138637,171.84144357629586
2024-04-01,2024-4,15,0.0,0.0,126.0,1.0,0.007936507936507936,4.0,0.0,0.0,145.0,0.10344827586206896,0.8689655172413793,0.027586206896551724,0.0,1.050690508223512,0.0,0.35023016940783736,0.9130138209390518,142.04127906723747,72.7663045691931
2024-05-01,2024-5,30,0.0,0.0,142.0,1.0,0.007042253521126761,5.0,1.0,0.2,177.0,0.1694915254237288,0.8022598870056498,0.02824858757062147,0.0,0.9323028453250883,1.3316453270264055,0.7546493907838313,0.7855662749790654,122.21374521510157,156.79131099864483
2024-06-01,2024-6,22,0.0,0.0,159.0,3.0,0.018867924528301886,6.0,1.0,0.16666666666666666,187.0,0.11764705882352941,0.8502673796791443,0.03208556149732621,0.0,2.497868000682312,1.1097044391886712,1.2025241466236611,2.1594611697519763,335.9561702276569,249.84494754685235
2024-07-01,2024-7,34,0.0,0.0,126.0,2.0,0.015873015873015872,7.0,1.0,0.14285714285714285,167.0,0.20359281437125748,0.7544910179640718,0.041916167664670656,0.0,2.101381016447024,0.9511752335902895,1.0175187500124379,1.6253427227991442,252.8611878312719,211.40691389738632
2024-08-01,2024-8,19,1.0,0.05263157894736842,141.0,3.0,0.02127659574468085,13.0,1.0,0.07692307692307693,173.0,0.10982658959537572,0.815028901734104,0.07514450867052024,3.269344019740753,2.8167447667268624,0.5121712796255407,2.199420022031052,2.693276156755456,419.00394212364955,456.9671067152546
2024-09-01,2024-9,32,1.0,0.03125,182.0,2.0,0.01098901098901099,9.0,1.0,0.1111111111111111,223.0,0.14349775784753363,0.8161434977578476,0.04035874439461883,1.9411730117210722,1.4548022421556324,0.7398029594591141,1.3785927377786062,1.495738883778168,232.69819068449303,286.42620709599834
2024-10-01,2024-10,37,0.0,0.0,170.0,4.0,0.023529411764705882,3.0,0.0,0.0,210.0,0.1761904761904762,0.8095238095238095,0.014285714285714285,0.0,3.1149883302626478,0.0,1.0383294434208825,2.5216572197364293,392.30448504284647,215.73069119337245
2024-11-01,2024-11,31,1.0,0.03225806451612903,171.0,2.0,0.011695906432748537,4.0,0.0,0.0,206.0,0.15048543689320387,0.8300970873786407,0.019417475728155338,2.003791495970139,1.54838601211886,0.0,1.1840591693629996,1.5868521575116472,246.8730538073708,246.00853287850924
2024-12-01,2024-12,25,1.0,0.04,191.0,2.0,0.010471204188481676,7.0,1.0,0.14285714285714285,223.0,0.11210762331838565,0.8565022421524664,0.03139013452914798,2.4847014550029725,1.3862513511640058,0.9511752335902895,1.6073760132524226,1.495738883778168,232.69819068449303,333.95984342325414
2025-01-01,2025-1,19,2.0,0.10526315789473684,168.0,0.0,0.0,6.0,0.0,0.0,193.0,0.09844559585492228,0.8704663212435233,0.031088082901554404,6.538688039481506,0.0,0.0,2.1795626798271686,0.6437050401562104,100.14381507584996,452.841404428711
2025-02-01,2025-2,40,0.0,0.0,135.0,2.0,0.014814814814814815,8.0,0.0,0.0,183.0,0.2185792349726776,0.7377049180327869,0.04371584699453552,0.0,1.9612889486838896,0.0,0.6537629828946299,1.4468525031274597,225.09273731966604,135.83043519582714
2025-03-01,2025-3,36,1.0,0.027777777777777776,154.0,3.0,0.01948051948051948,3.0,1.0,0.3333333333333333,193.0,0.18652849740932642,0.7979274611398963,0.015544041450777202,1.7254871215298417,2.5789676110940754,2.2194088783773425,2.1746212036670864,2.414180181962145,375.58384449425586,451.81472828629325
2025-04-01,2025-4,22,2.0,0.09090909090909091,163.0,3.0,0.018404907975460124,3.0,0.0,0.0,188.0,0.11702127659574468,0.8670212765957447,0.015957446808510637,5.6470487613703915,2.4365706264324394,0.0,2.694539795934277,2.773383430099129,431.4665569355711,559.836703377894
2025-05-01,2025-5,30,0.0,0.0,165.0,2.0,0.012121212121212121,4.0,0.0,0.0,199.0,0.1507537688442211,0.8291457286432161,0.020100502512562814,0.0,1.6046909580140913,0.0,0.5348969860046972,1.3305226536297743,206.99482879145165,111.13399243294947
2025-06-01,2025-6,23,2.0,0.08695652173913043,156.0,2.0,0.01282051282051282,4.0,1.0,0.25,183.0,0.12568306010928962,0.8524590163934426,0.02185792349726776,5.401524902180374,1.6972692825149043,1.664556658783007,2.921116947826095,2.1621164341945667,336.3692605325763,606.9119798192598
2025-07-01,2025-7,41,0.0,0.0,143.0,2.0,0.013986013986013986,6.0,0.0,0.0,190.0,0.21578947368421053,0.7526315789473684,0.031578947368421054,0.0,1.8515664900162592,0.0,0.6171888300054197,1.393547410906974,216.79984699736252,128.2315297303263
2025-08-01,2025-8,27,0.0,0.0,131.0,6.0,0.04580152671755725,4.0,0.0,0.0,162.0,0.16666666666666666,0.808641975308642,0.024691358024691357,0.0,6.0635269024196585,0.0,2.0211756341398863,4.903222371709724,762.8142764722014,419.9337882008396
2025-09-01,2025-9,13,0.0,0.0,144.0,4.0,0.027777777777777776,5.0,1.0,0.2,162.0,0.08024691358024691,0.8888888888888888,0.030864197530864196,0.0,3.6774167787822925,1.3316453270264055,1.6696873686028992,3.3099150788875438,514.936970971119,346.90609265477605
