url,filename
https://statistics.gov.sb/download/13/consumer-price-index/642/01_cpi-january-2012-cpi_.pdf,cpi_2012_01
https://statistics.gov.sb/download/13/consumer-price-index/1419/national-cpi-january-2023-2.pdf,cpi_2023_01
https://statistics.gov.sb/download/13/consumer-price-index/621/bulletin-12-2015-cpi-july-2015.pdf,cpi_2015_07
https://statistics.gov.sb/download/13/consumer-price-index/630/statistical-bulletin-17-2014-cpi-october-2014.pdf,cpi_2014_10
https://statistics.gov.sb/download/13/consumer-price-index/634/statistical-bulletin-10-2014-may-2014-cpi.pdf,cpi_2014_05
https://statistics.gov.sb/download/13/consumer-price-index/633/statistical_bulletin_2-2014_january_2014_cpi.pdf,cpi_2014_01
https://statistics.gov.sb/download/13/consumer-price-index/620/bulletin-4-2015-cpi-feb-2015.pdf,cpi_2015_02
https://statistics.gov.sb/download/13/consumer-price-index/616/bulletin-11-2015-cpi-june-2015.pdf,cpi_2015_06
https://statistics.gov.sb/download/13/consumer-price-index/631/bulletin_18-2015_cpi_november_2015.pdf,cpi_2015_11
https://statistics.gov.sb/download/13/consumer-price-index/625/bulletin_2-2016_cpi_december_2015.pdf,cpi_2015_12
https://statistics.gov.sb/download/13/consumer-price-index/632/bulletin-3-2015-cpi-jan-2015.pdf,cpi_2015_01
https://statistics.gov.sb/download/13/consumer-price-index/617/bulletin-9-2015-cpi-may-2015.pdf,cpi_2015_05
https://statistics.gov.sb/download/13/consumer-price-index/618/bulletin-6-2015-cpi-march-2015.pdf,cpi_2015_03
https://statistics.gov.sb/download/13/consumer-price-index/619/bulletin-8-2015-cpi-april-2015.pdf,cpi_2015_04
https://statistics.gov.sb/download/13/consumer-price-index/622/bulletin_16-2015_cpi_october_2015.pdf,cpi_2015_10
https://statistics.gov.sb/download/13/consumer-price-index/628/statistical-bulletin-15-2014-cpi-september.pdf,cpi_2014_09
https://statistics.gov.sb/download/13/consumer-price-index/623/bulletin-14-2015-cpi-sept-2015.pdf,cpi_2015_09
https://statistics.gov.sb/download/13/consumer-price-index/624/bulletin-13-2015-cpi-aug-2015.pdf,cpi_2015_08
https://statistics.gov.sb/download/13/consumer-price-index/607/bulletin_9-2016_cpi_may_2016.pdf,cpi_2016_05
https://statistics.gov.sb/download/13/consumer-price-index/606/bulletin_4-2016_cpi_february_2016.pdf,cpi_2016_02
https://statistics.gov.sb/download/13/consumer-price-index/615/bulletin_14-2016_cpi_august_2016.pdf,cpi_2016_08
https://statistics.gov.sb/download/13/consumer-price-index/614/bulletin_16-2016_cpi_october_2016.pdf,cpi_2016_10
https://statistics.gov.sb/download/13/consumer-price-index/608/bulletin_3-2016_cpi_jan_2016.pdf,cpi_2016_01
https://statistics.gov.sb/download/13/consumer-price-index/609/bulletin_5-2016_cpi_march_2016.pdf,cpi_2016_03
https://statistics.gov.sb/download/13/consumer-price-index/610/bulletin_8-2016_cpi_april_2016.pdf,cpi_2016_04
https://statistics.gov.sb/download/13/consumer-price-index/612/bulletin_11-2016_cpi_june_2016.pdf,cpi_2016_06
https://statistics.gov.sb/download/13/consumer-price-index/611/bulletin_10-2016_cpi_july_2016.pdf,cpi_2016_07
https://statistics.gov.sb/download/13/consumer-price-index/613/bulletin_15-2016_cpi_september_2016.pdf,cpi_2016_09
https://statistics.gov.sb/download/13/consumer-price-index/600/bulletin_4-2017_cpi_march_2017.pdf,cpi_2017_03
https://statistics.gov.sb/download/13/consumer-price-index/629/statistical-bulletin-12-2014-july-2014-cpi.pdf,cpi_2014_07
https://statistics.gov.sb/download/13/consumer-price-index/626/statistical-bulletin-11-2014-june-2014-cpi.pdf,cpi_2014_06
https://statistics.gov.sb/download/13/consumer-price-index/627/statistical-bulletin-14-2014-cpi-august.pdf,cpi_2014_08
https://statistics.gov.sb/download/13/consumer-price-index/643/07_cpi-july-2011.pdf,cpi_2011_07
https://statistics.gov.sb/download/13/consumer-price-index/656/08_cpi_aug-2010.pdf,cpi_2010_08
https://statistics.gov.sb/download/13/consumer-price-index/657/04_cpi_apri-2010.pdf,cpi_2010_04
https://statistics.gov.sb/download/13/consumer-price-index/658/07_cpi_jul-2010.pdf,cpi_2010_07
https://statistics.gov.sb/download/13/consumer-price-index/659/05_cpi_may-2010.pdf,cpi_2010_05
https://statistics.gov.sb/download/13/consumer-price-index/661/09_cpi_sep-2010.pdf,cpi_2010_09
https://statistics.gov.sb/download/13/consumer-price-index/660/10_cpi_oct-2010.pdf,cpi_2010_10
https://statistics.gov.sb/download/13/consumer-price-index/663/02_cpi_feb-2010.pdf,cpi_2010_02
https://statistics.gov.sb/download/13/consumer-price-index/662/01_cpi_jan-2010.pdf,cpi_2010_01
https://statistics.gov.sb/download/13/consumer-price-index/650/11_cpi-november-2011.pdf,cpi_2011_11
https://statistics.gov.sb/download/13/consumer-price-index/645/05_cpi_may-2011.pdf,cpi_2011_05
https://statistics.gov.sb/download/13/consumer-price-index/653/02_cpi_feb-2011.pdf,cpi_2011_02
https://statistics.gov.sb/download/13/consumer-price-index/652/01_cpi_jan-2011.pdf,cpi_2011_01
https://statistics.gov.sb/download/13/consumer-price-index/644/04_cpi_april-2011.pdf,cpi_2011_04
https://statistics.gov.sb/download/13/consumer-price-index/592/bulletin_2-2017_cpi__jan_2017.pdf,cpi_2017_01
https://statistics.gov.sb/download/13/consumer-price-index/654/03_cpi_march-2011.pdf,cpi_2011_03
https://statistics.gov.sb/download/13/consumer-price-index/646/06_cpi_june-2011.pdf,cpi_2011_06
https://statistics.gov.sb/download/13/consumer-price-index/647/08_cpi_august-2011.pdf,cpi_2011_08
https://statistics.gov.sb/download/13/consumer-price-index/648/09_cpi_sept-2011.pdf,cpi_2011_09
https://statistics.gov.sb/download/13/consumer-price-index/649/12_cpi-december-2011.pdf,cpi_2011_12
https://statistics.gov.sb/download/13/consumer-price-index/651/10_cpi-october-2011.pdf,cpi_2011_10
https://statistics.gov.sb/download/13/consumer-price-index/636/05_cpi-may-2012-bulletin-7-2012-final.pdf,cpi_2012_05
https://statistics.gov.sb/download/13/consumer-price-index/638/08_cpi-august-2012.pdf,cpi_2012_08
https://statistics.gov.sb/download/13/consumer-price-index/639/09_cpi-september-2012.pdf,cpi_2012_09
https://statistics.gov.sb/download/13/consumer-price-index/640/06_cpi_june-2012.pdf,cpi_2012_06
https://statistics.gov.sb/download/13/consumer-price-index/637/10_cpi-october-2012.pdf,cpi_2012_10
https://statistics.gov.sb/download/13/consumer-price-index/641/02_cpi-february-2012.pdf,cpi_2012_02
https://statistics.gov.sb/download/13/consumer-price-index/635/statistical-bulletin-1-2014-december-2013-cpi-and-underlying-inflation.pdf,cpi_2013_12
https://statistics.gov.sb/download/13/consumer-price-index/591/bulletin__12-2017_cpi__july_2017.pdf,cpi_2017_07
https://statistics.gov.sb/download/13/consumer-price-index/593/bulletin_3-2017__cpi__feb_2017.pdf,cpi_2017_02
https://statistics.gov.sb/download/13/consumer-price-index/1242/national-cpi-january-2024-2.pdf,cpi_2024_01
https://statistics.gov.sb/download/13/consumer-price-index/585/bulletins_09-2018_cpi_may_2018.pdf,cpi_2018_05
https://statistics.gov.sb/download/13/consumer-price-index/161/national-cpi-january-2023.pdf,cpi_2023_01
https://statistics.gov.sb/download/45/press-releases/160/countrys-cpi-rises-by-1-6-percent-in-january.pdf,countrys-cpi-rises-by-1-6-percent-in-january 
https://statistics.gov.sb/download/45/press-releases/421/countrys-cpi-declines-by-1-percent-in-june.pdf,countrys-cpi-declines-by-1-percent-in-june
https://statistics.gov.sb/download/45/press-releases/422/cpi-drops-0-5-percent-in-february-2022.pdf,cpi-drops-0-5-percent-in-february-2022
https://statistics.gov.sb/download/13/consumer-price-index/568/national_cpi_feb_march_-2020.pdf,cpi_2020_02
https://statistics.gov.sb/download/13/consumer-price-index/569/national_cpi_june_2020.pdf,cpi_2020_06
https://statistics.gov.sb/download/13/consumer-price-index/570/national-cpi-april-2020.pdf,cpi_2020_04
https://statistics.gov.sb/download/13/consumer-price-index/571/national-cpi-january_2020.pdf,cpi_2020_01
https://statistics.gov.sb/download/13/consumer-price-index/572/national-cpi-may_2020.pdf,cpi_2020_05
https://statistics.gov.sb/download/13/consumer-price-index/578/national_cpi_august-2019_bulletins.pdf,cpi_2019_08
https://statistics.gov.sb/download/13/consumer-price-index/579/national-cpi-nov_dec-2019_bulletins.pdf,cpi_2019_11
https://statistics.gov.sb/download/13/consumer-price-index/580/national_cpi_june-and-july-2019_bulletins.pdf,cpi_2019_06
https://statistics.gov.sb/download/13/consumer-price-index/581/bulletins_03-2018_cpi_january_2018.pdf,cpi_2018_01
https://statistics.gov.sb/download/13/consumer-price-index/410/national-cpi-august-2022.pdf,cpi_2022_08
https://statistics.gov.sb/download/13/consumer-price-index/582/bulletins_04-2018_cpi_february-2018.pdf,cpi_2018_02
https://statistics.gov.sb/download/13/consumer-price-index/583/bulletins_07-2018_cpi_april-2018.pdf,cpi_2018_04
https://statistics.gov.sb/download/13/consumer-price-index/584/bulletins_06-2018-cpi_march-2018.pdf,cpi_2018_03
https://statistics.gov.sb/download/13/consumer-price-index/587/bulletins_11-2018_cpi_june_2018.pdf,cpi_2018_06
https://statistics.gov.sb/download/13/consumer-price-index/588/bulletins_honiara_14-2018__cpi_august_2018.pdf,cpi_2018_08
https://statistics.gov.sb/download/13/consumer-price-index/589/bulletins_honiara_16-2018_cpi_september_2018.pdf,cpi_2018_09
