,url,title,date,media_type
0,https://www.abc.net.au/news/2023-09-25/australia-png-defence-treaty-negotiations-still-ongoing/102838770,PNG and Australia's defence cooperation is a 'jewel' of their relationship but forming a treaty has not been simple,2023-09-25T01:26:52+00:00,article
1,https://www.abc.net.au/news/2023-09-19/storm-centre-justin-olam-eyed-png-return-finals/102872532,'I was just looking forward to going home': Storm centre Olam admits he had eyes on PNG return before finals lifeline,2023-09-18T22:44:19+00:00,article
2,https://www.abc.net.au/news/2023-09-12/dozens-killed-thousands-displaced-in-png-tribal-violence/102845454,"Dozens killed, thousands displaced in PNG Highlands tribal violence",2023-09-12T05:03:03+00:00,video
3,https://www.abc.net.au/news/2023-09-12/png-tribal-violence-enga-escalates-into-guerilla-warfare/102826764,Violence is so bad in this PNG community that police sealed it off to outsiders. The ABC got to go inside,2023-09-11T18:55:57+00:00,article
4,https://www.abc.net.au/news/2023-09-06/israel-to-bankroll-png-embassy-in-jerusalem/102821568,Israel to bankroll PNG embassy in the contested city of Jerusalem,2023-09-06T03:28:05+00:00,video
5,https://www.abc.net.au/news/2023-09-06/papua-new-guinea-opens-an-embassy-in-the-contested-jerusalem/102820244,Papua New Guinea opens an embassy in the contested city of Jerusalem,2023-09-06T00:31:40+00:00,video
6,https://www.abc.net.au/news/2023-09-06/israel-to-bankroll-png-embassy-in-jerusalem/102818394,"Israel to bankroll PNG embassy in the contested city of Jerusalem, PM says",2023-09-05T21:56:18+00:00,article
7,https://www.abc.net.au/news/2023-09-01/australia-owned-pacific-mobile-network-likely-exploited-by-spies/102784160,"'Blatant and malicious': Telstra-owned Digicel Pacific used by spies-for-hire, cyber security analysis shows",2023-09-01T03:16:55+00:00,article
8,https://www.abc.net.au/news/science/2023-08-28/volcanic-eruption-png-rabaul-destroyed-1994-revisiting-ruins/102541138,Peaceful Rabaul was known as the 'pearl of the Pacific'. Then the earth cracked open,2023-08-27T19:30:00+00:00,article
9,https://www.abc.net.au/news/2023-08-25/melanesian-spearhead-group-meeting-west-papua-independence/102772838,Melanesian leaders group decides West Papua independence body does not meet 'existing criteria' to join,2023-08-25T09:08:27+00:00,article
10,https://www.abc.net.au/news/2023-08-24/tribal-fighting-kills-up-to-70-people-in-pngs-highlands/102768998,Tribal fighting kills up to 70 people in PNG's highlands,2023-08-23T20:46:45+00:00,video
11,https://www.abc.net.au/news/2023-08-23/png-lethal-force-police-tribal-violence-enga-province-video/102754864,Authorities condemn 'brazen' social media video depicting violence in PNG highlands ,2023-08-22T19:08:32+00:00,article
12,https://www.abc.net.au/news/2023-08-21/rabaul-papua-new-guinea-top-things-to-know-back-roads/102742272,"Once known as the Pearl of the Pacific, Rabaul has everything to offer the intrepid traveller",2023-08-20T20:48:05+00:00,article
13,https://www.abc.net.au/news/2023-08-17/heart-attack-man-walks-kokoda-track-fights-for-bundaberg-clinic/102735414,"Heart attack survivor fulfills Kokoda Track dream, now fights to save cardiac lab that gave him second chance",2023-08-16T21:22:50+00:00,article
14,https://www.abc.net.au/news/2023-08-15/mary-fowler-old-school-inspiring-next-generation-matildas/102731084,Mary Fowler was an outstanding talent during her school days in Cairns. Now she's inspiring the new wave of stars,2023-08-15T05:06:13+00:00,article
