,date,samoa flights-AU,samoa hotel-AU,samoa travel-AU,samoa flights-NZ,samoa hotel-NZ,samoa travel-NZ,samoa flights-US,samoa hotel-US,samoa travel-US,samoa flights-JP,samoa hotel-JP,samoa travel-JP,samoa flights-HK,samoa hotel-HK,samoa travel-HK,samoa flights-NC,samoa hotel-NC,samoa travel-NC,samoa flights,samoa hotel,samoa travel
195,2020-04-01,11,8,4,8,0,6,51,25,18,0,0,0,0,0,0,0,0,0,1.2921172100805731,0.9043206857371268,0.5879579287122292
196,2020-05-01,9,0,2,7,8,8,49,15,24,0,0,0,0,0,0,0,0,0,1.2074916416573533,0.9386484716393962,0.6857675332779883
197,2020-06-01,1,9,6,8,5,5,56,25,27,0,0,0,0,0,0,0,0,0,1.3244847313649455,1.1910898511094263,0.7855797717843135
198,2020-07-01,7,2,1,3,3,3,45,23,30,0,0,0,0,0,0,0,0,0,1.1586981517161086,1.4863670515570448,0.613197889646479
199,2020-08-01,5,3,3,1,0,2,38,26,28,0,0,0,0,0,0,0,0,0,0.8652061978109631,1.304771156854824,0.6348746979233906
200,2020-09-01,1,3,3,3,0,1,37,13,28,0,0,0,0,0,0,0,0,0,0.8751251423922395,0.9381709466150633,0.6032238228624781
201,2020-10-01,3,2,1,5,4,0,32,31,27,0,0,0,0,0,0,0,0,0,0.8924320197741397,1.3168782414053128,0.5469974125800472
202,2020-11-01,4,5,0,5,4,3,35,25,19,0,0,0,0,0,0,0,0,0,0.8294723348629024,1.0667365854604969,0.40830604587382385
203,2020-12-01,11,2,2,4,2,1,37,24,27,0,0,0,0,0,0,0,0,0,0.9051761491939103,1.0427526744652384,0.5257106350142428
204,2021-01-01,6,3,4,2,2,0,49,21,30,0,0,0,0,0,0,0,0,0,1.0637446537578412,1.0874110145312654,0.6308418151129989
205,2021-02-01,2,2,2,5,6,2,42,19,31,0,0,0,0,0,0,0,0,0,0.936338621436928,0.9524323783504853,0.6150955832234141
206,2021-03-01,7,0,3,3,2,0,50,24,24,0,0,0,0,0,0,0,0,0,1.0243975198675064,0.8424531784296926,0.46448589134536716
207,2021-04-01,8,6,5,1,0,8,54,24,31,0,0,0,0,0,0,0,0,0,1.0158356983435615,1.1091822204692927,0.7300276592083924
208,2021-05-01,2,3,0,4,2,2,61,24,39,0,0,0,0,0,0,0,0,0,1.175911083396155,1.0753195228554273,0.7485907291827373
209,2021-06-01,4,3,0,5,5,5,75,20,40,0,0,0,0,0,0,0,0,0,1.2989201372240387,1.230356353053121,0.6655453184155955
210,2021-07-01,6,4,8,0,4,6,60,19,31,0,0,0,0,0,0,0,0,0,1.1099645288287747,1.3433716310344987,0.8432529006782563
211,2021-08-01,8,3,4,5,0,4,61,23,46,0,0,0,0,0,0,0,0,0,1.2320780295469678,1.5634745229063505,0.8544627408036176
212,2021-09-01,8,4,5,2,2,4,41,17,29,0,0,0,0,0,0,0,0,0,0.9249626387385473,1.1177708020330392,0.7227744333891037
213,2021-10-01,8,7,6,4,0,4,53,25,26,0,0,0,0,0,0,0,0,0,1.13599486533199,0.8970227712785752,0.5466635851937344
214,2021-11-01,8,2,5,7,0,7,48,28,24,0,0,0,0,0,0,0,0,0,1.1241207259546697,1.1130455541499265,0.6234871113128349
215,2021-12-01,7,5,2,4,3,2,55,18,22,0,0,0,0,0,0,0,0,0,1.0670297436185836,0.8760732896603526,0.5612293833013788
216,2022-01-01,9,0,9,6,2,4,54,22,43,0,0,0,0,0,0,0,0,0,1.1265425541477316,0.9714118835969194,0.8273760558300395
217,2022-02-01,9,2,7,3,0,5,42,8,30,0,0,0,0,0,0,0,0,0,0.9133172775346488,0.9442990176570171,0.7479509188283726
218,2022-03-01,10,1,4,6,2,7,47,15,26,0,0,0,0,0,0,0,0,0,1.0108857279210564,0.9270781190853118,0.6783636165473997
219,2022-04-01,8,3,7,9,2,6,52,13,30,0,0,0,0,0,0,0,0,0,1.097471786629735,0.9463279599283876,0.7459598868570808
220,2022-05-01,28,5,14,15,5,8,44,11,27,0,0,0,0,0,0,0,0,0,1.4684814049794843,1.2378132050561128,0.8110239746877542
221,2022-06-01,31,5,11,19,5,8,33,10,28,0,0,0,0,0,0,0,0,0,1.4810944248813243,1.2043092220116227,0.9433301522979087
222,2022-07-01,36,4,11,20,6,11,50,16,25,0,0,0,0,0,0,0,0,0,1.7762520945293674,1.3971552822857485,0.9121440675053873
223,2022-08-01,50,8,14,29,13,18,50,10,23,0,0,0,0,0,0,0,0,0,2.27549443419342,1.6660055984711817,1.1028314267023263
224,2022-09-01,29,7,16,30,8,14,44,14,19,0,0,0,0,0,0,0,0,0,1.8038379650131373,1.322322984924772,1.039592633554224
225,2022-10-01,45,7,7,22,11,5,33,13,23,0,0,0,0,0,0,0,0,0,1.752095102245138,1.2835828306850492,0.687578916639234
226,2022-11-01,32,16,11,26,10,7,40,13,23,0,0,0,0,0,0,0,0,0,1.8642765187201322,1.2240042088514909,0.7606257252877234
227,2022-12-01,44,12,12,21,8,4,39,19,17,0,0,0,0,0,0,0,0,0,1.7952500986978313,1.236989198290679,0.6567248014257526
228,2023-01-01,53,17,10,39,15,11,68,15,26,0,0,0,0,0,0,0,0,0,2.685444616866241,1.5837230688278139,0.8985953797068346
229,2023-02-01,40,11,10,26,11,8,49,14,26,0,0,0,0,0,0,0,0,0,2.061468549845653,1.5101147998239983,0.771380137695518
230,2023-03-01,49,17,10,32,10,9,63,16,29,0,0,0,0,0,0,0,0,0,2.319442643380531,1.414454758076277,0.7497711886450407
231,2023-04-01,52,16,10,30,17,8,51,22,21,0,0,0,0,0,0,0,0,0,2.2944229315014724,1.6188249869477838,0.6712716020440825
232,2023-05-01,46,15,9,28,14,10,51,12,35,0,0,0,0,0,0,0,0,0,2.1576126813471883,1.689974026285593,0.9183919237295352
233,2023-06-01,40,14,10,23,20,8,53,19,26,0,0,0,0,0,0,0,0,0,1.9602503699608995,2.102441601774359,0.8855461556254602
