,date,solomon islands flights-AU,solomon islands hotel-AU,solomon islands travel-AU,solomon islands flights-NZ,solomon islands hotel-NZ,solomon islands travel-NZ,solomon islands flights-US,solomon islands hotel-US,solomon islands travel-US,solomon islands flights-JP,solomon islands hotel-JP,solomon islands travel-JP,solomon islands flights-HK,solomon islands hotel-HK,solomon islands travel-HK,solomon islands flights-NC,solomon islands hotel-NC,solomon islands travel-NC,solomon islands flights,solomon islands hotel,solomon islands travel
178,2018-11-01,4,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0.3468318038327521,0.07980453679232691,0.21217216230381328
179,2018-12-01,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.1804041780428318,0.14179747863520223,0.1193154744741009
180,2019-01-01,1,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0.2153397848801288,0.1864596306372047,0.15191264038337043
181,2019-02-01,2,4,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.18071877755549745,0.14763862232436048,0.1977825069474684
182,2019-03-01,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17845204770110856,0.11276443624064589,0.13614739439987153
183,2019-04-01,4,2,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.22921793217573647,0.12202713143722008,0.15524630272899648
184,2019-05-01,4,0,1,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0.32420772753912863,0.19690866378002447,0.11336349933108696
185,2019-06-01,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.15550192976462354,0.10988301900460327,0.10205928756017361
186,2019-07-01,4,2,0,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0.16782567055606842,0.0817183912873963,0.17501919266004645
187,2019-08-01,3,0,5,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0.22600723374549042,0.15023988287266704,0.12344296634666259
188,2019-09-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2435919755047144,0.18022433535795895,0.16500384050395553
189,2019-10-01,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17567700737943187,0.2168044914986297,0.1523352647344481
190,2019-11-01,3,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0.24675524381448227,0.27705801375595135,0.13831203324453153
191,2019-12-01,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288726807975939,0.1190874669341972,0.08256985637558088
192,2020-01-01,2,2,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0.2733406016227423,0.10318298633052796,0.2515196811282712
193,2020-02-01,3,6,0,0,0,0,8,5,5,0,0,0,0,0,0,0,0,0,0.269704129884613,0.21013400142384595,0.20459582935461398
194,2020-03-01,3,3,3,0,0,0,8,6,7,0,0,0,0,0,0,0,0,0,0.27831050278632097,0.27178754859343984,0.25109221176013075
195,2020-04-01,0,2,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0.15861910848088767,0.061562294412829725,0.13193996781427123
196,2020-05-01,0,0,3,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0.122651647681335,0.06284899367189543,0.08884945926807174
197,2020-06-01,4,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0.23520579927215532,0.19823981935400592,0.06193493707279344
198,2020-07-01,1,1,0,0,0,0,5,2,4,0,0,0,0,0,0,0,0,0,0.102462002286437,0.15431223350647602,0.1514575973576366
199,2020-08-01,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0.1189736040348487,0.15822406648874193,0.15038566797255978
200,2020-09-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.11906710903161134,0.09762661642120186,0.10981099154600142
201,2020-10-01,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.1517187764908612,0.11692114927290492,0.10043337868715731
202,2020-11-01,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.21821303901275124,0.0973109682952924,0.12483602274959055
203,2020-12-01,2,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0.17444991241546182,0.1769778956368771,0.08858292260035625
204,2021-01-01,3,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0.12287369425501146,0.0977637172114004,0.11920688332167707
205,2021-02-01,1,0,0,0,0,0,5,6,7,0,0,0,0,0,0,0,0,0,0.18806657227954426,0.0,0.11272793084747264
206,2021-03-01,1,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.08567206331328213,0.10536411937262172,0.04442961002027506
207,2021-04-01,1,0,1,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0.19998597290646197,0.10121616631919413,0.1780385982544934
208,2021-05-01,2,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0.20669232361177386,0.09565187093040345,0.05386418058762511
209,2021-06-01,0,1,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0.2245537797084444,0.09926317338997362,0.14013382859873952
210,2021-07-01,0,3,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.15894139278481634,0.1034322144052212,0.14686256843053275
211,2021-08-01,4,0,0,0,0,0,10,3,4,0,0,0,0,0,0,0,0,0,0.17657823330510894,0.1553426187504993,0.0975926110841432
212,2021-09-01,0,1,0,0,0,0,11,2,3,0,0,0,0,0,0,0,0,0,0.12516720853325336,0.24934909094163785,0.12696581354547948
213,2021-10-01,0,4,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.15052002559846323,0.07694848855925245,0.10995593790063131
214,2021-11-01,0,5,4,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0.13503596570831364,0.1526842257523563,0.2526190775390433
215,2021-12-01,3,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0.2052353788501805,0.10958128166492112,0.21683381262710907
216,2022-01-01,0,0,0,0,0,0,6,5,3,0,0,0,0,0,0,0,0,0,0.058776095126174085,0.13431296581274568,0.1404026524737844
217,2022-02-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1403651375168863,0.04274457396433668,0.11631463986518956
218,2022-03-01,2,0,3,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0.1661330263821811,0.07015737669103839,0.19264313150670592
219,2022-04-01,4,3,3,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0.19964686622573957,0.1452402185127841,0.1989895414742099
220,2022-05-01,2,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.1841371712543183,0.1358917669861031,0.14535016142902069
221,2022-06-01,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.1332436110594832,0.040467587011659104,0.15865604612898998
222,2022-07-01,5,1,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.1907973722132108,0.08892726078859281,0.14464137915414332
223,2022-08-01,2,0,1,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0.24120348367578212,0.11438134294202235,0.208932187653127
224,2022-09-01,4,0,5,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0.20560462499157028,0.09254194911690228,0.1729488395302723
225,2022-10-01,5,0,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0.24484390572143447,0.1617022003260683,0.10918767828382925
226,2022-11-01,3,1,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0.18363398687322588,0.12618650109899845,0.13708148349430918
227,2022-12-01,3,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0.14229648158110925,0.14458348050549105,0.09518368375892988
228,2023-01-01,0,1,4,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0.21631170212685474,0.06773800545730221,0.14986226914168946
229,2023-02-01,6,1,1,0,0,0,2,3,6,0,0,0,0,0,0,0,0,0,0.21221327117465077,0.05983553254332465,0.14085476142025222
230,2023-03-01,4,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.21661406996663526,0.05084834060903487,0.11560349140236276
231,2023-04-01,5,2,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0.16754104873449116,0.12211523751039574,0.1684150905200758
232,2023-05-01,3,2,3,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0.18357599970125849,0.06287409715304779,0.16704633477072275
233,2023-06-01,3,2,3,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0.23732060466044108,0.07762893130093139,0.1413345427315971
