,date,fiji flights-AU,fiji hotel-AU,fiji travel-AU,fiji flights-NZ,fiji hotel-NZ,fiji travel-NZ,fiji flights-US,fiji hotel-US,fiji travel-US,fiji flights-JP,fiji hotel-JP,fiji travel-JP,fiji flights-HK,fiji hotel-HK,fiji travel-HK,fiji flights-NC,fiji hotel-NC,fiji travel-NC,fiji flights,fiji hotel,fiji travel
205,2021-02-01,8,4,3,2,0,2,29,9,21,0,0,0,0,0,0,0,0,0,3.102000457773502,1.9096964299376735,2.3387262954284718
206,2021-03-01,5,3,6,2,0,5,39,15,25,0,0,0,0,2,1,0,0,0,3.458356101843043,2.091720417869858,2.42668352865045
207,2021-04-01,5,3,8,2,0,3,36,21,21,0,0,0,0,0,0,0,0,0,3.1715729601114284,2.1512070872934053,2.654726110761525
208,2021-05-01,5,1,6,6,0,4,38,17,25,0,0,0,0,0,0,0,0,0,3.525756032924321,1.8231480341097162,2.5642615779512203
209,2021-06-01,4,3,5,7,0,2,38,10,24,0,0,0,0,0,0,0,0,0,3.1654482806586093,1.3204787482633322,2.513822738550351
210,2021-07-01,4,3,4,2,0,3,37,13,25,0,0,0,0,0,0,0,0,0,3.4116944647851732,1.7695444730754912,2.741916893499813
211,2021-08-01,8,1,4,1,1,3,32,9,23,0,0,0,0,0,0,0,0,0,3.1380678556787838,1.7015417127415824,2.2290907665202404
212,2021-09-01,14,6,10,3,2,3,31,13,15,0,0,0,0,0,0,0,0,0,3.9064284095627606,2.3346524703649205,2.8678820317844043
213,2021-10-01,35,15,51,3,2,3,37,17,20,0,0,0,0,3,0,0,0,0,5.936610827763875,3.0832348406818317,5.672379608426747
214,2021-11-01,30,15,54,4,3,3,36,22,24,0,0,0,0,0,0,0,0,0,5.200535830599532,3.35643483442238,6.402853245598823
215,2021-12-01,34,14,45,3,1,10,34,17,30,0,0,0,0,0,2,0,0,0,5.833639176987376,3.620332140574249,6.419650940836727
216,2022-01-01,35,16,51,5,3,6,46,13,37,0,0,0,0,1,1,0,0,0,6.759407154873914,3.137909591489658,7.25321995731487
217,2022-02-01,38,16,54,7,3,11,44,15,31,0,0,0,0,0,2,0,0,0,6.521907052990977,3.5656721141711003,7.34708992699401
218,2022-03-01,41,20,50,19,10,29,47,16,41,0,0,0,0,0,0,0,0,0,7.8963163971936305,4.08527380926242,8.353788186756175
219,2022-04-01,49,19,61,22,12,30,39,15,38,0,0,0,0,1,0,0,0,0,8.050803943008589,4.329985836299269,8.770037082220101
220,2022-05-01,55,23,43,28,10,31,39,18,37,0,0,0,0,0,0,0,0,0,8.81277777564002,4.531980870951948,7.7057486516041696
221,2022-06-01,50,18,48,24,11,28,40,17,39,0,0,0,0,0,2,0,0,0,8.632067508951247,4.049266124392916,7.276118525042211
222,2022-07-01,63,19,46,30,12,27,46,17,32,0,0,0,0,0,0,0,0,0,10.319394271605049,5.030635293937519,7.38040919915777
223,2022-08-01,56,22,41,31,9,25,41,14,30,0,0,0,0,0,0,0,0,0,9.29990498521142,4.664875112675606,6.7919621100407666
224,2022-09-01,57,20,33,29,10,23,35,12,24,0,0,0,0,0,2,0,0,0,9.28919188244146,4.19921681987298,5.732573658252084
225,2022-10-01,53,17,33,25,9,16,33,13,17,0,0,0,0,0,0,0,0,0,8.601972424375377,3.9021466627000034,5.070328506939066
