date,ym,china_daily_body_count,china_daily_epu_count,china_daily_ratio,china_people_s_daily_online_body_count,china_people_s_daily_online_epu_count,china_people_s_daily_online_ratio,news_total,china_daily_weights,china_people_s_daily_online_weights,china_daily_z_score,china_people_s_daily_online_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2018-08-01,2018-8,121,5.0,0.04132231404958678,0.0,0.0,0.0,121.0,1.0,0.0,1.7287684741907952,,1.7287684741907952,1.7287684741907952,97.27101002416775,97.27101002416775
2018-09-01,2018-9,107,2.0,0.018691588785046728,0.0,0.0,0.0,107.0,1.0,0.0,0.7819849920638736,,0.7819849920638736,0.7819849920638736,43.999223225885224,43.999223225885224
2018-10-01,2018-10,129,6.0,0.046511627906976744,0.0,0.0,0.0,129.0,1.0,0.0,1.9458696314147554,,1.9458696314147554,1.9458696314147554,109.48643918999346,109.48643918999346
2018-11-01,2018-11,78,8.0,0.10256410256410256,0.0,0.0,0.0,78.0,1.0,0.0,4.290892007735102,,4.290892007735102,4.290892007735102,241.43163513690868,241.43163513690868
2018-12-01,2018-12,105,2.0,0.01904761904761905,0.0,0.0,0.0,105.0,1.0,0.0,0.7968799442936618,,0.7968799442936618,0.7968799442936618,44.83730366828304,44.83730366828304
2019-01-01,2019-1,96,4.0,0.041666666666666664,0.0,0.0,0.0,96.0,1.0,0.0,1.743174878142385,,1.743174878142385,1.743174878142385,98.08160177436915,98.08160177436915
2019-02-01,2019-2,81,0.0,0.0,0.0,0.0,0.0,81.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
2019-03-01,2019-3,139,7.0,0.050359712230215826,0.0,0.0,0.0,139.0,1.0,0.0,2.1068588455246093,,2.1068588455246093,2.1068588455246093,118.54466977046056,118.54466977046056
2019-04-01,2019-4,97,1.0,0.010309278350515464,0.0,0.0,0.0,97.0,1.0,0.0,0.43130100077749733,,0.43130100077749733,0.43130100077749733,24.26761281015319,24.26761281015319
2019-05-01,2019-5,139,8.0,0.05755395683453238,0.0,0.0,0.0,139.0,1.0,0.0,2.4078386805995535,,2.4078386805995535,2.4078386805995535,135.47962259481207,135.47962259481207
2019-06-01,2019-6,99,4.0,0.04040404040404041,0.0,0.0,0.0,99.0,1.0,0.0,1.6903513969865553,,1.6903513969865553,1.6903513969865553,95.10943202363069,95.10943202363069
2019-07-01,2019-7,118,3.0,0.025423728813559324,0.0,0.0,0.0,118.0,1.0,0.0,1.0636321290360318,,1.0636321290360318,1.0636321290360318,59.84640108266593,59.84640108266593
2019-08-01,2019-8,93,1.0,0.010752688172043012,0.0,0.0,0.0,93.0,1.0,0.0,0.44985158145609944,,0.44985158145609944,0.44985158145609944,25.31138110306301,25.31138110306301
2019-09-01,2019-9,75,2.0,0.02666666666666667,0.0,0.0,0.0,75.0,1.0,0.0,1.1156319220111266,,1.1156319220111266,1.1156319220111266,62.77222513559626,62.77222513559626
2019-10-01,2019-10,74,2.0,0.02702702702702703,0.0,0.0,0.0,74.0,1.0,0.0,1.130708029065331,,1.130708029065331,1.130708029065331,63.62049844823946,63.62049844823946
2019-11-01,2019-11,88,7.0,0.07954545454545454,0.0,0.0,0.0,88.0,1.0,0.0,3.3278793128172808,,3.3278793128172808,3.3278793128172808,187.24669429652292,187.24669429652292
2019-12-01,2019-12,126,6.0,0.047619047619047616,0.0,0.0,0.0,126.0,1.0,0.0,1.9921998607341544,,1.9921998607341544,1.9921998607341544,112.0932591707076,112.0932591707076
2020-01-01,2020-1,88,1.0,0.011363636363636364,0.0,0.0,0.0,88.0,1.0,0.0,0.4754113304024687,,0.4754113304024687,0.4754113304024687,26.74952775664613,26.74952775664613
2020-02-01,2020-2,59,4.0,0.06779661016949153,0.0,0.0,0.0,59.0,1.0,0.0,2.8363523440960843,,2.8363523440960843,2.8363523440960843,159.59040288710912,159.59040288710912
2020-03-01,2020-3,35,3.0,0.08571428571428572,0.0,0.0,0.0,35.0,1.0,0.0,3.585959749321478,,3.585959749321478,3.585959749321478,201.76786650727368,201.76786650727368
2020-04-01,2020-4,92,6.0,0.06521739130434782,0.0,0.0,0.0,92.0,1.0,0.0,2.7284476353532985,,2.7284476353532985,2.7284476353532985,153.51902886422997,153.51902886422997
2020-05-01,2020-5,144,7.0,0.04861111111111111,0.0,0.0,0.0,144.0,1.0,0.0,2.0337040244994493,,2.0337040244994493,2.0337040244994493,114.42853540343067,114.42853540343067
2020-06-01,2020-6,77,7.0,0.09090909090909091,0.0,0.0,0.0,77.0,1.0,0.0,3.8032906432197495,,3.8032906432197495,3.8032906432197495,213.99622205316905,213.99622205316905
2020-07-01,2020-7,93,5.0,0.053763440860215055,0.0,0.0,0.0,93.0,1.0,0.0,2.249257907280497,,2.249257907280497,2.249257907280497,126.55690551531504,126.55690551531504
2020-08-01,2020-8,52,4.0,0.07692307692307693,0.0,0.0,0.0,52.0,1.0,0.0,3.2181690058013266,,3.2181690058013266,3.2181690058013266,181.07372635268152,181.07372635268152
2020-09-01,2020-9,64,3.0,0.046875,0.0,0.0,0.0,64.0,1.0,0.0,1.9610717379101834,,1.9610717379101834,1.9610717379101834,110.3418019961653,110.3418019961653
2020-10-01,2020-10,89,6.0,0.06741573033707865,0.0,0.0,0.0,89.0,1.0,0.0,2.8204177803652075,,2.8204177803652075,2.8204177803652075,158.69382758999055,158.69382758999055
2020-11-01,2020-11,84,3.0,0.03571428571428571,0.0,0.0,0.0,84.0,1.0,0.0,1.4941498955506158,,1.4941498955506158,1.4941498955506158,84.0699443780307,84.0699443780307
2020-12-01,2020-12,77,4.0,0.05194805194805195,0.0,0.0,0.0,77.0,1.0,0.0,2.1733089389827143,,2.1733089389827143,2.1733089389827143,122.28355545895376,122.28355545895376
2021-01-01,2021-1,84,4.0,0.047619047619047616,0.0,0.0,0.0,84.0,1.0,0.0,1.9921998607341544,,1.9921998607341544,1.9921998607341544,112.0932591707076,112.0932591707076
2021-02-01,2021-2,67,1.0,0.014925373134328358,0.0,0.0,0.0,67.0,1.0,0.0,0.6244208518718991,,0.6244208518718991,0.6244208518718991,35.13370809828148,35.13370809828148
2021-03-01,2021-3,123,6.0,0.04878048780487805,0.0,0.0,0.0,123.0,1.0,0.0,2.0407901012398657,,2.0407901012398657,2.0407901012398657,114.82724110170048,114.82724110170048
2021-04-01,2021-4,89,1.0,0.011235955056179775,0.0,0.0,0.0,89.0,1.0,0.0,0.4700696300608679,,0.4700696300608679,0.4700696300608679,26.44897126499842,26.44897126499842
2021-05-01,2021-5,53,2.0,0.03773584905660377,0.0,0.0,0.0,53.0,1.0,0.0,1.5787244179402733,,1.5787244179402733,1.5787244179402733,88.82862047490036,88.82862047490036
2021-06-01,2021-6,103,3.0,0.02912621359223301,0.0,0.0,0.0,103.0,1.0,0.0,1.2185300119053566,,1.2185300119053566,1.2185300119053566,68.56189638596679,68.56189638596679
2021-07-01,2021-7,65,0.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
2021-08-01,2021-8,102,3.0,0.029411764705882353,0.0,0.0,0.0,102.0,1.0,0.0,1.2304763845710953,,1.2304763845710953,1.2304763845710953,69.23407184073116,69.23407184073116
2021-09-01,2021-9,81,3.0,0.037037037037037035,0.0,0.0,0.0,81.0,1.0,0.0,1.549488780571009,,1.549488780571009,1.549488780571009,87.18364602166146,87.18364602166146
2021-10-01,2021-10,78,2.0,0.02564102564102564,0.0,0.0,0.0,78.0,1.0,0.0,1.0727230019337755,,1.0727230019337755,1.0727230019337755,60.35790878422717,60.35790878422717
2021-11-01,2021-11,99,4.0,0.04040404040404041,0.0,0.0,0.0,99.0,1.0,0.0,1.6903513969865553,,1.6903513969865553,1.6903513969865553,95.10943202363069,95.10943202363069
2021-12-01,2021-12,107,3.0,0.028037383177570093,0.0,0.0,0.0,107.0,1.0,0.0,1.1729774880958106,,1.1729774880958106,1.1729774880958106,65.99883483882785,65.99883483882785
2022-01-01,2022-1,63,3.0,0.047619047619047616,0.0,0.0,0.0,63.0,1.0,0.0,1.9921998607341544,,1.9921998607341544,1.9921998607341544,112.0932591707076,112.0932591707076
2022-02-01,2022-2,43,1.0,0.023255813953488372,0.0,0.0,0.0,43.0,1.0,0.0,0.9729348157073777,,0.9729348157073777,0.9729348157073777,54.74321959499673,54.74321959499673
2022-03-01,2022-3,112,7.0,0.0625,0.0,0.0,0.0,112.0,1.0,0.0,2.614762317213578,,2.614762317213578,2.614762317213578,147.12240266155374,147.12240266155374
2022-04-01,2022-4,72,6.0,0.08333333333333333,0.0,0.0,0.0,72.0,1.0,0.0,3.48634975628477,,3.48634975628477,3.48634975628477,196.1632035487383,196.1632035487383
2022-05-01,2022-5,45,2.0,0.044444444444444446,0.0,0.0,0.0,45.0,1.0,0.0,1.859386536685211,,1.859386536685211,1.859386536685211,104.62037522599377,104.62037522599377
2022-06-01,2022-6,52,2.0,0.038461538461538464,0.0,0.0,0.0,52.0,1.0,0.0,1.6090845029006633,,1.6090845029006633,1.6090845029006633,90.53686317634076,90.53686317634076
2022-07-01,2022-7,48,1.0,0.020833333333333332,0.0,0.0,0.0,48.0,1.0,0.0,0.8715874390711925,,0.8715874390711925,0.8715874390711925,49.040800887184574,49.040800887184574
2022-08-01,2022-8,45,2.0,0.044444444444444446,0.0,0.0,0.0,45.0,1.0,0.0,1.859386536685211,,1.859386536685211,1.859386536685211,104.62037522599377,104.62037522599377
2022-09-01,2022-9,65,4.0,0.06153846153846154,0.0,0.0,0.0,65.0,1.0,0.0,2.5745352046410614,,2.5745352046410614,2.5745352046410614,144.85898108214522,144.85898108214522
2022-10-01,2022-10,70,1.0,0.014285714285714285,0.0,0.0,0.0,70.0,1.0,0.0,0.5976599582202463,,0.5976599582202463,0.5976599582202463,33.62797775121228,33.62797775121228
2022-11-01,2022-11,53,1.0,0.018867924528301886,0.0,0.0,0.0,53.0,1.0,0.0,0.7893622089701366,,0.7893622089701366,0.7893622089701366,44.41431023745018,44.41431023745018
2022-12-01,2022-12,98,1.0,0.01020408163265306,0.0,0.0,0.0,98.0,1.0,0.0,0.4268999701573188,,0.4268999701573188,0.4268999701573188,24.01998410800877,24.01998410800877
2023-01-01,2023-1,71,1.0,0.014084507042253521,0.0,0.0,0.0,71.0,1.0,0.0,0.5892422123298203,,0.5892422123298203,0.5892422123298203,33.15434426175859,33.15434426175859
2023-02-01,2023-2,77,4.0,0.05194805194805195,0.0,0.0,0.0,77.0,1.0,0.0,2.1733089389827143,,2.1733089389827143,2.1733089389827143,122.28355545895376,122.28355545895376
2023-03-01,2023-3,199,3.0,0.01507537688442211,0.0,0.0,0.0,199.0,1.0,0.0,0.630696438322873,,0.630696438322873,0.630696438322873,35.486810692234066,35.486810692234066
2023-04-01,2023-4,59,2.0,0.03389830508474576,0.0,0.0,0.0,59.0,1.0,0.0,1.4181761720480421,,1.4181761720480421,1.4181761720480421,79.79520144355456,79.79520144355456
2023-05-01,2023-5,61,0.0,0.0,0.0,0.0,0.0,61.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
2023-06-01,2023-6,81,2.0,0.024691358024691357,0.0,0.0,0.0,81.0,1.0,0.0,1.0329925203806727,,1.0329925203806727,1.0329925203806727,58.122430681107645,58.122430681107645
2023-07-01,2023-7,72,4.0,0.05555555555555555,0.0,0.0,0.0,72.0,1.0,0.0,2.3242331708565134,,2.3242331708565134,2.3242331708565134,130.7754690324922,130.7754690324922
2023-08-01,2023-8,60,2.0,0.03333333333333333,0.0,0.0,0.0,60.0,1.0,0.0,1.394539902513908,,1.394539902513908,1.394539902513908,78.46528141949531,78.46528141949531
2023-09-01,2023-9,88,3.0,0.03409090909090909,0.0,0.0,0.0,88.0,1.0,0.0,1.426233991207406,,1.426233991207406,1.426233991207406,80.2485832699384,80.2485832699384
2023-10-01,2023-10,62,3.0,0.04838709677419355,0.0,0.0,0.0,62.0,1.0,0.0,2.024332116552447,,2.024332116552447,2.024332116552447,113.90121496378352,113.90121496378352
2023-11-01,2023-11,46,2.0,0.043478260869565216,0.0,0.0,0.0,46.0,1.0,0.0,1.8189650902355323,,1.8189650902355323,1.8189650902355323,102.34601924281998,102.34601924281998
2023-12-01,2023-12,93,2.0,0.021505376344086023,0.0,0.0,0.0,93.0,1.0,0.0,0.8997031629121989,,0.8997031629121989,0.8997031629121989,50.62276220612602,50.62276220612602
2024-01-01,2024-1,68,1.0,0.014705882352941176,0.0,0.0,0.0,68.0,1.0,0.0,0.6152381922855477,,0.6152381922855477,0.6152381922855477,34.61703592036558,34.61703592036558
2024-02-01,2024-2,71,3.0,0.04225352112676056,0.0,0.0,0.0,71.0,1.0,0.0,1.767726636989461,,1.767726636989461,1.767726636989461,99.46303278527576,99.46303278527576
2024-03-01,2024-3,90,3.0,0.03333333333333333,0.0,0.0,0.0,90.0,1.0,0.0,1.394539902513908,,1.394539902513908,1.394539902513908,78.46528141949531,78.46528141949531
2024-04-01,2024-4,65,5.0,0.07692307692307693,0.0,0.0,0.0,65.0,1.0,0.0,3.2181690058013266,,3.2181690058013266,3.2181690058013266,181.07372635268152,181.07372635268152
2024-05-01,2024-5,62,4.0,0.06451612903225806,0.0,0.0,0.0,62.0,1.0,0.0,2.6991094887365965,,2.6991094887365965,2.6991094887365965,151.86828661837805,151.86828661837805
2024-06-01,2024-6,47,4.0,0.0851063829787234,0.0,0.0,0.0,47.0,1.0,0.0,3.560527410673808,,3.560527410673808,3.560527410673808,200.33688873062633,200.33688873062633
2024-07-01,2024-7,94,2.0,0.02127659574468085,0.0,0.0,0.0,94.0,1.0,0.0,0.890131852668452,,0.890131852668452,0.890131852668452,50.08422218265658,50.08422218265658
2024-08-01,2024-8,70,2.0,0.02857142857142857,0.0,0.0,0.0,70.0,1.0,0.0,1.1953199164404926,,1.1953199164404926,1.1953199164404926,67.25595550242456,67.25595550242456
2024-09-01,2024-9,75,2.0,0.02666666666666667,94.0,1.0,0.010638297872340425,169.0,0.4437869822485207,0.5562130177514792,1.1156319220111266,,1.1156319220111266,0.4951029239694349,27.857496361951004,62.77222513559626
2024-10-01,2024-10,54,0.0,0.0,101.0,2.0,0.019801980198019802,155.0,0.34838709677419355,0.6516129032258065,0.0,,0.0,0.0,0.0,0.0
2024-11-01,2024-11,62,1.0,0.016129032258064516,101.0,1.0,0.009900990099009901,163.0,0.3803680981595092,0.6196319018404908,0.6747773721841491,,0.6747773721841491,0.25666378573875614,14.441462837943927,37.96707165459451
2024-12-01,2024-12,75,1.0,0.013333333333333334,153.0,3.0,0.0196078431372549,228.0,0.32894736842105265,0.6710526315789473,0.5578159610055633,,0.5578159610055633,0.18349209243604056,10.324379134144122,31.38611256779813
2025-01-01,2025-1,54,1.0,0.018518518518518517,89.0,2.0,0.02247191011235955,143.0,0.3776223776223776,0.6223776223776224,0.7747443902855045,,0.7747443902855045,0.29256081870921147,16.461247850243772,43.59182301083073
2025-02-01,2025-2,52,1.0,0.019230769230769232,73.0,3.0,0.0410958904109589,125.0,0.416,0.584,0.8045422514503316,,0.8045422514503316,0.3346895766033379,18.831667540678875,45.26843158817038
2025-03-01,2025-3,144,7.0,0.04861111111111111,229.0,5.0,0.021834061135371178,373.0,0.38605898123324395,0.613941018766756,2.0337040244994493,,2.0337040244994493,0.7851297038282056,44.17616380186063,114.42853540343067
2025-04-01,2025-4,67,1.0,0.014925373134328358,76.0,3.0,0.039473684210526314,143.0,0.46853146853146854,0.5314685314685315,0.6244208518718991,,0.6244208518718991,0.29256081870921147,16.461247850243772,35.13370809828148
2025-05-01,2025-5,63,3.0,0.047619047619047616,87.0,4.0,0.04597701149425287,150.0,0.42,0.58,1.9921998607341544,,1.9921998607341544,0.8367239415083448,47.07916885169719,112.0932591707076
2025-06-01,2025-6,65,1.0,0.015384615384615385,97.0,2.0,0.020618556701030927,162.0,0.4012345679012346,0.5987654320987654,0.6436338011602654,,0.6436338011602654,0.2582481300951682,14.530607670276915,36.214745270536305
2025-07-01,2025-7,73,4.0,0.0547945205479452,169.0,6.0,0.03550295857988166,242.0,0.30165289256198347,0.6983471074380165,2.2923943602968353,,2.2923943602968353,0.6915073896763181,38.9084040096671,128.98402425122518
2025-08-01,2025-8,67,3.0,0.04477611940298507,411.0,31.0,0.07542579075425791,478.0,0.1401673640167364,0.8598326359832636,1.8732625556156974,,1.8732625556156974,0.2625702745319074,14.773797756808744,105.40112429484445
2025-09-01,2025-9,92,6.0,0.06521739130434782,584.0,30.0,0.05136986301369863,676.0,0.13609467455621302,0.863905325443787,2.7284476353532985,,2.7284476353532985,0.3713271929770761,20.893122271463252,153.51902886422997
