date,ym,china_daily_body_count,china_daily_epu_count,china_daily_ratio,china_people_s_daily_online_body_count,china_people_s_daily_online_epu_count,china_people_s_daily_online_ratio,news_total,china_daily_weights,china_people_s_daily_online_weights,china_daily_z_score,china_people_s_daily_online_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2017-01-01,2017-1,25,1.0,0.04,0.0,0.0,0.0,25.0,1.0,0.0,1.67344788301669,,1.67344788301669,1.67344788301669,94.1583377033944,94.1583377033944
2017-02-01,2017-2,13,1.0,0.07692307692307693,0.0,0.0,0.0,13.0,1.0,0.0,3.2181690058013266,,3.2181690058013266,3.2181690058013266,181.07372635268152,181.07372635268152
2017-03-01,2017-3,18,1.0,0.05555555555555555,0.0,0.0,0.0,18.0,1.0,0.0,2.3242331708565134,,2.3242331708565134,2.3242331708565134,130.7754690324922,130.7754690324922
2017-04-01,2017-4,196,9.0,0.04591836734693878,0.0,0.0,0.0,196.0,1.0,0.0,1.9210498657079347,,1.9210498657079347,1.9210498657079347,108.08992848603947,108.08992848603947
2017-05-01,2017-5,228,8.0,0.03508771929824561,0.0,0.0,0.0,228.0,1.0,0.0,1.4679367394883243,,1.4679367394883243,1.4679367394883243,82.59503307315296,82.59503307315296
2017-06-01,2017-6,220,12.0,0.05454545454545454,0.0,0.0,0.0,220.0,1.0,0.0,2.2819743859318495,,2.2819743859318495,2.2819743859318495,128.3977332319014,128.3977332319014
2017-07-01,2017-7,181,9.0,0.049723756906077346,0.0,0.0,0.0,181.0,1.0,0.0,2.080252893252791,,2.080252893252791,2.080252893252791,117.047657366098,117.047657366098
2017-08-01,2017-8,150,3.0,0.02,0.0,0.0,0.0,150.0,1.0,0.0,0.836723941508345,,0.836723941508345,0.836723941508345,47.0791688516972,47.0791688516972
2017-09-01,2017-9,200,6.0,0.03,0.0,0.0,0.0,200.0,1.0,0.0,1.2550859122625173,,1.2550859122625173,1.2550859122625173,70.61875327754579,70.61875327754579
2017-10-01,2017-10,322,2.0,0.006211180124223602,0.0,0.0,0.0,322.0,1.0,0.0,0.2598521557479332,,0.2598521557479332,0.2598521557479332,14.620859891831426,14.620859891831426
2017-11-01,2017-11,193,4.0,0.02072538860103627,0.0,0.0,0.0,193.0,1.0,0.0,0.8670714419775595,,0.8670714419775595,0.8670714419775595,48.78670347326134,48.78670347326134
2017-12-01,2017-12,288,4.0,0.013888888888888888,0.0,0.0,0.0,288.0,1.0,0.0,0.5810582927141283,,0.5810582927141283,0.5810582927141283,32.69386725812305,32.69386725812305
2018-01-01,2018-1,247,7.0,0.02834008097165992,0.0,0.0,0.0,247.0,1.0,0.0,1.1856412126636466,,1.1856412126636466,1.1856412126636466,66.7113728667774,66.7113728667774
2018-02-01,2018-2,158,1.0,0.006329113924050633,0.0,0.0,0.0,158.0,1.0,0.0,0.26478605743934963,,0.26478605743934963,0.26478605743934963,14.898471155600376,14.898471155600376
2018-03-01,2018-3,230,7.0,0.030434782608695653,0.0,0.0,0.0,230.0,1.0,0.0,1.2732755631648727,,1.2732755631648727,1.2732755631648727,71.642213469974,71.642213469974
2018-04-01,2018-4,189,6.0,0.031746031746031744,0.0,0.0,0.0,189.0,1.0,0.0,1.3281332404894362,,1.3281332404894362,1.3281332404894362,74.72883944713838,74.72883944713838
2018-05-01,2018-5,149,7.0,0.04697986577181208,0.0,0.0,0.0,149.0,1.0,0.0,1.9654589230061794,,1.9654589230061794,1.9654589230061794,110.58865166506052,110.58865166506052
2018-06-01,2018-6,121,4.0,0.03305785123966942,0.0,0.0,0.0,121.0,1.0,0.0,1.3830147793526362,,1.3830147793526362,1.3830147793526362,77.8168080193342,77.8168080193342
2018-07-01,2018-7,182,12.0,0.06593406593406594,0.0,0.0,0.0,182.0,1.0,0.0,2.758430576401137,,2.758430576401137,2.758430576401137,155.2060511594413,155.2060511594413
