date,ym,china_daily_body_count,china_daily_epu_count,china_daily_ratio,china_people_s_daily_online_body_count,china_people_s_daily_online_epu_count,china_people_s_daily_online_ratio,news_total,china_daily_weights,china_people_s_daily_online_weights,china_daily_z_score,china_people_s_daily_online_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2017-11-01,2017-11,193,3.0,0.015544041450777202,0.0,0.0,0.0,193.0,1.0,0.0,0.8409708468616118,,0.8409708468616118,0.8409708468616118,65.50545878790724,65.50545878790724,65.50545878790724
2017-12-01,2017-12,288,4.0,0.013888888888888888,0.0,0.0,0.0,288.0,1.0,0.0,0.7514230252050513,,0.7514230252050513,0.7514230252050513,58.53034049104676,58.53034049104676,58.53034049104676
2018-01-01,2018-1,247,3.0,0.012145748987854251,0.0,0.0,0.0,247.0,1.0,0.0,0.6571148722440935,,0.6571148722440935,0.6571148722440935,51.1844273120085,51.1844273120085,51.1844273120085
2018-02-01,2018-2,158,1.0,0.006329113924050633,0.0,0.0,0.0,158.0,1.0,0.0,0.34242061908078286,,0.34242061908078286,0.34242061908078286,26.672053894654216,26.672053894654216,26.672053894654216
2018-03-01,2018-3,230,3.0,0.013043478260869565,0.0,0.0,0.0,230.0,1.0,0.0,0.7056842323664829,,0.7056842323664829,0.7056842323664829,54.96762411333086,54.96762411333086,54.96762411333086
2018-04-01,2018-4,189,0.0,0.0,0.0,0.0,0.0,189.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2018-05-01,2018-5,149,1.0,0.006711409395973154,0.0,0.0,0.0,149.0,1.0,0.0,0.3631037437232463,,0.3631037437232463,0.3631037437232463,28.28311755272058,28.28311755272058,28.28311755272058
2018-06-01,2018-6,121,4.0,0.03305785123966942,0.0,0.0,0.0,121.0,1.0,0.0,1.7885110021409487,,1.7885110021409487,1.7885110021409487,139.3118848051361,139.3118848051361,139.3118848051361
2018-07-01,2018-7,182,8.0,0.04395604395604396,0.0,0.0,0.0,182.0,1.0,0.0,2.378130013835767,,2.378130013835767,2.378130013835767,185.2388797958403,185.2388797958403,185.2388797958403
2018-08-01,2018-8,121,3.0,0.024793388429752067,0.0,0.0,0.0,121.0,1.0,0.0,1.3413832516057116,,1.3413832516057116,1.3413832516057116,104.48391360385207,104.48391360385207,104.48391360385207
2018-09-01,2018-9,107,1.0,0.009345794392523364,0.0,0.0,0.0,107.0,1.0,0.0,0.5056304468669504,,0.5056304468669504,0.5056304468669504,39.38490201266697,39.38490201266697,39.38490201266697
2018-10-01,2018-10,129,2.0,0.015503875968992248,0.0,0.0,0.0,129.0,1.0,0.0,0.8387977955777317,,0.8387977955777317,0.8387977955777317,65.33619403651731,65.33619403651731,65.33619403651731
2018-11-01,2018-11,78,4.0,0.05128205128205128,0.0,0.0,0.0,78.0,1.0,0.0,2.774485016141728,,2.774485016141728,2.774485016141728,216.1120264284803,216.1120264284803,216.1120264284803
2018-12-01,2018-12,105,1.0,0.009523809523809525,0.0,0.0,0.0,105.0,1.0,0.0,0.5152615029977495,,0.5152615029977495,0.5152615029977495,40.13509062243207,40.13509062243207,40.13509062243207
2019-01-01,2019-1,96,2.0,0.020833333333333332,0.0,0.0,0.0,96.0,1.0,0.0,1.127134537807577,,1.127134537807577,1.127134537807577,87.79551073657014,87.79551073657014,87.79551073657014
2019-02-01,2019-2,81,0.0,0.0,0.0,0.0,0.0,81.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2019-03-01,2019-3,139,2.0,0.014388489208633094,0.0,0.0,0.0,139.0,1.0,0.0,0.7784526304282546,,0.7784526304282546,0.7784526304282546,60.63574842237937,60.63574842237937,60.63574842237937
2019-04-01,2019-4,97,1.0,0.010309278350515464,0.0,0.0,0.0,97.0,1.0,0.0,0.5577572970594196,,0.5577572970594196,0.5577572970594196,43.44520118923058,43.44520118923058,43.44520118923058
2019-05-01,2019-5,139,1.0,0.007194244604316547,0.0,0.0,0.0,139.0,1.0,0.0,0.3892263152141273,,0.3892263152141273,0.3892263152141273,30.317874211189686,30.317874211189686,30.317874211189686
2019-06-01,2019-6,99,3.0,0.030303030303030304,0.0,0.0,0.0,99.0,1.0,0.0,1.639468418629203,,1.639468418629203,1.639468418629203,127.70256107137475,127.70256107137475,127.70256107137475
2019-07-01,2019-7,118,3.0,0.025423728813559324,0.0,0.0,0.0,118.0,1.0,0.0,1.3754862156295855,,1.3754862156295855,1.3754862156295855,107.14028428869575,107.14028428869575,107.14028428869575
2019-08-01,2019-8,93,1.0,0.010752688172043012,0.0,0.0,0.0,93.0,1.0,0.0,0.5817468582232656,,0.5817468582232656,0.5817468582232656,45.313811993068455,45.313811993068455,45.313811993068455
2019-09-01,2019-9,75,1.0,0.013333333333333334,0.0,0.0,0.0,75.0,1.0,0.0,0.7213661041968493,,0.7213661041968493,0.7213661041968493,56.18912687140489,56.18912687140489,56.18912687140489
2019-10-01,2019-10,74,2.0,0.02702702702702703,0.0,0.0,0.0,74.0,1.0,0.0,1.4622285895882081,,1.4622285895882081,1.4622285895882081,113.89687879338828,113.89687879338828,113.89687879338828
2019-11-01,2019-11,88,4.0,0.045454545454545456,0.0,0.0,0.0,88.0,1.0,0.0,2.4592026279438044,,2.4592026279438044,2.4592026279438044,191.5538416070621,191.5538416070621,191.5538416070621
2019-12-01,2019-12,126,4.0,0.031746031746031744,0.0,0.0,0.0,126.0,1.0,0.0,1.7175383433258316,,1.7175383433258316,1.7175383433258316,133.78363540810687,133.78363540810687,133.78363540810687
2020-01-01,2020-1,88,1.0,0.011363636363636364,0.0,0.0,0.0,88.0,1.0,0.0,0.6148006569859511,,0.6148006569859511,0.6148006569859511,47.88846040176553,47.88846040176553,47.88846040176553
2020-02-01,2020-2,59,2.0,0.03389830508474576,0.0,0.0,0.0,59.0,1.0,0.0,1.8339816208394473,,1.8339816208394473,1.8339816208394473,142.85371238492766,142.85371238492766,142.85371238492766
2020-03-01,2020-3,35,1.0,0.02857142857142857,0.0,0.0,0.0,35.0,1.0,0.0,1.5457845089932485,,1.5457845089932485,1.5457845089932485,120.40527186729618,120.40527186729618,120.40527186729618
2020-04-01,2020-4,92,4.0,0.043478260869565216,0.0,0.0,0.0,92.0,1.0,0.0,2.352280774554943,,2.352280774554943,2.352280774554943,183.22541371110287,183.22541371110287,183.22541371110287
2020-05-01,2020-5,144,5.0,0.034722222222222224,0.0,0.0,0.0,144.0,1.0,0.0,1.8785575630126283,,1.8785575630126283,1.8785575630126283,146.32585122761688,146.32585122761688,146.32585122761688
2020-06-01,2020-6,77,5.0,0.06493506493506493,0.0,0.0,0.0,77.0,1.0,0.0,3.5131466113482914,,3.5131466113482914,3.5131466113482914,273.6483451529458,273.6483451529458,273.6483451529458
2020-07-01,2020-7,93,2.0,0.021505376344086023,0.0,0.0,0.0,93.0,1.0,0.0,1.163493716446531,,1.163493716446531,1.163493716446531,90.62762398613691,90.62762398613691,90.62762398613691
2020-08-01,2020-8,52,4.0,0.07692307692307693,0.0,0.0,0.0,52.0,1.0,0.0,4.161727524212592,,4.161727524212592,4.161727524212592,324.16803964272054,324.16803964272054,324.16803964272054
2020-09-01,2020-9,64,1.0,0.015625,0.0,0.0,0.0,64.0,1.0,0.0,0.8453509033556827,,0.8453509033556827,0.8453509033556827,65.84663305242759,65.84663305242759,65.84663305242759
2020-10-01,2020-10,89,3.0,0.033707865168539325,0.0,0.0,0.0,89.0,1.0,0.0,1.8236783533066414,,1.8236783533066414,1.8236783533066414,142.05116343894494,142.05116343894494,142.05116343894494
2020-11-01,2020-11,84,2.0,0.023809523809523808,0.0,0.0,0.0,84.0,1.0,0.0,1.2881537574943736,,1.2881537574943736,1.2881537574943736,100.33772655608014,100.33772655608014,100.33772655608014
2020-12-01,2020-12,77,2.0,0.025974025974025976,0.0,0.0,0.0,77.0,1.0,0.0,1.405258644539317,,1.405258644539317,1.405258644539317,109.45933806117836,109.45933806117836,109.45933806117836
2021-01-01,2021-1,84,3.0,0.03571428571428571,0.0,0.0,0.0,84.0,1.0,0.0,1.9322306362415604,,1.9322306362415604,1.9322306362415604,150.5065898341202,150.5065898341202,150.5065898341202
2021-02-01,2021-2,67,1.0,0.014925373134328358,0.0,0.0,0.0,67.0,1.0,0.0,0.8074993703696074,,0.8074993703696074,0.8074993703696074,62.89827634858756,62.89827634858756,62.89827634858756
2021-03-01,2021-3,123,5.0,0.04065040650406504,0.0,0.0,0.0,123.0,1.0,0.0,2.1992869030391744,,2.1992869030391744,2.1992869030391744,171.30831363233196,171.30831363233196,171.30831363233196
2021-04-01,2021-4,89,1.0,0.011235955056179775,0.0,0.0,0.0,89.0,1.0,0.0,0.6078927844355472,,0.6078927844355472,0.6078927844355472,47.350387812981644,47.350387812981644,47.350387812981644
2021-05-01,2021-5,53,2.0,0.03773584905660377,0.0,0.0,0.0,53.0,1.0,0.0,2.041602181689196,,2.041602181689196,2.041602181689196,159.025830768127,159.025830768127,159.025830768127
2021-06-01,2021-6,103,2.0,0.019417475728155338,0.0,0.0,0.0,103.0,1.0,0.0,1.0505331614517222,,1.0505331614517222,1.0505331614517222,81.82882554088089,81.82882554088089,81.82882554088089
2021-07-01,2021-7,65,0.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2021-08-01,2021-8,102,1.0,0.00980392156862745,0.0,0.0,0.0,102.0,1.0,0.0,0.5304162530859186,,0.5304162530859186,0.5304162530859186,41.315534464268296,41.315534464268296,41.315534464268296
2021-09-01,2021-9,81,3.0,0.037037037037037035,0.0,0.0,0.0,81.0,1.0,0.0,2.0037947338801367,,2.0037947338801367,2.0037947338801367,156.08090797612468,156.08090797612468,156.08090797612468
2021-10-01,2021-10,78,2.0,0.02564102564102564,0.0,0.0,0.0,78.0,1.0,0.0,1.387242508070864,,1.387242508070864,1.387242508070864,108.05601321424015,108.05601321424015,108.05601321424015
2021-11-01,2021-11,99,3.0,0.030303030303030304,0.0,0.0,0.0,99.0,1.0,0.0,1.639468418629203,,1.639468418629203,1.639468418629203,127.70256107137475,127.70256107137475,127.70256107137475
2021-12-01,2021-12,107,3.0,0.028037383177570093,0.0,0.0,0.0,107.0,1.0,0.0,1.5168913406008513,,1.5168913406008513,1.5168913406008513,118.15470603800092,118.15470603800092,118.15470603800092
2022-01-01,2022-1,63,3.0,0.047619047619047616,0.0,0.0,0.0,63.0,1.0,0.0,2.576307514988747,,2.576307514988747,2.576307514988747,200.67545311216028,200.67545311216028,200.67545311216028
2022-02-01,2022-2,43,1.0,0.023255813953488372,0.0,0.0,0.0,43.0,1.0,0.0,1.2581966933665976,,1.2581966933665976,1.2581966933665976,98.00429105477596,98.00429105477596,98.00429105477596
2022-03-01,2022-3,112,6.0,0.05357142857142857,0.0,0.0,0.0,112.0,1.0,0.0,2.8983459543623407,,2.8983459543623407,2.8983459543623407,225.75988475118032,225.75988475118032,225.75988475118032
2022-04-01,2022-4,72,3.0,0.041666666666666664,0.0,0.0,0.0,72.0,1.0,0.0,2.254269075615154,,2.254269075615154,2.254269075615154,175.59102147314027,175.59102147314027,175.59102147314027
2022-05-01,2022-5,45,2.0,0.044444444444444446,0.0,0.0,0.0,45.0,1.0,0.0,2.4045536806561643,,2.4045536806561643,2.4045536806561643,187.2970895713496,187.2970895713496,187.2970895713496
2022-06-01,2022-6,52,1.0,0.019230769230769232,0.0,0.0,0.0,52.0,1.0,0.0,1.040431881053148,,1.040431881053148,1.040431881053148,81.04200991068014,81.04200991068014,81.04200991068014
2022-07-01,2022-7,48,1.0,0.020833333333333332,0.0,0.0,0.0,48.0,1.0,0.0,1.127134537807577,,1.127134537807577,1.127134537807577,87.79551073657014,87.79551073657014,87.79551073657014
2022-08-01,2022-8,45,2.0,0.044444444444444446,0.0,0.0,0.0,45.0,1.0,0.0,2.4045536806561643,,2.4045536806561643,2.4045536806561643,187.2970895713496,187.2970895713496,187.2970895713496
2022-09-01,2022-9,65,2.0,0.03076923076923077,0.0,0.0,0.0,65.0,1.0,0.0,1.664691009685037,,1.664691009685037,1.664691009685037,129.6672158570882,129.6672158570882,129.6672158570882
2022-10-01,2022-10,70,1.0,0.014285714285714285,0.0,0.0,0.0,70.0,1.0,0.0,0.7728922544966242,,0.7728922544966242,0.7728922544966242,60.20263593364809,60.20263593364809,60.20263593364809
2022-11-01,2022-11,53,1.0,0.018867924528301886,0.0,0.0,0.0,53.0,1.0,0.0,1.020801090844598,,1.020801090844598,1.020801090844598,79.5129153840635,79.5129153840635,79.5129153840635
2022-12-01,2022-12,98,0.0,0.0,0.0,0.0,0.0,98.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-01-01,2023-1,71,1.0,0.014084507042253521,0.0,0.0,0.0,71.0,1.0,0.0,0.7620064480952633,,0.7620064480952633,0.7620064480952633,59.3547114838784,59.3547114838784,59.3547114838784
2023-02-01,2023-2,77,4.0,0.05194805194805195,0.0,0.0,0.0,77.0,1.0,0.0,2.810517289078634,,2.810517289078634,2.810517289078634,218.91867612235671,218.91867612235671,218.91867612235671
2023-03-01,2023-3,199,3.0,0.01507537688442211,0.0,0.0,0.0,199.0,1.0,0.0,0.815614941931111,,0.815614941931111,0.815614941931111,63.53041982947788,63.53041982947788,63.53041982947788
2023-04-01,2023-4,59,0.0,0.0,0.0,0.0,0.0,59.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-05-01,2023-5,61,0.0,0.0,0.0,0.0,0.0,61.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-06-01,2023-6,81,0.0,0.0,0.0,0.0,0.0,81.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-07-01,2023-7,72,2.0,0.027777777777777776,0.0,0.0,0.0,72.0,1.0,0.0,1.5028460504101027,,1.5028460504101027,1.5028460504101027,117.06068098209352,117.06068098209352,117.06068098209352
2023-08-01,2023-8,60,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-09-01,2023-9,88,1.0,0.011363636363636364,0.0,0.0,0.0,88.0,1.0,0.0,0.6148006569859511,,0.6148006569859511,0.6148006569859511,47.88846040176553,47.88846040176553,47.88846040176553
2023-10-01,2023-10,62,2.0,0.03225806451612903,0.0,0.0,0.0,62.0,1.0,0.0,1.7452405746697965,,1.7452405746697965,1.7452405746697965,135.94143597920535,135.94143597920535,135.94143597920535
2023-11-01,2023-11,46,2.0,0.043478260869565216,0.0,0.0,0.0,46.0,1.0,0.0,2.352280774554943,,2.352280774554943,2.352280774554943,183.22541371110287,183.22541371110287,183.22541371110287
2023-12-01,2023-12,93,0.0,0.0,0.0,0.0,0.0,93.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2024-01-01,2024-1,68,1.0,0.014705882352941176,0.0,0.0,0.0,68.0,1.0,0.0,0.7956243796288779,,0.7956243796288779,0.7956243796288779,61.973301696402444,61.973301696402444,61.973301696402444
2024-02-01,2024-2,71,2.0,0.028169014084507043,0.0,0.0,0.0,71.0,1.0,0.0,1.5240128961905266,,1.5240128961905266,1.5240128961905266,118.7094229677568,118.7094229677568,118.7094229677568
2024-03-01,2024-3,90,3.0,0.03333333333333333,0.0,0.0,0.0,90.0,1.0,0.0,1.8034152604921232,,1.8034152604921232,1.8034152604921232,140.4728171785122,140.4728171785122,140.4728171785122
2024-04-01,2024-4,65,3.0,0.046153846153846156,0.0,0.0,0.0,65.0,1.0,0.0,2.4970365145275553,,2.4970365145275553,2.4970365145275553,194.5008237856323,194.5008237856323,194.5008237856323
2024-05-01,2024-5,62,1.0,0.016129032258064516,0.0,0.0,0.0,62.0,1.0,0.0,0.8726202873348983,,0.8726202873348983,0.8726202873348983,67.97071798960268,67.97071798960268,67.97071798960268
2024-06-01,2024-6,47,0.0,0.0,0.0,0.0,0.0,47.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2024-07-01,2024-7,94,1.0,0.010638297872340425,0.0,0.0,0.0,94.0,1.0,0.0,0.5755580618591882,,0.5755580618591882,0.5755580618591882,44.83175016335496,44.83175016335496,44.83175016335496
2024-08-01,2024-8,70,2.0,0.02857142857142857,0.0,0.0,0.0,70.0,1.0,0.0,1.5457845089932485,,1.5457845089932485,1.5457845089932485,120.40527186729618,120.40527186729618,120.40527186729618
2024-09-01,2024-9,75,0.0,0.0,94.0,0.0,0.0,169.0,0.4437869822485207,0.5562130177514792,0.0,,0.0,0.0,0.0,0.0,0.0
2024-10-01,2024-10,54,0.0,0.0,101.0,0.0,0.0,155.0,0.34838709677419355,0.6516129032258065,0.0,,0.0,0.0,0.0,0.0,0.0
2024-11-01,2024-11,62,0.0,0.0,101.0,0.0,0.0,163.0,0.3803680981595092,0.6196319018404908,0.0,,0.0,0.0,0.0,0.0,0.0
2024-12-01,2024-12,75,1.0,0.013333333333333334,153.0,2.0,0.013071895424836602,228.0,0.32894736842105265,0.6710526315789473,0.7213661041968493,,0.7213661041968493,0.23729148164370045,18.483265418225294,56.18912687140489,18.483265418225294
2025-01-01,2025-1,54,1.0,0.018518518518518517,89.0,1.0,0.011235955056179775,143.0,0.3776223776223776,0.6223776223776224,1.0018973669400684,,1.0018973669400684,0.3783388658375083,29.469821785701857,78.04045398806234,29.469821785701857
2025-02-01,2025-2,52,1.0,0.019230769230769232,73.0,2.0,0.0273972602739726,125.0,0.416,0.584,1.040431881053148,,1.040431881053148,0.4328196625181096,33.713476122842934,81.04200991068014,33.713476122842934
2025-03-01,2025-3,144,5.0,0.034722222222222224,229.0,4.0,0.017467248908296942,373.0,0.38605898123324395,0.613941018766756,1.8785575630126283,,1.8785575630126283,0.7252340189646608,56.490409053021,146.32585122761688,56.490409053021
2025-04-01,2025-4,67,1.0,0.014925373134328358,76.0,2.0,0.02631578947368421,143.0,0.46853146853146854,0.5314685314685315,0.8074993703696074,,0.8074993703696074,0.37833886583750836,29.469821785701864,62.89827634858756,29.469821785701864
2025-05-01,2025-5,63,2.0,0.031746031746031744,87.0,2.0,0.022988505747126436,150.0,0.42,0.58,1.7175383433258316,,1.7175383433258316,0.7213661041968492,56.18912687140488,133.78363540810687,56.18912687140488
2025-06-01,2025-6,65,0.0,0.0,97.0,0.0,0.0,162.0,0.4012345679012346,0.5987654320987654,0.0,,0.0,0.0,0.0,0.0,0.0
2025-07-01,2025-7,73,4.0,0.0547945205479452,169.0,6.0,0.03550295857988166,242.0,0.30165289256198347,0.6983471074380165,2.9645182364254077,,2.9645182364254077,0.8942555010704742,69.65594240256803,230.9142200194721,69.65594240256803
2025-08-01,2025-8,67,3.0,0.04477611940298507,411.0,26.0,0.06326034063260341,478.0,0.1401673640167364,0.8598326359832636,2.422498111108822,,2.422498111108822,0.3395551745696466,26.44885679093326,188.69482904576267,26.44885679093326
2025-09-01,2025-9,92,4.0,0.043478260869565216,584.0,23.0,0.039383561643835614,676.0,0.13609467455621302,0.863905325443787,2.352280774554943,,2.352280774554943,0.3201328864778917,24.936003049440036,183.22541371110287,24.936003049440036
