date,ym,china_daily_body_count,china_daily_epu_count,china_daily_ratio,china_people_s_daily_online_body_count,china_people_s_daily_online_epu_count,china_people_s_daily_online_ratio,news_total,china_daily_weights,china_people_s_daily_online_weights,china_daily_z_score,china_people_s_daily_online_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2017-01-01,2017-1,25,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2017-02-01,2017-2,13,1.0,0.07692307692307693,0.0,0.0,0.0,13.0,1.0,0.0,3.8332200097970492,,3.8332200097970492,3.8332200097970492,448.4170436779712,448.4170436779712,448.4170436779712
2017-03-01,2017-3,18,1.0,0.05555555555555555,0.0,0.0,0.0,18.0,1.0,0.0,2.768436673742313,,2.768436673742313,2.768436673742313,323.85675376742364,323.85675376742364,323.85675376742364
2017-04-01,2017-4,196,0.0,0.0,0.0,0.0,0.0,196.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2017-05-01,2017-5,228,1.0,0.0043859649122807015,0.0,0.0,0.0,228.0,1.0,0.0,0.21856079003228787,,0.21856079003228787,0.21856079003228787,25.567638455322918,25.567638455322918,25.567638455322918
2017-06-01,2017-6,220,2.0,0.00909090909090909,0.0,0.0,0.0,220.0,1.0,0.0,0.45301691024874213,,0.45301691024874213,0.45301691024874213,52.99474152557841,52.99474152557841,52.99474152557841
2017-07-01,2017-7,181,1.0,0.0055248618784530384,0.0,0.0,0.0,181.0,1.0,0.0,0.2753141443500643,,0.2753141443500643,0.2753141443500643,32.206748993445444,32.206748993445444,32.206748993445444
2017-08-01,2017-8,150,2.0,0.013333333333333334,0.0,0.0,0.0,150.0,1.0,0.0,0.6644248016981552,,0.6644248016981552,0.6644248016981552,77.72562090418168,77.72562090418168,77.72562090418168
2017-09-01,2017-9,200,3.0,0.015,0.0,0.0,0.0,200.0,1.0,0.0,0.7474779019104245,,0.7474779019104245,0.7474779019104245,87.44132351720438,87.44132351720438,87.44132351720438
2017-10-01,2017-10,322,1.0,0.003105590062111801,0.0,0.0,0.0,322.0,1.0,0.0,0.1547573295880796,,0.1547573295880796,0.1547573295880796,18.10379368886219,18.10379368886219,18.10379368886219
2017-11-01,2017-11,193,1.0,0.0051813471502590676,0.0,0.0,0.0,193.0,1.0,0.0,0.2581961664630137,,0.2581961664630137,0.2581961664630137,30.204256828049875,30.204256828049875,30.204256828049875
2017-12-01,2017-12,288,1.0,0.003472222222222222,0.0,0.0,0.0,288.0,1.0,0.0,0.17302729210889456,,0.17302729210889456,0.17302729210889456,20.241047110463978,20.241047110463978,20.241047110463978
2018-01-01,2018-1,247,2.0,0.008097165991902834,0.0,0.0,0.0,247.0,1.0,0.0,0.4034968431365315,,0.4034968431365315,0.4034968431365315,47.20179407136539,47.20179407136539,47.20179407136539
2018-02-01,2018-2,158,1.0,0.006329113924050633,0.0,0.0,0.0,158.0,1.0,0.0,0.31539151979342805,,0.31539151979342805,0.31539151979342805,36.89507321401029,36.89507321401029,36.89507321401029
2018-03-01,2018-3,230,3.0,0.013043478260869565,0.0,0.0,0.0,230.0,1.0,0.0,0.6499807842699343,,0.6499807842699343,0.6499807842699343,76.0359334932212,76.0359334932212,76.0359334932212
2018-04-01,2018-4,189,0.0,0.0,0.0,0.0,0.0,189.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2018-05-01,2018-5,149,3.0,0.020134228187919462,0.0,0.0,0.0,149.0,1.0,0.0,1.0033260428327846,,1.0033260428327846,1.0033260428327846,117.37090404993877,117.37090404993877,117.37090404993877
2018-06-01,2018-6,121,1.0,0.008264462809917356,0.0,0.0,0.0,121.0,1.0,0.0,0.4118335547715838,,0.4118335547715838,0.4118335547715838,48.177037750525834,48.177037750525834,48.177037750525834
2018-07-01,2018-7,182,6.0,0.03296703296703297,0.0,0.0,0.0,182.0,1.0,0.0,1.6428085756273068,,1.6428085756273068,1.6428085756273068,192.17873300484482,192.17873300484482,192.17873300484482
2018-08-01,2018-8,121,2.0,0.01652892561983471,0.0,0.0,0.0,121.0,1.0,0.0,0.8236671095431676,,0.8236671095431676,0.8236671095431676,96.35407550105167,96.35407550105167,96.35407550105167
2018-09-01,2018-9,107,1.0,0.009345794392523364,0.0,0.0,0.0,107.0,1.0,0.0,0.465718318947305,,0.465718318947305,0.465718318947305,54.480575400127336,54.480575400127336,54.480575400127336
2018-10-01,2018-10,129,3.0,0.023255813953488372,0.0,0.0,0.0,129.0,1.0,0.0,1.1588804680781777,,1.1588804680781777,1.1588804680781777,135.5679434375262,135.5679434375262,135.5679434375262
2018-11-01,2018-11,78,5.0,0.0641025641025641,0.0,0.0,0.0,78.0,1.0,0.0,3.194350008164207,,3.194350008164207,3.194350008164207,373.68086973164264,373.68086973164264,373.68086973164264
2018-12-01,2018-12,105,2.0,0.01904761904761905,0.0,0.0,0.0,105.0,1.0,0.0,0.9491782881402218,,0.9491782881402218,0.9491782881402218,111.03660129168811,111.03660129168811,111.03660129168811
2019-01-01,2019-1,96,2.0,0.020833333333333332,0.0,0.0,0.0,96.0,1.0,0.0,1.0381637526533674,,1.0381637526533674,1.0381637526533674,121.44628266278386,121.44628266278386,121.44628266278386
2019-02-01,2019-2,81,0.0,0.0,0.0,0.0,0.0,81.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2019-03-01,2019-3,139,4.0,0.02877697841726619,0.0,0.0,0.0,139.0,1.0,0.0,1.4340103633773134,,1.4340103633773134,1.4340103633773134,167.75313864211873,167.75313864211873,167.75313864211873
2019-04-01,2019-4,97,0.0,0.0,0.0,0.0,0.0,97.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2019-05-01,2019-5,139,2.0,0.014388489208633094,0.0,0.0,0.0,139.0,1.0,0.0,0.7170051816886567,,0.7170051816886567,0.7170051816886567,83.87656932105936,83.87656932105936,83.87656932105936
2019-06-01,2019-6,99,1.0,0.010101010101010102,0.0,0.0,0.0,99.0,1.0,0.0,0.5033521224986024,,0.5033521224986024,0.5033521224986024,58.88304613953157,58.88304613953157,58.88304613953157
2019-07-01,2019-7,118,0.0,0.0,0.0,0.0,0.0,118.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2019-08-01,2019-8,93,0.0,0.0,0.0,0.0,0.0,93.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2019-09-01,2019-9,75,1.0,0.013333333333333334,0.0,0.0,0.0,75.0,1.0,0.0,0.6644248016981552,,0.6644248016981552,0.6644248016981552,77.72562090418168,77.72562090418168,77.72562090418168
2019-10-01,2019-10,74,1.0,0.013513513513513514,0.0,0.0,0.0,74.0,1.0,0.0,0.6734035152346167,,0.6734035152346167,0.6734035152346167,78.77596713261656,78.77596713261656,78.77596713261656
2019-11-01,2019-11,88,0.0,0.0,0.0,0.0,0.0,88.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2019-12-01,2019-12,126,3.0,0.023809523809523808,0.0,0.0,0.0,126.0,1.0,0.0,1.186472860175277,,1.186472860175277,1.186472860175277,138.7957516146101,138.7957516146101,138.7957516146101
2020-01-01,2020-1,88,0.0,0.0,0.0,0.0,0.0,88.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2020-02-01,2020-2,59,1.0,0.01694915254237288,0.0,0.0,0.0,59.0,1.0,0.0,0.8446077987688413,,0.8446077987688413,0.8446077987688413,98.80375538667163,98.80375538667163,98.80375538667163
2020-03-01,2020-3,35,3.0,0.08571428571428572,0.0,0.0,0.0,35.0,1.0,0.0,4.2713022966309975,,4.2713022966309975,4.2713022966309975,499.6647058125965,499.6647058125965,499.6647058125965
