,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
PNG,33.58,29.15,35.99,40.28,42.07,22.41,38.41,30.47,8.42,14.34,19.1,23.23,8.72,13.03
