country,iso3,components,currency,start_date_observations,end_date_observations,number_of_markets_modeled,number_of_markets_covered,number_of_food_items,number_of_observations,data_coverage,data_coverage_previous_12_months,total_price_increase_since_start_date,average_annualized_inflation,maximum_drawdown,average_annualized_volatility,average_monthly_price_correlation_between_markets,average_annual_price_correlation_between_markets,Rsquared_individual_food_items,imputation_model,F_confidence_score
Papua New Guinea,PNG,"Aibika (1 unit, Index Weight = 1), Amaranthus-Aupa (1 unit, Index Weight = 1), Banana-Cooking (1 unit, Index Weight = 1), Banana-Ripe (1 unit, Index Weight = 1), Broccoli (1 unit, Index Weight = 1), Cabbage-Pakchoi (1 unit, Index Weight = 1), Carrot (1 unit, Index Weight = 1), Cassava (1 unit, Index Weight = 1), Choko-Tips (1 unit, Index Weight = 1), Garlic-Local (1 unit, Index Weight = 1), Lettuce (1 unit, Index Weight = 1), Orange (1 unit, Index Weight = 1), Peanut (1 unit, Index Weight = 1), Pineapple (1 unit, Index Weight = 1), Sweet Potato (1 unit, Index Weight = 1), Pumpkin-Tips (1 unit, Index Weight = 1), Taro True (1 unit, Index Weight = 1), Tomato (1 unit, Index Weight = 1), Watermelon (1 unit, Index Weight = 1)",PGK,Jan/09,Jul/22,6,8,19,"aibika: 402, amaranthus_aupa: 303, banana_cooking: 563, banana_ripe: 583, broccoli: 410, cabbage_pakchoi: 388, carrot: 504, cassava: 311, choko_tips: 342, garlic: 409, lettuce: 461, orange: 550, peanut: 589, pineapple: 593, potato: 611, pumpkin_tips: 310, taro_true: 361, tomato: 590, watermelons: 325",46.03%,39.77%,103.35%,5.36%,-37.71%,29.46%,0.11,0.33,"aibika: 0.71, banana_cooking: 0.77, banana_ripe: 0.73, broccoli: 0.76, cabbage_pakchoi: 0.59, carrot: 0.7, cassava: 0.87, choko_tips: 0.79, garlic: 0.78, peanut: 0.78, pumpkin_tips: 0.73, taro_true: 0.76, tomato: 0.67, watermelons: 0.76, amaranthus_aupa: 0.61, lettuce: 0.68, orange: 0.52, pineapple: 0.52, potato: 0.73","aibika: nonlinear, amaranthus_aupa: linear, banana_cooking: nonlinear, banana_ripe: nonlinear, broccoli: nonlinear, cabbage_pakchoi: nonlinear, carrot: nonlinear, cassava: nonlinear, choko_tips: nonlinear, garlic: nonlinear, lettuce: linear, orange: linear, peanut: nonlinear, pineapple: linear, potato: linear, pumpkin_tips: nonlinear, taro_true: nonlinear, tomato: nonlinear, watermelons: nonlinear",0.72
