Open,High,Low,Close,Inflation,country,ISO3,date
0.690540156,0.742081893,0.649057577,0.695159228,,Papua New Guinea,PNG,01/01/2009
0.70022245,0.74704573,0.653399169,0.70903313,,Papua New Guinea,PNG,01/02/2009
0.712255747,0.764049432,0.660462063,0.716253941,,Papua New Guinea,PNG,01/03/2009
0.718399583,0.773516784,0.663282383,0.71618752,,Papua New Guinea,PNG,01/04/2009
0.719867574,0.776872188,0.66286296,0.722851922,,Papua New Guinea,PNG,01/05/2009
0.726383231,0.785191027,0.667575435,0.713867544,,Papua New Guinea,PNG,01/06/2009
0.720677458,0.779243154,0.662111762,0.726706923,,Papua New Guinea,PNG,01/07/2009
0.731726581,0.791911106,0.663796283,0.663796283,,Papua New Guinea,PNG,01/08/2009
0.683345943,0.728106782,0.638585105,0.726916516,,Papua New Guinea,PNG,01/09/2009
0.734266025,0.781254827,0.56470114,0.56470114,,Papua New Guinea,PNG,01/10/2009
0.598506351,0.654719264,0.542293437,0.618999622,,Papua New Guinea,PNG,01/11/2009
0.64983839,0.701239645,0.606491327,0.701239645,,Papua New Guinea,PNG,01/12/2009
0.70214227,0.743086127,0.660160116,0.660160116,-5.034690007,Papua New Guinea,PNG,01/01/2010
0.668504044,0.738282407,0.64277965,0.738282407,4.125234231,Papua New Guinea,PNG,01/02/2010
0.730689778,0.783286937,0.695367601,0.783286937,9.358830907,Papua New Guinea,PNG,01/03/2010
0.758338598,0.80663745,0.732794398,0.80663745,12.62936424,Papua New Guinea,PNG,01/04/2010
0.778563227,0.83499344,0.768966646,0.83499344,15.51376076,Papua New Guinea,PNG,01/05/2010
0.802585108,0.824851958,0.761295598,0.761295598,6.643817061,Papua New Guinea,PNG,01/06/2010
0.752950746,0.785555285,0.720346207,0.785279316,8.059974437,Papua New Guinea,PNG,01/07/2010
0.778869196,0.820590162,0.737148229,0.766568288,15.48246166,Papua New Guinea,PNG,01/08/2010
0.764807892,0.813149508,0.716466276,0.785198133,8.017649311,Papua New Guinea,PNG,01/09/2010
0.783021291,0.836762801,0.688355705,0.688355705,21.89734628,Papua New Guinea,PNG,01/10/2010
0.708830828,0.786584426,0.682899572,0.786584426,27.07349059,Papua New Guinea,PNG,01/11/2010
0.788066965,0.80073916,0.710603212,0.710603212,1.335287711,Papua New Guinea,PNG,01/12/2010
0.722504242,0.740091025,0.704917458,0.709879184,7.53136512,Papua New Guinea,PNG,01/01/2011
0.729857541,0.758805347,0.700909735,0.712339985,-3.513888775,Papua New Guinea,PNG,01/02/2011
