,date,sibc,ss,st,tis
0,2007-04-01,,,0.0453,
1,2007-05-01,,,0.274488,
2,2007-06-01,,,0.452915,
3,2007-07-01,,,0.27015,
4,2007-08-01,,,0.08626400000000001,
5,2007-09-01,,,0.44866,
6,2007-10-01,,,0.51735,
7,2007-11-01,,,0.399282,
8,2007-12-01,,,0.37789900000000004,
9,2008-01-01,,,0.365489,
10,2008-02-01,,,0.530053,
11,2008-03-01,,,0.38553800000000005,
12,2008-04-01,,,0.532122,
13,2008-05-01,,,0.430841,
14,2008-06-01,,,0.292749,
15,2008-07-01,,,0.372995,
16,2008-08-01,,,0.445669,
17,2008-09-01,,,0.361725,
18,2008-10-01,,,0.508867,
19,2008-11-01,,,0.300754,
20,2008-12-01,,,0.282464,
21,2009-01-01,,,0.611479,
22,2009-02-01,,,0.34078699999999995,
23,2009-03-01,,,0.46917000000000003,
24,2009-04-01,,,0.39840400000000004,
25,2009-05-01,,,0.33710500000000004,
26,2009-06-01,,,0.28350000000000003,
27,2009-07-01,,,0.526057,
28,2009-08-01,,,0.251688,
29,2009-09-01,,,0.433085,
30,2009-10-01,,,0.44034799999999996,
31,2009-11-01,,,0.42618080808080805,
32,2009-12-01,,,0.5241095238095238,
33,2010-01-01,,,0.20808470588235295,
34,2010-02-01,,,0.39934943820224716,
35,2010-03-01,,,0.427046,
36,2010-04-01,,,0.364325641025641,
37,2010-05-01,,,0.5082483516483516,
38,2010-06-01,,,0.5483482352941177,
39,2010-07-01,,,0.6185246913580247,
40,2010-08-01,,,0.5772780000000001,
41,2010-09-01,,,0.52677875,
42,2010-10-01,,,0.6270093333333333,
43,2010-11-01,,,0.3894666666666666,
44,2010-12-01,,,0.4431209677419355,
45,2011-01-01,,,0.15525409836065573,
46,2011-02-01,,,0.5104712499999999,
47,2011-03-01,,,0.40705,
48,2011-04-01,,,0.5361652777777778,
49,2011-05-01,,,0.62047,
50,2011-06-01,,,0.629013559322034,
51,2011-07-01,,,0.52635375,
52,2011-08-01,,,0.4710022222222222,
53,2011-09-01,,,0.5563567010309278,
54,2011-10-01,,,0.49974512195121956,
55,2011-11-01,,,0.437374,
56,2011-12-01,,,0.38825135135135136,
57,2012-01-01,,,0.4032377777777778,
58,2012-02-01,,,0.42154375000000005,
59,2012-03-01,,,0.253438,
60,2012-04-01,,,0.49333174603174607,
61,2012-05-01,,,0.52968,
62,2012-06-01,,,0.6840296875,
63,2012-07-01,,,0.6795,
64,2012-08-01,,,0.5797870588235294,
65,2012-09-01,,,0.6329363636363636,
66,2012-10-01,,,0.470175,
67,2012-11-01,,,0.624628787878788,
68,2012-12-01,,,0.5194560975609755,
69,2013-01-01,,,0.2477916666666667,
70,2013-02-01,,,0.25319574468085104,
71,2013-03-01,,,0.6250780487804878,
72,2013-04-01,,,0.481852,
73,2013-05-01,,,0.6200573770491804,
74,2013-06-01,,,0.5569130434782609,
75,2013-07-01,,,0.5628823529411765,
76,2013-08-01,,,0.5169691358024691,
77,2013-09-01,,,0.47729310344827586,
78,2013-10-01,,,0.5267227272727273,
79,2013-11-01,,,0.4399857142857143,
80,2013-12-01,0.16371818181818182,,0.4901625,
81,2014-01-01,0.1926,,0.43116923076923075,
82,2014-02-01,0.2808688405797102,,0.7209485714285714,
83,2014-03-01,0.4448557788944724,,0.7928461538461539,
84,2014-04-01,0.10528177570093458,-0.0011642384105960276,0.14114666666666667,
85,2014-05-01,0.3322345794392524,0.29984725274725277,0.5699217391304348,
86,2014-06-01,0.6293677248677249,0.355980985915493,0.7888363636363636,
87,2014-07-01,0.5272915887850468,0.35394750830564786,0.5504133333333333,
88,2014-08-01,0.4060934010152284,0.2086565359477124,0.6815818181818182,
89,2014-09-01,0.41644918918918916,0.35513181818181816,0.8261888888888889,
90,2014-10-01,0.5220260869565218,0.4391872,0.45057272727272724,
91,2014-11-01,0.5632406542056075,0.405145,0.4878483870967742,
92,2014-12-01,0.562844888888889,0.34232056737588656,0.48235294117647054,
93,2015-01-01,0.4304719298245614,0.3530173758865248,0.975175,
94,2015-02-01,0.6169312796208531,0.4047748062015504,0.9032833333333333,
95,2015-03-01,0.3624357142857143,0.035341818181818176,0.027425000000000005,
96,2015-04-01,0.4919902222222222,0.3496090579710145,0.6856000000000001,
97,2015-05-01,0.5992967136150235,0.45036774193548385,0.6356846153846154,
98,2015-06-01,0.5487908212560386,0.5302538461538462,0.9448727272727272,
99,2015-07-01,0.45493917050691246,0.2137796052631579,0.8641000000000001,
100,2015-08-01,0.52901119133574,0.2984443609022556,0.9224428571428572,
101,2015-09-01,0.4807985074626866,0.3531098159509202,,
102,2015-10-01,0.52118,0.3967721649484536,0.9058222222222222,
103,2015-11-01,0.46227151515151516,0.3372625,0.849275,
104,2015-12-01,,0.44107999999999997,0.3820666666666666,
105,2016-01-01,0.49390697674418604,0.22836,,
106,2016-02-01,0.5717162790697674,0.26019610389610387,0.38007500000000005,
107,2016-03-01,0.39875151515151513,0.3944027027027027,0.59558,
108,2016-04-01,0.41875920398009947,0.14505978260869565,,
109,2016-05-01,0.44826,0.142363,0.51966,
110,2016-06-01,0.38606756756756755,0.24259468599033818,0.6554333333333333,
111,2016-07-01,0.5425065088757396,0.35878455284552846,0.747940625,
112,2016-08-01,0.5293993150684931,0.3714704918032787,0.8210022222222223,
113,2016-09-01,0.6841172413793104,0.16533296703296702,0.6561205882352941,
114,2016-10-01,0.44253888888888887,0.22742083333333332,0.7411214285714285,
115,2016-11-01,,0.014319999999999998,0.5774244444444444,
116,2016-12-01,0.6443928571428571,0.21532048192771086,0.5092428571428572,
117,2017-01-01,0.5182922480620156,,0.531275,
118,2017-02-01,,,0.4499529411764706,
119,2017-03-01,0.002078787878787872,,0.6331166666666667,
120,2017-04-01,-0.11914374999999999,,0.9553666666666667,
121,2017-05-01,0.02060188679245283,,0.87432,
122,2017-06-01,0.17500000000000002,,,
123,2017-07-01,0.43857843137254904,,,
124,2017-08-01,0.1622867924528302,0.3170355555555555,-0.246,
125,2017-09-01,0.252740625,0.14496,,0.5068533333333333
126,2017-10-01,0.15689054054054052,0.3098123595505618,0.276525,0.4324826086956522
127,2017-11-01,0.29798765432098767,0.3158595238095238,,0.49274701986754965
128,2017-12-01,0.22995609756097563,0.35942682926829267,,
129,2018-01-01,0.030139473684210508,0.08713968253968253,0.19554,0.3327354098360656
130,2018-02-01,0.2614159090909091,0.27717303370786517,,0.48497268518518516
131,2018-03-01,0.2165022222222222,0.31257209302325584,0.6975125,0.4593665492957747
132,2018-04-01,0.107059375,0.24843142857142858,0.259625,0.38372866520787746
133,2018-05-01,0.12281363636363637,0.4704508474576271,0.031399999999999983,0.4855456896551724
134,2018-06-01,0.4925237288135593,0.441427619047619,,0.5014780327868852
135,2018-07-01,0.5649491525423729,0.32267708333333334,0.7941705882352941,0.5310877108433735
136,2018-08-01,0.3225290322580645,0.36334375,0.6508111111111111,0.5378610360360361
137,2018-09-01,0.10548809523809524,0.1335014705882353,0.38104,0.3908920792079208
138,2018-10-01,0.2739089743589743,0.1615413043478261,0.4376,0.3943371929824561
139,2018-11-01,0.3025246376811594,0.2794775,0.9924999999999999,0.4576540404040404
140,2018-12-01,0.2221391304347826,0.17127450980392156,0.9288,0.49829999999999997
