,date,vader_score
0,2007-04-30,0.0453
1,2007-05-31,0.274488
2,2007-06-30,0.452915
3,2007-07-31,0.27015
4,2007-08-31,0.08626400000000001
5,2007-09-30,0.44866
6,2007-10-31,0.51735
7,2007-11-30,0.399282
8,2007-12-31,0.37789900000000004
9,2008-01-31,0.365489
10,2008-02-29,0.530053
11,2008-03-31,0.38553800000000005
12,2008-04-30,0.532122
13,2008-05-31,0.430841
14,2008-06-30,0.292749
15,2008-07-31,0.372995
16,2008-08-31,0.445669
17,2008-09-30,0.361725
18,2008-10-31,0.508867
19,2008-11-30,0.300754
20,2008-12-31,0.282464
21,2009-01-31,0.611479
22,2009-02-28,0.34078699999999995
23,2009-03-31,0.46917000000000003
24,2009-04-30,0.39840400000000004
25,2009-05-31,0.33710500000000004
26,2009-06-30,0.28350000000000003
27,2009-07-31,0.526057
28,2009-08-31,0.251688
29,2009-09-30,0.433085
30,2009-10-31,0.44034799999999996
31,2009-11-30,0.42618080808080805
32,2009-12-31,0.5241095238095238
33,2010-01-31,0.20808470588235295
34,2010-02-28,0.39934943820224716
35,2010-03-31,0.427046
36,2010-04-30,0.364325641025641
37,2010-05-31,0.5082483516483516
38,2010-06-30,0.5483482352941177
39,2010-07-31,0.6185246913580247
40,2010-08-31,0.5772780000000001
41,2010-09-30,0.52677875
42,2010-10-31,0.6270093333333333
43,2010-11-30,0.3894666666666666
44,2010-12-31,0.4431209677419355
45,2011-01-31,0.15525409836065573
46,2011-02-28,0.5104712499999999
47,2011-03-31,0.40705
48,2011-04-30,0.5361652777777778
49,2011-05-31,0.62047
50,2011-06-30,0.629013559322034
51,2011-07-31,0.52635375
52,2011-08-31,0.4710022222222222
53,2011-09-30,0.5563567010309278
54,2011-10-31,0.49974512195121956
55,2011-11-30,0.437374
56,2011-12-31,0.38825135135135136
57,2012-01-31,0.4032377777777778
58,2012-02-29,0.42154375000000005
59,2012-03-31,0.253438
60,2012-04-30,0.49333174603174607
61,2012-05-31,0.52968
62,2012-06-30,0.6840296875
63,2012-07-31,0.6795
64,2012-08-31,0.5797870588235294
65,2012-09-30,0.6329363636363636
66,2012-10-31,0.470175
67,2012-11-30,0.624628787878788
68,2012-12-31,0.5194560975609755
69,2013-01-31,0.2477916666666667
70,2013-02-28,0.25319574468085104
71,2013-03-31,0.6250780487804878
72,2013-04-30,0.481852
73,2013-05-31,0.6200573770491804
74,2013-06-30,0.5569130434782609
75,2013-07-31,0.5628823529411765
76,2013-08-31,0.5169691358024691
77,2013-09-30,0.47729310344827586
78,2013-10-31,0.5267227272727273
79,2013-11-30,0.4399857142857143
80,2013-12-31,0.3011684210526316
81,2014-01-31,0.2164569230769231
82,2014-02-28,0.3699023121387283
83,2014-03-31,0.4661948113207547
84,2014-04-30,0.07252541176470588
85,2014-05-31,0.3312138424821003
86,2014-06-30,0.4796030303030303
87,2014-07-31,0.4328275229357798
88,2014-08-31,0.3219238888888889
89,2014-09-30,0.3892759036144578
90,2014-10-31,0.4771145610278373
91,2014-11-30,0.4737557142857143
92,2014-12-31,0.47808694516971284
93,2015-01-31,0.3945189823874755
94,2015-02-28,0.51134125
95,2015-03-31,0.2656222222222222
96,2015-04-30,0.4220755859375
97,2015-05-31,0.5363444705882353
98,2015-06-30,0.5535168975069252
99,2015-07-31,0.3602831978319783
100,2015-08-31,0.398933284457478
101,2015-09-30,0.4121077702702703
102,2015-10-31,0.444263358778626
103,2015-11-30,0.4116052459016393
104,2015-12-31,0.4380275862068965
105,2016-01-31,0.37475128205128205
106,2016-02-29,0.37195942622950817
107,2016-03-31,0.4001027777777778
108,2016-04-30,0.33281945392491463
109,2016-05-31,0.21570076923076922
110,2016-06-30,0.29939259259259254
111,2016-07-31,0.45815438202247194
112,2016-08-31,0.5432424603174603
113,2016-09-30,0.4862958333333333
114,2016-10-31,0.4898314102564103
115,2016-11-30,0.2108627906976744
116,2016-12-31,0.29286346153846154
117,2017-01-31,0.5193971631205674
118,2017-02-28,0.4499529411764706
119,2017-03-31,0.17035555555555557
120,2017-04-30,0.050515789473684215
121,2017-05-31,0.09419827586206896
122,2017-06-30,0.17500000000000002
123,2017-07-31,0.43857843137254904
124,2017-08-31,0.27066137566137566
125,2017-09-30,0.37950352112676056
126,2017-10-31,0.32777672131147545
