Day of Date,Destination Country,Destination Region,Type,Passenger,Lastwk Passengers Number 7Days,Lastyr Passengers Number 7Days,Passengers Number 7Days,psg_wow_change,psg_yoy_change,ask_wow_change,ask_yoy_change,Av Seat Km,Av Seat Km 7Days,Date,Destination Iso Country,Destination Iso3,fl_wow_change,fl_yoy_change,Flights Number,Flights Number 7Days,Lastwk Av Seat Km 7Days,Lastwk Flights Number 7Days,Lastwk Payload 7Days,Lastyr Av Seat Km 7Days,Lastyr Flights Number 7Days,Lastyr Payload 7Days,Passengers Number,Payload,Payload 7Days,pl_wow_change,pl_yoy_change
8-Nov-22,Samoa,East Asia & Pacific,Domestic,Passenger,114,114,114,0.00%,0.00%,-25.00%,-50.00%,551.8704775,1655.611432,11/8/22,WS,WSM,0.00%,0.00%,1,6,2207.48191,6,,3311.222865,6,0,19,0,0,,
17-Nov-22,Samoa,East Asia & Pacific,Domestic,Passenger,152,76,76,-50.00%,0.00%,100.00%,-19.52%,551.8704775,2207.48191,11/17/22,WS,WSM,-50.00%,0.00%,1,4,1103.740955,8,,2743.044945,4,0,19,0,0,,
5-Dec-22,Samoa,East Asia & Pacific,Domestic,Passenger,76,57,57,-25.00%,0.00%,-33.33%,-33.33%,551.8704775,1103.740955,12/5/22,WS,WSM,-25.00%,0.00%,1,3,1655.611432,4,,1655.611432,3,0,19,0,0,,
10-Dec-22,Samoa,East Asia & Pacific,Domestic,Passenger,76,95,95,25.00%,0.00%,150.00%,0.00%,551.8704775,2759.352387,12/10/22,WS,WSM,25.00%,0.00%,1,5,1103.740955,4,,2759.352387,5,0,19,0,0,,
16-Dec-22,Samoa,East Asia & Pacific,Domestic,Passenger,95,95,152,60.00%,60.00%,25.00%,0.00%,551.8704775,2759.352387,12/16/22,WS,WSM,60.00%,60.00%,1,8,2207.48191,5,,2759.352387,5,0,19,0,0,,
20-Dec-22,Samoa,East Asia & Pacific,Domestic,Passenger,152,38,114,-25.00%,200.00%,20.00%,200.00%,551.8704775,3311.222865,12/20/22,WS,WSM,-25.00%,200.00%,1,6,2759.352387,8,,1103.740955,2,0,19,0,0,,
21-Dec-22,Samoa,East Asia & Pacific,Domestic,Passenger,152,38,114,-25.00%,200.00%,20.00%,200.00%,551.8704775,3311.222865,12/21/22,WS,WSM,-25.00%,200.00%,1,6,2759.352387,8,,1103.740955,2,0,19,0,0,,
24-Jan-23,Samoa,East Asia & Pacific,Domestic,Passenger,19,38,57,200.00%,50.00%,0.00%,-50.00%,0,551.8704775,1/24/23,WS,WSM,200.00%,50.00%,1,3,551.8704775,1,,1103.740955,2,0,19,0,0,,
31-Jan-23,Samoa,East Asia & Pacific,Domestic,Passenger,57,,114,100.00%,,100.00%,,0,1103.740955,1/31/23,WS,WSM,100.00%,,1,6,551.8704775,3,,,,,19,0,0,,
28-Mar-23,Samoa,East Asia & Pacific,Domestic,Passenger,133,190,114,-14.29%,-40.00%,-16.67%,-28.57%,551.8704775,2759.352387,3/28/23,WS,WSM,-14.29%,-40.00%,1,6,3311.222865,7,,3863.093342,10,0,19,0,0,,
8-Apr-23,Samoa,East Asia & Pacific,Domestic,Passenger,114,190,95,-16.67%,-50.00%,-16.67%,-28.57%,551.8704775,2759.352387,4/8/23,WS,WSM,-16.67%,-50.00%,1,5,3311.222865,6,,3863.093342,10,0,19,0,0,,
21-Apr-23,Samoa,East Asia & Pacific,Domestic,Passenger,114,323,133,16.67%,-58.82%,20.00%,-45.45%,551.8704775,3311.222865,4/21/23,WS,WSM,16.67%,-58.82%,1,7,2759.352387,6,,6070.575252,17,0,19,0,0,,
15-May-23,Samoa,East Asia & Pacific,Domestic,Passenger,76,114,114,50.00%,0.00%,99.63%,19.78%,551.8704775,3305.067411,5/15/23,WS,WSM,50.00%,0.00%,1,6,1655.611432,4,,2759.352387,6,0,19,0,0,,
18-May-23,Samoa,East Asia & Pacific,Domestic,Passenger,95,57,133,40.00%,133.33%,74.72%,132.96%,551.8704775,3856.937888,5/18/23,WS,WSM,40.00%,133.33%,1,7,2207.48191,5,,1655.611432,3,0,19,0,0,,
10-Jun-23,Samoa,East Asia & Pacific,Domestic,Passenger,114,133,114,0.00%,-14.29%,20.00%,0.00%,551.8704775,3311.222865,6/10/23,WS,WSM,0.00%,-14.29%,1,6,2759.352387,6,,3311.222865,7,0,19,0,0,,
12-Jun-23,Samoa,East Asia & Pacific,Domestic,Passenger,95,228,114,20.00%,-50.00%,20.00%,-33.33%,551.8704775,3311.222865,6/12/23,WS,WSM,20.00%,-50.00%,1,6,2759.352387,5,,4966.834297,12,0,19,0,0,,
13-Jun-23,Samoa,East Asia & Pacific,Domestic,Passenger,95,228,152,60.00%,-33.33%,20.00%,-33.33%,551.8704775,3311.222865,6/13/23,WS,WSM,60.00%,-33.33%,3,8,2759.352387,5,,4966.834297,12,0,57,0,0,,
19-Jun-23,Samoa,East Asia & Pacific,Domestic,Passenger,114,95,190,66.67%,100.00%,16.48%,39.78%,551.8704775,3856.937888,6/19/23,WS,WSM,66.67%,100.00%,1,10,3311.222865,6,,2759.352387,5,0,19,0,0,,
25-Jun-23,Samoa,East Asia & Pacific,Domestic,Passenger,190,190,190,0.00%,0.00%,28.78%,-10.00%,1655.611432,4966.834297,6/25/23,WS,WSM,0.00%,0.00%,4,10,3856.937888,10,,5518.704775,10,0,76,0,0,,
3-Jul-23,Samoa,East Asia & Pacific,Domestic,Passenger,209,133,266,27.27%,100.00%,-10.00%,50.00%,1103.740955,4966.834297,7/3/23,WS,WSM,27.27%,100.00%,2,14,5518.704775,11,,3311.222865,7,0,38,0,0,,
4-Jul-23,Samoa,East Asia & Pacific,Domestic,Passenger,209,171,323,54.55%,88.89%,0.00%,42.86%,1103.740955,5518.704775,7/4/23,WS,WSM,54.55%,88.89%,4,17,5518.704775,11,,3863.093342,9,0,76,0,0,,
5-Jul-23,Samoa,East Asia & Pacific,Domestic,Passenger,247,190,323,30.77%,70.00%,-9.09%,25.00%,1103.740955,5518.704775,7/5/23,WS,WSM,30.77%,70.00%,3,17,6070.575252,13,,4414.96382,10,0,57,0,0,,
8-Jul-23,Samoa,East Asia & Pacific,Domestic,Passenger,323,342,304,-5.88%,-11.11%,-16.67%,-33.33%,0,5518.704775,7/8/23,WS,WSM,-5.88%,-11.11%,1,16,6622.44573,17,,8278.057162,18,0,19,0,0,,
4-Aug-23,Samoa,East Asia & Pacific,Domestic,Passenger,361,190,285,-21.05%,50.00%,-23.08%,25.46%,1103.740955,5518.704775,8/4/23,WS,WSM,-21.05%,50.00%,4,15,7174.316207,19,,4398.656377,10,0,76,0,0,,
5-Aug-23,Samoa,East Asia & Pacific,Domestic,Passenger,380,209,285,-25.00%,36.36%,-23.08%,11.48%,551.8704775,5518.704775,8/5/23,WS,WSM,-25.00%,36.36%,2,15,7174.316207,20,,4950.526855,11,0,38,0,0,,
9-Aug-23,Samoa,East Asia & Pacific,Domestic,Passenger,285,171,380,33.33%,122.22%,0.00%,37.50%,1103.740955,6070.575252,8/9/23,WS,WSM,33.33%,122.22%,4,20,6070.575252,15,,4414.96382,9,0,76,0,0,,
10-Aug-23,Samoa,East Asia & Pacific,Domestic,Passenger,285,209,418,46.67%,100.00%,0.00%,10.00%,1103.740955,6070.575252,8/10/23,WS,WSM,46.67%,100.00%,5,22,6070.575252,15,,5518.704775,11,0,95,0,0,,
18-Aug-23,Samoa,East Asia & Pacific,Domestic,Passenger,437,209,342,-21.74%,63.64%,0.00%,33.33%,1103.740955,6622.44573,8/18/23,WS,WSM,-21.74%,63.64%,2,18,6622.44573,23,,4966.834297,11,0,38,0,0,,
25-Aug-23,Samoa,East Asia & Pacific,Domestic,Passenger,342,114,399,16.67%,250.00%,8.33%,116.67%,2207.48191,7174.316207,8/25/23,WS,WSM,16.67%,250.00%,7,21,6622.44573,18,,3311.222865,6,0,133,0,0,,
29-Aug-23,Samoa,East Asia & Pacific,Domestic,Passenger,323,76,304,-5.88%,300.00%,-9.09%,150.00%,551.8704775,5518.704775,8/29/23,WS,WSM,-5.88%,300.00%,2,16,6070.575252,17,,2207.48191,4,0,38,0,0,,
13-Sep-23,Samoa,East Asia & Pacific,Domestic,Passenger,304,190,285,-6.25%,50.00%,-9.09%,11.11%,1655.611432,5518.704775,9/13/23,WS,WSM,-6.25%,50.00%,5,15,6070.575252,16,,4966.834297,10,0,95,0,0,,
19-Sep-23,Samoa,East Asia & Pacific,Domestic,Passenger,228,95,323,41.67%,240.00%,22.22%,266.67%,1103.740955,6070.575252,9/19/23,WS,WSM,41.67%,240.00%,3,17,4966.834297,12,,1655.611432,5,0,57,0,0,,
22-Sep-23,Samoa,East Asia & Pacific,Domestic,Passenger,285,95,266,-6.67%,180.00%,0.00%,150.00%,1103.740955,5518.704775,9/22/23,WS,WSM,-6.67%,180.00%,3,14,5518.704775,15,,2207.48191,5,0,57,0,0,,
25-Sep-23,Samoa,East Asia & Pacific,Domestic,Passenger,304,209,285,-6.25%,36.36%,0.00%,0.00%,551.8704775,5518.704775,9/25/23,WS,WSM,-6.25%,36.36%,1,15,5518.704775,16,,5518.704775,11,0,19,0,0,,
13-Oct-23,Samoa,East Asia & Pacific,Domestic,Passenger,228,171,190,-16.67%,11.11%,0.00%,16.67%,1103.740955,3863.093342,10/13/23,WS,WSM,-16.67%,11.11%,3,10,3863.093342,12,,3311.222865,9,0,57,0,0,,
20-Oct-23,Samoa,East Asia & Pacific,Domestic,Passenger,190,171,285,50.00%,66.67%,85.71%,85.71%,1655.611432,7174.316207,10/20/23,WS,WSM,50.00%,66.67%,3,15,3863.093342,10,,3863.093342,9,0,57,0,0,,
4-Jan-20,Solomon Islands,East Asia & Pacific,Domestic,Passenger,136,,136,0.00%,,0.00%,,44923.56176,44923.56176,1/4/20,SB,SLB,0.00%,,1,1,44923.56176,1,4182,,,,136,4182,4182,0.00%,
29-Feb-20,Solomon Islands,East Asia & Pacific,Domestic,Passenger,,,80,,,,,26425.62456,26425.62456,2/29/20,SB,SLB,,,1,1,,,,,,,80,2762,2762,,
7-Mar-20,Solomon Islands,East Asia & Pacific,Domestic,Passenger,80,,144,80.00%,,80.00%,,47566.12421,47566.12421,3/7/20,SB,SLB,0.00%,,1,1,26425.62456,1,2762,,,,144,3369,3369,21.98%,
16-Jun-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,57,136,76,33.33%,-44.12%,,-72.06%,12552.17167,12552.17167,6/16/21,SB,SLB,33.33%,300.00%,2,4,,3,,44923.56176,1,4182,38,0,0,,-100.00%
20-Jun-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,38,136,76,100.00%,-44.12%,,-72.06%,0,12552.17167,6/20/21,SB,SLB,100.00%,300.00%,1,4,,2,,44923.56176,1,4182,19,0,0,,-100.00%
16-Jul-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,,,114,,,,,0,0,7/16/21,SB,SLB,,,1,6,,,,,,,19,0,0,,
26-Jul-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,114,,285,150.00%,,,,0,0,7/26/21,SB,SLB,150.00%,,1,15,,6,,,,,19,0,0,,
17-Aug-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,19,,57,200.00%,,,,0,6276.085834,8/17/21,SB,SLB,200.00%,,1,3,,1,,,,,19,0,0,,
22-Aug-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,57,,95,66.67%,,-100.00%,,0,0,8/22/21,SB,SLB,66.67%,,2,5,6276.085834,3,,,,,38,0,0,,
4-Sep-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,95,,76,-20.00%,,,,0,0,9/4/21,SB,SLB,-20.00%,,4,4,,5,,,,,76,0,0,,
12-Sep-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,76,136,57,-25.00%,-58.09%,,-100.00%,0,0,9/12/21,SB,SLB,-25.00%,200.00%,1,3,,4,,44923.56176,1,4182,19,0,0,,-100.00%
22-Sep-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,95,136,38,-60.00%,-72.06%,-100.00%,-100.00%,0,0,9/22/21,SB,SLB,-60.00%,100.00%,1,2,5818.927298,5,,44923.56176,1,4182,19,0,0,,-100.00%
1-Nov-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,95,136,76,-20.00%,-44.12%,-6.73%,-60.91%,10767.56081,17560.22801,11/1/21,SB,SLB,-20.00%,300.00%,2,4,18828.2575,5,,44923.56176,1,4182,38,0,0,,-100.00%
14-Nov-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,95,136,38,-60.00%,-72.06%,-61.32%,-84.88%,0,6792.667196,11/14/21,SB,SLB,-60.00%,100.00%,1,2,17560.22801,5,,44923.56176,1,4182,19,0,0,,-100.00%
3-Dec-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,38,136,76,100.00%,-44.12%,216.46%,-55.79%,6792.667196,19861.42023,12/3/21,SB,SLB,100.00%,300.00%,2,4,6276.085834,2,,44923.56176,1,4182,38,0,0,,-100.00%
19-Dec-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,57,136,152,166.67%,11.76%,255.93%,3.54%,26137.50606,46515.50765,12/19/21,SB,SLB,166.67%,700.00%,4,8,13068.75303,3,,44923.56176,1,4182,76,0,0,,-100.00%
9-Feb-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,19,,19,0.00%,,-29.90%,,4399.439976,4399.439976,2/9/22,SB,SLB,0.00%,,1,1,6276.085834,1,,,,,19,0,0,,
14-Feb-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,,,38,,,,,0,4399.439976,2/14/22,SB,SLB,,,1,2,,,,,,,19,0,0,,
11-Mar-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,152,,152,0.00%,,42.55%,,25104.34333,50208.68667,3/11/22,SB,SLB,0.00%,,4,8,35222.16236,8,,,,,76,0,0,,
23-Mar-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,171,272,171,0.00%,-37.13%,0.00%,-37.13%,12552.17167,56484.7725,3/23/22,SB,SLB,0.00%,350.00%,2,9,56484.7725,9,,89847.12351,2,8364,38,0,0,,-100.00%
5-Apr-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,399,,266,-33.33%,,-35.00%,,6276.085834,81589.11584,4/5/22,SB,SLB,-33.33%,,1,14,125521.7167,21,,,,,19,0,0,,
14-Apr-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,247,136,228,-7.69%,67.65%,0.00%,67.65%,6276.085834,75313.03,4/14/22,SB,SLB,-7.69%,1100.00%,1,12,75313.03,13,,44923.56176,1,4182,19,0,0,,-100.00%
25-Apr-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,152,136,266,75.00%,95.59%,75.00%,95.59%,18828.2575,87865.20167,4/25/22,SB,SLB,75.00%,1300.00%,3,14,50208.68667,8,,44923.56176,1,4182,57,0,0,,-100.00%
25-May-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,171,136,152,-11.11%,11.76%,5.59%,20.28%,14465.48355,54035.31043,5/25/22,SB,SLB,-11.11%,700.00%,2,8,51173.94799,9,,44923.56176,1,4182,38,0,0,,-100.00%
29-May-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,190,136,133,-30.00%,-2.21%,-20.54%,12.70%,7232.741775,50629.19243,5/29/22,SB,SLB,-30.00%,600.00%,1,7,63717.51428,10,,44923.56176,1,4182,19,0,0,,-100.00%
17-Jun-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,190,136,228,20.00%,67.65%,13.13%,76.17%,25104.34333,79139.65377,6/17/22,SB,SLB,20.00%,1100.00%,4,12,69956.94733,10,,44923.56176,1,4182,76,0,0,,-100.00%
21-Jun-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,171,136,190,11.11%,39.71%,-2.15%,39.71%,6276.085834,62760.85834,6/21/22,SB,SLB,11.11%,900.00%,1,10,64138.02003,9,,44923.56176,1,4182,19,0,0,,-100.00%
23-Jun-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,,209,-8.33%,,-16.79%,,12552.17167,69036.94417,6/23/22,SB,SLB,-8.33%,,2,11,82966.27754,12,,,,,38,0,0,,
8-Jul-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,,247,8.33%,,15.93%,,28272.21937,73310.70581,7/8/22,SB,SLB,8.33%,,3,13,63238.91247,12,,,,,57,0,0,,
11-Jul-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,285,,228,-20.00%,,20.49%,,28272.21937,85881.20329,7/11/22,SB,SLB,-20.00%,,3,12,71277.92345,15,,,,,57,0,0,,
14-Jul-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,247,,247,0.00%,,141.32%,,18534.83916,129003.752,7/14/22,SB,SLB,0.00%,,2,13,53457.52035,13,,,,,38,0,0,,
20-Aug-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,247,,266,7.69%,,61.59%,,4399.439976,85466.08725,8/20/22,SB,SLB,7.69%,,1,14,52890.72506,13,,,,,19,0,0,,
25-Aug-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,304,,209,-31.25%,,-30.88%,,18828.2575,63830.90313,8/25/22,SB,SLB,-31.25%,,3,11,92351.17471,16,,,,,57,0,0,,
23-Sep-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,399,136,247,-38.10%,81.62%,-58.62%,9.73%,15124.08182,49295.35431,9/23/22,SB,SLB,-38.10%,1200.00%,4,13,119139.3029,21,,44923.56176,1,4182,76,0,0,,-100.00%
2-Oct-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,136,190,-16.67%,39.71%,13.12%,8.28%,6276.085834,48644.60168,10/2/22,SB,SLB,-16.67%,900.00%,1,10,43002.14756,12,,44923.56176,1,4182,19,0,0,,-100.00%
12-Oct-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,247,136,304,23.08%,123.53%,24.42%,115.22%,19784.91344,96684.35356,10/12/22,SB,SLB,23.08%,1500.00%,3,16,77710.1923,13,,44923.56176,1,4182,57,0,0,,-100.00%
14-Oct-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,247,136,304,23.08%,123.53%,31.65%,128.84%,11552.9625,102804.7134,10/14/22,SB,SLB,23.08%,1500.00%,2,16,78090.03834,13,,44923.56176,1,4182,38,0,0,,-100.00%
21-Oct-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,304,136,266,-12.50%,95.59%,-20.47%,82.00%,21351.05162,81760.80725,10/21/22,SB,SLB,-12.50%,1300.00%,4,14,102804.7134,16,,44923.56176,1,4182,76,0,0,,-100.00%
6-Nov-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,304,,228,-25.00%,,-21.95%,,7232.741775,64005.52539,11/6/22,SB,SLB,-25.00%,,1,12,82006.69385,16,,,,,19,0,0,,
18-Nov-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,152,136,209,37.50%,53.68%,53.74%,38.79%,5818.927298,62348.09482,11/18/22,SB,SLB,37.50%,1000.00%,1,11,40554.80888,8,,44923.56176,1,4182,19,0,0,,-100.00%
22-Nov-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,209,136,209,0.00%,53.68%,35.22%,67.17%,12258.75332,75097.37196,11/22/22,SB,SLB,0.00%,1000.00%,1,11,55539.1443,11,,44923.56176,1,4182,19,0,0,,-100.00%
16-Dec-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,76,136,247,225.00%,81.62%,391.79%,102.36%,14465.48355,90907.9507,12/16/22,SB,SLB,225.00%,1200.00%,2,13,18485.07749,4,,44923.56176,1,4182,38,0,0,,-100.00%
28-Dec-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,266,136,361,35.71%,165.44%,22.70%,145.11%,18828.2575,110111.8236,12/28/22,SB,SLB,35.71%,1800.00%,3,19,89739.43866,14,,44923.56176,1,4182,57,0,0,,-100.00%
5-Jan-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,361,,190,-47.37%,,-55.67%,,12552.17167,51595.39979,1/5/23,SB,SLB,-47.37%,,2,10,116387.9095,19,,,,,38,0,0,,
25-Jan-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,,247,8.33%,,13.74%,,17350.5608,68682.41914,1/25/23,SB,SLB,8.33%,,5,13,60385.40731,12,,,,,95,0,0,,
11-Feb-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,399,,247,-38.10%,,-30.71%,,7232.741775,68278.01722,2/11/23,SB,SLB,-38.10%,,1,13,98542.35852,21,,,,,19,0,0,,
16-Feb-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,380,,266,-30.00%,,-34.88%,,0,58328.14299,2/16/23,SB,SLB,-30.00%,,2,14,89570.43995,20,,,,,38,0,0,,
15-Jun-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,288,2262,628,118.06%,-72.24%,116.72%,-68.33%,304860.8645,1321373.804,6/15/22,SB,SLB,100.00%,-76.47%,1,4,609721.7289,2,3472,4172554.173,17,29509,144,1736,3472,0.00%,-88.23%
22-Jun-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,628,2211,462,-26.43%,-79.10%,-16.16%,-73.60%,304860.8645,1107876.252,6/22/22,SB,SLB,-25.00%,-82.35%,1,3,1321373.804,4,3472,4196901.482,17,25877,144,1736,3472,0.00%,-86.58%
24-Jun-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,628,1938,462,-26.43%,-76.16%,-16.16%,-69.98%,304860.8645,1107876.252,6/24/22,SB,SLB,-25.00%,-80.00%,1,3,1321373.804,4,3472,3690402.433,15,20597,144,1736,3472,0.00%,-83.14%
2-Jul-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,462,2299,628,35.93%,-72.68%,35.36%,-65.99%,355826.0375,1499570.748,7/2/22,SB,SLB,33.33%,-77.78%,1,4,1107876.252,3,3472,4408765.589,18,27337,170,1699,6870,97.87%,-74.87%
9-Jul-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,628,2397,458,-27.07%,-80.89%,-35.61%,-78.63%,355826.0375,965547.7664,7/9/22,SB,SLB,-25.00%,-83.33%,1,3,1499570.748,4,6870,4517395.833,18,33455,170,1699,5171,-24.73%,-84.54%
13-Jul-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,458,2526,458,0.00%,-81.87%,0.00%,-79.52%,304860.8645,965547.7664,7/13/22,SB,SLB,0.00%,-84.21%,1,3,965547.7664,3,5171,4714354.012,19,34293,144,1736,5171,0.00%,-84.92%
5-Aug-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,602,2049,602,0.00%,-70.62%,-0.27%,-66.71%,304860.8645,1266953.351,8/5/22,SB,SLB,0.00%,-75.00%,1,4,1270408.631,4,6907,3806331.693,16,27937,144,1736,6907,0.00%,-75.28%
7-Aug-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,602,2077,677,12.46%,-67.40%,20.14%,-60.72%,615180.4858,1526307.799,8/7/22,SB,SLB,25.00%,-68.75%,2,5,1270408.631,4,6907,3885422.645,16,27885,245,1736,6944,0.54%,-75.10%
12-Aug-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,602,2234,533,-11.46%,-76.14%,-3.59%,-70.45%,304860.8645,1221446.935,8/12/22,SB,SLB,0.00%,-76.47%,1,4,1266953.351,4,6907,4133088.122,17,28671,144,1736,5208,-24.60%,-81.84%
17-Aug-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,533,2310,1008,89.12%,-56.36%,65.81%,-52.60%,304860.8645,2025222.889,8/17/22,SB,SLB,75.00%,-58.82%,1,7,1221446.935,4,5208,4273022.701,17,27888,144,1736,14952,187.10%,-46.39%
19-Aug-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,533,2310,1008,89.12%,-56.36%,65.81%,-52.60%,304860.8645,2025222.889,8/19/22,SB,SLB,75.00%,-58.82%,1,7,1221446.935,4,5208,4273022.701,17,27888,144,1736,14952,187.10%,-46.39%
10-Sep-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,922,2203,634,-31.24%,-71.22%,-31.28%,-68.76%,142359.6837,1264889.525,9/10/22,SB,SLB,-28.57%,-68.75%,1,5,1840536.714,7,8680,4049061.607,16,28765,101,0,5208,-40.00%,-81.89%
18-Oct-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1152,2163,1081,-6.16%,-50.02%,-13.02%,-49.32%,304860.8645,2010894.096,10/18/22,SB,SLB,0.00%,-52.94%,1,8,2311778.421,8,16688,3967623.307,17,24697,144,1736,17597,5.45%,-28.75%
22-Oct-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1225,2219,1008,-17.71%,-54.57%,-20.98%,-52.81%,809234.7111,1908000.464,10/22/22,SB,SLB,-22.22%,-58.82%,3,7,2414672.054,9,19333,4042902.75,17,26373,432,8008,14952,-22.66%,-43.31%
24-Oct-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1081,2219,1008,-6.75%,-54.57%,-5.12%,-52.81%,304860.8645,1908000.464,10/24/22,SB,SLB,-12.50%,-58.82%,1,7,2010894.096,8,17597,4042902.75,17,26373,144,1736,14952,-15.03%,-43.31%
27-Oct-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1081,2249,1210,11.93%,-46.20%,9.04%,-45.40%,142359.6837,2192719.831,10/27/22,SB,SLB,12.50%,-47.06%,1,9,2010894.096,8,17597,4016144.96,17,34452,101,0,14952,-15.03%,-56.60%
28-Oct-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1008,2249,1210,20.04%,-46.20%,14.92%,-45.40%,304860.8645,2192719.831,10/28/22,SB,SLB,28.57%,-47.06%,1,9,1908000.464,7,14952,4016144.96,17,34452,144,1736,14952,0.00%,-56.60%
10-Nov-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1610,2700,1496,-7.08%,-44.59%,-4.15%,-41.86%,355826.0375,2912857.775,11/10/22,SB,SLB,0.00%,-45.00%,1,11,3038986.672,11,22960,5010032.76,20,42025,170,0,19333,-15.80%,-54.00%
21-Nov-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1324,2722,1324,0.00%,-51.36%,0.00%,-50.38%,304860.8645,2469613.767,11/21/22,SB,SLB,0.00%,-50.00%,1,10,2469613.767,10,20242,4976784.104,20,40939,144,1736,20242,0.00%,-50.56%
25-Nov-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1397,2423,1496,7.09%,-38.26%,9.39%,-35.17%,752081.4126,2813940.682,11/25/22,SB,SLB,0.00%,-38.89%,3,11,2572507.399,11,22887,4340695.009,18,38701,389,3472,21032,-8.11%,-45.66%
13-Dec-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1468,2287,1496,1.91%,-34.59%,2.68%,-30.57%,809234.7111,2813940.682,12/13/22,SB,SLB,0.00%,-35.29%,3,11,2740400.09,11,21978,4052770.859,17,36061,432,6608,17933,-18.40%,-50.27%
27-Dec-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1756,2445,1526,-13.10%,-37.59%,-14.29%,-31.49%,658623.0763,2894649.32,12/27/22,SB,SLB,-7.69%,-33.33%,3,12,3377285.8,13,26850,4224991.788,18,39539,346,1736,19141,-28.71%,-51.59%
31-Dec-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1612,2132,950,-41.07%,-55.44%,-43.87%,-52.20%,458719.6703,1709280.403,12/31/22,SB,SLB,-33.33%,-50.00%,2,8,3045260.955,12,25413,3575884.028,16,35620,243,4344,12197,-52.00%,-65.76%
