Country,ISO,Region,Date,Aircraft_type,Seats_arrivals_domestic,Seats_arrivals_interregional,Seats_arrivals_intraregional,Seats_arrivals_intl,Seats_arrivals_total,Available_seat_kilometers,Number_of_flights_domestic,Number_of_flights_interregional,Number_of_flights_intraregional,Number_of_flights_intl,Number_of_flights_total
Fiji,FJ,East Asia & Pacific,2020-12-16,passenger,223,0,820,820,1043,1757189.3009905724,2,0,4,4,6
Fiji,FJ,East Asia & Pacific,2020-12-18,passenger,378,0,0,0,378,46295.77148718849,2,0,0,0,2
Fiji,FJ,East Asia & Pacific,2020-12-19,passenger,310,0,146,146,456,163412.39750337208,3,0,1,1,4
Fiji,FJ,East Asia & Pacific,2020-12-20,passenger,451,546,275,821,1272,5547431.316861132,6,1,1,2,8
Fiji,FJ,East Asia & Pacific,2020-12-21,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2020-12-21,passenger,271,0,1639,1639,1910,6196028.615431991,4,0,4,4,8
Fiji,FJ,East Asia & Pacific,2020-12-22,cargo,0,0,0,0,0,0,0,1,2,3,3
Fiji,FJ,East Asia & Pacific,2020-12-22,passenger,288,0,146,146,434,154064.88794309003,3,0,1,1,4
Fiji,FJ,East Asia & Pacific,2020-12-23,passenger,418,0,1331,1331,1749,5208144.656773911,6,0,4,4,10
Fiji,FJ,East Asia & Pacific,2020-12-24,passenger,383,0,273,273,656,637195.1743275777,3,0,1,1,4
Fiji,FJ,East Asia & Pacific,2020-12-25,passenger,291,313,0,313,604,2819032.6188388444,3,1,0,1,4
Fiji,FJ,East Asia & Pacific,2020-12-26,passenger,247,0,586,586,833,1568335.874357393,2,0,2,2,4
Fiji,FJ,East Asia & Pacific,2020-12-27,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2020-12-27,passenger,225,0,165,165,390,394201.23724541056,4,0,1,1,5
Fiji,FJ,East Asia & Pacific,2020-12-28,passenger,271,0,273,273,544,909028.8060761966,4,0,1,1,5
Fiji,FJ,East Asia & Pacific,2020-12-29,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2020-12-29,passenger,318,0,136,136,454,355047.2533324439,3,0,1,1,4
Fiji,FJ,East Asia & Pacific,2020-12-30,passenger,380,0,1167,1167,1547,4567088.491863783,6,0,5,5,11
Fiji,FJ,East Asia & Pacific,2020-12-31,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2020-12-31,passenger,296,0,0,0,296,36252.77343970315,2,0,0,0,2
Fiji,FJ,East Asia & Pacific,2021-01-01,passenger,315,0,68,68,383,121223.42543216013,4,0,1,1,5
Fiji,FJ,East Asia & Pacific,2021-01-02,passenger,315,0,273,273,588,912418.7574541887,3,0,1,1,4
Fiji,FJ,East Asia & Pacific,2021-01-03,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-01-03,passenger,407,0,0,0,407,124738.75683912107,6,0,0,0,6
Fiji,FJ,East Asia & Pacific,2021-01-04,cargo,0,0,0,0,0,0,1,0,1,1,2
Fiji,FJ,East Asia & Pacific,2021-01-04,passenger,315,0,273,273,588,635812.1568645497,4,0,1,1,5
Fiji,FJ,East Asia & Pacific,2021-01-05,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-01-05,passenger,250,0,170,170,420,195105.53434617378,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-01-06,passenger,269,0,888,888,1157,4116133.07290615,3,0,3,3,6
Fiji,FJ,East Asia & Pacific,2021-01-07,passenger,359,0,483,483,842,1206987.698539782,4,0,2,2,6
Fiji,FJ,East Asia & Pacific,2021-01-08,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-01-08,passenger,408,0,0,0,408,89888.80973412273,4,0,0,0,4
Fiji,FJ,East Asia & Pacific,2021-01-09,passenger,291,0,756,756,1047,2231131.235820747,2,0,3,3,5
Fiji,FJ,East Asia & Pacific,2021-01-10,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-01-10,passenger,296,0,306,306,602,698032.1247105419,3,0,2,2,5
Fiji,FJ,East Asia & Pacific,2021-01-11,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-01-11,passenger,271,0,273,273,544,904702.7955396572,4,0,1,1,5
Fiji,FJ,East Asia & Pacific,2021-01-12,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-01-12,passenger,250,0,0,0,250,30618.896486235775,2,0,0,0,2
Fiji,FJ,East Asia & Pacific,2021-01-13,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-01-13,passenger,206,0,861,861,1067,4052713.5525850407,2,0,3,3,5
Fiji,FJ,East Asia & Pacific,2021-01-14,passenger,421,0,483,483,904,928734.9299142011,6,0,2,2,8
Fiji,FJ,East Asia & Pacific,2021-01-15,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-01-15,passenger,432,0,0,0,432,92828.22379680135,4,0,0,0,4
Fiji,FJ,East Asia & Pacific,2021-01-16,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-01-16,passenger,247,0,381,381,628,773607.3066577455,2,0,2,2,4
Fiji,FJ,East Asia & Pacific,2021-01-17,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-01-17,passenger,432,0,0,0,432,69868.62043873892,4,0,0,0,4
Fiji,FJ,East Asia & Pacific,2021-01-18,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-01-18,passenger,320,0,68,68,388,126782.15133952755,4,0,1,1,5
Fiji,FJ,East Asia & Pacific,2021-01-19,passenger,307,0,483,483,790,872484.6470148038,3,0,2,2,5
Fiji,FJ,East Asia & Pacific,2021-01-20,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2021-01-20,passenger,250,0,302,302,552,679701.842817297,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-01-21,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-01-21,passenger,446,0,170,170,616,552099.3981397846,6,0,1,1,7
Fiji,FJ,East Asia & Pacific,2021-01-22,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-01-22,passenger,495,0,0,0,495,106696.73323364061,6,0,0,0,6
Fiji,FJ,East Asia & Pacific,2021-01-23,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2021-01-23,passenger,291,0,483,483,774,3264118.697054338,2,0,2,2,4
Fiji,FJ,East Asia & Pacific,2021-01-24,passenger,296,0,170,170,466,413371.29472191416,3,0,1,1,4
Fiji,FJ,East Asia & Pacific,2021-01-25,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-01-25,passenger,339,0,645,645,984,2094326.1261714068,4,0,2,2,6
Fiji,FJ,East Asia & Pacific,2021-01-26,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-01-26,passenger,250,0,313,313,563,703343.9368889581,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-01-27,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2021-01-27,passenger,114,0,615,615,729,3234117.0289913677,1,0,2,2,3
Fiji,FJ,East Asia & Pacific,2021-01-28,passenger,250,0,653,653,903,1032317.212608834,2,0,2,2,4
Fiji,FJ,East Asia & Pacific,2021-01-29,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-01-29,passenger,272,0,286,286,558,641490.1200737458,2,0,2,2,4
Fiji,FJ,East Asia & Pacific,2021-01-30,passenger,0,0,170,170,170,538868.4685658091,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-01-31,passenger,247,0,483,483,730,1550004.129452559,3,0,1,1,4
Fiji,FJ,East Asia & Pacific,2021-02-01,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2021-02-01,passenger,271,0,1010,1010,1281,2377455.6269201054,2,0,2,2,4
Fiji,FJ,East Asia & Pacific,2021-02-02,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-02-02,passenger,182,0,170,170,352,390929.4942689289,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-02-03,passenger,706,0,1312,1312,2018,5074729.796358782,3,0,4,4,7
Fiji,FJ,East Asia & Pacific,2021-02-04,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-02-04,passenger,296,0,483,483,779,1377990.759446472,3,0,1,1,4
Fiji,FJ,East Asia & Pacific,2021-02-05,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-02-05,passenger,616,0,0,0,616,102513.18673657927,7,0,0,0,7
Fiji,FJ,East Asia & Pacific,2021-02-06,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-02-06,passenger,291,0,381,381,672,1098423.1371018845,2,0,2,2,4
Fiji,FJ,East Asia & Pacific,2021-02-07,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-02-07,passenger,340,0,0,0,340,58600.866531804146,4,0,0,0,4
Fiji,FJ,East Asia & Pacific,2021-02-08,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-02-08,passenger,272,0,313,313,585,714517.9834350086,3,0,1,1,4
Fiji,FJ,East Asia & Pacific,2021-02-09,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-02-09,passenger,204,0,170,170,374,189471.6573927064,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-02-10,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-02-10,passenger,204,0,586,586,790,3461416.249621622,2,0,2,2,4
Fiji,FJ,East Asia & Pacific,2021-02-11,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-02-11,passenger,272,0,472,472,744,1079213.3101925373,3,0,1,1,4
Fiji,FJ,East Asia & Pacific,2021-02-12,passenger,476,0,170,170,646,271183.37109357864,5,0,1,1,6
Fiji,FJ,East Asia & Pacific,2021-02-13,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2021-02-13,passenger,155,0,551,551,706,1312890.6525367533,2,0,3,3,5
Fiji,FJ,East Asia & Pacific,2021-02-14,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-02-14,passenger,296,0,0,0,296,53211.940750226655,3,0,0,0,3
Fiji,FJ,East Asia & Pacific,2021-02-15,cargo,0,0,0,0,0,0,0,0,3,3,3
Fiji,FJ,East Asia & Pacific,2021-02-15,passenger,252,0,68,68,320,112967.0220712785,4,0,1,1,5
Fiji,FJ,East Asia & Pacific,2021-02-16,passenger,114,0,273,273,387,600716.006030769,1,0,1,1,2
Fiji,FJ,East Asia & Pacific,2021-02-17,passenger,298,273,302,575,873,3093284.4829857354,3,1,1,2,5
Fiji,FJ,East Asia & Pacific,2021-02-18,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2021-02-18,passenger,342,0,313,313,655,2633129.9493621434,4,0,1,1,5
Fiji,FJ,East Asia & Pacific,2021-02-19,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-02-19,passenger,340,0,0,0,340,90040.05354512834,5,0,0,0,5
Fiji,FJ,East Asia & Pacific,2021-02-20,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-02-20,passenger,249,0,313,313,562,691953.7073960784,3,0,1,1,4
Fiji,FJ,East Asia & Pacific,2021-02-21,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-02-21,passenger,546,0,313,313,859,2638001.072238644,5,0,1,1,6
Fiji,FJ,East Asia & Pacific,2021-02-22,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-02-22,passenger,250,0,477,477,727,1484634.7770502933,3,0,2,2,5
Fiji,FJ,East Asia & Pacific,2021-02-23,passenger,182,0,273,273,455,609044.3458750251,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-02-24,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-02-24,passenger,160,0,302,302,462,668679.0400822521,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-02-25,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-02-25,passenger,296,0,607,607,903,1450020.0923349105,3,0,3,3,6
Fiji,FJ,East Asia & Pacific,2021-02-26,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-02-26,passenger,543,0,0,0,543,101307.80745206309,6,0,0,0,6
Fiji,FJ,East Asia & Pacific,2021-02-27,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-02-27,passenger,368,0,651,651,1019,1376176.4590067263,3,0,3,3,6
Fiji,FJ,East Asia & Pacific,2021-02-28,passenger,521,0,0,0,521,92012.72128484637,10,0,0,0,10
Fiji,FJ,East Asia & Pacific,2021-03-01,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-03-01,passenger,799,0,505,505,1304,1327731.1736507642,10,0,3,3,13
Fiji,FJ,East Asia & Pacific,2021-03-02,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2021-03-02,passenger,652,0,341,341,993,761752.4490136517,9,0,2,2,11
Fiji,FJ,East Asia & Pacific,2021-03-03,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-03-03,passenger,622,0,477,477,1099,2815812.5643725093,8,0,2,2,10
Fiji,FJ,East Asia & Pacific,2021-03-04,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-03-04,passenger,773,0,901,901,1674,2277086.299710822,9,0,2,2,11
Fiji,FJ,East Asia & Pacific,2021-03-05,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-03-05,passenger,829,0,481,481,1310,2941508.5582667193,11,0,2,2,13
Fiji,FJ,East Asia & Pacific,2021-03-06,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-03-06,passenger,784,0,483,483,1267,1460981.6294401074,7,0,2,2,9
Fiji,FJ,East Asia & Pacific,2021-03-07,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-03-07,passenger,904,0,0,0,904,146901.39116453382,11,0,0,0,11
Fiji,FJ,East Asia & Pacific,2021-03-08,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2021-03-08,passenger,782,0,0,0,782,142020.7072604859,11,0,0,0,11
Fiji,FJ,East Asia & Pacific,2021-03-09,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-03-09,passenger,337,0,864,864,1201,3524976.6089175195,4,0,3,3,7
Fiji,FJ,East Asia & Pacific,2021-03-10,passenger,277,0,275,275,552,642851.7878710402,8,0,1,1,9
Fiji,FJ,East Asia & Pacific,2021-03-11,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-03-11,passenger,494,0,588,588,1082,1346173.6582395344,6,0,1,1,7
Fiji,FJ,East Asia & Pacific,2021-03-12,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-03-12,passenger,296,0,338,338,634,706687.7247003047,4,0,2,2,6
Fiji,FJ,East Asia & Pacific,2021-03-13,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2021-03-13,passenger,296,0,313,313,609,723414.0196197071,4,0,1,1,5
Fiji,FJ,East Asia & Pacific,2021-03-14,passenger,383,0,0,0,383,75414.57654512709,6,0,0,0,6
Fiji,FJ,East Asia & Pacific,2021-03-15,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2021-03-15,passenger,470,0,437,437,907,2499362.0007696347,7,0,2,2,9
Fiji,FJ,East Asia & Pacific,2021-03-16,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-03-16,passenger,0,0,551,551,551,3005505.4586335076,0,0,3,3,3
Fiji,FJ,East Asia & Pacific,2021-03-17,passenger,0,0,472,472,472,1059907.5469282276,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2021-03-18,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2021-03-18,passenger,0,0,483,483,483,837211.6782626603,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2021-03-19,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-03-19,passenger,291,0,0,0,291,60479.30757535783,4,0,0,0,4
Fiji,FJ,East Asia & Pacific,2021-03-20,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-03-20,passenger,361,0,483,483,844,1590134.360418812,7,0,1,1,8
Fiji,FJ,East Asia & Pacific,2021-03-21,passenger,570,0,0,0,570,95536.67448196643,7,0,0,0,7
Fiji,FJ,East Asia & Pacific,2021-03-22,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2021-03-22,passenger,755,0,443,443,1198,889996.2673751968,11,0,2,2,13
Fiji,FJ,East Asia & Pacific,2021-03-23,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-03-23,passenger,526,0,313,313,839,1077629.1566024346,7,0,1,1,8
Fiji,FJ,East Asia & Pacific,2021-03-24,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-03-24,passenger,556,0,0,0,556,93755.61591023776,8,0,0,0,8
Fiji,FJ,East Asia & Pacific,2021-03-25,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2021-03-25,passenger,611,0,949,949,1560,1957713.6672680576,9,0,2,2,11
Fiji,FJ,East Asia & Pacific,2021-03-26,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-03-26,passenger,801,0,170,170,971,589777.010740569,9,0,1,1,10
Fiji,FJ,East Asia & Pacific,2021-03-27,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-03-27,passenger,358,0,553,553,911,1136038.3989975336,3,0,3,3,6
Fiji,FJ,East Asia & Pacific,2021-03-28,passenger,584,0,0,0,584,101697.41685127326,9,0,0,0,9
Fiji,FJ,East Asia & Pacific,2021-03-29,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-03-29,passenger,780,0,586,586,1366,1720047.145662289,9,0,2,2,11
Fiji,FJ,East Asia & Pacific,2021-03-30,passenger,633,0,654,654,1287,1704804.6600365113,8,0,3,3,11
Fiji,FJ,East Asia & Pacific,2021-03-31,passenger,712,0,615,615,1327,3342556.279896078,8,0,2,2,10
Fiji,FJ,East Asia & Pacific,2021-04-01,passenger,628,0,756,756,1384,1837680.978963907,9,0,3,3,12
Fiji,FJ,East Asia & Pacific,2021-04-02,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-04-02,passenger,410,0,313,313,723,2659513.7087430763,5,0,1,1,6
Fiji,FJ,East Asia & Pacific,2021-04-03,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-04-03,passenger,179,0,437,437,616,1128526.5005571474,2,0,2,2,4
Fiji,FJ,East Asia & Pacific,2021-04-04,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-04-04,passenger,203,0,164,164,367,382489.6699434658,3,0,1,1,4
Fiji,FJ,East Asia & Pacific,2021-04-05,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-04-05,passenger,334,0,273,273,607,645826.0017938451,6,0,1,1,7
Fiji,FJ,East Asia & Pacific,2021-04-06,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-04-06,passenger,318,0,341,341,659,2058785.795624637,4,0,2,2,6
Fiji,FJ,East Asia & Pacific,2021-04-07,passenger,206,0,313,313,519,2596301.8365672417,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-04-08,passenger,138,0,1331,1331,1469,2940113.295901239,2,0,6,6,8
Fiji,FJ,East Asia & Pacific,2021-04-09,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2021-04-09,passenger,429,0,286,286,715,798282.829819115,6,0,2,2,8
Fiji,FJ,East Asia & Pacific,2021-04-10,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-04-10,passenger,271,0,313,313,584,1032153.871852376,4,0,1,1,5
Fiji,FJ,East Asia & Pacific,2021-04-11,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-04-11,passenger,497,0,0,0,497,94264.71370602744,7,0,0,0,7
Fiji,FJ,East Asia & Pacific,2021-04-12,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2021-04-12,passenger,182,0,273,273,455,887649.9208682496,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-04-13,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-04-13,passenger,250,0,68,68,318,96413.55163021096,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-04-14,passenger,225,0,313,313,538,2598628.8727001958,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-04-15,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2021-04-15,passenger,206,0,548,548,754,1224303.7970617758,3,0,1,1,4
Fiji,FJ,East Asia & Pacific,2021-04-16,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-04-16,passenger,405,0,762,762,1167,3721986.7903168057,5,0,3,3,8
Fiji,FJ,East Asia & Pacific,2021-04-17,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-04-17,passenger,157,0,313,313,470,1011380.6120586399,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-04-18,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-04-18,passenger,228,0,214,214,442,504829.7946637424,4,0,1,1,5
Fiji,FJ,East Asia & Pacific,2021-04-19,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2021-04-19,passenger,38,0,313,313,351,996806.0173311917,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-04-20,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-04-20,passenger,38,0,68,68,106,70448.72740988302,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-04-21,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-04-21,passenger,19,0,313,313,332,2573398.9019955373,1,0,1,1,2
Fiji,FJ,East Asia & Pacific,2021-04-22,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-04-22,passenger,65,0,758,758,823,1755651.8478031722,1,0,3,3,4
Fiji,FJ,East Asia & Pacific,2021-04-23,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-04-23,passenger,106,0,0,0,106,15566.160101935877,3,0,0,0,3
Fiji,FJ,East Asia & Pacific,2021-04-24,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-04-24,passenger,106,0,313,313,419,1009946.425767875,3,0,1,1,4
Fiji,FJ,East Asia & Pacific,2021-04-25,passenger,19,0,0,0,19,2327.0361329539187,1,0,0,0,1
Fiji,FJ,East Asia & Pacific,2021-04-26,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2021-04-26,passenger,38,0,273,273,311,591407.8614989533,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-04-27,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2021-04-27,passenger,376,0,273,273,649,880301.385711553,3,0,1,1,4
Fiji,FJ,East Asia & Pacific,2021-04-28,passenger,106,0,313,313,419,2584054.2779727476,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-04-29,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-04-29,passenger,57,0,785,785,842,1493275.7329925832,2,0,2,2,4
Fiji,FJ,East Asia & Pacific,2021-04-30,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-04-30,passenger,19,0,0,0,19,2327.0361329539187,1,0,0,0,1
Fiji,FJ,East Asia & Pacific,2021-05-01,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-05-01,passenger,38,0,313,313,351,677379.1126686302,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-05-02,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-05-02,passenger,38,0,313,313,351,2575725.9381284914,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-05-03,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-05-03,passenger,38,0,273,273,311,591407.8614989533,2,0,1,1,3
Fiji,FJ,East Asia & Pacific,2021-05-04,passenger,292,0,381,381,673,743173.7678126054,3,0,2,2,5
Fiji,FJ,East Asia & Pacific,2021-05-05,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-05-05,passenger,57,0,0,0,57,4654.072265907837,3,0,0,0,3
Fiji,FJ,East Asia & Pacific,2021-05-06,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-05-06,passenger,19,0,1058,1058,1077,3971395.2392866276,1,0,3,3,4
Fiji,FJ,East Asia & Pacific,2021-05-07,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2021-05-07,passenger,19,0,0,0,19,2327.0361329539187,1,0,0,0,1
Fiji,FJ,East Asia & Pacific,2021-05-08,passenger,68,0,586,586,654,1546412.7444732483,1,0,2,2,3
Fiji,FJ,East Asia & Pacific,2021-05-09,passenger,136,313,170,483,619,3165154.6049667085,2,1,1,2,4
Fiji,FJ,East Asia & Pacific,2021-05-10,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2021-05-10,passenger,38,0,750,750,788,2568150.62252918,2,0,3,3,5
