,country,date,seats_arrivals_domestic,seats_arrivals_intl,seats_arrivals_total
2756,Samoa,2021-09-18,0.0,251.0,251.0
2757,Samoa,2021-09-19,0.0,0.0,0.0
2758,Samoa,2021-09-20,0.0,0.0,0.0
2759,Samoa,2021-09-21,0.0,0.0,0.0
2760,Samoa,2021-09-22,0.0,0.0,0.0
2761,Samoa,2021-09-23,0.0,275.0,275.0
2762,Samoa,2021-09-24,0.0,0.0,0.0
2763,Samoa,2021-09-25,0.0,0.0,0.0
2764,Samoa,2021-09-26,0.0,0.0,0.0
2765,Samoa,2021-09-27,0.0,0.0,0.0
2766,Samoa,2021-09-28,0.0,0.0,0.0
2767,Samoa,2021-09-29,0.0,0.0,0.0
2768,Samoa,2021-09-30,0.0,275.0,275.0
2769,Samoa,2021-10-01,0.0,0.0,0.0
2770,Samoa,2021-10-02,0.0,0.0,0.0
2771,Samoa,2021-10-03,0.0,0.0,0.0
2772,Samoa,2021-10-04,0.0,0.0,0.0
2773,Samoa,2021-10-05,57.0,174.0,231.0
2774,Samoa,2021-10-06,0.0,0.0,0.0
2775,Samoa,2021-10-07,0.0,302.0,302.0
2776,Samoa,2021-10-08,19.0,0.0,19.0
2777,Samoa,2021-10-09,0.0,0.0,0.0
2778,Samoa,2021-10-10,0.0,0.0,0.0
2779,Samoa,2021-10-11,0.0,0.0,0.0
2780,Samoa,2021-10-12,0.0,0.0,0.0
2781,Samoa,2021-10-13,0.0,174.0,174.0
2782,Samoa,2021-10-14,0.0,275.0,275.0
2783,Samoa,2021-10-15,0.0,526.0,526.0
2784,Samoa,2021-10-16,0.0,0.0,0.0
2785,Samoa,2021-10-17,0.0,0.0,0.0
2786,Samoa,2021-10-18,0.0,0.0,0.0
2787,Samoa,2021-10-19,0.0,0.0,0.0
2788,Samoa,2021-10-20,0.0,302.0,302.0
2789,Samoa,2021-10-21,0.0,0.0,0.0
2790,Samoa,2021-10-22,0.0,0.0,0.0
2791,Samoa,2021-10-23,0.0,0.0,0.0
2792,Samoa,2021-10-24,0.0,0.0,0.0
2793,Samoa,2021-10-25,0.0,0.0,0.0
2794,Samoa,2021-10-26,0.0,0.0,0.0
2795,Samoa,2021-10-27,0.0,0.0,0.0
2796,Samoa,2021-10-28,0.0,275.0,275.0
2797,Samoa,2021-10-29,0.0,0.0,0.0
2798,Samoa,2021-10-30,0.0,0.0,0.0
2799,Samoa,2021-10-31,0.0,0.0,0.0
2800,Samoa,2021-11-01,57.0,0.0,57.0
2801,Samoa,2021-11-02,0.0,0.0,0.0
2802,Samoa,2021-11-03,19.0,0.0,19.0
2803,Samoa,2021-11-04,0.0,0.0,0.0
2804,Samoa,2021-11-05,0.0,0.0,0.0
2805,Samoa,2021-11-06,0.0,275.0,275.0
2806,Samoa,2021-11-07,0.0,0.0,0.0
2807,Samoa,2021-11-08,0.0,297.0,297.0
2808,Samoa,2021-11-09,0.0,0.0,0.0
2809,Samoa,2021-11-10,0.0,0.0,0.0
2810,Samoa,2021-11-11,0.0,0.0,0.0
2811,Samoa,2021-11-12,0.0,0.0,0.0
2812,Samoa,2021-11-13,0.0,275.0,275.0
2813,Samoa,2021-11-14,0.0,0.0,0.0
2814,Samoa,2021-11-15,0.0,0.0,0.0
2815,Samoa,2021-11-16,0.0,553.0,553.0
2816,Samoa,2021-11-17,0.0,0.0,0.0
2817,Samoa,2021-11-18,0.0,0.0,0.0
2818,Samoa,2021-11-19,0.0,0.0,0.0
2819,Samoa,2021-11-20,0.0,577.0,577.0
2820,Samoa,2021-11-21,0.0,0.0,0.0
2821,Samoa,2021-11-22,0.0,0.0,0.0
2822,Samoa,2021-11-23,0.0,0.0,0.0
2823,Samoa,2021-11-24,0.0,0.0,0.0
2824,Samoa,2021-11-25,0.0,0.0,0.0
2825,Samoa,2021-11-26,0.0,0.0,0.0
2826,Samoa,2021-11-27,0.0,275.0,275.0
2827,Samoa,2021-11-28,0.0,0.0,0.0
2828,Samoa,2021-11-29,0.0,0.0,0.0
2829,Samoa,2021-11-30,0.0,174.0,174.0
2830,Samoa,2021-12-01,0.0,0.0,0.0
2831,Samoa,2021-12-02,76.0,170.0,246.0
2832,Samoa,2021-12-03,0.0,0.0,0.0
2833,Samoa,2021-12-04,0.0,302.0,302.0
2834,Samoa,2021-12-05,0.0,0.0,0.0
2835,Samoa,2021-12-06,0.0,0.0,0.0
2836,Samoa,2021-12-07,0.0,297.0,297.0
2837,Samoa,2021-12-08,0.0,0.0,0.0
2838,Samoa,2021-12-09,0.0,170.0,170.0
2839,Samoa,2021-12-10,0.0,302.0,302.0
2840,Samoa,2021-12-11,0.0,0.0,0.0
2841,Samoa,2021-12-12,0.0,0.0,0.0
2842,Samoa,2021-12-13,0.0,0.0,0.0
2843,Samoa,2021-12-14,38.0,0.0,38.0
2844,Samoa,2021-12-15,0.0,0.0,0.0
2845,Samoa,2021-12-16,0.0,0.0,0.0
2846,Samoa,2021-12-17,0.0,0.0,0.0
2847,Samoa,2021-12-18,0.0,302.0,302.0
2848,Samoa,2021-12-19,0.0,0.0,0.0
2849,Samoa,2021-12-20,0.0,0.0,0.0
2850,Samoa,2021-12-21,0.0,0.0,0.0
2851,Samoa,2021-12-22,0.0,170.0,170.0
2852,Samoa,2021-12-23,0.0,0.0,0.0
2853,Samoa,2021-12-24,0.0,0.0,0.0
2854,Samoa,2021-12-25,0.0,302.0,302.0
2855,Samoa,2021-12-26,0.0,0.0,0.0
2856,Samoa,2021-12-27,0.0,0.0,0.0
2857,Samoa,2021-12-28,0.0,0.0,0.0
2858,Samoa,2021-12-29,0.0,0.0,0.0
2859,Samoa,2021-12-30,0.0,0.0,0.0
2860,Samoa,2021-12-31,0.0,302.0,302.0
2861,Samoa,2022-01-01,0.0,0.0,0.0
2862,Samoa,2022-01-02,0.0,0.0,0.0
2863,Samoa,2022-01-03,19.0,0.0,19.0
2864,Samoa,2022-01-04,57.0,0.0,57.0
2865,Samoa,2022-01-05,0.0,0.0,0.0
2866,Samoa,2022-01-06,0.0,0.0,0.0
2867,Samoa,2022-01-07,0.0,275.0,275.0
2868,Samoa,2022-01-08,0.0,0.0,0.0
2869,Samoa,2022-01-09,0.0,0.0,0.0
2870,Samoa,2022-01-10,0.0,0.0,0.0
2871,Samoa,2022-01-11,0.0,0.0,0.0
2872,Samoa,2022-01-12,0.0,0.0,0.0
2873,Samoa,2022-01-13,0.0,0.0,0.0
2874,Samoa,2022-01-14,0.0,0.0,0.0
2875,Samoa,2022-01-15,0.0,302.0,302.0
2876,Samoa,2022-01-16,57.0,0.0,57.0
2877,Samoa,2022-01-17,0.0,0.0,0.0
2878,Samoa,2022-01-18,0.0,0.0,0.0
2879,Samoa,2022-01-19,0.0,297.0,297.0
2880,Samoa,2022-01-20,0.0,0.0,0.0
2881,Samoa,2022-01-21,0.0,302.0,302.0
2882,Samoa,2022-01-22,0.0,0.0,0.0
2883,Samoa,2022-01-23,0.0,0.0,0.0
2884,Samoa,2022-01-24,0.0,0.0,0.0
2885,Samoa,2022-01-25,0.0,0.0,0.0
2886,Samoa,2022-01-26,0.0,0.0,0.0
2887,Samoa,2022-01-27,0.0,0.0,0.0
2888,Samoa,2022-01-28,0.0,0.0,0.0
2889,Samoa,2022-01-29,0.0,0.0,0.0
2890,Samoa,2022-01-30,0.0,0.0,0.0
2891,Samoa,2022-01-31,0.0,0.0,0.0
2892,Samoa,2022-02-01,0.0,0.0,0.0
2893,Samoa,2022-02-02,0.0,0.0,0.0
2894,Samoa,2022-02-03,0.0,0.0,0.0
2895,Samoa,2022-02-04,0.0,275.0,275.0
2896,Samoa,2022-02-05,0.0,0.0,0.0
2897,Samoa,2022-02-06,0.0,0.0,0.0
2898,Samoa,2022-02-07,0.0,0.0,0.0
2899,Samoa,2022-02-08,0.0,0.0,0.0
2900,Samoa,2022-02-09,0.0,0.0,0.0
2901,Samoa,2022-02-10,0.0,0.0,0.0
2902,Samoa,2022-02-11,0.0,0.0,0.0
2903,Samoa,2022-02-12,0.0,302.0,302.0
2904,Samoa,2022-02-13,0.0,0.0,0.0
2905,Samoa,2022-02-14,0.0,0.0,0.0
2906,Samoa,2022-02-15,0.0,302.0,302.0
2907,Samoa,2022-02-16,0.0,0.0,0.0
2908,Samoa,2022-02-17,0.0,0.0,0.0
2909,Samoa,2022-02-18,38.0,302.0,340.0
2910,Samoa,2022-02-19,0.0,0.0,0.0
2911,Samoa,2022-02-20,0.0,0.0,0.0
2912,Samoa,2022-02-21,0.0,0.0,0.0
2913,Samoa,2022-02-22,0.0,0.0,0.0
2914,Samoa,2022-02-23,0.0,0.0,0.0
2915,Samoa,2022-02-24,0.0,0.0,0.0
2916,Samoa,2022-02-25,0.0,302.0,302.0
2917,Samoa,2022-02-26,0.0,0.0,0.0
2918,Samoa,2022-02-27,0.0,0.0,0.0
2919,Samoa,2022-02-28,0.0,0.0,0.0
2920,Samoa,2022-03-01,0.0,0.0,0.0
2921,Samoa,2022-03-02,0.0,0.0,0.0
2922,Samoa,2022-03-03,19.0,0.0,19.0
2923,Samoa,2022-03-04,0.0,0.0,0.0
2924,Samoa,2022-03-05,0.0,302.0,302.0
2925,Samoa,2022-03-06,0.0,0.0,0.0
2926,Samoa,2022-03-07,0.0,174.0,174.0
2927,Samoa,2022-03-08,0.0,302.0,302.0
2928,Samoa,2022-03-09,0.0,0.0,0.0
2929,Samoa,2022-03-10,19.0,0.0,19.0
2930,Samoa,2022-03-11,0.0,0.0,0.0
2931,Samoa,2022-03-12,0.0,0.0,0.0
2932,Samoa,2022-03-13,0.0,0.0,0.0
2933,Samoa,2022-03-14,0.0,302.0,302.0
2934,Samoa,2022-03-15,0.0,0.0,0.0
2935,Samoa,2022-03-16,0.0,0.0,0.0
2936,Samoa,2022-03-17,0.0,170.0,170.0
2937,Samoa,2022-03-18,0.0,0.0,0.0
2938,Samoa,2022-03-19,0.0,302.0,302.0
2939,Samoa,2022-03-20,0.0,0.0,0.0
2940,Samoa,2022-03-21,0.0,302.0,302.0
2941,Samoa,2022-03-22,0.0,0.0,0.0
2942,Samoa,2022-03-23,0.0,0.0,0.0
2943,Samoa,2022-03-24,0.0,0.0,0.0
2944,Samoa,2022-03-25,0.0,0.0,0.0
2945,Samoa,2022-03-26,0.0,0.0,0.0
2946,Samoa,2022-03-27,0.0,0.0,0.0
2947,Samoa,2022-03-28,0.0,302.0,302.0
2948,Samoa,2022-03-29,0.0,0.0,0.0
2949,Samoa,2022-03-30,0.0,251.0,251.0
2950,Samoa,2022-03-31,0.0,0.0,0.0
2951,Samoa,2022-04-01,0.0,0.0,0.0
2952,Samoa,2022-04-02,0.0,0.0,0.0
2953,Samoa,2022-04-03,0.0,0.0,0.0
2954,Samoa,2022-04-04,0.0,0.0,0.0
2955,Samoa,2022-04-05,0.0,0.0,0.0
2956,Samoa,2022-04-06,0.0,0.0,0.0
2957,Samoa,2022-04-07,0.0,0.0,0.0
2958,Samoa,2022-04-08,0.0,0.0,0.0
2959,Samoa,2022-04-09,0.0,0.0,0.0
2960,Samoa,2022-04-10,0.0,302.0,302.0
2961,Samoa,2022-04-11,0.0,0.0,0.0
2962,Samoa,2022-04-12,57.0,0.0,57.0
2963,Samoa,2022-04-13,19.0,0.0,19.0
2964,Samoa,2022-04-14,0.0,0.0,0.0
2965,Samoa,2022-04-15,0.0,0.0,0.0
2966,Samoa,2022-04-16,0.0,0.0,0.0
2967,Samoa,2022-04-17,0.0,302.0,302.0
2968,Samoa,2022-04-18,0.0,0.0,0.0
2969,Samoa,2022-04-19,0.0,297.0,297.0
2970,Samoa,2022-04-20,0.0,0.0,0.0
2971,Samoa,2022-04-21,0.0,0.0,0.0
2972,Samoa,2022-04-22,0.0,0.0,0.0
2973,Samoa,2022-04-23,0.0,0.0,0.0
2974,Samoa,2022-04-24,0.0,302.0,302.0
2975,Samoa,2022-04-25,0.0,0.0,0.0
2976,Samoa,2022-04-26,0.0,0.0,0.0
2977,Samoa,2022-04-27,0.0,297.0,297.0
2978,Samoa,2022-04-28,0.0,0.0,0.0
2979,Samoa,2022-04-29,0.0,0.0,0.0
2980,Samoa,2022-04-30,0.0,0.0,0.0
2981,Samoa,2022-05-01,0.0,302.0,302.0
2982,Samoa,2022-05-02,0.0,0.0,0.0
2983,Samoa,2022-05-03,0.0,0.0,0.0
2984,Samoa,2022-05-04,0.0,0.0,0.0
2985,Samoa,2022-05-05,57.0,0.0,57.0
2986,Samoa,2022-05-06,0.0,0.0,0.0
2987,Samoa,2022-05-07,0.0,0.0,0.0
2988,Samoa,2022-05-08,0.0,302.0,302.0
2989,Samoa,2022-05-09,0.0,0.0,0.0
2990,Samoa,2022-05-10,38.0,297.0,335.0
2991,Samoa,2022-05-11,0.0,0.0,0.0
2992,Samoa,2022-05-12,0.0,0.0,0.0
2993,Samoa,2022-05-13,0.0,0.0,0.0
2994,Samoa,2022-05-14,0.0,170.0,170.0
2995,Samoa,2022-05-15,57.0,302.0,359.0
2996,Samoa,2022-05-16,38.0,0.0,38.0
2997,Samoa,2022-05-17,0.0,0.0,0.0
2998,Samoa,2022-05-18,19.0,0.0,19.0
2999,Samoa,2022-05-19,0.0,0.0,0.0
3000,Samoa,2022-05-20,0.0,0.0,0.0
3001,Samoa,2022-05-21,0.0,0.0,0.0
3002,Samoa,2022-05-22,0.0,302.0,302.0
3003,Samoa,2022-05-23,0.0,0.0,0.0
3004,Samoa,2022-05-24,0.0,251.0,251.0
3005,Samoa,2022-05-25,0.0,0.0,0.0
3006,Samoa,2022-05-26,0.0,0.0,0.0
3007,Samoa,2022-05-27,0.0,0.0,0.0
3008,Samoa,2022-05-28,0.0,170.0,170.0
3009,Samoa,2022-05-29,0.0,302.0,302.0
3010,Samoa,2022-05-30,0.0,0.0,0.0
3011,Samoa,2022-05-31,0.0,0.0,0.0
3012,Samoa,2022-06-01,0.0,0.0,0.0
3013,Samoa,2022-06-02,0.0,0.0,0.0
3014,Samoa,2022-06-03,0.0,0.0,0.0
3015,Samoa,2022-06-04,0.0,0.0,0.0
3016,Samoa,2022-06-05,0.0,302.0,302.0
3017,Samoa,2022-06-06,0.0,0.0,0.0
3018,Samoa,2022-06-07,0.0,297.0,297.0
3019,Samoa,2022-06-08,0.0,0.0,0.0
3020,Samoa,2022-06-09,0.0,0.0,0.0
3021,Samoa,2022-06-10,0.0,0.0,0.0
3022,Samoa,2022-06-11,0.0,170.0,170.0
3023,Samoa,2022-06-12,0.0,302.0,302.0
3024,Samoa,2022-06-13,0.0,0.0,0.0
3025,Samoa,2022-06-14,0.0,297.0,297.0
3026,Samoa,2022-06-15,0.0,0.0,0.0
3027,Samoa,2022-06-16,0.0,0.0,0.0
3028,Samoa,2022-06-17,0.0,0.0,0.0
3029,Samoa,2022-06-18,0.0,0.0,0.0
3030,Samoa,2022-06-19,19.0,302.0,321.0
3031,Samoa,2022-06-20,0.0,0.0,0.0
3032,Samoa,2022-06-21,0.0,297.0,297.0
3033,Samoa,2022-06-22,0.0,0.0,0.0
3034,Samoa,2022-06-23,0.0,0.0,0.0
3035,Samoa,2022-06-24,0.0,19.0,19.0
3036,Samoa,2022-06-25,0.0,208.0,208.0
3037,Samoa,2022-06-26,0.0,302.0,302.0
3038,Samoa,2022-06-27,0.0,0.0,0.0
3039,Samoa,2022-06-28,0.0,486.0,486.0
3040,Samoa,2022-06-29,0.0,19.0,19.0
3041,Samoa,2022-06-30,19.0,321.0,340.0
3042,Samoa,2022-07-01,0.0,38.0,38.0
3043,Samoa,2022-07-02,0.0,38.0,38.0
3044,Samoa,2022-07-03,0.0,0.0,0.0
3045,Samoa,2022-07-04,0.0,19.0,19.0
3046,Samoa,2022-07-05,0.0,335.0,335.0
3047,Samoa,2022-07-06,0.0,340.0,340.0
3048,Samoa,2022-07-07,19.0,38.0,57.0
3049,Samoa,2022-07-08,0.0,57.0,57.0
3050,Samoa,2022-07-09,0.0,208.0,208.0
3051,Samoa,2022-07-10,0.0,0.0,0.0
3052,Samoa,2022-07-11,0.0,19.0,19.0
3053,Samoa,2022-07-12,0.0,335.0,335.0
3054,Samoa,2022-07-13,0.0,57.0,57.0
3055,Samoa,2022-07-14,0.0,340.0,340.0
3056,Samoa,2022-07-15,0.0,0.0,0.0
3057,Samoa,2022-07-16,0.0,19.0,19.0
3058,Samoa,2022-07-17,0.0,0.0,0.0
3059,Samoa,2022-07-18,0.0,0.0,0.0
3060,Samoa,2022-07-19,0.0,335.0,335.0
3061,Samoa,2022-07-20,0.0,19.0,19.0
3062,Samoa,2022-07-21,19.0,340.0,359.0
3063,Samoa,2022-07-22,0.0,19.0,19.0
3064,Samoa,2022-07-23,19.0,208.0,227.0
3065,Samoa,2022-07-24,0.0,0.0,0.0
3066,Samoa,2022-07-25,0.0,170.0,170.0
3067,Samoa,2022-07-26,0.0,354.0,354.0
3068,Samoa,2022-07-27,38.0,19.0,57.0
3069,Samoa,2022-07-28,0.0,313.0,313.0
3070,Samoa,2022-07-29,0.0,0.0,0.0
3071,Samoa,2022-07-30,0.0,0.0,0.0
3072,Samoa,2022-07-31,0.0,0.0,0.0
3073,Samoa,2022-08-01,19.0,170.0,189.0
3074,Samoa,2022-08-02,0.0,530.0,530.0
3075,Samoa,2022-08-03,0.0,170.0,170.0
3076,Samoa,2022-08-04,0.0,340.0,340.0
3077,Samoa,2022-08-05,0.0,0.0,0.0
3078,Samoa,2022-08-06,0.0,233.0,233.0
3079,Samoa,2022-08-07,0.0,403.0,403.0
3080,Samoa,2022-08-08,0.0,208.0,208.0
3081,Samoa,2022-08-09,0.0,549.0,549.0
3082,Samoa,2022-08-10,0.0,491.0,491.0
3083,Samoa,2022-08-11,0.0,57.0,57.0
3084,Samoa,2022-08-12,0.0,19.0,19.0
3085,Samoa,2022-08-13,0.0,252.0,252.0
3086,Samoa,2022-08-14,0.0,403.0,403.0
3087,Samoa,2022-08-15,0.0,208.0,208.0
3088,Samoa,2022-08-16,0.0,511.0,511.0
3089,Samoa,2022-08-17,0.0,189.0,189.0
3090,Samoa,2022-08-18,0.0,321.0,321.0
3091,Samoa,2022-08-19,19.0,19.0,38.0
3092,Samoa,2022-08-20,0.0,233.0,233.0
3093,Samoa,2022-08-21,0.0,384.0,384.0
3094,Samoa,2022-08-22,0.0,170.0,170.0
3095,Samoa,2022-08-23,0.0,549.0,549.0
3096,Samoa,2022-08-24,0.0,634.0,634.0
3097,Samoa,2022-08-25,0.0,19.0,19.0
3098,Samoa,2022-08-26,0.0,359.0,359.0
3099,Samoa,2022-08-27,0.0,233.0,233.0
3100,Samoa,2022-08-28,0.0,384.0,384.0
3101,Samoa,2022-08-29,0.0,170.0,170.0
3102,Samoa,2022-08-30,0.0,549.0,549.0
3103,Samoa,2022-08-31,0.0,483.0,483.0
3104,Samoa,2022-09-01,0.0,227.0,227.0
3105,Samoa,2022-09-02,0.0,340.0,340.0
3106,Samoa,2022-09-03,0.0,252.0,252.0
3107,Samoa,2022-09-04,0.0,384.0,384.0
3108,Samoa,2022-09-05,0.0,170.0,170.0
3109,Samoa,2022-09-06,38.0,568.0,606.0
3110,Samoa,2022-09-07,38.0,445.0,483.0
3111,Samoa,2022-09-08,0.0,76.0,76.0
3112,Samoa,2022-09-09,0.0,340.0,340.0
3113,Samoa,2022-09-10,0.0,252.0,252.0
3114,Samoa,2022-09-11,0.0,464.0,464.0
3115,Samoa,2022-09-12,0.0,273.0,273.0
3116,Samoa,2022-09-13,19.0,549.0,568.0
3117,Samoa,2022-09-14,0.0,189.0,189.0
3118,Samoa,2022-09-15,19.0,351.0,370.0
3119,Samoa,2022-09-16,0.0,340.0,340.0
3120,Samoa,2022-09-17,0.0,271.0,271.0
3121,Samoa,2022-09-18,0.0,403.0,403.0
3122,Samoa,2022-09-19,0.0,208.0,208.0
3123,Samoa,2022-09-20,19.0,568.0,587.0
3124,Samoa,2022-09-21,0.0,189.0,189.0
3125,Samoa,2022-09-22,0.0,321.0,321.0
3126,Samoa,2022-09-23,0.0,340.0,340.0
3127,Samoa,2022-09-24,0.0,485.0,485.0
3128,Samoa,2022-09-25,0.0,292.0,292.0
3129,Samoa,2022-09-26,0.0,170.0,170.0
3130,Samoa,2022-09-27,0.0,549.0,549.0
3131,Samoa,2022-09-28,0.0,491.0,491.0
3132,Samoa,2022-09-29,0.0,76.0,76.0
3133,Samoa,2022-09-30,0.0,340.0,340.0
3134,Samoa,2022-10-01,0.0,655.0,655.0
3135,Samoa,2022-10-02,0.0,189.0,189.0
3136,Samoa,2022-10-03,114.0,403.0,517.0
3137,Samoa,2022-10-04,0.0,335.0,335.0
3138,Samoa,2022-10-05,19.0,510.0,529.0
3139,Samoa,2022-10-06,57.0,252.0,309.0
3140,Samoa,2022-10-07,19.0,189.0,208.0
3141,Samoa,2022-10-08,0.0,422.0,422.0
3142,Samoa,2022-10-09,19.0,403.0,422.0
3143,Samoa,2022-10-10,0.0,403.0,403.0
3144,Samoa,2022-10-11,38.0,335.0,373.0
3145,Samoa,2022-10-12,0.0,208.0,208.0
3146,Samoa,2022-10-13,19.0,535.0,554.0
3147,Samoa,2022-10-14,19.0,189.0,208.0
3148,Samoa,2022-10-15,76.0,422.0,498.0
3149,Samoa,2022-10-16,19.0,403.0,422.0
3150,Samoa,2022-10-17,19.0,384.0,403.0
3151,Samoa,2022-10-18,38.0,354.0,392.0
3152,Samoa,2022-10-19,38.0,510.0,548.0
3153,Samoa,2022-10-20,19.0,252.0,271.0
3154,Samoa,2022-10-21,19.0,179.5,198.5
3155,Samoa,2022-10-22,19.0,655.0,674.0
3156,Samoa,2022-10-23,0.0,189.0,189.0
3157,Samoa,2022-10-24,0.0,403.0,403.0
3158,Samoa,2022-10-25,19.0,335.0,354.0
3159,Samoa,2022-10-26,19.0,208.0,227.0
3160,Samoa,2022-10-27,19.0,535.0,554.0
3161,Samoa,2022-10-28,19.0,189.0,208.0
3162,Samoa,2022-10-29,0.0,208.0,208.0
3163,Samoa,2022-10-30,19.0,403.0,422.0
3164,Samoa,2022-10-31,19.0,659.0,678.0
3165,Samoa,2022-11-01,19.0,38.0,57.0
3166,Samoa,2022-11-02,19.0,403.0,422.0
3167,Samoa,2022-11-03,19.0,511.0,530.0
3168,Samoa,2022-11-04,0.0,437.5,437.5
3169,Samoa,2022-11-05,0.0,403.0,403.0
3170,Samoa,2022-11-06,19.0,745.0,764.0
3171,Samoa,2022-11-07,38.0,686.0,724.0
3172,Samoa,2022-11-08,19.0,38.0,57.0
3173,Samoa,2022-11-09,19.0,598.0,617.0
3174,Samoa,2022-11-10,57.0,270.0,327.0
3175,Samoa,2022-11-11,19.0,286.5,305.5
3176,Samoa,2022-11-12,0.0,464.0,464.0
3177,Samoa,2022-11-13,0.0,384.0,384.0
3178,Samoa,2022-11-14,19.0,659.0,678.0
3179,Samoa,2022-11-15,19.0,252.0,271.0
3180,Samoa,2022-11-16,0.0,868.0,868.0
3181,Samoa,2022-11-17,19.0,0.0,19.0
3182,Samoa,2022-11-18,19.0,586.0,605.0
3183,Samoa,2022-11-19,19.0,170.0,189.0
3184,Samoa,2022-11-20,0.0,531.0,531.0
3185,Samoa,2022-11-21,19.0,659.0,678.0
3186,Samoa,2022-11-22,19.0,233.0,252.0
3187,Samoa,2022-11-23,0.0,598.0,598.0
3188,Samoa,2022-11-24,0.0,289.0,289.0
3189,Samoa,2022-11-25,19.0,296.0,315.0
3190,Samoa,2022-11-26,0.0,807.0,807.0
3191,Samoa,2022-11-27,38.0,726.0,764.0
3192,Samoa,2022-11-28,0.0,659.0,659.0
3193,Samoa,2022-11-29,19.0,252.0,271.0
3194,Samoa,2022-11-30,0.0,914.0,914.0
3195,Samoa,2022-12-01,0.0,0.0,0.0
3196,Samoa,2022-12-02,0.0,414.5,414.5
3197,Samoa,2022-12-03,19.0,505.0,524.0
3198,Samoa,2022-12-04,0.0,705.0,705.0
3199,Samoa,2022-12-05,19.0,637.0,656.0
3200,Samoa,2022-12-06,0.0,19.0,19.0
3201,Samoa,2022-12-07,19.0,919.0,938.0
3202,Samoa,2022-12-08,19.0,472.0,491.0
3203,Samoa,2022-12-09,19.0,433.5,452.5
3204,Samoa,2022-12-10,19.0,719.0,738.0
3205,Samoa,2022-12-11,0.0,793.0,793.0
3206,Samoa,2022-12-12,38.0,686.0,724.0
3207,Samoa,2022-12-13,38.0,189.0,227.0
3208,Samoa,2022-12-14,19.0,1212.0,1231.0
3209,Samoa,2022-12-15,19.0,472.0,491.0
3210,Samoa,2022-12-16,19.0,277.0,296.0
3211,Samoa,2022-12-17,19.0,1323.0,1342.0
3212,Samoa,2022-12-18,0.0,705.0,705.0
3213,Samoa,2022-12-19,19.0,678.0,697.0
3214,Samoa,2022-12-20,19.0,189.0,208.0
3215,Samoa,2022-12-21,19.0,980.0,999.0
3216,Samoa,2022-12-22,19.0,715.0,734.0
3217,Samoa,2022-12-23,19.0,189.0,208.0
3218,Samoa,2022-12-24,19.0,1277.0,1296.0
3219,Samoa,2022-12-25,0.0,705.0,705.0
3220,Samoa,2022-12-26,0.0,686.0,686.0
3221,Samoa,2022-12-27,0.0,170.0,170.0
3222,Samoa,2022-12-28,57.0,919.0,976.0
3223,Samoa,2022-12-29,19.0,780.0,799.0
3224,Samoa,2022-12-30,57.0,437.5,494.5
3225,Samoa,2022-12-31,0.0,983.0,983.0
3226,Samoa,2023-01-01,0.0,705.0,705.0
3227,Samoa,2023-01-02,0.0,686.0,686.0
3228,Samoa,2023-01-03,19.0,189.0,208.0
3229,Samoa,2023-01-04,0.0,1151.0,1151.0
3230,Samoa,2023-01-05,0.0,276.0,276.0
3231,Samoa,2023-01-06,321.0,691.0,1012.0
3232,Samoa,2023-01-07,0.0,686.0,686.0
3233,Samoa,2023-01-08,0.0,686.0,686.0
3234,Samoa,2023-01-09,0.0,659.0,659.0
3235,Samoa,2023-01-10,0.0,170.0,170.0
3236,Samoa,2023-01-11,0.0,1151.0,1151.0
3237,Samoa,2023-01-12,0.0,472.0,472.0
3238,Samoa,2023-01-13,19.0,428.0,447.0
3239,Samoa,2023-01-14,0.0,1212.0,1212.0
3240,Samoa,2023-01-15,0.0,686.0,686.0
3241,Samoa,2023-01-16,0.0,726.0,726.0
3242,Samoa,2023-01-17,0.0,170.0,170.0
3243,Samoa,2023-01-18,0.0,1151.0,1151.0
3244,Samoa,2023-01-19,19.0,472.0,491.0
3245,Samoa,2023-01-20,19.0,414.5,433.5
3246,Samoa,2023-01-21,0.0,983.0,983.0
3247,Samoa,2023-01-22,0.0,829.0,829.0
3248,Samoa,2023-01-23,0.0,659.0,659.0
3249,Samoa,2023-01-24,19.0,170.0,189.0
3250,Samoa,2023-01-25,0.0,1283.0,1283.0
3251,Samoa,2023-01-26,19.0,170.0,189.0
3252,Samoa,2023-01-27,76.0,277.0,353.0
3253,Samoa,2023-01-28,0.0,441.0,441.0
3254,Samoa,2023-01-29,0.0,472.0,472.0
3255,Samoa,2023-01-30,0.0,659.0,659.0
3256,Samoa,2023-01-31,19.0,276.0,295.0
3257,Samoa,2023-02-01,0.0,302.0,302.0
3258,Samoa,2023-02-02,0.0,723.0,723.0
3259,Samoa,2023-02-03,0.0,277.0,277.0
3260,Samoa,2023-02-04,0.0,1285.0,1285.0
3261,Samoa,2023-02-05,0.0,443.0,443.0
3262,Samoa,2023-02-06,0.0,659.0,659.0
3263,Samoa,2023-02-07,0.0,170.0,170.0
3264,Samoa,2023-02-08,0.0,275.0,275.0
3265,Samoa,2023-02-09,0.0,591.0,591.0
3266,Samoa,2023-02-10,0.0,236.0,236.0
3267,Samoa,2023-02-11,0.0,467.0,467.0
3268,Samoa,2023-02-12,0.0,554.0,554.0
3269,Samoa,2023-02-13,0.0,170.0,170.0
3270,Samoa,2023-02-14,0.0,445.0,445.0
3271,Samoa,2023-02-15,0.0,302.0,302.0
