,date,ym,pac_news_count,pac_epu_count,pac_ratio,pacific_abc_news_count,pacific_abc_epu_count,pacific_abc_ratio,news_total,pac_weights,pacific_abc_weights,pac_z_score,pacific_abc_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
0,2015-01-01,2015-1,260.0,9.0,0.03461538461538462,34,1.0,0.029411764705882353,294.0,0.8843537414965986,0.11564625850340136,0.22953139130036582,0.41604128285967357,0.3227863370800197,0.2511005624330749,30.67551007688319,39.66792980588412
1,2015-02-01,2015-2,506.0,19.0,0.037549407114624504,29,0.0,0.0,535.0,0.9457943925233645,0.05420560747663551,0.24898662121734894,0.0,0.12449331060867447,0.2354901501607076,28.76847588179678,15.299259414758891
2,2015-03-01,2015-3,357.0,18.0,0.05042016806722689,55,4.0,0.07272727272727272,412.0,0.866504854368932,0.13349514563106796,0.3343314383086561,1.0287566267075565,0.6815440325081064,0.4270338299638491,52.16826448852516,83.7564597241568
3,2015-04-01,2015-4,495.0,21.0,0.04242424242424243,48,1.0,0.020833333333333332,543.0,0.9116022099447514,0.08839779005524862,0.2813112001122329,0.29469590869226875,0.2880035544022508,0.28249437877124156,34.510711878511664,35.3933963972008
4,2015-05-01,2015-5,252.0,10.0,0.03968253968253968,33,1.0,0.030303030303030304,285.0,0.8842105263157894,0.11578947368421053,0.2631312245947756,0.42864859446148185,0.3458899095281287,0.2822963937372363,34.48652518674621,42.507179132318754
5,2015-06-01,2015-6,508.0,26.0,0.051181102362204724,49,0.0,0.0,557.0,0.9120287253141831,0.08797127468581688,0.3393771227450728,0.0,0.1696885613725364,0.3095216846579838,37.81248223715328,20.85340415049399
6,2015-07-01,2015-7,492.0,9.0,0.018292682926829267,52,1.0,0.019230769230769232,544.0,0.9044117647058824,0.09558823529411764,0.12129707670344535,0.27202699263901736,0.19666203467123136,0.13570508337375736,16.578308754786132,24.16823418671163
7,2015-08-01,2015-8,480.0,28.0,0.058333333333333334,36,2.0,0.05555555555555555,516.0,0.9302325581395349,0.06976744186046512,0.3868029001543202,0.7858557565127167,0.5863293283335185,0.4146437971095571,50.654645506584224,72.0553132758508
8,2015-09-01,2015-9,357.0,15.0,0.04201680672268908,57,2.0,0.03508771929824561,414.0,0.8623188405797102,0.13768115942028986,0.2786095319238801,0.4963299514817158,0.38746974170279797,0.3085855317180749,37.69811782210211,47.617017048526264
9,2015-10-01,2015-10,416.0,24.0,0.057692307692307696,53,1.0,0.018867924528301886,469.0,0.8869936034115139,0.11300639658848614,0.38255231883394303,0.2668944078722434,0.3247233633530932,0.36948223507920935,45.137517477375,39.905975266319416
10,2015-11-01,2015-11,287.0,12.0,0.041811846689895474,47,0.0,0.0,334.0,0.8592814371257484,0.1407185628742515,0.2772504610364465,0.0,0.13862523051822326,0.2382361746031741,29.103941878527472,17.035962436533282
11,2015-12-01,2015-12,212.0,11.0,0.05188679245283019,20,0.0,0.0,232.0,0.9137931034482759,0.08620689655172414,0.34405648800788585,0.0,0.17202824400394293,0.3143964459382405,38.408003757798106,21.140932945021845
12,2016-01-01,2016-1,153.0,1.0,0.006535947712418301,39,1.0,0.02564102564102564,192.0,0.796875,0.203125,0.04333926052149246,0.3627026568520231,0.20302095868675776,0.10820995040113149,13.219386654435105,24.94969648084312
13,2016-02-01,2016-2,458.0,11.0,0.024017467248908297,47,0.0,0.0,505.0,0.906930693069307,0.09306930693069307,0.15925758833552794,0.0,0.07962879416776397,0.14443559496568673,17.644865092691408,9.78575935446426
14,2016-03-01,2016-3,291.0,11.0,0.037800687285223365,50,0.0,0.0,341.0,0.8533724340175953,0.1466275659824047,0.2506528366243017,0.0,0.12532641831215086,0.213900221283495,26.130958568355307,15.401641870600105
15,2016-04-01,2016-4,273.0,14.0,0.05128205128205128,55,2.0,0.03636363636363636,328.0,0.8323170731707317,0.1676829268292683,0.3400465056301716,0.5143783133537783,0.4272124094919749,0.3692789733887032,45.11268616686359,52.50108175343607
16,2016-05-01,2016-5,288.0,16.0,0.05555555555555555,52,0.0,0.0,340.0,0.8470588235294118,0.15294117647058825,0.36838371443268586,0.0,0.18419185721634293,0.31204267575474565,38.12045720560069,22.635746385578944
17,2016-06-01,2016-6,279.0,11.0,0.03942652329749104,29,1.0,0.034482758620689655,308.0,0.9058441558441559,0.09415584415584416,0.26143360379093833,0.4877725385251345,0.3746030711580364,0.2827447372561711,34.54129673325223,46.0358033310494
18,2016-07-01,2016-7,414.0,26.0,0.06280193236714976,39,3.0,0.07692307692307693,453.0,0.9139072847682119,0.08609271523178808,0.41643376414129707,1.0881079705560694,0.7522708673486833,0.4742600203227013,57.93761627415443,92.44823752748079
19,2016-08-01,2016-8,409.0,25.0,0.061124694376528114,37,2.0,0.05405405405405406,446.0,0.9170403587443946,0.08295964125560538,0.4053121552437864,0.7646164117421028,0.5849642834929446,0.4351199074644987,53.156094023633216,71.88755988390862
20,2016-09-01,2016-9,372.0,15.0,0.04032258064516129,29,1.0,0.034482758620689655,401.0,0.9276807980049875,0.07231920199501247,0.2673752766043688,0.4877725385251345,0.3775739075647516,0.2833142307083643,34.610868469620314,46.40089601468777
21,2016-10-01,2016-10,393.0,11.0,0.027989821882951654,24,0.0,0.0,417.0,0.9424460431654677,0.05755395683453238,0.18559790192791809,0.0,0.09279895096395904,0.17491600829177892,21.368481706976407,11.404269171360385
22,2016-11-01,2016-11,318.0,15.0,0.04716981132075472,20,1.0,0.05,338.0,0.9408284023668639,0.05917159763313609,0.3127786254617144,0.7072701808614451,0.5100244031615797,0.3361213210474973,41.06200667549629,62.67803156391348
23,2016-12-01,2016-12,296.0,9.0,0.030405405405405407,20,3.0,0.15,316.0,0.9367088607594937,0.06329113924050633,0.20161541127734836,2.121810542584335,1.1617129769308419,0.32314674870184124,39.47697786920478,142.7654876608153
