,ner,url
0,"Tuvalu, Australia, Pacific, the Pacific Islands Forum, Cook Islands, Pacific island, Massey University, ABC, Nauru, Kiribati, Palau, the Federated States of Micronesia, the Republic of Marshall Islands, the United States, Washington, US, New Zealand, Niue, Wellington, Labor",https://www.abc.net.au/news/2023-11-10/tuvalu-residents-resettle-australia-sea-levels-climate-change/103090070
1,"Fiji International Christian Embassy, Jerusalem, Israel, Papua New Guinea, Pacific, Gaza, Pacific Island, Tonga, the Federated States of Micronesia, Nauru, the United States, UN, Griffith University's, Pacific Hub, ABC, US, Methodist, Hamas, Indo, the Middle East, the Pacific Conference of Churches, Pacific Beat, Tel Aviv, Old Testament, the Holy Land, the University of Trinity College, Toronto, Malaita, Ark, Kwara'ae, West, Lake Tanganyika, Eastern Afrika, Mana Island, Nadi, the International Christian Embassy",https://www.abc.net.au/news/2023-11-04/pacific-nations-recall-lost-tribes-israel-theory-amid-gaza-war/103043638
2,"Pacific, Lowy Pacific Aid Map, Australia, the Lowy Institute, Beijing, The Lowy Institute's, China, Papua New Guinea, Fiji, Pacific Island, ABC.""So, Kiribati, Solomon Islands",https://www.abc.net.au/news/2023-10-31/china-invests-less-in-pacific-says-lowy/103042142
3,"Pacific, the Australian Museum, Gadigal Country, Sydney, Fiji, Rotuman, the Rotuma islands, suru, Kanava, Tokelau, New Zealand, Hawaii, Newcastle Harbour, be"", South Sea Islanders, Pacific islands, Togo, Queensland, The Australian Museum, Wansolmoana Connect, Pasifika, Tokeleaun, Mount Druitt",https://www.abc.net.au/news/2023-10-28/pacific-culture-and-history-in-pacific-exhibition-gadigal-sydney/102998920
4,"the Marshall Islands', Pacific, Ketedromo, Majuro, the Water Quality Division, the Republic of the Marshall Islands' Environmental Protection Agency, the Pacific Ocean, Northern islands, Sydney, El Niño, the National Weather Service, The Marshall Islands",https://www.abc.net.au/news/science/2023-10-24/marshall-islands-fresh-water-catchment-storage-airport-lens/102944572
5,"Labor, Pacific Engagement Visa, Australia, Senate, Coalition, House, Pacific Affairs, the Pacific Engagement Visa, the Immigration Advice and Rights Centre (IARC, Pacific Island, the Australian National University, New Zealand, Pacific Islands Forum, Cook Islands, Fiji, ABC, ""There, ABC.""It",https://www.abc.net.au/news/2023-10-19/labor-expands-pacific-immigration-with-new-visa/102997646
6,"Bikini Bottom, SpongeBob SquarePants, the Pacific Ocean, Bikini Atoll, Marshall Islands, the United States, Papua New Guinea, Hawaii, US, Hiroshima, The Conversation, Enewetak Atoll, population"", The Marshall Islands', National Nuclear Commission, the Manhattan Project Beer Company, Bikini Atoll""., the Marshall Islands, US Civil Defense Administration, Duck and Cover, ABC, the Enewetak Atoll, the Western Ecological Research Centre, Europe, Chernobyl, National Geographic Pristine Seas, the University of California, Pacific Beat, Rongerik Atoll",https://www.abc.net.au/news/2023-09-24/researchers-drawn-to-bikini-atoll-nuclear-turtles-spongebob/102862316
7,"the Marshall Islands', Atina, Majuro, the International Maritime Organization, the Micronesian Center for Sustainable Transport, Pacific, South Korea, electrofuels, Majel, Canoes of the Marshall Islands",https://www.abc.net.au/news/science/2023-09-05/marshall-islands-sustainable-sea-transport-climate-canoes/102743722
8,"Pacific, Australia, New Zealand, Pacific Engagement Visa, Timor-Leste, the Federated States of Micronesia, Fiji, Kiribati, Nauru, Palau, Papua New Guinea, the Republic of the Marshall Islands, Samoa, Solomon Islands, Tonga, Tuvalu, Vanuatu, International Development, ABC, China, the Australian National University, the Department of Foreign Affairs and Trade, Pacific family"", DFAT, Nationals, East Sepik Province, Pacific Island, South Pacific",https://www.abc.net.au/news/2023-02-16/government-announces-3-000-visas-for-pacific-workers/101981264
9,"US, Pacific, the United States, Kiribati, the Pacific Islands Forum, Palau, Nauru, Federated States, Micronesia, Suva, Fiji, PIF, The White House, Washington, Cook Islands, the Federated States of Micronesia, FSM, MPS, Blue Pacific Continent, Australia, China, Beijing, High Court",https://www.abc.net.au/news/2023-02-14/joe-biden-pacific-islands-visit-pif-summit-micronesia/101974228
