,date,total,train_pred,mean_se,mean_ci_lower,mean_ci_upper
0,2010-01-01,3158,4508.842055583193,,-1.0,
1,2010-02-01,2379,4128.750020603942,,-1.0,
2,2010-03-01,3134,4478.2191048710465,,-1.0,
3,2010-04-01,2818,4241.6708383909345,,-1.0,
4,2010-05-01,3670,3756.186868498684,,-1.0,
5,2010-06-01,4701,4280.7801338559075,,-1.0,
6,2010-07-01,4900,3717.767038187056,,-1.0,
7,2010-08-01,4216,4034.2187962490057,,-1.0,
8,2010-09-01,4576,3817.935766151201,,-1.0,
9,2010-10-01,3467,3940.3771008646613,,-1.0,
10,2010-11-01,3569,3940.9976252122433,,-1.0,
11,2010-12-01,6493,4345.388856612465,,-1.0,
12,2011-01-01,2844,2752.120238711304,7594.30624185896,281.32003657242376,8100.251686816055
13,2011-02-01,2302,2508.141600025726,7528.024796466073,268.570979389898,7814.217669275685
14,2011-03-01,2477,2804.7008467664914,7523.589203277575,313.6821977797062,8023.236104343669
15,2011-04-01,3520,2330.154791258089,7523.280300093316,245.33672741801746,7656.371439436368
16,2011-05-01,3812,3863.9623221989996,7523.258728966642,501.9975352294087,8575.163447610812
17,2011-06-01,4323,4627.448701008498,7523.257222340371,679.8326748913563,8841.163300286931
18,2011-07-01,5280,4943.77735222163,7523.2571171093,767.8633880604907,8930.879194486148
19,2011-08-01,4486,4278.041063463977,7523.257109759377,593.020644737019,8729.233080451928
20,2011-09-01,3561,4887.312545836042,7523.257109246017,751.4208136819508,8915.588542434427
21,2011-10-01,3155,3384.4085428494823,7523.257109210161,409.84467642938375,8359.187343621488
22,2011-11-01,2996,3800.699846000912,7523.257109207838,489.08481059516987,8549.213564034653
23,2011-12-01,7249,6342.183451689325,7504.8267081712,1343.1189508496811,9224.762265503947
24,2012-01-01,3043,2741.618972653836,7245.450887685853,413.1462003885601,7501.089704081535
25,2012-02-01,2241,2542.3924060999384,7230.257230493552,379.87259437941617,7294.818364119614
26,2012-03-01,2629,2716.7053345068507,7229.207807189228,415.12777025427164,7450.215955082657
27,2012-04-01,3022,3253.619010915171,7229.134566424511,532.4849078726651,7858.403660403692
28,2012-05-01,3497,4242.480047743781,7229.129451158241,798.2796327737163,8401.528951380298
29,2012-06-01,4892,4418.004532744153,7229.12909388089,853.965680134155,8478.131748572894
30,2012-07-01,5789,5565.980622478936,7229.129068926653,1308.9518717797241,8881.858282879311
31,2012-08-01,4286,4324.33823099596,7229.129067183713,823.8784202062674,8437.853689824517
32,2012-09-01,4156,4254.83731319566,7229.129067061974,802.1037044536246,8407.081363056514
33,2012-10-01,3909,3345.467987257577,7229.129067053472,554.2346636995354,7918.689741782953
34,2012-11-01,4052,3701.5552166858815,7229.129067052922,643.8084539391014,8131.3000237359165
35,2012-12-01,5941,7098.319412619948,7221.394369260051,2362.224392166695,9244.677665753881
36,2013-01-01,2927,2999.990780859866,7120.691918659685,530.5659931246543,7491.350419182542
37,2013-02-01,2621,2276.8786732529106,7114.168640331386,371.6950403198926,6782.4074488640135
38,2013-03-01,2797,2848.422722345129,7113.715312341689,497.86925023876137,7352.343204689472
39,2013-04-01,3088,3636.2430115920397,7113.683660519031,703.3581815378991,7928.468146125872
40,2013-05-01,3965,3711.397447086029,7113.681449833625,725.2613776357801,7974.221347851453
41,2013-06-01,4693,4518.676426126892,7113.681295427302,992.2355170901392,8392.925756321942
42,2013-07-01,5415,5610.785651072961,7113.681284642705,1479.1915564931508,8806.759893364891
43,2013-08-01,4753,4541.704736659341,7113.681283889448,1000.8206080512108,8403.211598359925
44,2013-09-01,4068,4953.714973021194,7113.681283836837,1165.3553387369002,8574.71801340851
45,2013-10-01,4037,3637.508211817439,7113.681283833162,703.7248587388385,7929.246143968065
46,2013-11-01,3395,3799.0724106762905,7113.681283832924,751.3845566497318,8025.941303203475
47,2013-12-01,6429,6512.597435974624,7109.456571676778,2064.6578089165673,9060.431727222845
48,2014-01-01,3259,3170.1001587623587,7055.705778393207,610.7225564976461,7512.845282199538
49,2014-02-01,2441,2317.035468054469,7052.105846111718,404.520440915629,6697.424783407513
50,2014-03-01,2484,2974.1198044050975,7051.855126030476,561.3079017386676,7347.296895681219
51,2014-04-01,3363,2944.796833279574,7051.837617840669,553.7918955883489,7322.292808494388
52,2014-05-01,4189,4053.3163211519536,7051.836394988183,881.3948888147845,8084.560639180723
53,2014-06-01,4463,4635.658362449315,7051.836309577434,1097.9863274279294,8375.56599003361
54,2014-07-01,5477,5933.826477335713,7051.836303611871,1754.0114714104157,8861.301588277449
55,2014-08-01,5090,4602.462139484182,7051.836303195203,1084.608221799987,8360.4576482654
56,2014-09-01,4779,4498.44124315873,7051.836303166101,1043.5490843118557,8312.041641515852
57,2014-10-01,4102,4041.550914459187,7051.836303164068,877.3834229386091,8078.056610703647
58,2014-11-01,3488,3621.7231985153076,7051.836303163937,742.4165392354809,7826.613317796975
59,2014-12-01,7301,6479.76422888926,7049.1790800017825,2142.825329003491,9017.096489687407
60,2015-01-01,3343,3363.3966095466244,7015.708350296088,690.1799799810686,7591.207046906321
61,2015-02-01,2381,2597.2411148728747,7013.432355936203,486.57576906899004,6922.853706430868
62,2015-03-01,2944,2748.47961114738,7013.27368056687,524.2167069667724,7072.183309791736
63,2015-04-01,3642,3390.31427518301,7013.262599220149,699.7322537892223,7606.820907403312
64,2015-05-01,3820,4218.469708799341,7013.2618252440925,973.5350967586512,8123.1438366207785
65,2015-06-01,5898,4574.2744436716075,7013.2617711853245,1112.0331643945883,8302.60883568231
66,2015-07-01,5961,5832.239318220127,7013.26176740956,1747.5544221257037,8799.807218925656
67,2015-08-01,4809,4793.282860464395,7013.261767145838,1204.872209054241,8403.181753782552
68,2015-09-01,4915,4376.497940406934,7013.261767127419,1033.2781397177876,8205.478677924893
69,2015-10-01,4045,3826.1101648221475,7013.261767126133,836.1995500460482,7898.078651665007
70,2015-11-01,3550,3764.239742295865,7013.26176712605,815.8574405226686,7859.5973085320975
71,2015-12-01,8444,6742.41076328003,7011.437493826586,2431.95322026278,9065.339401724896
72,2016-01-01,3581,3806.862485416629,6988.579450569041,849.2723351658647,7849.792653972658
73,2016-02-01,3259,2444.21840758887,6987.012314861979,461.68432931509034,6705.253849764764
74,2016-03-01,3315,2800.5367120670653,6986.902997905314,551.3830544201392,7070.848619346736
75,2016-04-01,3537,3508.5322077201463,6986.895363284481,753.8452139143619,7648.535200443116
76,2016-05-01,5220,4389.580655711713,6986.894830043357,1063.7048385917678,8179.145160597758
77,2016-06-01,6763,5107.606494020707,6986.89479279884,1381.4157386860534,8509.660312342854
78,2016-07-01,6103,6257.440029530147,6986.894790197477,2078.565762348132,8914.347508661984
79,2016-08-01,5880,4680.037458212047,6986.894790015783,1183.927743704233,8321.837699704653
80,2016-09-01,5185,5016.511083863182,6986.894790003093,1337.0878092472053,8471.655372958603
81,2016-10-01,4298,4164.6495786400255,6986.894790002206,977.326266165921,8058.894675890605
82,2016-11-01,5880,3626.062334355419,6986.8947900021485,791.068893544897,7729.507131945992
83,2016-12-01,8108,7535.080886735054,6985.565368503969,3355.328736037419,9245.031398099565
84,2017-01-01,3351,3583.319748809106,6968.959601935404,790.6028824971784,7672.115935215728
85,2017-02-01,2936,2496.6890495920698,6967.815489652686,483.3647706557677,6723.465923140931
86,2017-03-01,2560,2753.239599537474,6967.735654061013,549.1144259010886,6988.373077256663
87,2017-04-01,3840,3479.8561670560143,6967.730078266741,758.5078977111061,7597.066337958614
88,2017-05-01,5256,4460.454468379684,6967.7296888239935,1111.200293065582,8191.488970607816
89,2017-06-01,6545,5437.542796432902,6967.72966162315,1579.1632838520532,8621.700714189796
90,2017-07-01,6276,6033.734908812059,6967.729659723292,1949.340386635328,8830.91531668846
91,2017-08-01,6810,4958.045715043988,6967.729659590594,1331.6132044226954,8426.317922448736
92,2017-09-01,6390,5014.415550353894,6967.729659581327,1358.7690088765657,8450.731144072448
93,2017-10-01,4639,4326.025437239772,6967.729659580679,1057.0183202143817,8121.411800034713
94,2017-11-01,4278,4000.9604218162444,6967.729659580637,934.2014456909192,7938.338245565958
95,2017-12-01,9625,7304.20427100277,6966.718010634214,3105.081728602064,9184.05408211453
96,2018-01-01,4294,7883.12318242693,6954.106727318138,3941.8872539216,9310.360462228986
97,2018-02-01,2336,1893.3852731577738,6953.235045483699,347.8607649359071,5917.916090787525
98,2018-03-01,2835,2964.1857731398186,6953.174206545736,614.6387115583008,7157.476178514269
99,2018-04-01,3099,3396.0972212268343,6953.169957430617,742.5123892153905,7511.393270325999
100,2018-05-01,4348,4208.947197648185,6953.169660649787,1024.985857547264,8038.256210942822
101,2018-06-01,4785,5587.882163922253,6953.169639920965,1685.7742323959696,8664.94527383909
102,2018-07-01,7011,5691.242726272773,6953.1696384731495,1748.2299547612167,8702.558224859717
103,2018-08-01,5855,5609.796560648987,6953.1696383720255,1698.8288492211282,8673.008222327155
104,2018-09-01,5061,4814.069796564665,6953.169638364962,1280.7434384875705,8345.705281254151
105,2018-10-01,4504,3959.281090032217,6953.169638364469,931.6323677310331,7892.40322701951
106,2018-11-01,3636,4109.102308021062,6953.169638364438,986.8823639535008,7981.419966578986
107,2018-12-01,6282,8563.978971835075,6952.374110513064,5326.0425996528,9446.058128086279
108,2019-01-01,4372,2702.7165025200707,6942.470443862036,549.0214263587897,6888.618176093102
109,2019-02-01,2709,3066.5541531497192,6941.784408095399,650.724184042578,7226.362265247085
110,2019-03-01,3109,2763.8221069566785,6941.736519048205,565.8309132743459,6947.91755955492
111,2019-04-01,4183,3746.374831581072,6941.733174344411,865.9563643007019,7740.030177009707
112,2019-05-01,5166,4625.818055067602,6941.732940732313,1208.4694239876246,8242.637908106852
113,2019-06-01,6647,5418.095814490425,6941.732924415546,1603.3293706344964,8590.135040603327
114,2019-07-01,8121,6431.977247276535,6941.732923275892,2292.500588700195,8936.9105825607
115,2019-08-01,7890,5969.494798823039,6941.732923196292,1946.189494345883,8789.99743627066
116,2019-09-01,6811,5320.70506230326,6941.732923190733,1549.2391532610256,8551.604719148356
117,2019-10-01,5649,4534.240612282917,6941.732923190344,1168.7077876144117,8196.84081328274
118,2019-11-01,4938,4169.085923209327,6941.7329231903195,1020.1830064784351,8000.18847636641
119,2019-12-01,7689,8527.56231599813,6941.091019493814,5262.810767741438,9437.122160241493
120,2020-01-01,4665,2301.712177354158,6933.107540443577,450.84570953494915,6424.590049002588
121,2020-02-01,3008,1522.1336965212622,6932.553649882201,274.4698218856867,5248.546078684727
122,2020-03-01,1259,742.5674125188037,6932.514981092691,123.66156894367272,3350.4300261930694
123,2020-04-01,0,0.054503851944497805,6932.512280336773,-0.8347079257650616,5.724013258442418
124,2020-05-01,0,1.901576926595888,6932.512091701357,-0.545107990082313,17.482749707030436
125,2020-06-01,0,5.268162543066416,6932.512078526011,-0.017024719118773013,38.852696300044244
126,2020-07-01,1,6.657598202737032,6932.512077605772,0.2010132831299125,47.64902118670326
127,2020-08-01,5,3.443594023066515,6932.512077541496,-0.303265558815885,27.280908663403697
128,2020-09-01,16,5.013560506825458,6932.512077537007,-0.056972534534157626,37.23936998594089
129,2020-10-01,13,7.410308616477991,6932.512077536694,0.31915498408710885,52.40864843970199
130,2020-11-01,20,6.053842124172523,6932.512077536673,0.10626198398350617,43.828396731810145
131,2020-12-01,23,81.99087496060649,6931.983268210202,12.109753024692662,504.7743984412832
132,2021-01-01,18,3.0781328853071876,6925.411026251948,-0.35598865924123857,24.77530798756914
133,2021-02-01,41,5.041566285070544,6924.954517273134,-0.045323415455459926,37.126036081216725
134,2021-03-01,23,6.1326408113776,6924.922644422953,0.12722992843254377,43.98286264811719
135,2021-04-01,2,6.091423313739707,6924.920418305362,0.12071446114233941,43.72383644068648
136,2021-05-01,18,5.235412142164813,6924.920262821194,-0.014641513962183939,38.34376014693569
137,2021-06-01,52,12.712236163003602,6924.920251961315,1.1683114192286648,85.16493373453193
138,2021-07-01,22,17.862504446476564,6924.920251202801,1.9840675573485647,117.19360492167742
139,2021-08-01,14,8.99311522299365,6924.920251149822,0.5796935415765567,61.923351146953806
140,2021-09-01,4,6.405303399068168,6924.920251146122,0.1703517954745397,45.69530666829861
141,2021-10-01,8,3.2123674066429135,6924.920251145863,-0.3344534126648434,25.608605176073286
142,2021-11-01,0,4.070488958003686,6924.920251145848,-0.19881156955210977,31.01399288315737
143,2021-12-01,0,27.196794123531976,6924.477105392919,3.466407630727873,174.70641742577394
