,date,total,train_pred,mean_se,mean_ci_lower,mean_ci_upper
0,2003-12-01,4734.0,6592.0,,-1.0,
1,2004-01-01,4492.0,6421.672720747723,,-1.0,
2,2004-02-01,3488.0,6591.999583119849,,-1.0,
3,2004-03-01,4014.0,6591.999243207634,,-1.0,
4,2004-04-01,3955.0,6474.341220746561,,-1.0,
5,2004-05-01,3792.0,6405.71519108272,,-1.0,
6,2004-06-01,4373.0,6438.305764440643,,-1.0,
7,2004-07-01,6116.0,6478.048254735701,,-1.0,
8,2004-08-01,5741.0,6591.9985811896,,-1.0,
9,2004-09-01,7146.0,6259.046371476754,,-1.0,
10,2004-10-01,6915.0,6591.998888374293,,-1.0,
11,2004-11-01,5244.0,6202.3535686327705,,-1.0,
12,2004-12-01,6178.0,4733.999560088138,9710.861444843746,915.6371137429524,10650.168743894745
13,2005-01-01,4994.0,4604.2613101140205,9696.408293653778,888.7489052443043,10537.60539285711
14,2005-02-01,3440.0,3463.4338352043337,9686.51808539196,607.8652784431501,9545.804090400728
15,2005-03-01,4214.0,4089.5234534873302,9679.747519159138,761.9001517855218,10113.908117632149
16,2005-04-01,4186.0,4042.703974555995,9675.157940639147,752.5016588445271,10066.206452483151
17,2005-05-01,4008.0,4020.250156479836,9672.110211766045,748.4604442944734,10041.518824884874
18,2005-06-01,5115.0,4642.699408241209,9670.153457416762,916.3615120151024,10522.32270890827
19,2005-07-01,6428.0,6288.851637609706,9668.960975079333,1470.036176672041,11455.686194895967
20,2005-08-01,5394.0,5789.477122837695,9668.291323233565,1282.6532092949496,11212.313220944781
21,2005-09-01,6685.0,7460.887121641416,9667.963557674919,2006.6814154218202,11924.575882018125
22,2005-10-01,5897.0,6947.5419413898635,9667.84076352892,1753.6900174720895,11733.559892010853
23,2005-11-01,5544.0,5459.169445113661,9667.818655492003,1169.148915485537,11033.59940076889
24,2005-12-01,6176.0,5820.767489270197,9607.544975086068,1348.4712146582863,11150.657944227149
25,2006-01-01,5662.0,4958.239958269632,9606.151669518842,1054.664456792649,10637.27895685329
26,2006-02-01,7885.0,3553.5040936249247,9605.316764540179,666.3914747068699,9475.582017531568
27,2006-03-01,4179.0,4492.352287184204,9604.85954238469,915.5026246981303,10304.130132131973
28,2006-04-01,4742.0,4563.913953088929,9604.644828427257,936.3814428555879,10357.590696629071
29,2006-05-01,4653.0,4272.770739926072,9604.570961777503,853.7050859750423,10131.086403722928
30,2006-06-01,5749.0,5161.75558180134,9604.561259761604,1121.0376124005052,10766.39474831679
31,2006-07-01,6712.0,6735.856179129236,9604.557782680133,1728.7548107270015,11582.261464122297
32,2006-08-01,5817.0,5760.980556697766,9604.516667705906,1329.0542149242287,11114.815336898138
33,2006-09-01,7231.0,7175.73575373463,9604.404568983799,1940.2920222790144,11761.284948640272
34,2006-10-01,6239.0,6277.532299124234,9604.195898650238,1530.5655985394815,11375.442680933835
35,2006-11-01,6036.0,5740.77175698136,9603.870660163375,1322.1978739247663,11103.065612508834
36,2006-12-01,7211.0,5788.97065060164,9339.308900761738,1593.011166890848,10768.560560396698
37,2007-01-01,6480.0,5684.614782461184,9334.143821023215,1553.5247266778063,10696.872992083936
38,2007-02-01,4234.0,6832.084505776487,9330.553576476195,2105.467550663101,11323.861061056547
39,2007-03-01,5767.0,4336.963963032169,9328.085486709459,1052.3091282929831,9686.201481078338
40,2007-04-01,6328.0,4873.6561417525145,9326.419803694154,1240.9484893318408,10124.334738363046
41,2007-05-01,5843.0,4848.713835014811,9325.326141479538,1232.7145176197841,10103.340270054949
42,2007-06-01,6636.0,5867.461074595853,9324.63616282556,1642.2506045168118,10795.265217293269
43,2007-07-01,9303.0,7151.284041997522,9324.225731078772,2291.854521556724,11467.110306004832
44,2007-08-01,7076.0,6577.272142544505,9324.002816881068,1980.0770251296478,11188.833612591276
45,2007-09-01,8304.0,8157.508261243171,9323.899048641793,2949.1729558900556,11884.195354839738
46,2007-10-01,6785.0,7331.413445648405,9323.863654029448,2398.7751436187477,11547.514695745402
47,2007-11-01,6870.0,6596.05661640744,9323.859025805798,1989.8633730794845,11198.293105855695
48,2007-12-01,6870.0,7042.530959103506,9142.050134159836,2479.120515668381,11209.873238331147
49,2008-01-01,6566.0,6405.518998002715,9133.310458825112,2123.656115242519,10850.83039148756
