,date,total,pred_total
0,2019-01-01,9548.0,11797.752078510806
1,2019-02-01,5835.0,6617.708025930219
2,2019-03-01,7026.0,6957.926451297484
3,2019-04-01,9445.0,12434.169469742346
4,2019-05-01,8359.0,11134.474233699659
5,2019-06-01,10607.0,12401.12032510452
6,2019-07-01,12612.0,12456.081145124965
7,2019-08-01,12275.0,12453.28993816646
8,2019-09-01,11700.0,11540.670621726056
9,2019-10-01,10880.0,12337.462464687138
10,2019-11-01,9860.0,10378.514304400089
11,2019-12-01,12481.0,12212.207211083025
12,2020-01-01,11933.0,12169.04795075298
13,2020-02-01,6594.0,8606.860595287162
14,2020-03-01,3438.0,8803.799046939688
15,2020-04-01,0.0,-0.617642217852159
16,2020-05-01,0.0,-0.8219815537391035
17,2020-06-01,0.0,0.3557653744057787
18,2020-07-01,0.0,0.12107400094418819
19,2020-08-01,0.0,-0.5470875377734388
20,2020-09-01,0.0,1.2277266748920441
21,2020-10-01,0.0,-0.17724939744118007
22,2020-11-01,0.0,0.190405052787481
23,2020-12-01,0.0,1.7193736930283148
24,2021-01-01,0.0,0.5307288340555376
25,2021-02-01,0.0,1.5622357096196025
26,2021-03-01,0.0,1.1801169481579472
27,2021-04-01,0.0,0.9062994236037667
28,2021-05-01,0.0,1.8413801073764198
29,2021-06-01,0.0,0.6616357922934286
30,2021-07-01,0.0,1.324601351517547
31,2021-08-01,0.0,0.03747040221369469
32,2021-09-01,0.0,-0.13406789156846188
33,2021-10-01,0.0,-0.19901818502799307
34,2021-11-01,0.0,-0.4157718465132444
35,2021-12-01,0.0,-0.38436122615273693
36,2022-01-01,0.0,-0.47875944147690963
37,2022-02-01,0.0,-0.6842389828146557
38,2022-03-01,0.0,-0.4117382341209401
39,2022-04-01,0.0,-0.7130135709959216
40,2022-05-01,0.0,-0.06486285360305954
41,2022-06-01,0.0,3.074865215779494
42,2022-07-01,3439.0,640.9192166085618
