,destination_iso_country,date,fl_ranking,fl_wow_change,fl_yoy_change,destination_country,flights_number_7days,week,year,weekday,psg_ranking,psg_wow_change,psg_yoy_change,passengers_number_7days
732,FJ,2022-01-02,2,-7.21%,-28.72%,Fiji,206,52,2021,7,2,-2.80%,-41.63%,19076
733,FJ,2022-01-03,2,-12.00%,-33.33%,Fiji,198,1,2022,1,2,-7.65%,-44.96%,18407
734,FJ,2022-01-04,2,-9.63%,-31.60%,Fiji,197,1,2022,2,2,-10.62%,-44.60%,18136
735,FJ,2022-01-05,2,-10.65%,-31.32%,Fiji,193,1,2022,3,2,-8.99%,-43.49%,18415
736,FJ,2022-01-06,2,-4.37%,-29.14%,Fiji,197,1,2022,4,2,-1.93%,-42.58%,18898
737,FJ,2022-01-07,2,-5.37%,-30.47%,Fiji,194,1,2022,5,2,-1.14%,-42.86%,18629
738,FJ,2022-01-08,2,-5.83%,-31.21%,Fiji,194,1,2022,6,2,-1.55%,-42.82%,18733
739,FJ,2022-01-09,2,-16.50%,-38.57%,Fiji,172,1,2022,7,2,-11.21%,-47.97%,16937
740,FJ,2022-01-10,2,-10.61%,-35.87%,Fiji,177,2,2022,1,2,-7.74%,-47.43%,16983
741,FJ,2022-01-11,2,-8.63%,-33.33%,Fiji,180,2,2022,2,2,-3.58%,-44.27%,17487
742,FJ,2022-01-12,2,-7.77%,-35.04%,Fiji,178,2,2022,3,2,-9.94%,-47.26%,16584
743,FJ,2022-01-13,2,-12.18%,-38.21%,Fiji,173,2,2022,4,2,-16.45%,-49.65%,15789
744,FJ,2022-01-14,2,-14.43%,-40.93%,Fiji,166,2,2022,5,2,-14.33%,-48.72%,15960
745,FJ,2022-01-15,2,-20.62%,-44.60%,Fiji,154,2,2022,6,2,-17.23%,-49.18%,15506
746,FJ,2022-01-16,2,-11.05%,-44.96%,Fiji,153,2,2022,7,2,-13.12%,-51.57%,14715
747,FJ,2022-01-17,2,-19.77%,-48.74%,Fiji,142,3,2022,1,2,-17.09%,-53.24%,14080
748,FJ,2022-01-18,2,-23.33%,-52.74%,Fiji,138,3,2022,2,2,-20.93%,-56.00%,13827
749,FJ,2022-01-19,2,-24.72%,-55.33%,Fiji,134,3,2022,3,2,-16.09%,-56.61%,13915
750,FJ,2022-01-20,2,-23.70%,-55.41%,Fiji,132,3,2022,4,2,-11.19%,-55.28%,14022
751,FJ,2022-01-21,2,-21.08%,-55.74%,Fiji,131,3,2022,5,2,-11.94%,-55.53%,14054
752,FJ,2022-01-22,2,-13.64%,-55.07%,Fiji,133,3,2022,6,2,-10.23%,-56.00%,13919
753,FJ,2022-01-23,2,-4.58%,-51.82%,Fiji,146,3,2022,7,2,8.92%,-49.85%,16028
754,FJ,2022-01-24,2,4.93%,-51.47%,Fiji,149,4,2022,1,2,14.39%,-49.94%,16106
755,FJ,2022-01-25,2,3.62%,-53.72%,Fiji,143,4,2022,2,2,10.37%,-52.91%,15261
756,FJ,2022-01-26,2,7.46%,-51.35%,Fiji,144,4,2022,3,2,10.38%,-50.06%,15359
757,FJ,2022-01-27,2,10.61%,-51.01%,Fiji,146,4,2022,4,2,11.72%,-49.68%,15665
758,FJ,2022-01-28,2,12.98%,-49.83%,Fiji,148,4,2022,5,2,9.02%,-50.43%,15322
759,FJ,2022-01-29,2,7.52%,-51.36%,Fiji,143,4,2022,6,2,8.15%,-50.25%,15053
760,FJ,2022-01-30,2,-8.90%,-54.45%,Fiji,133,4,2022,7,2,-10.91%,-51.90%,14279
761,FJ,2022-01-31,2,-18.79%,-58.42%,Fiji,121,5,2022,1,2,-15.05%,-53.16%,13682
762,FJ,2022-02-01,2,-22.38%,-61.59%,Fiji,111,5,2022,2,2,-14.67%,-54.95%,13022
763,FJ,2022-02-02,2,-34.03%,-67.69%,Fiji,95,5,2022,3,2,-22.12%,-58.63%,11962
764,FJ,2022-02-03,2,-44.52%,-72.45%,Fiji,81,5,2022,4,2,-25.91%,-59.93%,11606
765,FJ,2022-02-04,2,-50.68%,-75.34%,Fiji,73,5,2022,5,2,-29.53%,-61.96%,10797
766,FJ,2022-02-05,2,-48.25%,-74.66%,Fiji,74,5,2022,6,2,-28.33%,-61.01%,10789
767,FJ,2022-02-06,2,-48.12%,-76.21%,Fiji,69,5,2022,7,2,-32.17%,-64.56%,9686
768,FJ,2022-02-07,2,-43.80%,-76.39%,Fiji,68,6,2022,1,2,-33.56%,-66.14%,9091
769,FJ,2022-02-08,2,-39.64%,-76.49%,Fiji,67,6,2022,2,2,-28.94%,-65.22%,9254
770,FJ,2022-02-09,2,-29.47%,-76.33%,Fiji,67,6,2022,3,2,-25.85%,-66.30%,8870
771,FJ,2022-02-10,2,-20.99%,-77.78%,Fiji,64,6,2022,4,2,-29.17%,-68.98%,8220
772,FJ,2022-02-11,2,-23.29%,-80.56%,Fiji,56,6,2022,5,2,-27.15%,-70.22%,7866
773,FJ,2022-02-12,2,-35.14%,-83.45%,Fiji,48,6,2022,6,2,-30.82%,-72.33%,7464
774,FJ,2022-02-13,2,-34.78%,-84.38%,Fiji,45,6,2022,7,2,-24.09%,-72.94%,7353
775,FJ,2022-02-14,2,-30.88%,-83.57%,Fiji,47,7,2022,1,2,-14.84%,-71.59%,7742
776,FJ,2022-02-15,2,-26.87%,-82.81%,Fiji,49,7,2022,2,2,-14.11%,-70.77%,7948
777,FJ,2022-02-16,2,-7.46%,-78.09%,Fiji,62,7,2022,3,2,-7.64%,-69.80%,8192
778,FJ,2022-02-17,2,-4.69%,-78.14%,Fiji,61,7,2022,4,2,-3.28%,-70.50%,7950
779,FJ,2022-02-18,2,8.93%,-77.66%,Fiji,61,7,2022,5,2,1.87%,-70.20%,8013
780,FJ,2022-02-19,2,27.08%,-77.32%,Fiji,61,7,2022,6,2,6.18%,-70.26%,7925
781,FJ,2022-02-20,2,42.22%,-75.94%,Fiji,64,7,2022,7,2,9.78%,-69.59%,8072
782,FJ,2022-02-21,2,27.66%,-76.92%,Fiji,60,8,2022,1,2,-0.41%,-70.66%,7710
783,FJ,2022-02-22,2,16.33%,-77.56%,Fiji,57,8,2022,2,2,-5.83%,-71.19%,7485
784,FJ,2022-02-23,2,-32.26%,-83.46%,Fiji,42,8,2022,3,2,-8.74%,-71.57%,7476
785,FJ,2022-02-24,2,-29.51%,-82.73%,Fiji,43,8,2022,4,2,-5.16%,-70.95%,7540
786,FJ,2022-02-25,2,-24.59%,-81.53%,Fiji,46,8,2022,5,2,-5.39%,-70.51%,7581
787,FJ,2022-02-26,2,-18.03%,-80.31%,Fiji,50,8,2022,6,2,-3.61%,-70.89%,7639
788,FJ,2022-02-27,2,-18.75%,-79.84%,Fiji,52,8,2022,7,2,-2.68%,-70.22%,7856
789,FJ,2022-02-28,2,0.00%,-77.10%,Fiji,60,9,2022,1,2,8.78%,-68.98%,8387
790,FJ,2022-03-01,2,19.30%,-74.53%,Fiji,68,9,2022,2,2,15.43%,-68.64%,8640
791,FJ,2022-03-02,2,116.67%,-66.54%,Fiji,91,9,2022,3,2,20.44%,-67.20%,9004
792,FJ,2022-03-03,2,167.44%,-58.93%,Fiji,115,9,2022,4,2,29.20%,-64.85%,9742
793,FJ,2022-03-04,2,186.96%,-53.85%,Fiji,132,9,2022,5,2,39.27%,-62.42%,10558
794,FJ,2022-03-05,2,184.00%,-50.18%,Fiji,142,9,2022,6,2,48.78%,-58.86%,11365
795,FJ,2022-03-06,2,188.46%,-47.18%,Fiji,150,9,2022,7,2,47.52%,-57.61%,11589
796,FJ,2022-03-07,2,150.00%,-46.04%,Fiji,150,10,2022,1,2,35.63%,-57.20%,11375
797,FJ,2022-03-08,2,117.65%,-46.76%,Fiji,148,10,2022,2,2,31.68%,-57.08%,11377
798,FJ,2022-03-09,2,50.55%,-49.45%,Fiji,137,10,2022,3,2,25.81%,-56.95%,11328
799,FJ,2022-03-10,2,12.17%,-51.69%,Fiji,129,10,2022,4,2,19.82%,-55.59%,11673
800,FJ,2022-03-11,2,-10.61%,-54.44%,Fiji,118,10,2022,5,2,7.08%,-55.87%,11306
801,FJ,2022-03-12,2,-19.01%,-55.43%,Fiji,115,10,2022,6,2,-2.69%,-56.71%,11059
802,FJ,2022-03-13,2,-28.00%,-57.48%,Fiji,108,10,2022,7,2,-6.22%,-57.55%,10868
803,FJ,2022-03-14,2,-28.00%,-57.65%,Fiji,108,11,2022,1,2,-2.05%,-56.03%,11142
804,FJ,2022-03-15,2,-27.03%,-57.48%,Fiji,108,11,2022,2,2,-3.72%,-56.79%,10954
805,FJ,2022-03-16,2,-25.55%,-60.00%,Fiji,102,11,2022,3,2,-9.64%,-59.40%,10236
806,FJ,2022-03-17,2,-27.13%,-61.94%,Fiji,94,11,2022,4,2,-18.65%,-60.97%,9496
807,FJ,2022-03-18,2,-15.25%,-60.16%,Fiji,100,11,2022,5,2,-11.93%,-60.06%,9957
808,FJ,2022-03-19,2,-13.04%,-60.63%,Fiji,100,11,2022,6,2,-6.95%,-59.55%,10290
809,FJ,2022-03-20,2,-1.85%,-58.91%,Fiji,106,11,2022,7,2,-3.94%,-59.57%,10440
810,FJ,2022-03-21,2,-2.78%,-60.08%,Fiji,105,12,2022,1,2,-6.35%,-60.47%,10434
811,FJ,2022-03-22,2,-1.85%,-59.54%,Fiji,106,12,2022,2,2,-6.21%,-60.16%,10274
812,FJ,2022-03-23,2,8.82%,-57.14%,Fiji,111,12,2022,3,2,7.42%,-57.34%,10995
813,FJ,2022-03-24,2,20.21%,-56.87%,Fiji,113,12,2022,4,2,22.75%,-56.35%,11656
814,FJ,2022-03-25,2,14.00%,-55.98%,Fiji,114,12,2022,5,2,16.67%,-56.82%,11617
815,FJ,2022-03-26,2,13.00%,-53.88%,Fiji,113,12,2022,6,2,7.31%,-58.27%,11042
816,FJ,2022-03-27,2,10.38%,-50.63%,Fiji,117,12,2022,7,2,9.15%,-56.19%,11395
817,FJ,2022-03-28,2,14.29%,-46.67%,Fiji,120,13,2022,1,2,10.48%,-54.77%,11527
818,FJ,2022-03-29,2,16.04%,-42.25%,Fiji,123,13,2022,2,2,16.77%,-52.11%,11997
819,FJ,2022-03-30,2,14.41%,-38.65%,Fiji,127,13,2022,3,2,10.62%,-50.50%,12163
820,FJ,2022-03-31,2,16.81%,-33.33%,Fiji,132,13,2022,4,2,4.77%,-49.04%,12212
821,FJ,2022-04-01,2,15.79%,-32.31%,Fiji,132,13,2022,5,2,9.89%,-47.03%,12766
822,FJ,2022-04-02,2,22.12%,-28.50%,Fiji,138,13,2022,6,2,21.93%,-43.35%,13464
823,FJ,2022-04-03,2,16.24%,-27.27%,Fiji,136,13,2022,7,2,17.52%,-43.50%,13391
824,FJ,2022-04-04,2,19.17%,-23.53%,Fiji,143,14,2022,1,2,22.63%,-41.94%,14136
825,FJ,2022-04-05,2,13.82%,-25.53%,Fiji,140,14,2022,2,2,15.30%,-44.24%,13833
826,FJ,2022-04-06,2,10.24%,-24.32%,Fiji,140,14,2022,3,2,17.88%,-43.96%,14338
827,FJ,2022-04-07,2,7.58%,-24.87%,Fiji,142,14,2022,4,2,18.82%,-43.90%,14510
828,FJ,2022-04-08,2,10.61%,-24.35%,Fiji,146,14,2022,5,2,16.55%,-43.12%,14879
829,FJ,2022-04-09,2,10.87%,-22.34%,Fiji,153,14,2022,6,2,15.95%,-41.02%,15612
830,FJ,2022-04-10,2,19.85%,-18.91%,Fiji,163,14,2022,7,2,26.15%,-38.18%,16893
831,FJ,2022-04-11,2,16.08%,-11.23%,Fiji,166,15,2022,1,2,22.41%,-29.77%,17304
832,FJ,2022-04-12,2,29.29%,-4.23%,Fiji,181,15,2022,2,2,33.24%,-28.96%,18431
833,FJ,2022-04-13,2,30.71%,3.39%,Fiji,183,15,2022,3,2,27.40%,-25.62%,18266
834,FJ,2022-04-14,2,34.51%,9.77%,Fiji,191,15,2022,4,2,32.44%,-22.48%,19217
835,FJ,2022-04-15,2,34.25%,23.27%,Fiji,196,15,2022,5,2,32.76%,-17.78%,19753
836,FJ,2022-04-16,2,24.84%,24.84%,Fiji,191,15,2022,6,2,25.67%,-20.32%,19619
837,FJ,2022-04-17,2,20.25%,33.33%,Fiji,196,15,2022,7,2,18.19%,-17.39%,19966
838,FJ,2022-04-18,2,17.47%,21.12%,Fiji,195,16,2022,1,2,15.03%,-26.16%,19905
839,FJ,2022-04-19,2,4.97%,15.85%,Fiji,190,16,2022,2,2,7.31%,-24.96%,19778
840,FJ,2022-04-20,2,6.01%,8.38%,Fiji,194,16,2022,3,2,11.90%,-26.19%,20439
841,FJ,2022-04-21,2,-1.57%,3.30%,Fiji,188,16,2022,4,2,3.31%,-29.37%,19854
842,FJ,2022-04-22,2,-6.63%,-4.69%,Fiji,183,16,2022,5,2,-0.95%,-32.48%,19566
843,FJ,2022-04-23,2,-1.05%,-6.90%,Fiji,189,16,2022,6,2,1.06%,-32.21%,19827
844,FJ,2022-04-24,2,-6.12%,-14.02%,Fiji,184,16,2022,7,2,-1.98%,-33.62%,19570
845,FJ,2022-04-25,2,-6.15%,-16.82%,Fiji,183,17,2022,1,2,-2.16%,-34.07%,19475
846,FJ,2022-04-26,2,-4.74%,-19.56%,Fiji,181,17,2022,2,2,-3.85%,-35.87%,19017
847,FJ,2022-04-27,2,-10.31%,-22.32%,Fiji,174,17,2022,3,2,-11.39%,-38.93%,18112
848,FJ,2022-04-28,2,-8.51%,-23.56%,Fiji,172,17,2022,4,2,-11.06%,-39.78%,17659
849,FJ,2022-04-29,2,-5.46%,-24.45%,Fiji,173,17,2022,5,2,-11.97%,-40.54%,17224
850,FJ,2022-04-30,2,-13.76%,-27.56%,Fiji,163,17,2022,6,2,-19.12%,-42.78%,16036
851,FJ,2022-05-01,2,-11.41%,-26.91%,Fiji,163,17,2022,7,2,-17.38%,-41.42%,16169
852,FJ,2022-05-02,2,-12.02%,-29.07%,Fiji,161,18,2022,1,2,-19.14%,-43.64%,15747
853,FJ,2022-05-03,2,-9.94%,-26.91%,Fiji,163,18,2022,2,2,-15.94%,-43.11%,15985
854,FJ,2022-05-04,2,-5.17%,-25.68%,Fiji,165,18,2022,3,2,-6.72%,-38.10%,16894
855,FJ,2022-05-05,2,-5.81%,-28.32%,Fiji,162,18,2022,4,2,-6.30%,-39.82%,16546
856,FJ,2022-05-06,2,-8.09%,-31.47%,Fiji,159,18,2022,5,2,-2.33%,-39.35%,16823
857,FJ,2022-05-07,2,-1.23%,-32.07%,Fiji,161,18,2022,6,2,6.96%,-39.08%,17152
858,FJ,2022-05-08,2,-4.29%,-35.54%,Fiji,156,18,2022,7,2,3.20%,-41.47%,16686
859,FJ,2022-05-09,2,-4.35%,-34.75%,Fiji,154,19,2022,1,2,6.69%,-40.32%,16801
860,FJ,2022-05-10,2,-7.98%,-34.21%,Fiji,150,19,2022,2,2,3.80%,-39.83%,16592
861,FJ,2022-05-11,2,-6.06%,-30.18%,Fiji,155,19,2022,3,2,-3.47%,-42.21%,16307
862,FJ,2022-05-12,2,-3.09%,-25.59%,Fiji,157,19,2022,4,2,1.06%,-37.21%,16722
863,FJ,2022-05-13,2,-2.52%,-26.19%,Fiji,155,19,2022,5,2,-2.39%,-38.19%,16421
864,FJ,2022-05-14,2,-3.11%,-25.36%,Fiji,156,19,2022,6,2,-3.45%,-37.42%,16561
865,FJ,2022-05-15,2,-0.64%,-24.76%,Fiji,155,19,2022,7,2,-0.80%,-36.53%,16552
