year,month,day,date,market,crop,unitprice,movingave_a,movingave_b*,movingave_c,movingave_d,movingave_e,movingave_f
2022,7,28,28/07/2022,Port Moresby,Aibika,3.69,3.30,3.30,3.30,3.30,3.30,
2022,7,28,28/07/2022,Port Moresby,Banana-Cooking,3.90,3.59,3.59,3.59,3.59,3.59,
2022,7,28,28/07/2022,Port Moresby,Banana-Ripe,3.41,2.86,2.86,2.86,2.86,2.86,
2022,7,28,28/07/2022,Port Moresby,Broccoli,23.05,21.55,21.55,21.55,,,
2022,7,28,28/07/2022,Port Moresby,Cabbage-English,5.25,5.06,5.06,5.06,5.06,5.06,
2022,7,28,28/07/2022,Port Moresby,Capsicum,22.64,18.30,18.30,18.30,18.30,18.30,
2022,7,28,28/07/2022,Port Moresby,Carrot,10.00,10.75,10.75,10.75,10.75,10.75,
2022,7,28,28/07/2022,Port Moresby,Cassava,3.62,4.12,4.12,4.12,4.12,4.12,
2022,7,28,28/07/2022,Port Moresby,Choko-Tips,8.24,7.39,7.39,7.39,7.39,7.39,
2022,7,28,28/07/2022,Port Moresby,Lemon,12.17,11.47,11.47,11.47,11.47,11.47,
2022,7,28,28/07/2022,Port Moresby,Onion Bulb,5.18,7.80,7.80,7.80,7.80,7.80,
2022,7,28,28/07/2022,Port Moresby,Pakchoi,4.92,7.83,7.83,7.83,7.83,7.83,
2022,7,28,28/07/2022,Port Moresby,Pawpaw,4.61,3.82,3.82,3.82,3.82,3.82,
2022,7,28,28/07/2022,Port Moresby,Peanut,14.23,12.83,12.83,12.83,12.83,12.83,
2022,7,28,28/07/2022,Port Moresby,Pineapple,17.65,14.41,14.41,14.41,14.41,14.41,
2022,7,28,28/07/2022,Port Moresby,Potato,6.19,4.75,4.75,4.75,4.75,4.75,
2022,7,28,28/07/2022,Port Moresby,Rice,5.20,5.20,5.20,5.20,5.20,5.20,
2022,7,28,28/07/2022,Port Moresby,Sweet Potato,2.79,2.75,2.75,2.75,2.75,2.75,
2022,7,28,28/07/2022,Port Moresby,Taro True,10.32,8.34,8.34,8.34,8.34,8.34,
2022,7,28,28/07/2022,Port Moresby,Tomato,10.55,12.16,12.16,12.16,12.16,12.16,
2022,7,28,28/07/2022,Port Moresby,Watermelon,7.03,6.21,6.21,6.21,6.21,6.21,
2022,7,24,24/07/2022,Port Moresby,Aibika,3.50,3.30,3.30,3.30,3.30,3.30,
2022,7,24,24/07/2022,Port Moresby,Banana-Cooking,2.31,3.59,3.59,3.59,3.59,3.59,
2022,7,24,24/07/2022,Port Moresby,Banana-Ripe,2.42,2.86,2.86,2.86,2.86,2.86,
2022,7,24,24/07/2022,Port Moresby,Cabbage-English,6.17,5.06,5.06,5.06,5.06,5.06,
2022,7,24,24/07/2022,Port Moresby,Capsicum,18.09,18.30,18.30,18.30,18.30,18.30,
2022,7,24,24/07/2022,Port Moresby,Carrot,13.40,10.75,10.75,10.75,10.75,10.75,
2022,7,24,24/07/2022,Port Moresby,Cassava,3.25,4.12,4.12,4.12,4.12,4.12,
2022,7,24,24/07/2022,Port Moresby,Choko-Tips,6.42,7.39,7.39,7.39,7.39,7.39,
2022,7,24,24/07/2022,Port Moresby,Lemon,14.83,11.47,11.47,11.47,11.47,11.47,
2022,7,24,24/07/2022,Port Moresby,Onion Bulb,10.72,7.80,7.80,7.80,7.80,7.80,
2022,7,24,24/07/2022,Port Moresby,Orange,18.01,16.40,16.40,16.40,16.40,16.40,
2022,7,24,24/07/2022,Port Moresby,Pakchoi,9.71,7.83,7.83,7.83,7.83,7.83,
2022,7,24,24/07/2022,Port Moresby,Pawpaw,3.07,3.82,3.82,3.82,3.82,3.82,
2022,7,24,24/07/2022,Port Moresby,Peanut,14.81,12.83,12.83,12.83,12.83,12.83,
2022,7,24,24/07/2022,Port Moresby,Pineapple,16.07,14.41,14.41,14.41,14.41,14.41,
2022,7,24,24/07/2022,Port Moresby,Potato,3.80,4.75,4.75,4.75,4.75,4.75,
2022,7,24,24/07/2022,Port Moresby,Rice,5.20,5.20,5.20,5.20,5.20,5.20,
2022,7,24,24/07/2022,Port Moresby,Sweet Potato,3.34,2.75,2.75,2.75,2.75,2.75,
2022,7,24,24/07/2022,Port Moresby,Taro True,10.31,8.34,8.34,8.34,8.34,8.34,
2022,7,24,24/07/2022,Port Moresby,Tomato,17.25,12.16,12.16,12.16,12.16,12.16,
2022,7,24,24/07/2022,Port Moresby,Watermelon,6.09,6.21,6.21,6.21,6.21,6.21,
2022,7,22,22/07/2022,Goroka,Aibika,3.36,2.76,2.76,2.76,2.76,2.76,
2022,7,22,22/07/2022,Goroka,Banana-Cooking,2.49,2.48,2.48,2.48,2.48,2.48,
2022,7,22,22/07/2022,Goroka,Banana-Ripe,2.27,2.25,2.25,2.25,2.25,2.25,
2022,7,22,22/07/2022,Goroka,Broccoli,6.94,6.25,6.25,6.25,6.25,6.25,
2022,7,22,22/07/2022,Goroka,Cabbage-English,1.60,1.77,1.77,1.77,1.77,1.77,
2022,7,22,22/07/2022,Goroka,Capsicum,6.86,6.37,6.37,6.37,6.37,6.37,
2022,7,22,22/07/2022,Goroka,Carrot,3.45,2.59,2.59,2.59,2.59,2.59,
2022,7,22,22/07/2022,Goroka,Cassava,0.76,0.74,0.74,0.74,0.74,0.74,
2022,7,22,22/07/2022,Goroka,Choko-Tips,2.01,1.43,1.43,1.43,1.43,1.43,
2022,7,22,22/07/2022,Goroka,French/Dwarf Beans,3.75,3.34,3.34,3.34,3.34,3.34,
2022,7,22,22/07/2022,Goroka,Lemon,4.42,3.68,3.68,3.68,3.68,3.68,
2022,7,22,22/07/2022,Goroka,Onion Bulb,6.36,5.74,5.74,5.74,5.74,5.74,
2022,7,22,22/07/2022,Goroka,Orange,3.05,3.71,3.71,3.71,3.71,3.71,
2022,7,22,22/07/2022,Goroka,Pakchoi,4.27,3.40,3.40,3.40,3.40,3.40,
2022,7,22,22/07/2022,Goroka,Pawpaw,3.55,3.56,3.56,3.56,3.56,3.56,
2022,7,22,22/07/2022,Goroka,Peanut,9.10,7.29,7.29,7.29,7.29,7.29,
2022,7,22,22/07/2022,Goroka,Pineapple,4.98,4.24,4.24,4.24,4.24,4.24,
2022,7,22,22/07/2022,Goroka,Potato,2.89,2.71,2.71,2.71,2.71,2.71,
2022,7,22,22/07/2022,Goroka,Rice,4.00,4.00,4.00,4.00,4.00,4.00,
2022,7,22,22/07/2022,Goroka,Sweet Potato,1.10,1.21,1.21,1.21,1.21,1.21,
2022,7,22,22/07/2022,Goroka,Taro True,4.95,4.29,4.29,4.29,4.29,4.29,
2022,7,22,22/07/2022,Goroka,Tomato,3.69,4.30,4.30,4.30,4.30,4.30,
2022,7,22,22/07/2022,Goroka,Watermelon,3.18,4.33,4.33,4.33,4.33,4.33,
2022,6,29,29/06/2022,Kokopo,Aibika,1.43,1.73,1.73,1.73,1.73,1.73,1.73
2022,6,29,29/06/2022,Kokopo,Banana-Cooking,2.00,1.97,1.97,1.97,1.97,1.97,1.97
2022,6,29,29/06/2022,Kokopo,Banana-Ripe,1.67,2.67,2.67,2.67,2.67,2.67,2.67
2022,6,29,29/06/2022,Kokopo,Cabbage-English,5.00,5.96,5.96,5.96,5.96,5.96,5.96
2022,6,29,29/06/2022,Kokopo,Capsicum,9.00,8.58,8.58,8.58,8.58,8.58,8.58
2022,6,29,29/06/2022,Kokopo,Carrot,12.67,12.67,12.67,12.67,12.67,12.67,12.67
2022,6,29,29/06/2022,Kokopo,Cassava,2.00,2.00,2.00,2.00,2.00,2.00,2.00
2022,6,29,29/06/2022,Kokopo,French/Dwarf Beans,3.67,4.25,4.25,4.25,4.25,4.25,4.25
2022,6,29,29/06/2022,Kokopo,Lemon,3.83,2.47,2.47,2.47,2.47,2.47,2.47
2022,6,29,29/06/2022,Kokopo,Onion Bulb,19.33,19.07,19.07,19.07,19.07,19.07,19.07
2022,6,29,29/06/2022,Kokopo,Orange,5.83,2.85,2.85,2.85,2.85,2.85,2.85
2022,6,29,29/06/2022,Kokopo,Pakchoi,5.00,6.71,6.71,6.71,6.71,6.71,6.71
2022,6,29,29/06/2022,Kokopo,Pawpaw,3.28,1.84,1.84,1.84,1.84,1.84,1.84
2022,6,29,29/06/2022,Kokopo,Peanut,5.58,5.45,5.45,5.45,5.45,5.45,5.45
2022,6,29,29/06/2022,Kokopo,Pineapple,2.61,5.23,5.23,5.23,5.23,5.23,5.23
2022,6,29,29/06/2022,Kokopo,Rice,4.10,4.05,4.05,4.05,4.05,4.05,4.05
2022,6,29,29/06/2022,Kokopo,Sweet Potato,2.00,1.98,1.98,1.98,1.98,1.98,1.98
2022,6,29,29/06/2022,Kokopo,Taro True,3.33,2.80,2.80,2.80,2.80,2.80,2.80
2022,6,29,29/06/2022,Kokopo,Tomato,4.77,3.84,3.84,3.84,3.84,3.84,3.84
2022,6,29,29/06/2022,Kundiawa,Onion Bulb,5.79,4.38,4.38,4.38,4.38,4.38,
2022,6,29,29/06/2022,Kundiawa,Rice,4.80,4.50,4.50,4.50,4.50,4.50,
2022,6,15,15/06/2022,Kundiawa,Potato,2.71,2.74,2.74,2.74,2.74,2.74,
2022,6,15,15/06/2022,Kundiawa,Rice,4.20,4.50,4.50,4.50,4.50,4.50,
2022,6,9,09/06/2022,Kokopo,Aibika,1.50,1.73,1.73,1.73,1.73,1.73,1.73
2022,6,9,09/06/2022,Kokopo,Banana-Cooking,2.00,1.97,1.97,1.97,1.97,1.97,1.97
2022,6,9,09/06/2022,Kokopo,Banana-Ripe,2.18,2.67,2.67,2.67,2.67,2.67,2.67
2022,6,9,09/06/2022,Kokopo,Cabbage-English,5.67,5.96,5.96,5.96,5.96,5.96,5.96
2022,6,9,09/06/2022,Kokopo,Carrot,12.67,12.67,12.67,12.67,12.67,12.67,12.67
2022,6,9,09/06/2022,Kokopo,Cassava,2.00,2.00,2.00,2.00,2.00,2.00,2.00
2022,6,9,09/06/2022,Kokopo,Choko-Tips,3.00,3.00,3.00,3.00,3.00,3.00,3.00
2022,6,9,09/06/2022,Kokopo,French/Dwarf Beans,3.00,4.25,4.25,4.25,4.25,4.25,4.25
2022,6,9,09/06/2022,Kokopo,Lemon,2.00,2.47,2.47,2.47,2.47,2.47,2.47
2022,6,9,09/06/2022,Kokopo,Onion Bulb,18.93,19.07,19.07,19.07,19.07,19.07,19.07
2022,6,9,09/06/2022,Kokopo,Orange,1.47,2.85,2.85,2.85,2.85,2.85,2.85
2022,6,9,09/06/2022,Kokopo,Pakchoi,6.17,6.71,6.71,6.71,6.71,6.71,6.71
2022,6,9,09/06/2022,Kokopo,Pawpaw,1.75,1.84,1.84,1.84,1.84,1.84,1.84
2022,6,9,09/06/2022,Kokopo,Peanut,7.50,5.45,5.45,5.45,5.45,5.45,5.45
2022,6,9,09/06/2022,Kokopo,Pineapple,7.52,5.23,5.23,5.23,5.23,5.23,5.23
2022,6,9,09/06/2022,Kokopo,Rice,4.10,4.05,4.05,4.05,4.05,4.05,4.05
2022,6,9,09/06/2022,Kokopo,Sweet Potato,2.00,1.98,1.98,1.98,1.98,1.98,1.98
2022,6,9,09/06/2022,Kokopo,Taro True,1.61,2.80,2.80,2.80,2.80,2.80,2.80
2022,6,9,09/06/2022,Kokopo,Tomato,3.63,3.84,3.84,3.84,3.84,3.84,3.84
2022,6,9,09/06/2022,Kokopo,Watermelon,4.06,6.19,6.19,6.19,,,
2022,5,31,31/05/2022,Banz,Aibika,4.01,3.73,3.73,3.73,3.73,3.73,
2022,5,31,31/05/2022,Banz,Banana-Cooking,4.81,4.72,4.72,4.72,4.72,4.72,
2022,5,31,31/05/2022,Banz,Banana-Ripe,1.80,1.51,1.51,1.51,1.51,1.51,
2022,5,31,31/05/2022,Banz,Broccoli,6.33,5.49,5.49,5.49,5.49,5.49,
2022,5,31,31/05/2022,Banz,Cabbage-English,1.67,1.38,1.38,1.38,1.38,1.38,
2022,5,31,31/05/2022,Banz,Capsicum,10.13,5.86,5.86,5.86,5.86,5.86,
2022,5,31,31/05/2022,Banz,Carrot,3.99,4.09,4.09,4.09,4.09,4.09,
2022,5,31,31/05/2022,Banz,Cassava,0.43,0.51,0.51,0.51,0.51,0.51,
2022,5,31,31/05/2022,Banz,Choko-Tips,2.21,1.81,1.81,1.81,1.81,1.81,
2022,5,31,31/05/2022,Banz,Lemon,4.95,3.29,3.29,3.29,3.29,3.29,
2022,5,31,31/05/2022,Banz,Onion Bulb,6.12,6.23,6.23,6.23,6.23,6.23,
2022,5,31,31/05/2022,Banz,Orange,3.39,3.18,3.18,3.18,3.18,3.18,
2022,5,31,31/05/2022,Banz,Pawpaw,2.81,2.17,2.17,2.17,2.17,2.17,
2022,5,31,31/05/2022,Banz,Pineapple,2.95,2.54,2.54,2.54,2.54,2.54,
2022,5,31,31/05/2022,Banz,Potato,2.74,3.00,3.00,3.00,3.00,3.00,
2022,5,31,31/05/2022,Banz,Rice,5.60,5.32,5.32,5.32,5.32,5.32,
2022,5,31,31/05/2022,Banz,Sweet Potato,0.66,0.71,0.71,0.71,0.71,0.71,
2022,5,31,31/05/2022,Banz,Taro True,2.80,3.26,3.26,3.26,3.26,3.26,
2022,5,31,31/05/2022,Banz,Tomato,4.35,4.64,4.64,4.64,4.64,4.64,
2022,5,31,31/05/2022,Banz,Watermelon,3.08,3.08,,,,,
2022,5,31,31/05/2022,Goroka,Aibika,3.02,2.78,2.78,2.78,2.78,2.78,
2022,5,31,31/05/2022,Goroka,Banana-Cooking,2.74,2.58,2.58,2.58,2.58,2.58,
2022,5,31,31/05/2022,Goroka,Banana-Ripe,2.54,2.08,2.08,2.08,2.08,2.08,
2022,5,31,31/05/2022,Goroka,Broccoli,4.68,5.65,5.65,5.65,5.65,5.65,
2022,5,31,31/05/2022,Goroka,Cabbage-English,1.91,1.86,1.86,1.86,1.86,1.86,
2022,5,31,31/05/2022,Goroka,Capsicum,6.42,6.37,6.37,6.37,6.37,6.37,
2022,5,31,31/05/2022,Goroka,Carrot,2.00,2.42,2.42,2.42,2.42,2.42,
2022,5,31,31/05/2022,Goroka,Cassava,0.67,0.77,0.77,0.77,0.77,0.77,
2022,5,31,31/05/2022,Goroka,Choko-Tips,1.27,1.09,1.09,1.09,1.09,1.09,
2022,5,31,31/05/2022,Goroka,French/Dwarf Beans,2.70,3.19,3.19,3.19,3.19,3.19,
2022,5,31,31/05/2022,Goroka,Lemon,2.50,3.46,3.46,3.46,3.46,3.46,
2022,5,31,31/05/2022,Goroka,Onion Bulb,4.92,5.52,5.52,5.52,5.52,5.52,
2022,5,31,31/05/2022,Goroka,Orange,3.36,4.30,4.30,4.30,4.30,4.30,
2022,5,31,31/05/2022,Goroka,Pakchoi,2.53,3.54,3.54,3.54,3.54,3.54,
2022,5,31,31/05/2022,Goroka,Pawpaw,3.94,3.70,3.70,3.70,3.70,3.70,
2022,5,31,31/05/2022,Goroka,Peanut,5.67,7.86,7.86,7.86,7.86,7.86,
2022,5,31,31/05/2022,Goroka,Pineapple,3.69,3.57,3.57,3.57,3.57,3.57,
2022,5,31,31/05/2022,Goroka,Potato,2.83,2.27,2.27,2.27,2.27,2.27,
2022,5,31,31/05/2022,Goroka,Rice,4.00,4.00,4.00,4.00,4.00,4.00,
2022,5,31,31/05/2022,Goroka,Sweet Potato,1.32,1.24,1.24,1.24,1.24,1.24,
2022,5,31,31/05/2022,Goroka,Taro True,3.91,4.91,4.91,4.91,4.91,4.91,
2022,5,31,31/05/2022,Goroka,Tomato,4.92,4.27,4.27,4.27,4.27,4.27,
2022,5,31,31/05/2022,Goroka,Watermelon,4.94,5.07,5.07,5.07,5.07,5.07,
2022,5,31,31/05/2022,Kokopo,Aibika,2.00,1.89,1.89,1.89,1.89,1.89,1.89
2022,5,31,31/05/2022,Kokopo,Banana-Cooking,2.00,1.96,1.96,1.96,1.96,1.96,1.96
2022,5,31,31/05/2022,Kokopo,Banana-Ripe,4.33,2.95,2.95,2.95,2.95,2.95,2.95
2022,5,31,31/05/2022,Kokopo,Cabbage-English,6.67,6.58,6.58,6.58,,,
2022,5,31,31/05/2022,Kokopo,Capsicum,8.67,8.58,8.58,8.58,8.58,8.58,8.58
2022,5,31,31/05/2022,Kokopo,Carrot,14.67,13.78,13.78,13.78,13.78,13.78,13.78
2022,5,31,31/05/2022,Kokopo,Cassava,2.00,2.00,2.00,2.00,2.00,2.00,2.00
2022,5,31,31/05/2022,Kokopo,Choko-Tips,3.50,2.72,2.72,2.72,2.72,2.72,2.72
2022,5,31,31/05/2022,Kokopo,French/Dwarf Beans,4.17,4.44,4.44,4.44,4.44,4.44,4.44
2022,5,31,31/05/2022,Kokopo,Lemon,2.20,2.00,2.00,2.00,2.00,2.00,2.00
2022,5,31,31/05/2022,Kokopo,Onion Bulb,19.33,18.00,18.00,18.00,18.00,18.00,18.00
2022,5,31,31/05/2022,Kokopo,Orange,2.50,2.04,2.04,2.04,,,
2022,5,31,31/05/2022,Kokopo,Pakchoi,5.00,6.56,6.56,6.56,6.56,6.56,6.56
2022,5,31,31/05/2022,Kokopo,Pawpaw,1.27,1.32,1.32,1.32,1.32,1.32,1.32
2022,5,31,31/05/2022,Kokopo,Peanut,6.00,4.91,4.91,4.91,4.91,4.91,4.91
2022,5,31,31/05/2022,Kokopo,Pineapple,8.89,4.68,4.68,4.68,4.68,4.68,4.68
2022,5,31,31/05/2022,Kokopo,Rice,4.10,3.97,3.97,3.97,3.97,3.97,3.97
2022,5,31,31/05/2022,Kokopo,Sweet Potato,2.00,1.98,1.98,1.98,1.98,1.98,1.98
2022,5,31,31/05/2022,Kokopo,Taro True,3.33,3.38,3.38,3.38,3.38,3.38,3.38
2022,5,31,31/05/2022,Kokopo,Tomato,4.17,3.49,3.49,3.49,3.49,3.49,3.49
2022,5,31,31/05/2022,Kokopo,Watermelon,8.33,8.33,,,,,
2022,5,31,31/05/2022,Lae,Aibika,1.41,1.77,1.77,1.77,1.77,1.77,1.77
2022,5,31,31/05/2022,Lae,Banana-Cooking,1.88,2.21,2.21,2.21,2.21,2.21,2.21
2022,5,31,31/05/2022,Lae,Banana-Ripe,2.33,2.26,2.26,2.26,2.26,2.26,2.26
2022,5,31,31/05/2022,Lae,Broccoli,6.22,7.65,7.65,7.65,7.65,7.65,7.65
2022,5,31,31/05/2022,Lae,Cabbage-English,2.48,2.19,2.19,2.19,2.19,2.19,2.19
2022,5,31,31/05/2022,Lae,Capsicum,5.64,6.46,6.46,6.46,6.46,6.46,6.46
2022,5,31,31/05/2022,Lae,Carrot,4.15,4.42,4.42,4.42,4.42,4.42,4.42
2022,5,31,31/05/2022,Lae,Cassava,0.81,0.75,0.75,0.75,0.75,0.75,0.75
2022,5,31,31/05/2022,Lae,Choko-Tips,1.59,1.58,1.58,1.58,1.58,1.58,1.58
2022,5,31,31/05/2022,Lae,French/Dwarf Beans,8.67,6.59,6.59,6.59,6.59,6.59,6.59
2022,5,31,31/05/2022,Lae,Lemon,3.11,3.77,3.77,3.77,3.77,3.77,3.77
2022,5,31,31/05/2022,Lae,Onion Bulb,5.02,5.76,5.76,5.76,5.76,5.76,5.76
2022,5,31,31/05/2022,Lae,Orange,5.48,5.37,5.37,5.37,5.37,5.37,5.37
2022,5,31,31/05/2022,Lae,Pakchoi,5.48,4.74,4.74,4.74,4.74,4.74,4.74
2022,5,31,31/05/2022,Lae,Pawpaw,1.67,1.67,1.67,1.67,1.67,1.67,1.67
2022,5,31,31/05/2022,Lae,Peanut,7.50,6.95,6.95,6.95,6.95,6.95,6.95
2022,5,31,31/05/2022,Lae,Pineapple,4.40,4.22,4.22,4.22,4.22,4.22,4.22
2022,5,31,31/05/2022,Lae,Potato,5.79,4.45,4.45,4.45,4.45,4.45,4.45
2022,5,31,31/05/2022,Lae,Rice,4.50,4.42,4.42,4.42,4.42,4.42,4.42
2022,5,31,31/05/2022,Lae,Sweet Potato,2.54,2.77,2.77,2.77,2.77,2.77,2.77
2022,5,31,31/05/2022,Lae,Taro True,1.80,2.10,2.10,2.10,2.10,2.10,2.10
2022,5,31,31/05/2022,Lae,Tomato,5.82,6.92,6.92,6.92,6.92,6.92,6.92
2022,5,31,31/05/2022,Lae,Watermelon,2.46,2.34,2.34,2.34,2.34,2.34,2.34
2022,5,31,31/05/2022,Mt. Hagen,Aibika,2.45,2.01,2.01,2.01,2.01,2.01,
2022,5,31,31/05/2022,Mt. Hagen,Banana-Cooking,4.00,4.13,4.13,4.13,4.13,4.13,
2022,5,31,31/05/2022,Mt. Hagen,Banana-Ripe,1.95,1.99,1.99,1.99,1.99,1.99,
2022,5,31,31/05/2022,Mt. Hagen,Broccoli,3.19,4.51,4.51,4.51,4.51,4.51,
2022,5,31,31/05/2022,Mt. Hagen,Cabbage-English,1.62,1.41,1.41,1.41,1.41,1.41,
2022,5,31,31/05/2022,Mt. Hagen,Capsicum,3.61,4.25,4.25,4.25,4.25,4.25,
2022,5,31,31/05/2022,Mt. Hagen,Carrot,2.92,2.02,2.02,2.02,2.02,2.02,
2022,5,31,31/05/2022,Mt. Hagen,Cassava,0.79,0.70,0.70,0.70,0.70,0.70,
2022,5,31,31/05/2022,Mt. Hagen,Choko-Tips,1.09,1.29,1.29,1.29,1.29,1.29,
2022,5,31,31/05/2022,Mt. Hagen,French/Dwarf Beans,3.91,3.50,3.50,3.50,3.50,3.50,
2022,5,31,31/05/2022,Mt. Hagen,Lemon,3.56,3.37,3.37,3.37,3.37,3.37,
2022,5,31,31/05/2022,Mt. Hagen,Onion Bulb,5.53,5.36,5.36,5.36,5.36,5.36,
2022,5,31,31/05/2022,Mt. Hagen,Orange,3.62,3.35,3.35,3.35,3.35,3.35,
2022,5,31,31/05/2022,Mt. Hagen,Pakchoi,1.16,1.71,1.71,1.71,1.71,1.71,
2022,5,31,31/05/2022,Mt. Hagen,Pawpaw,2.36,2.41,2.41,2.41,2.41,2.41,
2022,5,31,31/05/2022,Mt. Hagen,Peanut,7.36,5.83,5.83,5.83,5.83,5.83,
2022,5,31,31/05/2022,Mt. Hagen,Pineapple,2.33,2.40,2.40,2.40,2.40,2.40,
2022,5,31,31/05/2022,Mt. Hagen,Potato,2.12,2.15,2.15,2.15,2.15,2.15,
2022,5,31,31/05/2022,Mt. Hagen,Rice,3.60,3.60,3.60,3.60,3.60,3.60,
2022,5,31,31/05/2022,Mt. Hagen,Sweet Potato,0.89,0.89,0.89,0.89,0.89,0.89,
2022,5,31,31/05/2022,Mt. Hagen,Taro True,3.21,2.64,2.64,2.64,2.64,2.64,
2022,5,31,31/05/2022,Mt. Hagen,Tomato,5.06,3.69,3.69,3.69,3.69,3.69,
2022,5,31,31/05/2022,Mt. Hagen,Watermelon,3.82,4.34,4.34,4.34,4.34,4.34,
2022,5,31,31/05/2022,Port Moresby,Aibika,2.32,3.77,3.77,3.77,3.77,3.77,
2022,5,31,31/05/2022,Port Moresby,Banana-Cooking,5.13,3.66,3.66,3.66,3.66,3.66,
2022,5,31,31/05/2022,Port Moresby,Banana-Ripe,3.53,2.91,2.91,2.91,2.91,2.91,
2022,5,31,31/05/2022,Port Moresby,Broccoli,20.05,26.93,26.93,26.93,26.93,26.93,
2022,5,31,31/05/2022,Port Moresby,Cabbage-English,4.71,4.98,4.98,4.98,4.98,4.98,
2022,5,31,31/05/2022,Port Moresby,Capsicum,16.14,15.00,15.00,15.00,15.00,15.00,
2022,5,31,31/05/2022,Port Moresby,Carrot,12.50,8.44,8.44,8.44,8.44,8.44,
2022,5,31,31/05/2022,Port Moresby,Cassava,5.00,3.47,3.47,3.47,3.47,3.47,
2022,5,31,31/05/2022,Port Moresby,Choko-Tips,8.03,8.06,8.06,8.06,8.06,8.06,
2022,5,31,31/05/2022,Port Moresby,Lemon,9.05,9.69,9.69,9.69,9.69,9.69,
2022,5,31,31/05/2022,Port Moresby,Onion Bulb,7.73,7.68,7.68,7.68,7.68,7.68,
2022,5,31,31/05/2022,Port Moresby,Orange,14.52,15.32,15.32,15.32,15.32,15.32,
2022,5,31,31/05/2022,Port Moresby,Pakchoi,6.33,8.71,8.71,8.71,8.71,8.71,
2022,5,31,31/05/2022,Port Moresby,Pawpaw,3.65,4.05,4.05,4.05,4.05,4.05,
2022,5,31,31/05/2022,Port Moresby,Peanut,11.26,10.73,10.73,10.73,10.73,10.73,
2022,5,31,31/05/2022,Port Moresby,Pineapple,11.22,10.88,10.88,10.88,10.88,10.88,
2022,5,31,31/05/2022,Port Moresby,Potato,4.65,4.85,4.85,4.85,4.85,4.85,
2022,5,31,31/05/2022,Port Moresby,Rice,5.20,5.15,5.15,5.15,5.15,5.15,
2022,5,31,31/05/2022,Port Moresby,Sweet Potato,2.45,2.69,2.69,2.69,2.69,2.69,
2022,5,31,31/05/2022,Port Moresby,Taro True,6.73,7.71,7.71,7.71,7.71,7.71,
2022,5,31,31/05/2022,Port Moresby,Tomato,11.81,10.79,10.79,10.79,10.79,10.79,
2022,5,31,31/05/2022,Port Moresby,Watermelon,6.57,5.05,5.05,5.05,5.05,5.05,
2022,5,30,30/05/2022,Banz,Aibika,4.44,3.73,3.73,3.73,3.73,3.73,
2022,5,30,30/05/2022,Banz,Banana-Cooking,5.36,4.72,4.72,4.72,4.72,4.72,
2022,5,30,30/05/2022,Banz,Banana-Ripe,1.60,1.51,1.51,1.51,1.51,1.51,
2022,5,30,30/05/2022,Banz,Broccoli,8.57,5.49,5.49,5.49,5.49,5.49,
2022,5,30,30/05/2022,Banz,Cabbage-English,1.67,1.38,1.38,1.38,1.38,1.38,
2022,5,30,30/05/2022,Banz,Capsicum,2.78,5.86,5.86,5.86,5.86,5.86,
2022,5,30,30/05/2022,Banz,Carrot,4.81,4.09,4.09,4.09,4.09,4.09,
2022,5,30,30/05/2022,Banz,Cassava,0.61,0.51,0.51,0.51,0.51,0.51,
2022,5,30,30/05/2022,Banz,Choko-Tips,2.33,1.81,1.81,1.81,1.81,1.81,
2022,5,30,30/05/2022,Banz,Lemon,2.16,3.29,3.29,3.29,3.29,3.29,
2022,5,30,30/05/2022,Banz,Onion Bulb,6.85,6.23,6.23,6.23,6.23,6.23,
2022,5,30,30/05/2022,Banz,Orange,2.56,3.18,3.18,3.18,3.18,3.18,
2022,5,30,30/05/2022,Banz,Pakchoi,2.50,2.50,,,,,
2022,5,30,30/05/2022,Banz,Pawpaw,1.77,2.17,2.17,2.17,2.17,2.17,
2022,5,30,30/05/2022,Banz,Peanut,8.33,7.10,7.10,7.10,7.10,7.10,
2022,5,30,30/05/2022,Banz,Pineapple,2.76,2.54,2.54,2.54,2.54,2.54,
2022,5,30,30/05/2022,Banz,Potato,2.95,3.00,3.00,3.00,3.00,3.00,
2022,5,30,30/05/2022,Banz,Rice,5.60,5.32,5.32,5.32,5.32,5.32,
2022,5,30,30/05/2022,Banz,Sweet Potato,0.78,0.71,0.71,0.71,0.71,0.71,
2022,5,30,30/05/2022,Banz,Taro True,3.15,3.26,3.26,3.26,3.26,3.26,
2022,5,30,30/05/2022,Banz,Tomato,5.65,4.64,4.64,4.64,4.64,4.64,
2022,5,30,30/05/2022,Port Moresby,Aibika,3.67,3.77,3.77,3.77,3.77,3.77,
2022,5,30,30/05/2022,Port Moresby,Banana-Cooking,3.02,3.66,3.66,3.66,3.66,3.66,
2022,5,30,30/05/2022,Port Moresby,Banana-Ripe,2.08,2.91,2.91,2.91,2.91,2.91,
2022,5,30,30/05/2022,Port Moresby,Cabbage-English,4.12,4.98,4.98,4.98,4.98,4.98,
2022,5,30,30/05/2022,Port Moresby,Capsicum,16.31,15.00,15.00,15.00,15.00,15.00,
2022,5,30,30/05/2022,Port Moresby,Carrot,7.08,8.44,8.44,8.44,8.44,8.44,
2022,5,30,30/05/2022,Port Moresby,Cassava,4.61,3.47,3.47,3.47,3.47,3.47,
