date,ym,cambodia_khmer_times_body_count,cambodia_khmer_times_epu_count,cambodia_khmer_times_ratio,news_total,cambodia_khmer_times_weights,cambodia_khmer_times_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2018-06-01,2018-6,150,1.0,0.006666666666666667,150,1.0,0.7955853348841525,0.7955853348841525,0.7955853348841525,67.22744072497042,67.22744072497042,67.22744072497042
2018-07-01,2018-7,399,0.0,0.0,399,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,2018-8,433,1.0,0.0023094688221709007,433,1.0,0.27560692894370176,0.27560692894370176,0.27560692894370176,23.28895175229922,23.28895175229922,23.28895175229922
2018-09-01,2018-9,407,4.0,0.009828009828009828,407,1.0,1.172853073539291,1.172853073539291,1.172853073539291,99.10679222354361,99.10679222354361,99.10679222354361
2018-10-01,2018-10,328,0.0,0.0,328,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,2018-11,364,1.0,0.0027472527472527475,364,1.0,0.3278510995401727,0.3278510995401727,0.3278510995401727,27.70361568336693,27.70361568336693,27.70361568336693
2018-12-01,2018-12,390,1.0,0.002564102564102564,390,1.0,0.3059943595708279,0.3059943595708279,0.3059943595708279,25.85670797114247,25.85670797114247,25.85670797114247
2019-01-01,2019-1,384,2.0,0.005208333333333333,384,1.0,0.621551042878244,0.621551042878244,0.621551042878244,52.52143806638313,52.52143806638313,52.52143806638313
2019-02-01,2019-2,339,1.0,0.0029498525073746312,339,1.0,0.3520289092407754,0.3520289092407754,0.3520289092407754,29.746655188040005,29.746655188040005,29.746655188040005
2019-03-01,2019-3,351,1.0,0.002849002849002849,351,1.0,0.33999373285647544,0.33999373285647544,0.33999373285647544,28.729675523491636,28.729675523491636,28.729675523491636
2019-04-01,2019-4,296,1.0,0.0033783783783783786,296,1.0,0.4031682440291313,0.4031682440291313,0.4031682440291313,34.06795982684312,34.06795982684312,34.06795982684312
2019-05-01,2019-5,399,4.0,0.010025062656641603,399,1.0,1.196368924637823,1.196368924637823,1.196368924637823,101.09389582702318,101.09389582702318,101.09389582702318
2019-06-01,2019-6,399,3.0,0.007518796992481203,399,1.0,0.8972766934783674,0.8972766934783674,0.8972766934783674,75.82042187026738,75.82042187026738,75.82042187026738
2019-07-01,2019-7,421,2.0,0.004750593824228029,421,1.0,0.5669254167820564,0.5669254167820564,0.5669254167820564,47.905539709005055,47.905539709005055,47.905539709005055
2019-08-01,2019-8,347,2.0,0.005763688760806916,347,1.0,0.6878259379401894,0.6878259379401894,0.6878259379401894,58.12170667864878,58.12170667864878,58.12170667864878
2019-09-01,2019-9,290,4.0,0.013793103448275862,290,1.0,1.6460386238982463,1.6460386238982463,1.6460386238982463,139.09125667235259,139.09125667235259,139.09125667235259
2019-10-01,2019-10,333,1.0,0.003003003003003003,333,1.0,0.3583717724703389,0.3583717724703389,0.3583717724703389,30.28263095719388,30.28263095719388,30.28263095719388
2019-11-01,2019-11,232,2.0,0.008620689655172414,232,1.0,1.028774139936404,1.028774139936404,1.028774139936404,86.93203542022037,86.93203542022037,86.93203542022037
2019-12-01,2019-12,297,2.0,0.006734006734006734,297,1.0,0.8036215503880327,0.8036215503880327,0.8036215503880327,67.9065057827984,67.9065057827984,67.9065057827984
2020-01-01,2020-1,382,0.0,0.0,382,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,2020-2,401,6.0,0.014962593516209476,401,1.0,1.7856029959993445,1.7856029959993445,1.7856029959993445,150.88453030541987,150.88453030541987,150.88453030541987
2020-03-01,2020-3,487,8.0,0.01642710472279261,487,1.0,1.960374541809,1.960374541809,1.960374541809,165.65283135516324,165.65283135516324,165.65283135516324
2020-04-01,2020-4,499,14.0,0.028056112224448898,499,1.0,3.348154715945331,3.348154715945331,3.348154715945331,282.92109323133843,282.92109323133843,282.92109323133843
2020-05-01,2020-5,387,7.0,0.01808785529715762,387,1.0,2.1585648620887854,2.1585648620887854,2.1585648620887854,182.40003297472592,182.40003297472592,182.40003297472592
2020-06-01,2020-6,433,7.0,0.016166281755196306,433,1.0,1.9292485026059125,1.9292485026059125,1.9292485026059125,163.02266226609456,163.02266226609456,163.02266226609456
2020-07-01,2020-7,436,12.0,0.027522935779816515,436,1.0,3.2845266119070513,3.2845266119070513,3.2845266119070513,277.5444800572173,277.5444800572173,277.5444800572173
2020-08-01,2020-8,383,4.0,0.010443864229765013,383,1.0,1.2463477831083327,1.2463477831083327,1.2463477831083327,105.31713951692493,105.31713951692493,105.31713951692493
2020-09-01,2020-9,390,3.0,0.007692307692307693,390,1.0,0.9179830787124836,0.9179830787124836,0.9179830787124836,77.57012391342741,77.57012391342741,77.57012391342741
2020-10-01,2020-10,452,11.0,0.024336283185840708,452,1.0,2.904238501236397,2.904238501236397,2.904238501236397,245.40990530133007,245.40990530133007,245.40990530133007
2020-11-01,2020-11,410,10.0,0.024390243902439025,410,1.0,2.910678054454216,2.910678054454216,2.910678054454216,245.9540514328186,245.9540514328186,245.9540514328186
2020-12-01,2020-12,485,10.0,0.020618556701030927,485,1.0,2.4605732006726364,2.4605732006726364,2.4605732006726364,207.91991976794975,207.91991976794975,207.91991976794975
2021-01-01,2021-1,479,5.0,0.010438413361169102,479,1.0,1.2456972884407398,1.2456972884407398,1.2456972884407398,105.26217232511027,105.26217232511027,105.26217232511027
2021-02-01,2021-2,498,8.0,0.01606425702811245,498,1.0,1.9170730961063913,1.9170730961063913,1.9170730961063913,161.99383307221785,161.99383307221785,161.99383307221785
2021-03-01,2021-3,747,13.0,0.01740294511378849,747,1.0,2.076829187448591,2.076829187448591,2.076829187448591,175.4933191615694,175.4933191615694,175.4933191615694
2021-04-01,2021-4,1045,16.0,0.015311004784688996,1045,1.0,1.8271816303559483,1.8271816303559483,1.8271816303559483,154.3979499903627,154.3979499903627,154.3979499903627
2021-05-01,2021-5,1033,16.0,0.015488867376573089,1033,1.0,1.8484073608150686,1.8484073608150686,1.8484073608150686,156.1915370183243,156.1915370183243,156.1915370183243
2021-06-01,2021-6,1246,11.0,0.00882825040128411,1246,1.0,1.0535439827920157,1.0535439827920157,1.0535439827920157,89.02510208362857,89.02510208362857,89.02510208362857
2021-07-01,2021-7,1415,13.0,0.009187279151943463,1415,1.0,1.0963896841159697,1.0963896841159697,1.0963896841159697,92.64558969165535,92.64558969165535,92.64558969165535
2021-08-01,2021-8,1258,6.0,0.0047694753577106515,1258,1.0,0.5691786974528912,0.5691786974528912,0.5691786974528912,48.095943284954984,48.095943284954984,48.095943284954984
2021-09-01,2021-9,1106,8.0,0.007233273056057866,1106,1.0,0.8632028949918471,0.8632028949918471,0.8632028949918471,72.94116534354838,72.94116534354838,72.94116534354838
2021-10-01,2021-10,1009,11.0,0.010901883052527254,1009,1.0,1.3010067418819142,1.3010067418819142,1.3010067418819142,109.93585450565033,109.93585450565033,109.93585450565033
2021-11-01,2021-11,1041,11.0,0.010566762728146013,1041,1.0,1.2610142195570138,1.2610142195570138,1.2610142195570138,106.5564622441894,106.5564622441894,106.5564622441894
2021-12-01,2021-12,1026,10.0,0.009746588693957114,1026,1.0,1.1631364545089946,1.1631364545089946,1.1631364545089946,98.2857320540503,98.2857320540503,98.2857320540503
2022-01-01,2022-1,1029,9.0,0.008746355685131196,1029,1.0,1.043770847515652,1.043770847515652,1.043770847515652,88.19926625724983,88.19926625724983,88.19926625724983
2022-02-01,2022-2,952,11.0,0.011554621848739496,952,1.0,1.3789031539483736,1.3789031539483736,1.3789031539483736,116.5181483153374,116.5181483153374,116.5181483153374
2022-03-01,2022-3,1098,7.0,0.006375227686703097,1098,1.0,0.7608056481132606,0.7608056481132606,0.7608056481132606,64.28853621240341,64.28853621240341,64.28853621240341
2022-04-01,2022-4,996,5.0,0.0050200803212851405,996,1.0,0.5990853425332473,0.5990853425332473,0.5990853425332473,50.623072835068086,50.623072835068086,50.623072835068086
