date,ym,cambodia_khmer_times_body_count,cambodia_khmer_times_epu_count,cambodia_khmer_times_ratio,news_total,cambodia_khmer_times_weights,cambodia_khmer_times_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2022-05-01,2022-5,1065,2.0,0.0018779342723004694,1065,1.0,0.2241085450377894,0.2241085450377894,0.2241085450377894,18.93730724647054,18.93730724647054,18.93730724647054
2022-06-01,2022-6,1077,16.0,0.014856081708449397,1077,1.0,1.7728921111624567,1.7728921111624567,1.7728921111624567,149.81045286901485,149.81045286901485,149.81045286901485
2022-07-01,2022-7,1018,9.0,0.008840864440078585,1018,1.0,1.0550493144337973,1.0550493144337973,1.0550493144337973,89.15230351543228,89.15230351543228,89.15230351543228
2022-08-01,2022-8,1100,5.0,0.004545454545454545,1100,1.0,0.5424445465119221,0.5424445465119221,0.5424445465119221,45.83689140338892,45.83689140338892,45.83689140338892
2022-09-01,2022-9,1027,2.0,0.0019474196689386564,1027,1.0,0.23240077942088191,0.23240077942088191,0.23240077942088191,19.638006054032253,19.638006054032253,19.638006054032253
2022-10-01,2022-10,1034,16.0,0.015473887814313346,1034,1.0,1.8466197328065435,1.8466197328065435,1.8466197328065435,156.0404813732389,156.0404813732389,156.0404813732389
2022-11-01,2022-11,956,5.0,0.005230125523012552,956,1.0,0.6241516748568141,0.6241516748568141,0.6241516748568141,52.741193037372184,52.741193037372184,52.741193037372184
2022-12-01,2022-12,936,9.0,0.009615384615384616,936,1.0,1.1474788483906044,1.1474788483906044,1.1474788483906044,96.96265489178425,96.96265489178425,96.96265489178425
2023-01-01,2023-1,992,9.0,0.009072580645161291,992,1.0,1.082701816626619,1.082701816626619,1.082701816626619,91.4889566317642,91.4889566317642,91.4889566317642
2023-02-01,2023-2,1012,7.0,0.00691699604743083,1012,1.0,0.8254590925181423,0.8254590925181423,0.8254590925181423,69.75179126602661,69.75179126602661,69.75179126602661
2023-03-01,2023-3,1039,8.0,0.007699711260827719,1039,1.0,0.9188666042935351,0.9188666042935351,0.9188666042935351,77.6447823580024,77.6447823580024,77.6447823580024
2023-04-01,2023-4,921,8.0,0.008686210640608035,921,1.0,1.0365932702073648,1.0365932702073648,1.0365932702073648,87.5927566449126,87.5927566449126,87.5927566449126
2023-05-01,2023-5,926,10.0,0.01079913606911447,926,1.0,1.2887451429008947,1.2887451429008947,1.2887451429008947,108.89974199509246,108.89974199509246,108.89974199509246
2023-06-01,2023-6,956,5.0,0.005230125523012552,956,1.0,0.6241516748568141,0.6241516748568141,0.6241516748568141,52.741193037372184,52.741193037372184,52.741193037372184
2023-07-01,2023-7,1016,5.0,0.004921259842519685,1016,1.0,0.5872923239794432,0.5872923239794432,0.5872923239794432,49.6265556532754,49.6265556532754,49.6265556532754
2023-08-01,2023-8,1002,4.0,0.003992015968063872,1002,1.0,0.47639840412224693,0.47639840412224693,0.47639840412224693,40.2559525299224,40.2559525299224,40.2559525299224
2023-09-01,2023-9,910,5.0,0.005494505494505495,910,1.0,0.6557021990803454,0.6557021990803454,0.6557021990803454,55.40723136673386,55.40723136673386,55.40723136673386
2023-10-01,2023-10,886,4.0,0.004514672686230248,886,1.0,0.5387711071450242,0.5387711071450242,0.5387711071450242,45.52648356092804,45.52648356092804,45.52648356092804
2023-11-01,2023-11,870,11.0,0.01264367816091954,870,1.0,1.5088687385733925,1.5088687385733925,1.5088687385733925,127.50031861632321,127.50031861632321,127.50031861632321
2023-12-01,2023-12,862,8.0,0.009280742459396751,862,1.0,1.1075433896299105,1.1075433896299105,1.1075433896299105,93.5880845359217,93.5880845359217,93.5880845359217
2024-01-01,2024-1,967,10.0,0.010341261633919338,967,1.0,1.234103415021953,1.234103415021953,1.234103415021953,104.28248302735844,104.28248302735844,104.28248302735844
2024-02-01,2024-2,916,6.0,0.006550218340611353,916,1.0,0.7816886478119401,0.7816886478119401,0.7816886478119401,66.05316228435957,66.05316228435957,66.05316228435957
2024-03-01,2024-3,930,1.0,0.001075268817204301,930,1.0,0.12832021530389556,0.12832021530389556,0.12832021530389556,10.84313560080168,10.84313560080168,10.84313560080168
2024-04-01,2024-4,863,4.0,0.004634994206257242,863,1.0,0.5531300126656912,0.5531300126656912,0.5531300126656912,46.73981973926101,46.73981973926101,46.73981973926101
2024-05-01,2024-5,897,4.0,0.004459308807134894,897,1.0,0.5321641036014397,0.5321641036014397,0.5321641036014397,44.96818777589994,44.96818777589994,44.96818777589994
2024-06-01,2024-6,914,12.0,0.01312910284463895,914,1.0,1.5667982525070836,1.5667982525070836,1.5667982525070836,132.39539748900083,132.39539748900083,132.39539748900083
2024-07-01,2024-7,942,7.0,0.0074309978768577496,942,1.0,0.8867989401574947,0.8867989401574947,0.8867989401574947,74.9350453940753,74.9350453940753,74.9350453940753
2024-08-01,2024-8,905,11.0,0.012154696132596685,905,1.0,1.4505146989600568,1.4505146989600568,1.4505146989600568,122.56936706762562,122.56936706762562,122.56936706762562
2024-09-01,2024-9,897,11.0,0.012263099219620958,897,1.0,1.4634512849039591,1.4634512849039591,1.4634512849039591,123.66251638372484,123.66251638372484,123.66251638372484
2024-10-01,2024-10,917,10.0,0.010905125408942203,917,1.0,1.3013936775640442,1.3013936775640442,1.3013936775640442,109.9685508042046,109.9685508042046,109.9685508042046
2024-11-01,2024-11,903,7.0,0.007751937984496124,903,1.0,0.9250992266094795,0.9250992266094795,0.9250992266094795,78.17144270345396,78.17144270345396,78.17144270345396
2024-12-01,2024-12,955,8.0,0.008376963350785341,955,1.0,0.9996883789120241,0.9996883789120241,0.9996883789120241,84.47427106802567,84.47427106802567,84.47427106802567
2025-01-01,2025-1,932,6.0,0.006437768240343348,932,1.0,0.7682691002100185,0.7682691002100185,0.7682691002100185,64.91920241681693,64.91920241681693,64.91920241681693
2025-02-01,2025-2,879,5.0,0.005688282138794084,879,1.0,0.6788270775462051,0.6788270775462051,0.6788270775462051,57.36129754690308,57.36129754690308,57.36129754690308
2025-03-01,2025-3,973,12.0,0.012332990750256937,973,1.0,1.4717919864249478,1.4717919864249478,1.4717919864249478,124.36731069367599,124.36731069367599,124.36731069367599
2025-04-01,2025-4,860,6.0,0.0069767441860465115,860,1.0,0.8325893039485316,0.8325893039485316,0.8325893039485316,70.35429843310857,70.35429843310857,70.35429843310857
2025-05-01,2025-5,884,14.0,0.01583710407239819,884,1.0,1.8899651620551132,1.8899651620551132,1.8899651620551132,159.70319629235053,159.70319629235053,159.70319629235053
2025-06-01,2025-6,1048,18.0,0.01717557251908397,1048,1.0,2.04969504216337,2.04969504216337,2.04969504216337,173.20046751662227,173.20046751662227,173.20046751662227
2025-07-01,2025-7,1262,20.0,0.01584786053882726,1262,1.0,1.8912488150970344,1.8912488150970344,1.8912488150970344,159.8116657487411,159.8116657487411,159.8116657487411
2025-08-01,2025-8,1090,5.0,0.0045871559633027525,1090,1.0,0.5474211019845086,0.5474211019845086,0.5474211019845086,46.257413342869555,46.257413342869555,46.257413342869555
2025-09-01,2025-9,879,12.0,0.013651877133105802,879,1.0,1.6291849861108925,1.6291849861108925,1.6291849861108925,137.66711411256742,137.66711411256742,137.66711411256742
