,WB_ADM0_NA,date,incomeG,SPC,UN_m49,Region,OBJECTID,FID_100,Shape_Area,lendingC,WB_ADM0_CO,ISO_A2,ISO3,Shape_Leng,pct
755,Vanuatu,2019-03-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,1.0
756,Fiji,2019-04-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9956600946269325
757,Kiribati,2019-04-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
758,Marshall Islands,2019-04-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9784448306923279
759,Federated States of Micronesia,2019-04-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9994750104997899
760,Nauru,2019-04-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
761,Palau,2019-04-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
762,Papua New Guinea,2019-04-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.721571390593343
763,Samoa,2019-04-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,0.9995801678538312
764,Solomon Islands,2019-04-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9904969342548027
765,Tonga,2019-04-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
766,Tuvalu,2019-04-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
767,Vanuatu,2019-04-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9994510218873883
768,Fiji,2019-05-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9963905232782908
769,Kiribati,2019-05-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,0.9988708165894491
770,Marshall Islands,2019-05-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9821874881059615
771,Federated States of Micronesia,2019-05-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
772,Nauru,2019-05-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
773,Palau,2019-05-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
774,Papua New Guinea,2019-05-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9895767386758069
775,Samoa,2019-05-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
776,Solomon Islands,2019-05-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9946002116156042
777,Tonga,2019-05-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
778,Tuvalu,2019-05-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
779,Vanuatu,2019-05-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9990196819417648
780,Fiji,2019-06-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9950341148768677
781,Kiribati,2019-06-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
782,Marshall Islands,2019-06-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,1.0
783,Federated States of Micronesia,2019-06-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9995727168789956
784,Nauru,2019-06-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
785,Palau,2019-06-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.978822409304759
786,Papua New Guinea,2019-06-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9944972517147354
787,Samoa,2019-06-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
788,Solomon Islands,2019-06-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9999123938073841
789,Tonga,2019-06-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
790,Tuvalu,2019-06-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
791,Vanuatu,2019-06-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,1.0
792,Fiji,2019-07-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9973108358522051
793,Kiribati,2019-07-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,0.9998650247235202
794,Marshall Islands,2019-07-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,1.0
795,Federated States of Micronesia,2019-07-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
796,Nauru,2019-07-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
797,Palau,2019-07-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9984024599971694
798,Papua New Guinea,2019-07-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9931896774982846
799,Samoa,2019-07-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
800,Solomon Islands,2019-07-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9973143194999529
801,Tonga,2019-07-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
802,Tuvalu,2019-07-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
803,Vanuatu,2019-07-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,1.0
804,Fiji,2019-08-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9958954997153525
805,Kiribati,2019-08-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
806,Marshall Islands,2019-08-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9998921607185903
807,Federated States of Micronesia,2019-08-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9808451747631712
808,Nauru,2019-08-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
809,Palau,2019-08-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9577070047304334
810,Papua New Guinea,2019-08-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9668267698629062
811,Samoa,2019-08-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
812,Solomon Islands,2019-08-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9981104546690666
813,Tonga,2019-08-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
814,Tuvalu,2019-08-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
815,Vanuatu,2019-08-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9987156680121754
816,Fiji,2019-09-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9975878879647136
817,Kiribati,2019-09-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
818,Marshall Islands,2019-09-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9829550500501136
819,Federated States of Micronesia,2019-09-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
820,Nauru,2019-09-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
821,Palau,2019-09-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
822,Papua New Guinea,2019-09-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9878339476792369
823,Samoa,2019-09-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
824,Solomon Islands,2019-09-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9991065919803386
825,Tonga,2019-09-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
826,Tuvalu,2019-09-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
827,Vanuatu,2019-09-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9998133166866355
828,Fiji,2019-10-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9979648521545937
829,Kiribati,2019-10-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
830,Marshall Islands,2019-10-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.993846817472501
831,Federated States of Micronesia,2019-10-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9998862522749544
832,Nauru,2019-10-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
833,Palau,2019-10-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
834,Papua New Guinea,2019-10-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9136684299824974
835,Samoa,2019-10-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
836,Solomon Islands,2019-10-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9955393257495985
837,Tonga,2019-10-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
838,Tuvalu,2019-10-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
839,Vanuatu,2019-10-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9999607872776706
840,Fiji,2019-11-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9945051925733926
841,Kiribati,2019-11-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
842,Marshall Islands,2019-11-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9695956661295848
843,Federated States of Micronesia,2019-11-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9725445074431844
844,Nauru,2019-11-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
845,Palau,2019-11-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9945554978963936
846,Papua New Guinea,2019-11-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9828518392035662
847,Samoa,2019-11-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
848,Solomon Islands,2019-11-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9985578154727288
849,Tonga,2019-11-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
850,Tuvalu,2019-11-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
851,Vanuatu,2019-11-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9867460229649692
852,Fiji,2019-12-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9969474311585398
853,Kiribati,2019-12-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,0.9989838446665014
854,Marshall Islands,2019-12-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9957688940764515
855,Federated States of Micronesia,2019-12-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
856,Nauru,2019-12-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
857,Palau,2019-12-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
858,Papua New Guinea,2019-12-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9979168294756406
859,Samoa,2019-12-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,0.9998320671415325
860,Solomon Islands,2019-12-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,1.0
861,Tonga,2019-12-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
862,Tuvalu,2019-12-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,0.9996292940110388
863,Vanuatu,2019-12-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,1.0
864,Fiji,2020-01-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9950172929454734
865,Kiribati,2020-01-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,0.9978744137354353
866,Marshall Islands,2020-01-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,1.0
867,Federated States of Micronesia,2020-01-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
868,Nauru,2020-01-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
869,Palau,2020-01-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
870,Papua New Guinea,2020-01-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9800877254004543
871,Samoa,2020-01-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,0.9799880010326222
872,Solomon Islands,2020-01-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,1.0
873,Tonga,2020-01-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
874,Tuvalu,2020-01-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,0.9461652524919681
875,Vanuatu,2020-01-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9999803936388353
876,Fiji,2020-02-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9964212615347474
877,Kiribati,2020-02-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,0.9861875300402293
878,Marshall Islands,2020-02-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,1.0
879,Federated States of Micronesia,2020-02-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
880,Nauru,2020-02-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
881,Palau,2020-02-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
882,Papua New Guinea,2020-02-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.8169617081038664
883,Samoa,2020-02-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,0.9984586397833598
884,Solomon Islands,2020-02-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,1.0
885,Tonga,2020-02-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
886,Tuvalu,2020-02-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,0.9943982206112532
887,Vanuatu,2020-02-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,1.0
888,Fiji,2020-03-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9967888462234867
889,Kiribati,2020-03-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
890,Marshall Islands,2020-03-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9956293373593331
891,Federated States of Micronesia,2020-03-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
892,Nauru,2020-03-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
893,Palau,2020-03-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
894,Papua New Guinea,2020-03-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.742351350059639
895,Samoa,2020-03-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
896,Solomon Islands,2020-03-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9999314239876331
897,Tonga,2020-03-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
898,Tuvalu,2020-03-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
899,Vanuatu,2020-03-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,1.0
900,Fiji,2020-04-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9927586173147225
901,Kiribati,2020-04-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
902,Marshall Islands,2020-04-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9984077847274203
903,Federated States of Micronesia,2020-04-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
904,Nauru,2020-04-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
905,Palau,2020-04-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
906,Papua New Guinea,2020-04-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9835771028096566
907,Samoa,2020-04-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
908,Solomon Islands,2020-04-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9999891207996097
909,Tonga,2020-04-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
910,Tuvalu,2020-04-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
911,Vanuatu,2020-04-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9992809463152458
912,Fiji,2020-05-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,1.0
913,Kiribati,2020-05-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
914,Marshall Islands,2020-05-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,1.0
915,Federated States of Micronesia,2020-05-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
916,Nauru,2020-05-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
917,Palau,2020-05-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
918,Papua New Guinea,2020-05-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9991812410399237
919,Samoa,2020-05-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
920,Solomon Islands,2020-05-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,1.0
921,Tonga,2020-05-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
922,Tuvalu,2020-05-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
923,Vanuatu,2020-05-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,1.0
924,Fiji,2020-06-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9999610037044951
925,Kiribati,2020-06-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
926,Marshall Islands,2020-06-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,1.0
927,Federated States of Micronesia,2020-06-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
928,Nauru,2020-06-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
929,Palau,2020-06-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9899279927606777
930,Papua New Guinea,2020-06-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9808156455884444
931,Samoa,2020-06-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
932,Solomon Islands,2020-06-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9999656446303467
933,Tonga,2020-06-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
934,Tuvalu,2020-06-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
935,Vanuatu,2020-06-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9998431491106824
936,Fiji,2020-07-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9999198664359039
937,Kiribati,2020-07-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
938,Marshall Islands,2020-07-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,1.0
939,Federated States of Micronesia,2020-07-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9936782514349713
940,Nauru,2020-07-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
941,Palau,2020-07-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
942,Papua New Guinea,2020-07-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9334283917930334
943,Samoa,2020-07-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
944,Solomon Islands,2020-07-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9874263052059635
945,Tonga,2020-07-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,0.9995314172550223
