date,ym,malaysia_malay_mail_body_count,malaysia_malay_mail_epu_count,malaysia_malay_mail_ratio,news_total,malaysia_malay_mail_weights,malaysia_malay_mail_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2015-01-01,2015-1,1256,20,0.01592356687898089,1256,1.0,1.8470523290130576,1.8470523290130576,1.8470523290130576,81.96129906527634,81.96129906527634
2015-02-01,2015-2,1106,11,0.009945750452079566,1106,1.0,1.1536561924794035,1.1536561924794035,1.1536561924794035,51.19246419013824,51.19246419013824
2015-03-01,2015-3,1490,27,0.018120805369127517,1490,1.0,2.101920757768148,2.101920757768148,2.101920757768148,93.27085818461916,93.27085818461916
2015-04-01,2015-4,1462,32,0.02188782489740082,1462,1.0,2.538875759497018,2.538875759497018,2.538875759497018,112.66034651270814,112.66034651270814
2015-05-01,2015-5,1483,55,0.037086985839514496,1483,1.0,4.3019007042556305,4.3019007042556305,4.3019007042556305,190.89300537522885,190.89300537522885
2015-06-01,2015-6,1486,34,0.02288021534320323,1486,1.0,2.653987976385384,2.653987976385384,2.653987976385384,117.76834842811441,117.76834842811441
2015-07-01,2015-7,1422,61,0.04289732770745429,1422,1.0,4.97587064837076,4.97587064837076,4.97587064837076,220.79982029483864,220.79982029483864
2015-08-01,2015-8,1383,54,0.039045553145336226,1383,1.0,4.529084496130934,4.529084496130934,4.529084496130934,200.97408343468194,200.97408343468194
2015-09-01,2015-9,1287,45,0.03496503496503497,1287,1.0,4.055765253916784,4.055765253916784,4.055765253916784,179.97096438109628,179.97096438109628
2015-10-01,2015-10,1425,41,0.028771929824561403,1425,1.0,3.3373967275388217,3.3373967275388217,3.3373967275388217,148.0940019882621,148.0940019882621
2015-11-01,2015-11,1349,30,0.02223869532987398,1349,1.0,2.579574935404448,2.579574935404448,2.579574935404448,114.46633612971135,114.46633612971135
2015-12-01,2015-12,1224,18,0.014705882352941176,1224,1.0,1.7058071509120591,1.7058071509120591,1.7058071509120591,75.6936703132258,75.6936703132258
2016-01-01,2016-1,1246,32,0.025682182985553772,1246,1.0,2.9790018943696954,2.9790018943696954,2.9790018943696954,132.1905510446062,132.1905510446062
2016-02-01,2016-2,1271,33,0.025963808025177025,1271,1.0,3.0116689588093317,3.0116689588093317,3.0116689588093317,133.64012288188724,133.64012288188724
2016-03-01,2016-3,1443,24,0.016632016632016633,1443,1.0,1.9292288775387945,1.9292288775387945,1.9292288775387945,85.60781008398094,85.60781008398094
2016-04-01,2016-4,1381,17,0.012309920347574221,1381,1.0,1.4278878106113977,1.4278878106113977,1.4278878106113977,63.36124756125199,63.36124756125199
2016-05-01,2016-5,1405,14,0.0099644128113879,1405,1.0,1.1558209307247547,1.1558209307247547,1.1558209307247547,51.288522518285376,51.288522518285376
2016-06-01,2016-6,1382,20,0.01447178002894356,1382,1.0,1.6786524784662809,1.6786524784662809,1.6786524784662809,74.48870595223376,74.48870595223376
2016-07-01,2016-7,1252,19,0.015175718849840255,1252,1.0,1.7603057819316137,1.7603057819316137,1.7603057819316137,78.11199843824897,78.11199843824897
2016-08-01,2016-8,1313,8,0.006092916984006093,1313,1.0,0.7067472125637168,0.7067472125637168,0.7067472125637168,31.36127696145836,31.36127696145836
2016-09-01,2016-9,1249,25,0.020016012810248198,1249,1.0,2.321755129343875,2.321755129343875,2.321755129343875,103.02581227580771,103.02581227580771
2016-10-01,2016-10,1388,22,0.01585014409221902,1388,1.0,1.8385356612135737,1.8385356612135737,1.8385356612135737,81.5833795306814,81.5833795306814
2016-11-01,2016-11,1432,28,0.019553072625698324,1432,1.0,2.268056435290894,2.268056435290894,2.268056435290894,100.6429806399315,100.6429806399315
2016-12-01,2016-12,1314,20,0.015220700152207,1314,1.0,1.7655233829835617,1.7655233829835617,1.7655233829835617,78.34352482951832,78.34352482951832
2017-01-01,2017-1,1384,23,0.016618497109826588,1384,1.0,1.9276606821000435,1.9276606821000435,1.9276606821000435,85.53822281061063,85.53822281061063
2017-02-01,2017-2,1287,16,0.012432012432012432,1287,1.0,1.4420498680593008,1.4420498680593008,1.4420498680593008,63.98967622438978,63.98967622438978
2017-03-01,2017-3,1372,23,0.016763848396501458,1372,1.0,1.9445206880659334,1.9445206880659334,1.9445206880659334,86.28637053198625,86.28637053198625
