date,ym,malaysia_malay_mail_body_count,malaysia_malay_mail_epu_count,malaysia_malay_mail_ratio,news_total,malaysia_malay_mail_weights,malaysia_malay_mail_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2017-04-01,2017-4,1152,17,0.014756944444444444,1152,1.0,1.7117300924082814,1.7117300924082814,1.7117300924082814,75.95649555736892,75.95649555736892
2017-05-01,2017-5,1243,25,0.02011263073209976,1243,1.0,2.33296231419992,2.33296231419992,2.33296231419992,103.52312110417043,103.52312110417043
2017-06-01,2017-6,1182,14,0.011844331641285956,1182,1.0,1.3738819015806094,1.3738819015806094,1.3738819015806094,60.96478353484852,60.96478353484852
2017-07-01,2017-7,1309,16,0.012223071046600458,1309,1.0,1.41781373582301,1.41781373582301,1.41781373582301,62.91421948112273,62.91421948112273
2017-08-01,2017-8,1238,11,0.008885298869143781,1238,1.0,1.030649231730388,1.030649231730388,1.030649231730388,45.73414006001041,45.73414006001041
2017-09-01,2017-9,1179,14,0.011874469889737066,1179,1.0,1.3773777842818322,1.3773777842818322,1.3773777842818322,61.11991021050971,61.11991021050971
2017-10-01,2017-10,1385,18,0.012996389891696752,1385,1.0,1.5075147673042313,1.5075147673042313,1.5075147673042313,66.89462271724791,66.89462271724791
2017-11-01,2017-11,1464,22,0.015027322404371584,1464,1.0,1.743092553117787,1.743092553117787,1.743092553117787,77.34817676815968,77.34817676815968
2017-12-01,2017-12,1391,12,0.008626887131560028,1391,1.0,1.0006747916205896,1.0006747916205896,1.0006747916205896,44.40405102486861,44.40405102486861
2018-01-01,2018-1,1585,17,0.010725552050473186,1585,1.0,1.2441091901920127,1.2441091901920127,1.2441091901920127,55.20623525683849,55.20623525683849
2018-02-01,2018-2,1438,15,0.01043115438108484,1438,1.0,1.209960566015508,1.209960566015508,1.209960566015508,53.69092052815738,53.69092052815738
2018-03-01,2018-3,1656,19,0.011473429951690822,1656,1.0,1.3308592022816308,1.3308592022816308,1.3308592022816308,59.055689640511915,59.055689640511915
2018-04-01,2018-4,1858,19,0.01022604951560818,1858,1.0,1.1861694504727558,1.1861694504727558,1.1861694504727558,52.635211003599416,52.635211003599416
2018-05-01,2018-5,2414,55,0.022783761391880698,2414,1.0,2.642799811272204,2.642799811272204,2.642799811272204,117.27188358387093,117.27188358387093
2018-06-01,2018-6,2068,23,0.011121856866537718,2068,1.0,1.290078522256509,1.290078522256509,1.290078522256509,57.24608335100829,57.24608335100829
2018-07-01,2018-7,2110,34,0.016113744075829384,2110,1.0,1.8691119113311283,1.8691119113311283,1.8691119113311283,82.94017334795167,82.94017334795167
2018-08-01,2018-8,1963,28,0.014263881813550688,1963,1.0,1.6545373486177077,1.6545373486177077,1.6545373486177077,73.41861858195715,73.41861858195715
2018-09-01,2018-9,1839,23,0.012506797172376292,1839,1.0,1.4507245155119415,1.4507245155119415,1.4507245155119415,64.37460596513601,64.37460596513601
2018-10-01,2018-10,1979,32,0.01616978271854472,1979,1.0,1.8756121073191718,1.8756121073191718,1.8756121073191718,83.22861374511336,83.22861374511336
2018-11-01,2018-11,1837,33,0.017964071856287425,1837,1.0,2.0837404717728147,2.0837404717728147,2.0837404717728147,92.46412421495845,92.46412421495845
2018-12-01,2018-12,1667,27,0.016196760647870425,1667,1.0,1.8787414091628916,1.8787414091628916,1.8787414091628916,83.36747372230506,83.36747372230506
2019-01-01,2019-1,1762,26,0.014755959137343927,1762,1.0,1.7116158018232237,1.7116158018232237,1.7116158018232237,75.9514240146329,75.9514240146329
2019-02-01,2019-2,1566,27,0.017241379310344827,1566,1.0,1.9999118321037934,1.9999118321037934,1.9999118321037934,88.74430312585092,88.74430312585092
2019-03-01,2019-3,1832,22,0.012008733624454149,1832,1.0,1.3929516909194544,1.3929516909194544,1.3929516909194544,61.81098842171713,61.81098842171713
2019-04-01,2019-4,1816,23,0.012665198237885462,1816,1.0,1.4690982290894605,1.4690982290894605,1.4690982290894605,65.18992311117023,65.18992311117023
2019-05-01,2019-5,1734,29,0.016724336793540944,1734,1.0,1.9399375441744984,1.9399375441744984,1.9399375441744984,86.08299761111951,86.08299761111951
2019-06-01,2019-6,1503,38,0.025282767797737856,1503,1.0,2.9326717750876647,2.9326717750876647,2.9326717750876647,130.13469333957113,130.13469333957113
2019-07-01,2019-7,1718,20,0.011641443538998836,1718,1.0,1.350347919231898,1.350347919231898,1.350347919231898,59.920484066348706,59.920484066348706
2019-08-01,2019-8,1633,29,0.017758726270667484,1633,1.0,2.059921433924422,2.059921433924422,2.059921433924422,91.40717566300138,91.40717566300138
2019-09-01,2019-9,1660,30,0.018072289156626505,1660,1.0,2.096293125217229,2.096293125217229,2.096293125217229,93.02113701143409,93.02113701143409
2019-10-01,2019-10,1813,41,0.022614451185879757,1813,1.0,2.623160693184126,2.623160693184126,2.623160693184126,116.40041524173937,116.40041524173937
2019-11-01,2019-11,1618,36,0.022249690976514216,1618,1.0,2.5808503741858595,2.5808503741858595,2.5808503741858595,114.52293258762468,114.52293258762468
2019-12-01,2019-12,1522,38,0.024967148488830485,1522,1.0,2.896061549248857,2.896061549248857,2.896061549248857,128.5101472334924,128.5101472334924
2020-01-01,2020-1,1565,28,0.017891373801916934,1565,1.0,2.0753078692246394,2.0753078692246394,2.0753078692246394,92.089935000883,92.089935000883
2020-02-01,2020-2,1546,49,0.03169469598965071,1546,1.0,3.6764226564288363,3.6764226564288363,3.6764226564288363,163.13797508646076,163.13797508646076
2020-03-01,2020-3,2152,78,0.0362453531598513,2152,1.0,4.2042756173037,4.2042756173037,4.2042756173037,186.56097924783901,186.56097924783901
2020-04-01,2020-4,1931,71,0.03676851372345935,1931,1.0,4.26495956737619,4.26495956737619,4.26495956737619,189.25377538697782,189.25377538697782
2020-05-01,2020-5,1796,58,0.03229398663697105,1796,1.0,3.7459373069026514,3.7459373069026514,3.7459373069026514,166.2226256767052,166.2226256767052
2020-06-01,2020-6,1796,62,0.034521158129175944,1796,1.0,4.004277810826971,4.004277810826971,4.004277810826971,177.6862550337193,177.6862550337193
2020-07-01,2020-7,1939,39,0.020113460546673543,1939,1.0,2.3330585684470244,2.3330585684470244,2.3330585684470244,103.52739230050271,103.52739230050271
2020-08-01,2020-8,1855,33,0.01778975741239892,1855,1.0,2.06352088768014,2.06352088768014,2.06352088768014,91.56689821179441,91.56689821179441
2020-09-01,2020-9,2060,41,0.019902912621359223,2060,1.0,2.308636085797486,2.308636085797486,2.308636085797486,102.44366642391918,102.44366642391918
2020-10-01,2020-10,2191,75,0.03423094477407576,2191,1.0,3.9706145457104065,3.9706145457104065,3.9706145457104065,176.19247768026082,176.19247768026082
2020-11-01,2020-11,2029,78,0.03844258255298177,2029,1.0,4.4591429908514355,4.4591429908514355,4.4591429908514355,197.87049154329702,197.87049154329702
2020-12-01,2020-12,1771,45,0.025409373235460192,1771,1.0,2.9473573584364203,2.9473573584364203,2.9473573584364203,130.78635299744263,130.78635299744263
2021-01-01,2021-1,1886,71,0.037645811240721104,1886,1.0,4.366721593108919,4.366721593108919,4.366721593108919,193.76937448157696,193.76937448157696
2021-02-01,2021-2,1558,66,0.04236200256739409,1558,1.0,4.913775669636277,4.913775669636277,4.913775669636277,218.04441101781597,218.04441101781597
2021-03-01,2021-3,1843,47,0.025501899077590883,1843,1.0,2.958089882970668,2.958089882970668,2.958089882970668,131.26259919754185,131.26259919754185
2021-04-01,2021-4,1736,35,0.020161290322580645,1736,1.0,2.338606577863307,2.338606577863307,2.338606577863307,103.77358026813214,103.77358026813214
2021-05-01,2021-5,1865,51,0.027345844504021447,1865,1.0,3.171978122982853,3.171978122982853,3.171978122982853,140.7536990060413,140.7536990060413
2021-06-01,2021-6,1838,52,0.028291621327529923,1838,1.0,3.281683398054973,3.281683398054973,3.281683398054973,145.62177270270206,145.62177270270206
2021-07-01,2021-7,1800,58,0.03222222222222222,1800,1.0,3.7376130017762006,3.7376130017762006,3.7376130017762006,165.85324206409027,165.85324206409027
2021-08-01,2021-8,1763,65,0.0368689733408962,1763,1.0,4.2766123692747025,4.2766123692747025,4.2766123692747025,189.7708580739977,189.7708580739977
2021-09-01,2021-9,1914,47,0.024555903866248695,1914,1.0,2.8483592760266148,2.8483592760266148,2.8483592760266148,126.39340142166647,126.39340142166647
2021-10-01,2021-10,1865,40,0.021447721179624665,1865,1.0,2.487825978810081,2.487825978810081,2.487825978810081,110.39505804395397,110.39505804395397
2021-11-01,2021-11,1865,39,0.02091152815013405,1865,1.0,2.425630329339829,2.425630329339829,2.425630329339829,107.63518159285513,107.63518159285513
2021-12-01,2021-12,1903,39,0.020493956910141883,1903,1.0,2.377194200850647,2.377194200850647,2.377194200850647,105.485871608342,105.485871608342
2022-01-01,2022-1,1531,25,0.016329196603527107,1531,1.0,1.8941033027762904,1.8941033027762904,1.8941033027762904,84.04914404473145,84.04914404473145
2022-02-01,2022-2,1416,19,0.013418079096045197,1416,1.0,1.556428558600551,1.556428558600551,1.556428558600551,69.06512856263257,69.06512856263257
2022-03-01,2022-3,1701,35,0.0205761316872428,1701,1.0,2.3867260547740745,2.3867260547740745,2.3867260547740745,105.90883912138588,105.90883912138588
2022-04-01,2022-4,1401,31,0.02212705210563883,1401,1.0,2.5666248923073667,2.5666248923073667,2.5666248923073667,113.89168952197,113.89168952197
2022-05-01,2022-5,1311,34,0.02593440122044241,1311,1.0,3.0082579198388104,3.0082579198388104,3.0082579198388104,133.488761071074,133.488761071074
2022-06-01,2022-6,1265,31,0.02450592885375494,1265,1.0,2.842562430136459,2.842562430136459,2.842562430136459,126.13617155753356,126.13617155753356
2022-07-01,2022-7,1314,38,0.0289193302891933,1314,1.0,3.3544944276687674,3.3544944276687674,3.3544944276687674,148.8526971760848,148.8526971760848
2022-08-01,2022-8,1434,39,0.027196652719665274,1434,1.0,3.1546726389252306,3.1546726389252306,3.1546726389252306,139.98578359182343,139.98578359182343
2022-09-01,2022-9,1298,17,0.013097072419106317,1298,1.0,1.5191934256196766,1.5191934256196766,1.5191934256196766,67.41285275969878,67.41285275969878
2022-10-01,2022-10,1592,36,0.022613065326633167,1592,1.0,2.6229999405984428,2.6229999405984428,2.6229999405984428,116.39328198918136,116.39328198918136
2022-11-01,2022-11,1809,36,0.01990049751243781,1809,1.0,2.308355945512836,2.308355945512836,2.308355945512836,102.43123544874335,102.43123544874335
2022-12-01,2022-12,1412,23,0.016288951841359773,1412,1.0,1.8894351161660483,1.8894351161660483,1.8894351161660483,83.8419974290971,83.8419974290971
2023-01-01,2023-1,1225,24,0.019591836734693877,1225,1.0,2.272552873704882,2.272552873704882,2.272552873704882,100.84250608259957,100.84250608259957
2023-02-01,2023-2,1316,33,0.02507598784194529,1316,1.0,2.9086863576342403,2.9086863576342403,2.9086863576342403,129.0703618410932,129.0703618410932
2023-03-01,2023-3,1534,35,0.022816166883963495,1534,1.0,2.646558682640613,2.646558682640613,2.646558682640613,117.43868014698656,117.43868014698656
2023-04-01,2023-4,1274,15,0.011773940345368918,1274,1.0,1.3657168712168763,1.3657168712168763,1.3657168712168763,60.6024675977161,60.6024675977161
2023-05-01,2023-5,1454,29,0.019944979367262722,1454,1.0,2.3135156132039754,2.3135156132039754,2.3135156132039754,102.6601910988179,102.6601910988179
2023-06-01,2023-6,1498,27,0.018024032042723633,1498,1.0,2.0906955467787323,2.0906955467787323,2.0906955467787323,92.77274946267194,92.77274946267194
2023-07-01,2023-7,1809,26,0.014372581536760642,1809,1.0,1.6671459606481596,1.6671459606481596,1.6671459606481596,73.9781144907591,73.9781144907591
2023-08-01,2023-8,1729,19,0.01098901098901099,1729,1.0,1.2746690798024178,1.2746690798024178,1.2746690798024178,56.56230309120169,56.56230309120169
2023-09-01,2023-9,1635,20,0.012232415902140673,1635,1.0,1.4188976912785323,1.4188976912785323,1.4188976912785323,62.96231903730096,62.96231903730096
2023-10-01,2023-10,1773,43,0.024252679075014102,1773,1.0,2.8131867508555337,2.8131867508555337,2.8131867508555337,124.83265199992793,124.83265199992793
2023-11-01,2023-11,1896,51,0.02689873417721519,1896,1.0,3.120115611478387,3.120115611478387,3.120115611478387,138.45234633241932,138.45234633241932
2023-12-01,2023-12,1643,33,0.02008520998174072,1643,1.0,2.3297816473808037,2.3297816473808037,2.3297816473808037,103.38198185202597,103.38198185202597
2024-01-01,2024-1,1768,26,0.014705882352941176,1768,1.0,1.7058071509120591,1.7058071509120591,1.7058071509120591,75.6936703132258,75.6936703132258
2024-02-01,2024-2,1527,24,0.015717092337917484,1527,1.0,1.8231023381064049,1.8231023381064049,1.8231023381064049,80.89853958820201,80.89853958820201
2024-03-01,2024-3,1934,51,0.026370217166494313,1934,1.0,3.0588103409322756,3.0588103409322756,3.0588103409322756,135.73197965163754,135.73197965163754
2024-04-01,2024-4,1634,24,0.014687882496940025,1634,1.0,1.7037192596624728,1.7037192596624728,1.7037192596624728,75.60102200194889,75.60102200194889
2024-05-01,2024-5,1853,25,0.013491635186184566,1853,1.0,1.564960688910146,1.564960688910146,1.564960688910146,69.44373423231724,69.44373423231724
2024-06-01,2024-6,1540,21,0.013636363636363636,1540,1.0,1.5817484490275455,1.5817484490275455,1.5817484490275455,70.18867610862755,70.18867610862755
2024-07-01,2024-7,1246,17,0.013643659711075442,1246,1.0,1.582594756383901,1.582594756383901,1.582594756383901,70.22623024244704,70.22623024244704
2024-08-01,2024-8,1196,18,0.015050167224080268,1196,1.0,1.7457424353815723,1.7457424353815723,1.7457424353815723,77.46576292925448,77.46576292925448
2024-09-01,2024-9,1328,21,0.01581325301204819,1328,1.0,1.8342564845650755,1.8342564845650755,1.8342564845650755,81.39349488500483,81.39349488500483
2024-10-01,2024-10,1257,37,0.0294351630867144,1257,1.0,3.414328394347447,3.414328394347447,3.414328394347447,151.50777606052193,151.50777606052193
2024-11-01,2024-11,1266,21,0.016587677725118485,1266,1.0,1.9240857910761615,1.9240857910761615,1.9240857910761615,85.37959021112673,85.37959021112673
2024-12-01,2024-12,1272,14,0.0110062893081761,1272,1.0,1.2766732764687736,1.2766732764687736,1.2766732764687736,56.651237530024325,56.651237530024325
2025-01-01,2025-1,1403,27,0.01924447612259444,1403,1.0,2.2322608190125024,2.2322608190125024,2.2322608190125024,99.05458210625984,99.05458210625984
2025-02-01,2025-2,1285,28,0.02178988326848249,1285,1.0,2.5275150313903194,2.5275150313903194,2.5275150313903194,112.1562243395968,112.1562243395968
2025-03-01,2025-3,1209,18,0.01488833746898263,1209,1.0,1.7269710113452112,1.7269710113452112,1.7269710113452112,76.6327977364668,76.6327977364668
2025-04-01,2025-4,1540,32,0.02077922077922078,1540,1.0,2.410283350899117,2.410283350899117,2.410283350899117,106.95417311790864,106.95417311790864
2025-05-01,2025-5,1405,39,0.027758007117437724,1405,1.0,3.2197868784475308,3.2197868784475308,3.2197868784475308,142.8751698723664,142.8751698723664
2025-06-01,2025-6,1194,17,0.01423785594639866,1194,1.0,1.6515184811175379,1.6515184811175379,1.6515184811175379,73.2846590302253,73.2846590302253
2025-07-01,2025-7,1463,37,0.025290498974709502,1463,1.0,2.9335685520811627,2.9335685520811627,2.9335685520811627,130.17448701850725,130.17448701850725
2025-08-01,2025-8,1472,37,0.025135869565217392,1472,1.0,2.9156323313143617,2.9156323313143617,2.9156323313143617,129.37858322559515,129.37858322559515
2025-09-01,2025-9,1301,30,0.023059185242121444,1301,1.0,2.6747475694547274,2.6747475694547274,2.6747475694547274,118.68953684779446,118.68953684779446
