date,ym,malaysia_malay_mail_body_count,malaysia_malay_mail_epu_count,malaysia_malay_mail_ratio,news_total,malaysia_malay_mail_weights,malaysia_malay_mail_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2016-08-01,2016-8,1313,6,0.00456968773800457,1313,1.0,0.9109277391587715,0.9109277391587715,0.9109277391587715,41.8782585896605,41.8782585896605,41.8782585896605
2016-09-01,2016-9,1249,14,0.01120896717373899,1249,1.0,2.234410688713175,2.234410688713175,2.234410688713175,102.72299831800629,102.72299831800629,102.72299831800629
2016-10-01,2016-10,1388,16,0.011527377521613832,1388,1.0,2.297883038454307,2.297883038454307,2.297883038454307,105.64102503020985,105.64102503020985,105.64102503020985
2016-11-01,2016-11,1432,15,0.01047486033519553,1432,1.0,2.088072837841248,2.088072837841248,2.088072837841248,95.99537976296129,95.99537976296129,95.99537976296129
2016-12-01,2016-12,1314,14,0.0106544901065449,1314,1.0,2.1238804796063593,2.1238804796063593,2.1238804796063593,97.64157146057069,97.64157146057069,97.64157146057069
2017-01-01,2017-1,1384,13,0.00939306358381503,1384,1.0,1.8724260091162175,1.8724260091162175,1.8724260091162175,86.08140605333756,86.08140605333756,86.08140605333756
2017-02-01,2017-2,1287,9,0.006993006993006993,1287,1.0,1.3939954796217562,1.3939954796217562,1.3939954796217562,64.08642602357136,64.08642602357136,64.08642602357136
2017-03-01,2017-3,1372,12,0.008746355685131196,1372,1.0,1.7435103812178818,1.7435103812178818,1.7435103812178818,80.15474275251346,80.15474275251346,80.15474275251346
2017-04-01,2017-4,1152,11,0.009548611111111112,1152,1.0,1.90343306375436,1.90343306375436,1.90343306375436,87.50689942281056,87.50689942281056,87.50689942281056
2017-05-01,2017-5,1243,16,0.012872083668543845,1243,1.0,2.5659385819586307,2.5659385819586307,2.5659385819586307,117.96439480444994,117.96439480444994,117.96439480444994
2017-06-01,2017-6,1182,7,0.005922165820642978,1182,1.0,1.1805325508471896,1.1805325508471896,1.1805325508471896,54.272853172246144,54.272853172246144,54.272853172246144
2017-07-01,2017-7,1309,8,0.006111535523300229,1309,1.0,1.2182817637030474,1.2182817637030474,1.2182817637030474,56.00830509623044,56.00830509623044,56.00830509623044
2017-08-01,2017-8,1238,6,0.004846526655896607,1238,1.0,0.9661131837766291,0.9661131837766291,0.9661131837766291,44.41530979662701,44.41530979662701,44.41530979662701
2017-09-01,2017-9,1179,6,0.005089058524173028,1179,1.0,1.0144598146865709,1.0144598146865709,1.0144598146865709,46.63795888738273,46.63795888738273,46.63795888738273
2017-10-01,2017-10,1385,13,0.009386281588447653,1385,1.0,1.8710740769796712,1.8710740769796712,1.8710740769796712,86.01925341358783,86.01925341358783,86.01925341358783
2017-11-01,2017-11,1464,19,0.012978142076502733,1464,1.0,2.5870804085603223,2.5870804085603223,2.5870804085603223,118.93635212161435,118.93635212161435,118.93635212161435
2017-12-01,2017-12,1391,9,0.006470165348670022,1391,1.0,1.2897715185285408,1.2897715185285408,1.2897715185285408,59.29491753582771,59.29491753582771,59.29491753582771
2018-01-01,2018-1,1585,10,0.006309148264984227,1585,1.0,1.2576741551161585,1.2576741551161585,1.2576741551161585,57.8192991884587,57.8192991884587,57.8192991884587
2018-02-01,2018-2,1438,7,0.004867872044506259,1438,1.0,0.9703682024348943,0.9703682024348943,0.9703682024348943,44.610926599161985,44.610926599161985,44.610926599161985
2018-03-01,2018-3,1656,7,0.004227053140096618,1656,1.0,0.8426264946264359,0.8426264946264359,0.8426264946264359,38.738232155552495,38.738232155552495,38.738232155552495
2018-04-01,2018-4,1858,11,0.005920344456404736,1858,1.0,1.1801694776345655,1.1801694776345655,1.1801694776345655,54.25616153664034,54.25616153664034,54.25616153664034
2018-05-01,2018-5,2414,38,0.015741507870753936,2414,1.0,3.1379334864393638,3.1379334864393638,3.1379334864393638,144.26082809117102,144.26082809117102,144.26082809117102
2018-06-01,2018-6,2068,8,0.0038684719535783366,2068,1.0,0.7711464355354396,0.7711464355354396,0.7711464355354396,35.45206545984799,35.45206545984799,35.45206545984799
2018-07-01,2018-7,2110,23,0.010900473933649289,2110,1.0,2.1729152286615907,2.1729152286615907,2.1729152286615907,99.89585554100769,99.89585554100769,99.89585554100769
2018-08-01,2018-8,1963,15,0.007641365257259297,1963,1.0,1.5232400936264223,1.5232400936264223,1.5232400936264223,70.02821386681639,70.02821386681639,70.02821386681639
2018-09-01,2018-9,1839,12,0.0065252854812398045,1839,1.0,1.3007592403648363,1.3007592403648363,1.3007592403648363,59.80005821449074,59.80005821449074,59.80005821449074
2018-10-01,2018-10,1979,19,0.009600808489135927,1979,1.0,1.9138381597434622,1.9138381597434622,1.9138381597434622,87.98525492978443,87.98525492978443,87.98525492978443
2018-11-01,2018-11,1837,26,0.014153511159499184,1837,1.0,2.821380072527866,2.821380072527866,2.821380072527866,129.70785626327617,129.70785626327617,129.70785626327617
2018-12-01,2018-12,1667,13,0.007798440311937612,1667,1.0,1.5545516476405787,1.5545516476405787,1.5545516476405787,71.4677060454824,71.4677060454824,71.4677060454824
2019-01-01,2019-1,1762,10,0.0056753688989784334,1762,1.0,1.1313357184217432,1.1313357184217432,1.1313357184217432,52.011117601422846,52.011117601422846,52.011117601422846
2019-02-01,2019-2,1566,15,0.009578544061302681,1566,1.0,1.909399938562367,1.909399938562367,1.909399938562367,87.7812157219416,87.7812157219416,87.7812157219416
2019-03-01,2019-3,1832,12,0.006550218340611353,1832,1.0,1.3057293903007279,1.3057293903007279,1.3057293903007279,60.02855188670767,60.02855188670767,60.02855188670767
2019-04-01,2019-4,1816,15,0.008259911894273128,1816,1.0,1.6465420175047727,1.6465420175047727,1.6465420175047727,75.69679725801794,75.69679725801794,75.69679725801794
2019-05-01,2019-5,1734,14,0.008073817762399077,1734,1.0,1.6094457613626043,1.6094457613626043,1.6094457613626043,73.99136384036325,73.99136384036325,73.99136384036325
2019-06-01,2019-6,1503,21,0.013972055888223553,1503,1.0,2.785208533136483,2.785208533136483,2.785208533136483,128.0449350291316,128.0449350291316,128.0449350291316
2019-07-01,2019-7,1718,12,0.006984866123399301,1718,1.0,1.3923726676547925,1.3923726676547925,1.3923726676547925,64.0118201725544,64.0118201725544,64.0118201725544
2019-08-01,2019-8,1633,15,0.009185548071034905,1633,1.0,1.831059585908553,1.831059585908553,1.831059585908553,84.1796594124682,84.1796594124682,84.1796594124682
2019-09-01,2019-9,1660,17,0.010240963855421687,1660,1.0,2.0414475969641503,2.0414475969641503,2.0414475969641503,93.85186847186867,93.85186847186867,93.85186847186867
2019-10-01,2019-10,1813,29,0.015995587424158852,1813,1.0,3.1885820485336036,3.1885820485336036,3.1885820485336036,146.58930431315525,146.58930431315525,146.58930431315525
2019-11-01,2019-11,1618,17,0.010506798516687269,1618,1.0,2.0944394381708835,2.0944394381708835,2.0944394381708835,96.28807272144746,96.28807272144746,96.28807272144746
2019-12-01,2019-12,1522,20,0.013140604467805518,1522,1.0,2.6194658815494236,2.6194658815494236,2.6194658815494236,120.42521578673725,120.42521578673725,120.42521578673725
2020-01-01,2020-1,1565,17,0.010862619808306708,1565,1.0,2.16536933607699,2.16536933607699,2.16536933607699,99.54894674971372,99.54894674971372,99.54894674971372
2020-02-01,2020-2,1546,19,0.012289780077619664,1546,1.0,2.449861395945868,2.449861395945868,2.449861395945868,112.62795569601772,112.62795569601772,112.62795569601772
2020-03-01,2020-3,2152,46,0.02137546468401487,2152,1.0,4.261014063639364,4.261014063639364,4.261014063639364,195.8924304753961,195.8924304753961,195.8924304753961
2020-04-01,2020-4,1931,45,0.02330398757120663,1931,1.0,4.645448426393579,4.645448426393579,4.645448426393579,213.5661064016995,213.5661064016995,213.5661064016995
2020-05-01,2020-5,1796,29,0.016146993318485525,1796,1.0,3.2187635044495675,3.2187635044495675,3.2187635044495675,147.97684227157598,147.97684227157598,147.97684227157598
2020-06-01,2020-6,1796,31,0.017260579064587972,1796,1.0,3.4407471944116064,3.4407471944116064,3.4407471944116064,158.1821417385812,158.1821417385812,158.1821417385812
2020-07-01,2020-7,1939,22,0.011346054667354307,1939,1.0,2.2617378952501523,2.2617378952501523,2.2617378952501523,103.97931731312818,103.97931731312818,103.97931731312818
2020-08-01,2020-8,1855,15,0.008086253369272238,1855,1.0,1.6119246920693624,1.6119246920693624,1.6119246920693624,74.10532820515395,74.10532820515395,74.10532820515395
2020-09-01,2020-9,2060,18,0.008737864077669903,2060,1.0,1.7418176526924274,1.7418176526924274,1.7418176526924274,80.07692261391878,80.07692261391878,80.07692261391878
2020-10-01,2020-10,2191,39,0.017800091282519397,2191,1.0,3.5482942902101935,3.5482942902101935,3.5482942902101935,163.12642534616955,163.12642534616955,163.12642534616955
2020-11-01,2020-11,2029,58,0.02858551010349926,2029,1.0,5.698274276975281,5.698274276975281,5.698274276975281,261.96787453893586,261.96787453893586,261.96787453893586
2020-12-01,2020-12,1771,28,0.015810276679841896,1771,1.0,3.1516419539274487,3.1516419539274487,3.1516419539274487,144.8910501402483,144.8910501402483,144.8910501402483
2021-01-01,2021-1,1886,36,0.019088016967126194,1886,1.0,3.805031139497774,3.805031139497774,3.805031139497774,174.92943858395833,174.92943858395833,174.92943858395833
2021-02-01,2021-2,1558,34,0.021822849807445442,1558,1.0,4.350196419718214,4.350196419718214,4.350196419718214,199.9924283225956,199.9924283225956,199.9924283225956
2021-03-01,2021-3,1843,25,0.013564839934888768,1843,1.0,2.7040335537969495,2.7040335537969495,2.7040335537969495,124.31306187426348,124.31306187426348,124.31306187426348
2021-04-01,2021-4,1736,21,0.012096774193548387,1736,1.0,2.411387341765054,2.411387341765054,2.411387341765054,110.85918050045207,110.85918050045207,110.85918050045207
2021-05-01,2021-5,1865,28,0.015013404825737266,1865,1.0,2.992792439895717,2.992792439895717,2.992792439895717,137.5882304548953,137.5882304548953,137.5882304548953
2021-06-01,2021-6,1838,33,0.017954298150163223,1838,1.0,3.579034095938557,3.579034095938557,3.579034095938557,164.53963242939787,164.53963242939787,164.53963242939787
2021-07-01,2021-7,1800,27,0.015,1800,1.0,2.9901203037886668,2.9901203037886668,2.9901203037886668,137.46538382056056,137.46538382056056,137.46538382056056
2021-08-01,2021-8,1763,32,0.018150879183210438,1763,1.0,3.618220825155506,3.618220825155506,3.618220825155506,166.3411715733764,166.3411715733764,166.3411715733764
2021-09-01,2021-9,1914,28,0.014629049111807733,1914,1.0,2.9161744516225245,2.9161744516225245,2.9161744516225245,134.06585673896538,134.06585673896538,134.06585673896538
2021-10-01,2021-10,1865,22,0.011796246648793566,1865,1.0,2.3514797742037774,2.3514797742037774,2.3514797742037774,108.1050382145606,108.1050382145606,108.1050382145606
2021-11-01,2021-11,1865,24,0.012868632707774798,1865,1.0,2.5652506627677574,2.5652506627677574,2.5652506627677574,117.93276896133884,117.93276896133884,117.93276896133884
2021-12-01,2021-12,1903,21,0.011035207566999475,1903,1.0,2.1997732135071644,2.1997732135071644,2.1997732135071644,101.13060291580915,101.13060291580915,101.13060291580915
2022-01-01,2022-1,1531,13,0.008491182233834096,1531,1.0,1.6926437600371294,1.6926437600371294,1.6926437600371294,77.81624165762193,77.81624165762193,77.81624165762193
2022-02-01,2022-2,1416,11,0.007768361581920904,1416,1.0,1.548555712884903,1.548555712884903,1.548555712884903,71.19205376771028,71.19205376771028,71.19205376771028
2022-03-01,2022-3,1701,19,0.011169900058788948,1701,1.0,2.226622997138337,2.226622997138337,2.226622997138337,102.36497325458164,102.36497325458164,102.36497325458164
2022-04-01,2022-4,1401,19,0.013561741613133477,1401,1.0,2.703415930144405,2.703415930144405,2.703415930144405,124.28466774164411,124.28466774164411,124.28466774164411
2022-05-01,2022-5,1311,25,0.01906941266209001,1311,1.0,3.8013225321493356,3.8013225321493356,3.8013225321493356,174.75894205512407,174.75894205512407,174.75894205512407
2022-06-01,2022-6,1265,21,0.016600790513833993,1265,1.0,3.3092240516238216,3.3092240516238216,3.3092240516238216,152.13560264726073,152.13560264726073,152.13560264726073
2022-07-01,2022-7,1314,27,0.02054794520547945,1314,1.0,4.096055210669407,4.096055210669407,4.096055210669407,188.30874495967203,188.30874495967203,188.30874495967203
2022-08-01,2022-8,1434,26,0.01813110181311018,1434,1.0,3.614278377429351,3.614278377429351,3.614278377429351,166.15992465525684,166.15992465525684,166.15992465525684
2022-09-01,2022-9,1298,12,0.009244992295839754,1298,1.0,1.8429092781440168,1.8429092781440168,1.8429092781440168,84.72442762438249,84.72442762438249,84.72442762438249
2022-10-01,2022-10,1592,24,0.01507537688442211,1592,1.0,3.0051460339584595,3.0051460339584595,3.0051460339584595,138.15616464377948,138.15616464377948,138.15616464377948
2022-11-01,2022-11,1809,24,0.013266998341625208,1809,1.0,2.6446614074416073,2.6446614074416073,2.6446614074416073,121.58353461188332,121.58353461188332,121.58353461188332
2022-12-01,2022-12,1412,10,0.007082152974504249,1412,1.0,1.411765960240164,1.411765960240164,1.411765960240164,64.9033917944101,64.9033917944101,64.9033917944101
2023-01-01,2023-1,1225,15,0.012244897959183673,1225,1.0,2.440914533705034,2.440914533705034,2.440914533705034,112.21663985351883,112.21663985351883,112.21663985351883
2023-02-01,2023-2,1316,19,0.014437689969604863,1316,1.0,2.8780286611947656,2.8780286611947656,2.8780286611947656,132.31217287693266,132.31217287693266,132.31217287693266
2023-03-01,2023-3,1534,19,0.012385919165580182,1534,1.0,2.4690258918724326,2.4690258918724326,2.4690258918724326,113.50900880446115,113.50900880446115,113.50900880446115
2023-04-01,2023-4,1274,10,0.007849293563579277,1274,1.0,1.5646888036570732,1.5646888036570732,1.5646888036570732,71.9337434958454,71.9337434958454,71.9337434958454
2023-05-01,2023-5,1454,15,0.01031636863823934,1454,1.0,2.056478888437873,2.056478888437873,2.056478888437873,94.54290496599765,94.54290496599765,94.54290496599765
2023-06-01,2023-6,1498,19,0.012683578104138851,1498,1.0,2.5283616275916634,2.5283616275916634,2.5283616275916634,116.23686215356702,116.23686215356702,116.23686215356702
2023-07-01,2023-7,1809,17,0.009397457158651189,1809,1.0,1.8733018302711386,1.8733018302711386,1.8733018302711386,86.12167035008403,86.12167035008403,86.12167035008403
2023-08-01,2023-8,1729,11,0.006362058993637941,1729,1.0,1.2682214513852068,1.2682214513852068,1.2682214513852068,58.3041920966326,58.3041920966326,58.3041920966326
2023-09-01,2023-9,1635,11,0.00672782874617737,1635,1.0,1.3411344889572003,1.3411344889572003,1.3411344889572003,61.656237391484865,61.656237391484865,61.656237391484865
2023-10-01,2023-10,1773,29,0.016356457980823462,1773,1.0,3.260518473768428,3.260518473768428,3.260518473768428,149.89645161858456,149.89645161858456,149.89645161858456
2023-11-01,2023-11,1896,32,0.016877637130801686,1896,1.0,3.364411030985842,3.364411030985842,3.364411030985842,154.6727244113199,154.6727244113199,154.6727244113199
2023-12-01,2023-12,1643,23,0.01399878271454656,1643,1.0,2.790536294872767,2.790536294872767,2.790536294872767,128.28986925838478,128.28986925838478,128.28986925838478
2024-01-01,2024-1,1768,12,0.006787330316742082,1768,1.0,1.3529956125740576,1.3529956125740576,1.3529956125740576,62.201531140525155,62.201531140525155,62.201531140525155
2024-02-01,2024-2,1527,17,0.011132940406024885,1527,1.0,2.2192554099282837,2.2192554099282837,2.2192554099282837,102.02626173104255,102.02626173104255,102.02626173104255
2024-03-01,2024-3,1934,25,0.012926577042399173,1934,1.0,2.576801364864415,2.576801364864415,2.576801364864415,118.4637916412966,118.4637916412966,118.4637916412966
2024-04-01,2024-4,1634,14,0.008567931456548347,1634,1.0,1.7079430539796547,1.7079430539796547,1.7079430539796547,78.51959908151154,78.51959908151154,78.51959908151154
2024-05-01,2024-5,1853,11,0.0059363194819212085,1853,1.0,1.1833539608445884,1.1833539608445884,1.1833539608445884,54.40256240425135,54.40256240425135,54.40256240425135
2024-06-01,2024-6,1540,16,0.01038961038961039,1540,1.0,2.0710789982951807,2.0710789982951807,2.0710789982951807,95.21411866359175,95.21411866359175,95.21411866359175
2024-07-01,2024-7,1246,12,0.009630818619582664,1246,1.0,1.9198204197680044,1.9198204197680044,1.9198204197680044,88.26027853647548,88.26027853647548,88.26027853647548
2024-08-01,2024-8,1196,12,0.010033444816053512,1196,1.0,2.00008047076165,2.00008047076165,2.00008047076165,91.95008951208065,91.95008951208065,91.95008951208065
2024-09-01,2024-9,1328,12,0.009036144578313253,1328,1.0,1.801277291438956,1.801277291438956,1.801277291438956,82.81047218106059,82.81047218106059,82.81047218106059
2024-10-01,2024-10,1257,22,0.017501988862370723,1257,1.0,3.488870150270521,3.488870150270521,3.488870150270521,160.39450777259785,160.39450777259785,160.39450777259785
2024-11-01,2024-11,1266,13,0.010268562401263823,1266,1.0,2.0469491284493246,2.0469491284493246,2.0469491284493246,94.10479145167392,94.10479145167392,94.10479145167392
2024-12-01,2024-12,1272,9,0.007075471698113208,1272,1.0,1.4104341055606922,1.4104341055606922,1.4104341055606922,64.84216217950971,64.84216217950971,64.84216217950971
2025-01-01,2025-1,1403,13,0.009265858873841768,1403,1.0,1.8470688500476442,1.8470688500476442,1.8470688500476442,84.91565643465371,84.91565643465371,84.91565643465371
2025-02-01,2025-2,1285,17,0.013229571984435798,1285,1.0,2.6372007867396805,2.6372007867396805,2.6372007867396805,121.24054604148014,121.24054604148014,121.24054604148014
2025-03-01,2025-3,1209,9,0.007444168734491315,1209,1.0,1.483930671855418,1.483930671855418,1.483930671855418,68.22103415412435,68.22103415412435,68.22103415412435
2025-04-01,2025-4,1540,15,0.00974025974025974,1540,1.0,1.9416365609017319,1.9416365609017319,1.9416365609017319,89.26323624711726,89.26323624711726,89.26323624711726
2025-05-01,2025-5,1405,18,0.012811387900355872,1405,1.0,2.5538394053711038,2.5538394053711038,2.5538394053711038,117.40815699976704,117.40815699976704,117.40815699976704
2025-06-01,2025-6,1194,12,0.010050251256281407,1194,1.0,2.0034306893056395,2.0034306893056395,2.0034306893056395,92.10410976251964,92.10410976251964,92.10410976251964
2025-07-01,2025-7,1463,21,0.014354066985645933,1463,1.0,2.8613591423814997,2.8613591423814997,2.8613591423814997,131.545821837857,131.545821837857,131.545821837857
2025-08-01,2025-8,1472,19,0.012907608695652174,1472,1.0,2.5730201889485813,2.5730201889485813,2.5730201889485813,118.2899589035621,118.2899589035621,118.2899589035621
2025-09-01,2025-9,1301,18,0.013835511145272867,1301,1.0,2.757989519251653,2.757989519251653,2.757989519251653,126.79358999590522,126.79358999590522,126.79358999590522
