,date,ym,post_courier_news_count,post_courier_epu_count,post_courier_ratio,papua_new_guinea_abc_news_count,papua_new_guinea_abc_epu_count,papua_new_guinea_abc_ratio,png_business_news_count,png_business_epu_count,png_business_ratio,papua_new_guinea_rnz_news_count,papua_new_guinea_rnz_epu_count,papua_new_guinea_rnz_ratio,news_total,post_courier_weights,papua_new_guinea_abc_weights,png_business_weights,papua_new_guinea_rnz_weights,post_courier_z_score,papua_new_guinea_abc_z_score,png_business_z_score,papua_new_guinea_rnz_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
24,2017-01-01,2017-1,0.0,0.0,0.0,18.0,1.0,0.05555555555555555,0.0,0.0,0.0,57.0,0.0,0.0,75.0,0.0,0.24,0.0,0.76,0.0,0.6364691772989857,0.0,0.0,0.15911729432474642,0.15275260255175654,30.21560821429008,26.9647418805384
25,2017-02-01,2017-2,0.0,0.0,0.0,25.0,2.0,0.08,0.0,0.0,0.0,74.0,0.0,0.0,99.0,0.0,0.25252525252525254,0.0,0.7474747474747475,0.0,0.9165156153105394,0.0,0.0,0.22912890382763484,0.23144333719963117,45.781224567106186,38.8292283079753
26,2017-03-01,2017-3,0.0,0.0,0.0,18.0,1.0,0.05555555555555555,0.0,0.0,0.0,106.0,0.0,0.0,124.0,0.0,0.14516129032258066,0.0,0.8548387096774194,0.0,0.6364691772989857,0.0,0.0,0.15911729432474642,0.09239068702727211,18.275569484449647,26.9647418805384
27,2017-04-01,2017-4,12.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,94.0,1.0,0.010638297872340425,127.0,0.09448818897637795,0.16535433070866143,0.0,0.7401574803149606,0.0,0.0,0.0,0.5725748272979734,0.14314370682449334,0.4237955414646417,83.82993042308259,24.257784942397887
28,2017-05-01,2017-5,11.0,1.0,0.09090909090909091,18.0,2.0,0.1111111111111111,0.0,0.0,0.0,78.0,2.0,0.02564102564102564,107.0,0.102803738317757,0.16822429906542055,0.0,0.7289719626168224,6.887251426487493,1.2729383545979713,0.0,1.3800521478463974,2.3850604822329653,1.9281936785621019,381.4111431126859,404.1832193402391
29,2017-06-01,2017-6,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,88.0,1.0,0.011363636363636364,106.0,0.0,0.16981132075471697,0.0,0.8301886792452831,0.0,0.0,0.0,0.6116140200682898,0.15290350501707245,0.5077550355283915,100.43774682765556,25.91172482483411
30,2017-07-01,2017-7,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,91.0,1.0,0.01098901098901099,108.0,0.009259259259259259,0.14814814814814814,0.0,0.8425925925925926,0.0,0.0,0.0,0.591450920505599,0.14786273012639975,0.498352164500088,98.57778855306935,25.057492138301118
31,2017-08-01,2017-8,1.0,0.0,0.0,23.0,1.0,0.043478260869565216,0.0,0.0,0.0,120.0,1.0,0.008333333333333333,144.0,0.006944444444444444,0.1597222222222222,0.0,0.8333333333333334,0.0,0.49810631266877137,0.0,0.4485169480500792,0.23665581517971263,0.4533227705374392,89.67063735974476,40.10477300993738
32,2017-09-01,2017-9,0.0,0.0,0.0,17.0,1.0,0.058823529411764705,0.0,0.0,0.0,76.0,1.0,0.013157894736842105,93.0,0.0,0.1827956989247312,0.0,0.8172043010752689,0.0,0.6739085406695142,0.0,0.7081846548159144,0.34552329887135713,0.7019191285740993,138.84485784734673,58.55395296480523
33,2017-10-01,2017-10,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,0.013333333333333334,98.0,0.0,0.23469387755102042,0.0,0.7653061224489796,0.0,0.0,0.0,0.7176271168801267,0.17940677922003168,0.5492044261837704,108.63674656868866,30.40309046113869
34,2017-11-01,2017-11,0.0,0.0,0.0,36.0,3.0,0.08333333333333333,0.0,0.0,0.0,95.0,1.0,0.010526315789473684,131.0,0.0,0.2748091603053435,0.0,0.7251908396946565,0.0,0.9547037659484785,0.0,0.5665477238527316,0.38031287245030254,0.6732165598485094,133.16727490035694,64.44955265854867
35,2017-12-01,2017-12,6.0,0.0,0.0,16.0,1.0,0.0625,0.0,0.0,0.0,53.0,0.0,0.0,75.0,0.08,0.21333333333333335,0.0,0.7066666666666667,0.0,0.7160278244613589,0.0,0.0,0.17900695611533973,0.15275260255175657,30.215608214290082,30.335334615605703
36,2018-01-01,2018-1,3.0,0.0,0.0,26.0,1.0,0.038461538461538464,0.0,0.0,0.0,62.0,1.0,0.016129032258064516,91.0,0.03296703296703297,0.2857142857142857,0.0,0.6813186813186813,0.0,0.44063250736083626,0.0,0.8680973188066048,0.3271824565418603,0.7173459226086949,141.89639318465103,55.44583023443008
37,2018-02-01,2018-2,60.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,125.0,0.48,0.136,0.0,0.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2018-03-01,2018-3,126.0,0.0,0.0,18.0,1.0,0.05555555555555555,0.0,0.0,0.0,74.0,1.0,0.013513513513513514,218.0,0.5779816513761468,0.08256880733944955,0.0,0.3394495412844037,0.0,0.6364691772989857,0.0,0.7273247806217501,0.34094848948018397,0.2994425640247305,59.2319806412993,57.77868491547627
39,2018-04-01,2018-4,113.0,2.0,0.017699115044247787,21.0,1.0,0.047619047619047616,0.0,0.0,0.0,74.0,1.0,0.013513513513513514,208.0,0.5432692307692307,0.10096153846153846,0.0,0.3557692307692308,1.3408808086966801,0.5455450091134163,0.0,0.7273247806217501,0.6534376496079617,1.0422981266351734,206.17437157069736,110.73452217421284
40,2018-05-01,2018-5,75.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,84.0,1.0,0.011904761904761904,173.0,0.43352601156069365,0.08092485549132948,0.0,0.48554913294797686,0.0,0.0,0.0,0.6407384972143988,0.1601846243035997,0.311110021768841,61.5398911198352,27.14561648315954
41,2018-06-01,2018-6,64.0,1.0,0.015625,18.0,1.0,0.05555555555555555,0.0,0.0,0.0,62.0,1.0,0.016129032258064516,144.0,0.4444444444444444,0.125,0.0,0.4305555555555556,1.183746338927538,0.6364691772989857,0.0,0.8680973188066048,0.6720782087582822,0.9794322545052339,193.7390314809316,113.89343628301772
42,2018-07-01,2018-7,61.0,0.0,0.0,8.0,1.0,0.125,0.0,0.0,0.0,68.0,2.0,0.029411764705882353,137.0,0.44525547445255476,0.058394160583941604,0.0,0.49635036496350365,0.0,1.4320556489227179,0.0,1.5830009931179265,0.753764160510161,0.8693468082000055,171.96330615718787,127.73630995431144
43,2018-08-01,2018-8,54.0,1.0,0.018518518518518517,11.0,1.0,0.09090909090909091,0.0,0.0,0.0,83.0,1.0,0.012048192771084338,148.0,0.36486486486486486,0.07432432432432433,0.0,0.5608108108108109,1.402958623914119,1.0414950173983402,0.0,0.6484582381446928,0.7732279698642881,0.9529611124915789,188.50284144090642,131.03473579465344
44,2018-09-01,2018-9,43.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,97.0,0.44329896907216493,0.08247422680412371,0.0,0.4742268041237113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2018-10-01,2018-10,67.0,1.0,0.014925373134328358,8.0,1.0,0.125,0.0,0.0,0.0,84.0,0.0,0.0,159.0,0.42138364779874216,0.050314465408805034,0.0,0.5283018867924528,1.130742771512872,1.4320556489227179,0.0,0.0,0.6406996051088975,0.5485296281933596,108.5032664749853,108.57587509918737
46,2018-11-01,2018-11,84.0,0.0,0.0,27.0,4.0,0.14814814814814814,0.0,0.0,0.0,105.0,1.0,0.009523809523809525,216.0,0.3888888888888889,0.125,0.0,0.4861111111111111,0.0,1.6972511394639618,0.0,0.5125907977715191,0.5524604843088702,0.4613324746830392,91.25501679638201,93.62247153463004
47,2018-12-01,2018-12,39.0,1.0,0.02564102564102564,5.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,107.0,0.3644859813084112,0.04672897196261682,0.0,0.5887850467289719,1.9425580946503185,0.0,0.0,0.0,0.4856395236625796,0.7080351933772189,140.0546612472047,82.2986870039587
48,2019-01-01,2019-1,52.0,2.0,0.038461538461538464,5.0,1.0,0.2,0.0,0.0,0.0,74.0,0.0,0.0,131.0,0.3969465648854962,0.03816793893129771,0.0,0.5648854961832062,2.913837141975478,2.2912890382763487,0.0,0.0,1.3012815450629567,1.2440914242298213,246.09059635857682,220.52110127587633
49,2019-02-01,2019-2,42.0,0.0,0.0,14.0,1.0,0.07142857142857142,0.0,0.0,0.0,72.0,2.0,0.027777777777777776,128.0,0.328125,0.109375,0.0,0.5625,0.0,0.8183175136701244,0.0,1.495056493500264,0.5783435017925971,0.9304727556515684,184.05447612136513,98.00872564044545
50,2019-03-01,2019-3,32.0,0.0,0.0,7.0,1.0,0.14285714285714285,0.0,0.0,0.0,59.0,1.0,0.01694915254237288,98.0,0.32653061224489793,0.07142857142857142,0.0,0.6020408163265306,0.0,1.6366350273402488,0.0,0.912237860440839,0.637218221945272,0.6661069281366453,131.76093652860453,107.98590404171814
51,2019-04-01,2019-4,49.0,0.0,0.0,8.0,1.0,0.125,0.0,0.0,0.0,75.0,2.0,0.02666666666666667,132.0,0.3712121212121212,0.06060606060606061,0.0,0.5681818181818182,0.0,1.4320556489227179,0.0,1.4352542337602534,0.7168274706707428,0.9022766115409148,178.47706775405103,121.47685015348878
52,2019-05-01,2019-5,98.0,1.0,0.01020408163265306,11.0,3.0,0.2727272727272727,2.0,0.0,0.0,87.0,2.0,0.022988505747126436,198.0,0.494949494949495,0.05555555555555555,0.010101010101010102,0.4393939393939394,0.7730588335853308,3.1244850521950203,0.0,1.2372881325519425,1.2837080045830733,1.0998644888763973,217.56142893499575,217.5430090139496
53,2019-06-01,2019-6,109.0,0.0,0.0,8.0,1.0,0.125,8.0,1.0,0.125,78.0,1.0,0.01282051282051282,203.0,0.5369458128078818,0.03940886699507389,0.03940886699507389,0.3842364532019704,0.0,1.4320556489227179,1.3981255752590263,0.6900260739231987,0.8800518245262356,0.37666740669686427,74.50763258838,149.13759306021709
54,2019-07-01,2019-7,94.0,1.0,0.010638297872340425,9.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,190.0,0.49473684210526314,0.04736842105263158,0.0,0.45789473684210524,0.80595495416343,0.0,0.0,0.0,0.2014887385408575,0.39873560890190746,78.87288817605737,34.14519992717436
55,2019-08-01,2019-8,123.0,2.0,0.016260162601626018,18.0,1.0,0.05555555555555555,0.0,0.0,0.0,62.0,2.0,0.03225806451612903,203.0,0.6059113300492611,0.08866995073891626,0.0,0.3054187192118227,1.2318661088026412,0.6364691772989857,0.0,1.7361946376132096,0.9011324809287091,1.3331036655474169,263.6978839922983,152.7100171702254
56,2019-09-01,2019-9,108.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,0.3333333333333333,39.0,1.0,0.02564102564102564,155.0,0.6967741935483871,0.03225806451612903,0.01935483870967742,0.25161290322580643,0.0,0.0,3.7283348673574035,1.3800521478463974,1.2770967538009503,0.419400247536011,82.96050838302828,216.42263632533653
57,2019-10-01,2019-10,338.0,3.0,0.008875739644970414,10.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,418.0,0.8086124401913876,0.023923444976076555,0.0,0.1674641148325359,0.672423955840495,0.0,0.0,0.0,0.16810598896012374,0.5437303757753285,107.55393842189645,28.488007039831867
58,2019-11-01,2019-11,227.0,2.0,0.00881057268722467,8.0,1.0,0.125,5.0,0.0,0.0,62.0,0.0,0.0,302.0,0.7516556291390728,0.026490066225165563,0.016556291390728478,0.2052980132450331,0.6674869223908584,1.4320556489227179,0.0,0.0,0.5248856428283941,0.5396555515698893,106.74790769196542,88.94951322376112
59,2019-12-01,2019-12,218.0,0.0,0.0,5.0,1.0,0.2,9.0,0.0,0.0,29.0,3.0,0.10344827586206896,261.0,0.8352490421455939,0.019157088122605363,0.034482758620689655,0.1111111111111111,0.0,2.2912890382763487,0.0,5.567796596483741,1.9647714086900225,0.6625384922965909,131.05507320791656,332.95911745118667
60,2020-01-01,2020-1,262.0,0.0,0.0,4.0,0.0,0.0,7.0,1.0,0.14285714285714285,55.0,0.0,0.0,328.0,0.7987804878048781,0.012195121951219513,0.021341463414634148,0.1676829268292683,0.0,0.0,1.59785780029603,0.0,0.3994644500740075,0.03410062378680552,6.745358645237485,67.6950662868431
61,2020-02-01,2020-2,145.0,2.0,0.013793103448275862,6.0,0.0,0.0,2.0,0.0,0.0,50.0,1.0,0.02,203.0,0.7142857142857143,0.029556650246305417,0.009852216748768473,0.24630541871921183,1.0449622853981024,0.0,0.0,1.07644067532019,0.5303507401795731,1.0115348036883467,200.08915601297193,89.8756535283203
62,2020-03-01,2020-3,77.0,1.0,0.012987012987012988,3.0,1.0,0.3333333333333333,1.0,0.0,0.0,50.0,2.0,0.04,131.0,0.5877862595419847,0.022900763358778626,0.007633587786259542,0.3816793893129771,0.9838930609267849,3.818815063793914,0.0,2.15288135064038,1.7388973688402696,1.48748304133407,294.23528012966136,294.6814732270931
63,2020-04-01,2020-4,59.0,0.0,0.0,5.0,1.0,0.2,2.0,1.0,0.5,51.0,1.0,0.0196078431372549,117.0,0.5042735042735043,0.042735042735042736,0.017094017094017096,0.4358974358974359,0.0,2.2912890382763487,5.592502301036105,1.055333995411951,2.2347813336811013,0.6535340475167817,129.27392662770205,378.71622992262246
64,2020-05-01,2020-5,95.0,3.0,0.031578947368421054,9.0,2.0,0.2222222222222222,7.0,1.0,0.14285714285714285,47.0,1.0,0.02127659574468085,158.0,0.6012658227848101,0.056962025316455694,0.04430379746835443,0.2974683544303797,2.3924136534114453,2.5458767091959427,1.59785780029603,1.1451496545959468,1.9203244543748412,1.9949318090185604,394.61244488522544,325.42693400393114
65,2020-06-01,2020-6,50.0,0.0,0.0,5.0,1.0,0.2,5.0,0.0,0.0,53.0,0.0,0.0,113.0,0.4424778761061947,0.04424778761061947,0.04424778761061947,0.4690265486725664,0.0,2.2912890382763487,0.0,0.0,0.5728222595690872,0.10138447072019242,20.05460722187395,97.07307076993825
66,2020-07-01,2020-7,42.0,0.0,0.0,8.0,1.0,0.125,7.0,2.0,0.2857142857142857,45.0,1.0,0.022222222222222223,102.0,0.4117647058823529,0.0784313725490196,0.06862745098039216,0.4411764705882353,0.0,1.4320556489227179,3.19571560059206,1.196045194800211,1.4559541110787473,0.8592989035444673,169.97575540273564,246.73261924012874
67,2020-08-01,2020-8,39.0,1.0,0.02564102564102564,14.0,1.0,0.07142857142857142,3.0,1.0,0.3333333333333333,52.0,0.0,0.0,108.0,0.3611111111111111,0.12962962962962962,0.027777777777777776,0.48148148148148145,1.9425580946503185,0.8183175136701244,3.7283348673574035,0.0,1.6223026189194616,0.9111223656001516,180.22682412185696,274.9227955196658
68,2020-09-01,2020-9,16.0,0.0,0.0,5.0,2.0,0.4,1.0,0.0,0.0,52.0,1.0,0.019230769230769232,74.0,0.21621621621621623,0.06756756756756757,0.013513513513513514,0.7027027027027027,0.0,4.582578076552697,0.0,1.035039110884798,1.404404296859374,1.0369584344428782,205.11814048479732,237.9967527819035
69,2020-10-01,2020-10,23.0,0.0,0.0,4.0,1.0,0.25,77.0,4.0,0.05194805194805195,38.0,1.0,0.02631578947368421,142.0,0.1619718309859155,0.028169014084507043,0.5422535211267606,0.2676056338028169,0.0,2.8641112978454357,0.5810392001076473,1.4163693096318288,1.215379951896228,0.7747781504625357,153.25691776306215,205.9638257974457
70,2020-11-01,2020-11,13.0,0.0,0.0,9.0,2.0,0.2222222222222222,71.0,4.0,0.056338028169014086,51.0,1.0,0.0196078431372549,144.0,0.09027777777777778,0.0625,0.4930555555555556,0.3541666666666667,0.0,2.5458767091959427,0.6301411043420964,1.055333995411951,1.0578379522374974,0.843575989979596,166.86564540574017,179.26604053048706
71,2020-12-01,2020-12,5.0,0.0,0.0,10.0,1.0,0.1,47.0,5.0,0.10638297872340426,20.0,2.0,0.1,82.0,0.06097560975609756,0.12195121951219512,0.573170731707317,0.24390243902439024,0.0,1.1456445191381743,1.1898941066034268,5.38220337660095,1.9294355005856378,2.1344577528507536,422.2117209966367,326.970933418818
72,2021-01-01,2021-1,13.0,1.0,0.07692307692307693,6.0,1.0,0.16666666666666666,51.0,4.0,0.0784313725490196,13.0,0.0,0.0,83.0,0.1566265060240964,0.07228915662650602,0.6144578313253012,0.1566265060240964,5.827674283950956,1.909407531896957,0.8772552629076243,0.0,2.1535842696888845,1.5898340878437713,314.4810832780029,364.9562053992092
73,2021-02-01,2021-2,44.0,1.0,0.022727272727272728,7.0,1.0,0.14285714285714285,66.0,3.0,0.045454545454545456,20.0,0.0,0.0,137.0,0.32116788321167883,0.051094890510948905,0.48175182481751827,0.145985401459854,1.7218128566218733,1.6366350273402488,0.5084093000941914,0.0,0.9667142960140784,0.8815417860508087,174.37556406157915,163.82381044668108
74,2021-03-01,2021-3,81.0,0.0,0.0,26.0,5.0,0.19230769230769232,73.0,5.0,0.0684931506849315,45.0,0.0,0.0,225.0,0.36,0.11555555555555555,0.3244444444444444,0.2,0.0,2.2031625368041814,0.7660962056213843,0.0,0.7423146856063914,0.5031433287434212,99.52551670465891,125.79602975561882
75,2021-04-01,2021-4,84.0,0.0,0.0,17.0,2.0,0.11764705882352941,70.0,6.0,0.08571428571428572,31.0,0.0,0.0,202.0,0.4158415841584158,0.08415841584158416,0.3465346534653465,0.15346534653465346,0.0,1.3478170813390284,0.9587146801776181,0.0,0.5766329403791617,0.4456580098772116,88.15449032658853,97.71884610736366
76,2021-05-01,2021-5,70.0,5.0,0.07142857142857142,5.0,2.0,0.4,58.0,6.0,0.10344827586206896,17.0,1.0,0.058823529411764705,150.0,0.4666666666666667,0.03333333333333333,0.38666666666666666,0.11333333333333333,5.411411835097316,4.582578076552697,1.1570694415936769,3.166001986235853,3.579265334869886,3.4842918681201223,689.2190131797125,606.5586163107298
77,2021-06-01,2021-6,86.0,0.0,0.0,6.0,1.0,0.16666666666666666,67.0,1.0,0.014925373134328358,18.0,5.0,0.2777777777777778,177.0,0.4858757062146893,0.03389830508474576,0.3785310734463277,0.1016949152542373,0.0,1.909407531896957,0.1669403671951076,14.95056493500264,4.256728208523676,1.648314229511308,326.0488930529215,721.3645624477941
78,2021-07-01,2021-7,38.0,0.0,0.0,9.0,2.0,0.2222222222222222,65.0,3.0,0.046153846153846156,15.0,0.0,0.0,127.0,0.2992125984251969,0.07086614173228346,0.5118110236220472,0.11811023622047244,0.0,2.5458767091959427,0.5162309816341021,0.0,0.7655269227075112,0.44462916684236314,87.95097747289132,129.72968124559523
79,2021-08-01,2021-8,78.0,0.0,0.0,6.0,1.0,0.16666666666666666,67.0,3.0,0.04477611940298507,13.0,0.0,0.0,164.0,0.47560975609756095,0.036585365853658534,0.40853658536585363,0.07926829268292683,0.0,1.909407531896957,0.5008211015853228,0.0,0.60255715837057,0.2744601158390144,54.290265384057555,102.11208223898394
80,2021-09-01,2021-9,48.0,2.0,0.041666666666666664,5.0,2.0,0.4,61.0,3.0,0.04918032786885246,12.0,1.0,0.08333333333333333,126.0,0.38095238095238093,0.03968253968253968,0.48412698412698413,0.09523809523809523,3.1566569038067676,4.582578076552697,0.5500821935445349,4.485169480500791,3.1936216636011974,2.0778529312517016,411.0148635689721,541.2056821890607
81,2021-10-01,2021-10,30.0,0.0,0.0,8.0,0.0,0.0,58.0,8.0,0.13793103448275862,13.0,0.0,0.0,109.0,0.27522935779816515,0.07339449541284404,0.5321100917431193,0.11926605504587157,0.0,0.0,1.542759255458236,0.0,0.385689813864559,0.8209177689594284,162.38367967984553,65.3607536562623
82,2021-11-01,2021-11,95.0,0.0,0.0,7.0,1.0,0.14285714285714285,65.0,4.0,0.06153846153846154,17.0,0.0,0.0,184.0,0.5163043478260869,0.03804347826086957,0.3532608695652174,0.09239130434782608,0.0,1.6366350273402488,0.6883079755121361,0.0,0.5812357507130962,0.305415563041688,60.41348455773553,98.49885932406852
83,2021-12-01,2021-12,22.0,0.0,0.0,2.0,1.0,0.5,31.0,4.0,0.12903225806451613,6.0,0.0,0.0,61.0,0.36065573770491804,0.03278688524590164,0.5081967213114754,0.09836065573770492,0.0,5.728222595690871,1.443226400267382,0.0,1.7928622489895634,0.921253501633944,182.23083866595633,303.8266077645749
