,date,total,var,sarimax,lf,mean_ensemble,rpw,ols,ols_lasso,cls
0,2019-01-01,1750,2312.608056471496,1938.4184082936465,2136.464988459701,2129.163817741615,2004.384005478952,2112.5778512991715,2065.896751234804,2109.89179671531
1,2019-02-01,1891,2642.43984612617,1974.6978893363691,1972.9174118532987,2196.685049105279,1998.721459721684,2167.7470740968934,2165.053870757567,2165.8469433342484
2,2019-03-01,2378,2727.277830559172,2183.45395817906,1956.41132460453,2289.0477044475874,2175.0540352465105,2270.634411039529,2349.809580192496,2266.188960228567
3,2019-04-01,2106,2315.680725426605,2269.0518884698217,2313.809744789529,2299.5141195619854,2281.650090374523,2303.4730726470307,2331.729948229764,2296.911740543156
4,2019-05-01,2434,2478.4880917095597,2037.458162359997,2486.5455749243856,2334.163942997981,2254.9071188205635,2310.6319278237515,2183.840938612993,2309.292236366077
5,2019-06-01,2523,2557.3515745741515,2838.916313829074,2352.326021566469,2582.864636656565,2601.6332715321932,2613.778997303226,2838.9706719575647,2600.7426853345223
6,2019-07-01,2537,2320.81376698102,2518.462395006171,2604.1796690275182,2481.15194367157,2522.9374187830012,2498.128379615677,2534.190246095185,2489.4277677602063
7,2019-08-01,2484,2409.325789473624,2369.9302776527134,2497.649171018729,2425.6350793816887,2427.5949915702604,2429.053569398688,2434.0571974185455,2422.537128312146
8,2019-09-01,2695,2310.0806132430343,2341.302266085564,2568.155620255436,2406.512833194678,2439.601911365508,2412.080091962421,2390.276171220293,2405.6864605023334
9,2019-10-01,2761,2311.8200535044502,2484.226373345449,2579.240369185717,2458.428932011872,2503.1601966641856,2473.83230229377,2504.7252469501123,2465.4453350791673
10,2019-11-01,2295,2583.782857909241,2278.598344569039,2850.0806565760327,2570.820619684771,2534.437001627206,2553.3636157914393,2402.0670837949842,2551.001982919718
11,2019-12-01,3053,3052.4347884921917,2445.157897166614,2674.486113000902,2724.0262662199025,2676.0451483716606,2696.29429659971,2635.1542069154325,2693.6705424448196
12,2020-01-01,1857,1950.8336913852943,2160.635919253358,2199.803224584388,2103.7576117410135,2122.670858117753,2120.9504314362202,2165.104474674443,2113.0606625349715
13,2020-02-01,1471,1570.05869757226,1243.1971112707129,1128.8370676849745,1314.0309588426492,1288.7751186486682,1302.4188535448322,1341.7801444000334,1300.0707890548047
14,2020-03-01,752,751.3766500803961,809.0777000058354,886.0255082730234,815.4932861197516,821.0307331495301,819.9063373936099,815.8050791560215,817.3899417429134
15,2020-04-01,2,2.0306743855983957,3.4518160822546102,9.191924954289568,4.891471807380858,5.11212562416021,4.891500137703394,3.271065635638923,4.899726287226861
16,2020-05-01,23,15.44060196021942,8.621903981363005,13.120292526062164,12.39426615588153,12.038163998973118,11.995484557705899,10.338382197922185,12.034183413053924
17,2020-06-01,24,26.70025168079941,73.24836166468025,16.754727626440264,38.90111365730664,40.73977410748005,42.419571837454356,64.35121423318941,41.61714965878523
18,2020-07-01,52,52.03381656652207,37.21070106512975,66.60663661850433,51.950384750052045,51.618413475155876,50.848907013446166,41.53219470433431,50.971385006148246
19,2020-08-01,39,19.87697483904517,16.738195042255384,39.44867582333803,25.35461523487953,25.652269234361924,24.903468231587535,17.995967681127443,24.982412309526925
20,2020-09-01,103,75.1367380640802,24.557188293111192,90.74908800952916,63.48100478890685,61.671064492013855,59.91114275800753,36.66038006681479,60.481671543328986
21,2020-10-01,60,126.3601221380154,51.23968003155972,32.8045466679405,70.13478294583854,64.71624777058419,66.61771307930017,68.57063586604497,66.84791465047543
22,2020-11-01,16,18.257120351970972,37.52471127109591,40.71439753962877,32.165409720898545,33.517566659407834,33.2484761639718,34.23164921291685,33.023847485271816
23,2020-12-01,41,59.520547509820965,59.478800411748935,80.02618548873694,66.34184447010227,66.80936560810312,66.21915587039463,61.028834692603944,66.13438978409702
