,date,rpw_sarimax,rpw_var,rpw_lf,ols_sarimax,ols_lasso_sarimax,cls_sarimax,ols_var,ols_lasso_var,cls_var,ols_lf,ols_lasso_lf,cls_lf
0,2019-01-01,0.286071263879507,0.10074741734046586,0.6131813187800272,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
1,2019-02-01,0.2902943508817638,0.05165523521936797,0.6580504138988683,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
2,2019-03-01,0.2793204412066582,0.027661326075599915,0.6930182327177419,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
3,2019-04-01,0.40863578437258663,0.03799970405083395,0.5533645115765794,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
4,2019-05-01,0.38956793246314864,0.03203883340769708,0.5783932341291542,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
5,2019-06-01,0.4390757523875232,0.034473841713786285,0.5264504058986905,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
6,2019-07-01,0.3114019460545199,0.07063203756917907,0.617966016376301,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
7,2019-08-01,0.227107822917205,0.07878968106077398,0.6941024960220211,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
8,2019-09-01,0.1326192202000162,0.08523985036405965,0.7821409294359242,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
9,2019-10-01,0.13203180079983504,0.08232550473402513,0.7856426944661399,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
10,2019-11-01,0.13354614698931466,0.07652206061104543,0.7899317923996398,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
11,2019-12-01,0.12480137959155127,0.07712447084726448,0.7980741495611843,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
12,2020-01-01,0.18072987622119857,0.11378245765513736,0.7054876661236642,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
13,2020-02-01,0.18180221721562856,0.11147146521096275,0.7067263175734086,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
14,2020-03-01,0.17980998992354205,0.11036314939105178,0.7098268606854061,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
15,2020-04-01,0.17982057095321458,0.11036964342236052,0.7098097856244249,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
16,2020-05-01,0.17983592871913204,0.11037906974368156,0.7097850015371864,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
17,2020-06-01,0.17983594271804748,0.11037907771590644,0.709784979566046,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
18,2020-07-01,0.17990313285895537,0.11042032303563035,0.7096765441054143,-0.060846701333971055,-0.09117376890593742,9.940587222831895e-14,0.15970680039931018,0.24435069078509003,0.0981167724921257,0.8720141969734007,0.7978770842290381,0.9018832275077748
