,date,total,pred_total
0,2019-01-01,13755.0,20184.20807078125
1,2019-02-01,9044.0,15932.104939743946
2,2019-03-01,11163.0,20461.755201449723
3,2019-04-01,14413.0,18445.62244918217
4,2019-05-01,13565.0,20408.34964544057
5,2019-06-01,16192.0,19902.931381906656
6,2019-07-01,24647.0,20765.372018656744
7,2019-08-01,17489.0,22278.46350538589
8,2019-09-01,16212.0,20109.692788579596
9,2019-10-01,14544.0,19466.304694486837
10,2019-11-01,11907.0,20160.630326057704
11,2019-12-01,17927.0,19045.985448106065
12,2020-01-01,10456.0,12855.155454330752
13,2020-02-01,7053.0,3573.7631283866385
14,2020-03-01,4164.0,1402.4615349814458
15,2020-04-01,0.0,1.6609211911389852
16,2020-05-01,0.0,-0.3560578304641021
17,2020-06-01,0.0,1.5439814304805122
18,2020-07-01,0.0,0.5893525638838786
19,2020-08-01,0.0,-0.5984782800485187
20,2020-09-01,0.0,-0.6357914240461326
21,2020-10-01,0.0,2.1263255573735864
22,2020-11-01,0.0,0.6969919696115201
23,2020-12-01,0.0,2.2502842585208365
24,2021-01-01,0.0,1.0700508192097402
25,2021-02-01,0.0,0.7465916672469044
26,2021-03-01,0.0,2.649057605626558
27,2021-04-01,0.0,1.8378748689355584
28,2021-05-01,0.0,0.6057285813642848
29,2021-06-01,0.0,3.838403696109361
30,2021-07-01,0.0,0.08450907640322902
31,2021-08-01,0.0,0.051082302687863734
32,2021-09-01,0.0,-0.39416910011143447
33,2021-10-01,0.0,-0.40795965490921093
34,2021-11-01,0.0,-0.2881491387417334
35,2021-12-01,0.0,-0.1791317232533467
36,2022-01-01,0.0,-0.00011546294410835767
37,2022-02-01,0.0,-0.49639758192870265
38,2022-03-01,0.0,-0.6593160334083523
39,2022-04-01,0.0,-0.5040315184156814
40,2022-05-01,0.0,1.0345227011570102
41,2022-06-01,0.0,2.0999287817425407
42,2022-07-01,0.0,5.288466378801459
43,2022-08-01,6228.0,9.352002926948101
44,2022-09-01,8130.0,8262.134504891077
