,date,total,var,sarimax,lf,mean_ensemble,rpw,ols,ols_lasso,cls
0,2019-01-01,13755.0,20184.20807078125,17570.375835288847,16361.033442287538,18038.539116119213,17092.16651897883,16421.509317634285,16384.161456954458,16736.15099750924
1,2019-02-01,9044.0,15932.104939743946,7930.166480704517,9465.47688545764,11109.249435302036,9353.820141328139,10315.971257415084,10722.284779795913,10099.961559051093
2,2019-03-01,11163.0,20461.755201449723,12410.87307529362,11002.290739625516,14624.973005456288,11657.397910079304,12106.87449065369,12646.773599634462,11930.422862123809
3,2019-04-01,14413.0,18445.62244918217,13739.291667378977,11931.8430118692,14705.585709476783,12917.952901796916,12514.637268515049,12774.681695794567,12570.954026984102
4,2019-05-01,13565.0,20408.34964544057,14903.972573798474,13791.631496812744,16367.98457201726,14436.95584083748,14378.993120062323,14631.969707861435,14440.84252604629
5,2019-06-01,16192.0,19902.931381906656,15752.873663310022,14373.53652718093,16676.4471907992,15169.789501017702,14754.05100304565,14895.361583200776,14916.062904161321
6,2019-07-01,24647.0,20765.372018656744,18258.96734721199,20901.504302505888,19975.281222791542,20068.99785151917,20431.781681244247,20086.125436676484,20888.147442182362
7,2019-08-01,17489.0,22278.46350538589,23817.36118842989,15941.663715049006,20679.16280295493,18229.570656609696,16010.171344360731,15991.727524951468,16563.41005840642
8,2019-09-01,16212.0,20109.6927885796,6435.201180030897,16796.244845823956,14447.046271478152,15704.609121237756,17466.65788945157,17728.434642697044,17121.349663786783
9,2019-10-01,14544.0,19466.30469448684,17583.9749583292,13422.372471787894,16824.217374867978,14469.406113110943,13743.47371826508,13862.811141058635,14015.383594640687
10,2019-11-01,11907.0,20160.630326057704,16638.13009404244,13904.646848973653,16901.135756357933,14748.413751027561,14332.463887026506,14503.502003707466,14518.463756509476
11,2019-12-01,17927.0,19045.985448106065,22246.645927532085,18094.772652881453,19795.801342839866,18686.293948941988,17467.037020252363,17062.993590266855,18188.102582302516
12,2020-01-01,10456.0,12855.155454330752,13328.085784413048,15624.714862684732,13935.985367142845,14894.518097538263,14867.058875091563,14392.596238697863,15352.974632311609
13,2020-02-01,7053.0,3573.7631283866385,6172.384220079422,7739.782618652911,5828.643322372991,6990.433817854615,6944.385380415273,6485.8871449807575,7331.026232128537
14,2020-03-01,4164.0,1402.4615349814458,1940.68536023894,3666.198519890146,2336.4484717035107,3106.1008729927953,3302.875500204399,3090.928631573438,3444.087953159677
15,2020-04-01,0.0,1.6609211911389852,-0.9232778354106274,-73.96346561669031,-24.408607420320653,-52.4827007413158,-64.17575325525621,-58.523728325323475,-66.54344486140275
