,date,total,train_pred,mean_se,mean_ci_lower,mean_ci_upper
0,2002-08-01,8260.0,12323.5,,-1.0,
1,2002-09-01,6708.0,8260.001423892329,,-1.0,
2,2002-10-01,5737.0,6708.002464999886,,-1.0,
3,2002-11-01,6653.0,5737.001791645477,,-1.0,
4,2002-12-01,13042.0,6652.99982301649,,-1.0,
5,2003-01-01,7555.0,13041.99342095122,,-1.0,
6,2003-02-01,5968.0,7554.998688044475,,-1.0,
7,2003-03-01,5550.0,5968.004657371889,,-1.0,
8,2003-04-01,7283.0,5550.00261487334,,-1.0,
9,2003-05-01,7190.0,7282.998580197235,,-1.0,
10,2003-06-01,7462.0,7189.9972433941975,,-1.0,
11,2003-07-01,9862.0,7461.998102838031,,-1.0,
12,2003-08-01,8437.0,7920.935551104691,inf,-1.0,
13,2003-09-01,7345.0,6865.679945490436,20761.69708610082,350.52912136479443,22467.950933184606
14,2003-10-01,6567.0,6194.975443157045,20554.29856386154,344.2688336804533,21889.596671955704
15,2003-11-01,6458.0,7267.088564015481,20096.78815067522,547.4737461314143,21809.438042134247
16,2003-12-01,12809.0,13124.27706525168,19872.07768606333,1603.9079782558258,23392.12220703976
17,2004-01-01,7072.0,8162.442120350146,19738.66558593702,772.1928588858041,21772.468960902515
18,2004-02-01,6157.0,5908.419635953865,19654.80108993184,517.739273315424,20266.545279273956
19,2004-03-01,6771.0,6584.145781201653,19603.061198257463,611.6934677511854,20681.031412628075
20,2004-04-01,8098.0,7497.754862152252,19561.30907237,744.8056920659062,21189.599083220393
21,2004-05-01,8306.0,8011.24676853755,19497.071221699563,842.8955245321142,21380.0452070162
22,2004-06-01,8000.0,8085.101713678139,19430.007069966185,880.9710908077814,21327.29785573895
23,2004-07-01,9493.0,10316.586959396016,19424.390376049614,1281.1188793932333,22288.354374051887
24,2004-08-01,8355.0,8696.549170294575,19119.960822788144,1125.6206519426712,21227.95603016148
25,2004-09-01,8390.0,7245.970269287686,18913.98659024873,950.3066731187332,20014.858676497926
