,ner,url
0,"Pacific Island, Nguni, Vanuatu, Australia, Pacific Petroleum, Gippsland, Victoria, Newry, Hussey and, the Pacific Islands, Tasarurus, Timor-Leste, Pacific Australia Labour Mobility, Valencia Creek, Ni-Vanuatu, Kiribati, Nauru, Papua New Guinea, Samoa, Solomon Islands, Tonga, Tuvalu, Fiji, the Salvation Army, the Uniting Church, Manjimup, Western Australia, Namatakula, Bamess Farms",https://www.abc.net.au/news/2023-12-22/pacific-workers-in-australia-saving-for-better-future/103225624
1,"Pacific, China, Pacific Island, Beijing, Solomon Islands, Samoa, Tonga, Trade, Kiribati, Acting Police, Papua New Guinea, Vanuatu, Police Service Commission, Fiji, Federated States, Micronesia, Xinhua, cooperation"", ABC, Australia, Pacific island, the Australian National University, the Belt and Road Initiative, Smith, New Zealand, Honiara, People's Republic of China, the Ministry of Public Security, the Chinese Embassy",https://www.abc.net.au/news/2023-12-11/pacific-islands-police-ministers-security-talks-beijing/103213960
2,"Oceania, Paris, Enock, Vanuatu, Commonwealth Games, Birmingham, the Solomon Islands, Stawell, Thomas Foods International, US, the Birmingham Commonwealth Games, France, Victoria, the Pacific Australia Labour Mobility, Timor, the Northern Grampians Shire Council, ABC News",https://www.abc.net.au/news/2023-12-10/elie-enock-para-athlete-gold-medal-paralympics-qualification/103196636
3,"Pacific island, Vanuatu, Isangel, Port Vila, the United States Geological Survey, USGS, ""There, New Caledonia, Meteorology and Geohazards Department, Tafea province, Geoscience Australia, ABC, Ring of Fire, South-East Asia, the Pacific basin, World Risk Report, The Asia-Pacific region, Mindanao, Philippines, Japan, Manila, Bangladesh, the German Research Center for Geosciences (GFZ, Dhaka, the Ring of Fire, AFP",https://www.abc.net.au/news/2023-12-08/vanuatu-magnitude-7-earthquake-pacific-tsunami-lifted/103204964
4,"Vanuatu, Jereth, Queensland, Lenakel Hospital, Tafea Health Care Association, Sydney University, Pacific, the Ministry of Health, Mount Yasur",https://www.abc.net.au/news/2023-11-30/cerebral-palsy-register-tanna-vanuatu-helps-meet-needs/103141826
5,"Pacific Island, Australia, Vanuatu, Papua New Guinea, Tonga, Fiji, the Blue Pacific Continent, the Department of Foreign Affairs and Trade, the Australian Signals Directorate, ABC",https://www.abc.net.au/news/2023-11-22/australia-roving-pacific-cyber-experts-online-threats-grow/103135782
6,"Cook Islands, the Pacific Islands Forum, Rarotonga, Sydney, the South Pacific, Teariki Moana, the Cook Islands, PIF, Solomon Islands, Papua New Guinea, New Zealand, Vanuatu, Aoterea, National, Papua New Guinea's, the Lowy Institute's, Pacific Islands Program, ABC, Fiji, the United States, China, India, the United Kingdom, Germany, Singapore, Ukraine, Israel, Australia, the Green Climate Fund, the Pacific Resilience Facility, Pacific island, Beijing, Pacific nations, Ms Keen, Quality Infrastructure Principles, Canberra, the Asian Development Bank, Gaza, Micronesia, Kiribati, Nauru, The Lowy Institute's, Puna, Waqa, the North Pacific",https://www.abc.net.au/news/2023-11-07/pacific-islands-forum-australia-climate-targets-under-microscope/103070152
7,"Pacific, Lowy Pacific Aid Map, Australia, the Lowy Institute, Beijing, The Lowy Institute's, China, Papua New Guinea, Fiji, Pacific Island, ABC.""So, Kiribati, Solomon Islands",https://www.abc.net.au/news/2023-10-31/china-invests-less-in-pacific-says-lowy/103042142
8,"Pacific, the Australian Museum, Gadigal Country, Sydney, Fiji, Rotuman, the Rotuma islands, suru, Kanava, Tokelau, New Zealand, Hawaii, Newcastle Harbour, be"", South Sea Islanders, Pacific islands, Togo, Queensland, The Australian Museum, Wansolmoana Connect, Pasifika, Tokeleaun, Mount Druitt",https://www.abc.net.au/news/2023-10-28/pacific-culture-and-history-in-pacific-exhibition-gadigal-sydney/102998920
9,"Vanuatu, the Southern Hemisphere, Christ College, Fiji, Nature, the Northern Hemisphere, ABC News",https://www.abc.net.au/news/2023-10-27/tropical-cyclone-lola-earliest-recorded-category-five-explainer/103019720
