ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,DATES,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_submodels,spatially_interpolated,aibika,amaranthus_aupa,banana_cooking,banana_ripe,cabbage_english,capsicum,carrot,cassava,choko_tips,cucumber,fern,ginger,lemon,onion_bulb,orange,pakchoi,pawpaw,peanut,pineapple,potato,pumpkin_tips,taro_true,tomato,watermelons,o_imp_aibika,h_imp_aibika,l_imp_aibika,c_imp_aibika,o_imp_amaranthus_aupa,h_imp_amaranthus_aupa,l_imp_amaranthus_aupa,c_imp_amaranthus_aupa,o_imp_banana_cooking,h_imp_banana_cooking,l_imp_banana_cooking,c_imp_banana_cooking,o_imp_banana_ripe,h_imp_banana_ripe,l_imp_banana_ripe,c_imp_banana_ripe,o_imp_cabbage_english,h_imp_cabbage_english,l_imp_cabbage_english,c_imp_cabbage_english,o_imp_capsicum,h_imp_capsicum,l_imp_capsicum,c_imp_capsicum,o_imp_carrot,h_imp_carrot,l_imp_carrot,c_imp_carrot,o_imp_cassava,h_imp_cassava,l_imp_cassava,c_imp_cassava,o_imp_choko_tips,h_imp_choko_tips,l_imp_choko_tips,c_imp_choko_tips,o_imp_cucumber,h_imp_cucumber,l_imp_cucumber,c_imp_cucumber,o_imp_fern,h_imp_fern,l_imp_fern,c_imp_fern,o_imp_ginger,h_imp_ginger,l_imp_ginger,c_imp_ginger,o_imp_lemon,h_imp_lemon,l_imp_lemon,c_imp_lemon,o_imp_onion_bulb,h_imp_onion_bulb,l_imp_onion_bulb,c_imp_onion_bulb,o_imp_orange,h_imp_orange,l_imp_orange,c_imp_orange,o_imp_pakchoi,h_imp_pakchoi,l_imp_pakchoi,c_imp_pakchoi,o_imp_pawpaw,h_imp_pawpaw,l_imp_pawpaw,c_imp_pawpaw,o_imp_peanut,h_imp_peanut,l_imp_peanut,c_imp_peanut,o_imp_pineapple,h_imp_pineapple,l_imp_pineapple,c_imp_pineapple,o_imp_potato,h_imp_potato,l_imp_potato,c_imp_potato,o_imp_pumpkin_tips,h_imp_pumpkin_tips,l_imp_pumpkin_tips,c_imp_pumpkin_tips,o_imp_taro_true,h_imp_taro_true,l_imp_taro_true,c_imp_taro_true,o_imp_tomato,h_imp_tomato,l_imp_tomato,c_imp_tomato,o_imp_watermelons,h_imp_watermelons,l_imp_watermelons,c_imp_watermelons,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index
PNG,Papua New Guinea,Banz,Banz,Banz,-5.8007167,144.6230793,gid_-580071446231,01/02/2018,2018,2,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,2.29,2.67,2.05,2.67,2.08,2.62,1.99,2.62,2.88,3.15,2.64,3.15,1.46,1.54,1.02,1.02,2.65,3.1,2.27,3.1,3.67,3.8,3.27,3.27,2.09,2.41,1.77,2.31,0.69,0.76,0.64,0.76,0.78,0.86,0.69,0.79,1.53,1.58,1.21,1.21,1.76,1.8,1.65,1.65,4.11,4.53,3.69,3.9,2.28,2.56,1.99,2.54,5.57,6.14,5,5.51,2.64,3.04,2.25,2.51,2.33,2.61,2.2,2.61,2.33,2.52,2.14,2.51,6.62,7.02,5.69,5.69,1.49,1.73,1.25,1.26,2.16,2.48,1.84,2.13,2.33,2.62,1.8,1.8,2.87,3.27,2.47,2.76,3.51,3.75,3.44,3.75,3.92,4.07,3.47,3.47,0.82,0.85,0.79,0.82
PNG,Papua New Guinea,Banz,Banz,Banz,-5.8007167,144.6230793,gid_-580071446231,01/03/2018,2018,3,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,2.58,2.77,2.14,2.14,2.26,2.54,1.99,2.1,3.05,3.26,2.84,2.96,1.19,1.35,1.04,1.35,2.93,3.4,2.48,3.4,3.53,3.73,3.22,3.22,2.27,2.65,1.89,2.29,0.72,0.76,0.68,0.69,0.79,0.88,0.7,0.78,1.21,1.36,1.17,1.36,1.66,1.79,1.61,1.79,3.92,4.35,3.46,3.46,2.46,2.79,2.13,2.19,5.52,6.08,4.79,4.79,2.59,3.02,2.17,2.64,2.72,2.88,2.33,2.33,2.49,2.68,2.07,2.07,6.16,6.47,6.02,6.47,1.17,1.39,0.95,1.2,2.12,2.44,1.8,1.87,1.97,2.22,1.73,2.1,2.84,3.24,2.26,2.26,3.88,4.14,3.29,3.29,3.38,3.51,2.95,2.95,0.8,0.84,0.77,0.78
PNG,Papua New Guinea,Banz,Banz,Banz,-5.8007167,144.6230793,gid_-580071446231,01/04/2018,2018,4,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2.28,1.82,1.82,2.07,2.22,1.91,2.15,2.97,3.18,2.75,3.04,1.44,1.61,1.28,1.37,3.22,4.91,2.72,4.91,3.47,3.96,3.21,3.96,2.3,2.71,1.89,2.49,0.71,0.75,0.57,0.57,0.79,0.98,0.7,0.98,1.48,1.6,1.44,1.6,1.79,1.84,1.74,1.74,3.62,3.97,3.27,3.5,2.39,2.67,2.12,2.6,4.87,5.23,4.51,4.69,2.69,3.16,2.21,2.65,2.33,2.44,2.21,2.35,2.08,2.15,1.9,1.9,6.47,6.7,5.5,5.5,1.18,1.42,0.93,1.28,1.9,2.16,1.65,2.13,2.07,2.2,1.94,2.02,2.41,2.64,1.99,1.99,3.45,3.59,3.31,3.38,2.84,3.69,2.74,3.69,0.78,0.81,0.74,0.81
PNG,Papua New Guinea,Banz,Banz,Banz,-5.8007167,144.6230793,gid_-580071446231,01/05/2018,2018,5,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,1.94,2.41,1.83,2.41,2.1,2.18,2.02,2.02,3.01,3.24,2.78,2.95,1.44,1.55,1.33,1.51,3.99,4.95,3.03,3.62,4.09,4.8,3.83,4.8,2.46,2.91,2.01,2.91,0.6,0.65,0.56,0.64,0.97,1.02,0.92,1.01,1.65,1.89,1.59,1.89,1.74,1.79,1.69,1.79,3.48,4.41,3.09,4.41,2.45,3.11,2.13,3.11,4.71,5.19,4.33,5.19,2.76,3.25,2.27,2.61,2.3,2.41,2.03,2.03,1.92,2.17,1.88,2.17,5.69,6.31,5.39,6.31,1.29,1.92,1.01,1.92,2.03,2.3,1.76,2.11,2.13,2.31,1.96,1.96,2.12,2.59,1.97,2.59,3.52,4.06,3.25,4.06,3.71,3.84,3.57,3.65,0.8,0.88,0.77,0.88
PNG,Papua New Guinea,Banz,Banz,Banz,-5.8007167,144.6230793,gid_-580071446231,01/06/2018,2018,6,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,2.34,3.39,2.09,3.39,2.21,2.28,2.13,2.24,2.96,3.19,2.74,3.04,1.54,1.57,1.41,1.41,3.8,4.21,2.8,2.8,4.78,5.58,4.74,5.58,2.86,3.34,2.37,2.91,0.64,0.68,0.6,0.68,1.02,1.06,0.98,1.01,1.82,1.88,1.75,1.82,1.77,1.94,1.72,1.94,3.95,4.61,3.66,4.61,3.21,3.5,3.12,3.5,5.13,5.49,4.78,5.3,2.71,3.5,2.22,3.5,1.98,2.08,1.88,2.02,2.16,2.55,2.05,2.55,6.37,6.73,6.02,6.53,2.16,2.93,1.95,2.93,2.13,2.41,1.85,1.91,2.05,2.58,1.82,2.58,2.5,3.17,2.32,3.17,4.15,4.82,3.94,4.82,3.65,4.31,3.52,4.31,0.92,0.97,0.9,0.97
PNG,Papua New Guinea,Banz,Banz,Banz,-5.8007167,144.6230793,gid_-580071446231,01/07/2018,2018,7,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,3.04,3.63,2.45,2.8,2.2,2.33,2.06,2.17,3.01,3.25,2.77,3.05,1.46,1.72,1.39,1.72,2.94,3.85,2.57,3.85,5.41,8.31,5.18,8.31,2.93,3.52,2.41,3.52,0.68,0.7,0.65,0.66,1.01,1.08,0.94,1.02,1.71,1.77,1.65,1.7,1.93,1.98,1.87,1.94,4.52,4.79,4.25,4.39,3.33,3.6,3.04,3.04,5.28,5.71,4.87,5.71,3.23,4.19,2.85,4.19,1.99,2.09,1.9,2.09,2.51,2.74,2.28,2.38,5.99,6.98,5.96,6.98,3.36,4.69,2.85,4.69,1.95,2.18,1.36,1.36,2.43,2.53,2.11,2.11,3.02,3.4,2.64,3.32,4.84,4.89,4.22,4.22,4.38,4.53,3.59,3.59,0.98,1.02,0.97,1.02
PNG,Papua New Guinea,Banz,Banz,Banz,-5.8007167,144.6230793,gid_-580071446231,01/08/2018,2018,8,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,2.71,3.08,2.34,2.78,2.16,2.33,2,2.04,3.03,3.28,2.79,3.28,1.67,1.78,1.58,1.78,3.23,3.88,2.59,3.36,7.68,8.86,4.93,4.93,3.43,5.13,2.85,5.13,0.66,0.7,0.65,0.7,1.02,1.1,0.93,1.02,1.61,1.82,1.56,1.82,1.92,1.98,1.77,1.77,4.47,5.32,4.26,5.32,3.23,3.97,2.96,3.97,5.65,6.06,5.24,5.91,4.33,4.72,4.26,4.72,2.14,2.22,1.81,1.81,2.37,2.52,2.22,2.49,6.83,7.28,6.39,6.88,5.48,7.52,4.37,7.52,1.42,1.67,1.29,1.67,2.33,2.53,2.13,2.34,3.28,3.71,3.03,3.71,4.28,4.4,3.18,3.18,3.56,3.69,3.43,3.6,1.06,1.07,1.05,1.06
PNG,Papua New Guinea,Banz,Banz,Banz,-5.8007167,144.6230793,gid_-580071446231,01/09/2018,2018,9,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,2.71,2.97,2.01,2.01,2.01,2.17,1.85,1.88,3.18,3.41,2.96,3.23,1.71,1.79,1.63,1.67,3.38,4.06,3.11,4.06,4.91,5.86,3.96,4.69,4.85,5.69,4.02,4.37,0.68,0.76,0.66,0.76,1.02,1.11,0.93,1.05,1.86,1.92,1.8,1.89,1.79,1.84,1.66,1.66,4.85,5.16,4.14,4.14,3.57,3.76,3.37,3.68,5.87,6.87,5.42,6.87,4.83,6.01,4.36,6.01,1.73,2.06,1.64,2.06,2.47,2.56,2.12,2.12,6.37,6.52,5.26,5.26,8.84,10.84,2.34,2.34,1.53,1.69,1.35,1.35,2.35,2.67,1.88,1.88,3.65,3.81,3.48,3.62,3.3,3.66,2.66,2.66,3.51,3.74,3.38,3.74,1.06,1.09,0.95,0.95
PNG,Papua New Guinea,Banz,Banz,Banz,-5.8007167,144.6230793,gid_-580071446231,01/10/2018,2018,10,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,2.13,2.41,1.85,2.37,1.97,2.12,1.75,1.75,3.19,3.43,2.95,3.08,1.65,1.78,1.51,1.61,3.61,3.83,3.38,3.66,4.72,5.38,4.05,4.89,4.58,4.93,4.24,4.72,0.72,0.74,0.64,0.64,1.05,1.15,0.96,1.02,1.82,1.89,1.76,1.88,1.66,1.76,1.61,1.76,4.52,4.71,4.32,4.48,3.95,4.7,3.7,4.7,6.74,6.95,6.52,6.9,5.82,6.01,4.35,4.35,2.14,2.24,2.02,2.02,2.13,2.27,2,2.25,5.89,6.42,5.52,6.42,2.02,3.16,0.89,2.81,1.41,1.49,1.33,1.45,2.08,2.3,1.86,2.17,3.67,3.93,3.42,3.5,2.8,3.23,2.48,3.23,3.73,3.87,3.44,3.44,0.93,0.97,0.89,0.97
PNG,Papua New Guinea,Banz,Banz,Banz,-5.8007167,144.6230793,gid_-580071446231,01/11/2018,2018,11,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,2.36,2.63,2.09,2.11,1.84,2.03,1.74,2.03,3.1,3.33,2.88,2.92,1.62,1.77,1.46,1.57,3.62,4.01,3.15,3.15,4.88,5.35,4.41,4.6,4.69,5.1,4.18,4.18,0.66,0.69,0.63,0.63,1.02,1.11,0.92,0.94,1.88,1.94,1.81,1.9,1.78,1.83,1.7,1.7,4.33,5.05,4.07,5.05,4.07,4.22,3.67,3.67,6.87,7.18,6.4,6.4,5.1,5.38,4.03,4.03,2.08,2.17,1.99,2.17,2.25,2.33,2.17,2.26,6.17,6.58,5.77,6.2,2.88,4.05,1.72,2.46,1.39,1.48,1.31,1.36,2.15,2.46,1.71,1.71,3.59,3.93,3.26,3.49,3.32,3.67,2.97,3.13,3.44,3.56,3.32,3.35,0.96,0.99,0.92,0.92
PNG,Papua New Guinea,Banz,Banz,Banz,-5.8007167,144.6230793,gid_-580071446231,01/12/2018,2018,12,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,2.16,2.53,1.98,2.53,2.02,2.13,1.86,1.86,2.98,3.19,2.78,3.06,1.6,1.77,1.43,1.65,3.18,3.81,2.78,3.81,4.64,4.84,4.43,4.5,4.27,5.55,3.81,5.55,0.63,0.64,0.62,0.64,0.94,1.03,0.86,0.98,1.85,2.09,1.78,2.09,1.69,1.87,1.64,1.87,4.78,5.19,4.77,5.19,4.07,4.27,3.88,3.96,6.45,6.85,6.11,6.85,4.04,4.45,3.67,4.45,2.18,2.26,1.95,1.95,2.26,2.34,2.17,2.19,6.01,6.19,5.88,6.19,2.4,3.21,1.59,2.02,1.38,1.52,1.26,1.52,1.9,2.43,1.68,2.43,3.57,3.97,3.18,3.87,3.23,3.42,3.03,3.32,3.25,3.36,3.13,3.31,0.93,0.98,0.91,0.98
PNG,Papua New Guinea,Banz,Banz,Banz,-5.8007167,144.6230793,gid_-580071446231,01/01/2019,2019,1,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,2.44,2.69,2.2,2.51,1.84,1.95,1.73,1.93,3.05,3.27,2.83,3.08,1.66,1.85,1.47,1.63,3.39,3.91,2.93,3.91,4.55,5.02,4.27,5.02,5.29,5.9,4.68,5.89,0.65,0.68,0.61,0.61,0.98,1.07,0.89,1.01,2.1,2.17,1.93,1.93,1.85,1.9,1.8,1.81,5.13,5.42,4.64,4.64,3.51,3.87,3.15,3.57,6.8,7.21,6.4,6.9,4.42,4.66,4.18,4.34,1.93,2.06,1.85,2.06,2.19,2.31,2.07,2.28,6.24,6.49,5.98,6.36,1.92,2.44,1.41,2.21,1.47,1.61,1.34,1.55,2.21,2.25,2.18,2.23,3.86,4.31,3.41,3.58,3.4,3.55,3.24,3.46,3.29,3.44,3.17,3.44,0.98,1,0.96,0.99
PNG,Papua New Guinea,Banz,Banz,Banz,-5.8007167,144.6230793,gid_-580071446231,01/02/2019,2019,2,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,2.44,2.83,2.34,2.83,1.84,1.97,1.7,1.88,3.07,3.3,2.84,2.97,1.65,1.84,1.45,1.62,3.7,4.24,3.16,4.05,4.97,5.35,4.18,4.18,5.93,7.77,5.79,7.77,0.62,0.64,0.6,0.63,1.01,1.11,0.92,0.95,1.85,1.91,1.78,1.83,1.82,1.87,1.77,1.8,4.84,5.55,4.52,5.55,3.91,4.39,3.52,4.39,6.89,7.38,6.4,7.32,4.6,5.09,4.1,4.46,2.07,2.13,2,2.11,2.28,2.42,2.13,2.22,6.17,6.54,5.79,6.3,2.24,2.65,1.84,1.92,1.56,1.72,1.4,1.67,2.4,2.66,2.15,2.34,3.7,4.13,3.26,3.55,3.52,3.81,3.1,3.1,3.43,3.56,3.31,3.42,1.02,1.03,1,1.02
