Open,High,Low,Close,Inflation,country,ISO3,date
0.99741684,1.035504082,0.960535289,0.997725303,,Papua New Guinea,PNG,01/01/2017
0.998328334,1.037044133,0.960832345,1.037044133,,Papua New Guinea,PNG,01/02/2017
1.029173951,1.066052177,0.992295724,1.012037743,,Papua New Guinea,PNG,01/03/2017
1.019978331,1.059257158,0.980699504,1.028941411,,Papua New Guinea,PNG,01/04/2017
1.018736307,1.061383346,0.976089268,1.009300447,,Papua New Guinea,PNG,01/05/2017
1.01908851,1.062609526,0.975567493,1.019682402,,Papua New Guinea,PNG,01/06/2017
1.009509135,1.05487318,0.96414509,1.00563857,,Papua New Guinea,PNG,01/07/2017
1.015588614,1.061188615,0.969988612,1.0346857,,Papua New Guinea,PNG,01/08/2017
1.022096234,1.068497208,0.97569526,1.019275356,,Papua New Guinea,PNG,01/09/2017
1.030506775,1.076922605,0.984090945,1.02241951,,Papua New Guinea,PNG,01/10/2017
1.011680462,1.058452217,0.964908708,0.978538622,,Papua New Guinea,PNG,01/11/2017
0.992331495,1.034154922,0.950508069,1.00828676,,Papua New Guinea,PNG,01/12/2017
0.993959154,1.037375135,0.950543172,0.957893399,-3.992271592,Papua New Guinea,PNG,01/01/2018
0.975798486,1.073037446,0.937739154,1.073037446,3.47075997,Papua New Guinea,PNG,01/02/2018
1.045404059,1.050325564,0.983047389,0.983047389,-2.864552652,Papua New Guinea,PNG,01/03/2018
1.012302037,1.028744905,0.996335188,1.028744905,-0.019097912,Papua New Guinea,PNG,01/04/2018
0.998158895,1.047672326,0.978990527,1.047672326,3.801829153,Papua New Guinea,PNG,01/05/2018
1.071708415,1.092976922,1.05796769,1.092976922,7.18797541,Papua New Guinea,PNG,01/06/2018
1.063305009,1.127276437,1.037032603,1.127276437,12.09558486,Papua New Guinea,PNG,01/07/2018
1.145454421,1.150578606,1.140330237,1.150180533,11.16231073,Papua New Guinea,PNG,01/08/2018
1.12536396,1.153254392,1.053484255,1.053484255,3.356198066,Papua New Guinea,PNG,01/09/2018
1.078757098,1.091535715,1.067949615,1.091535715,6.760063181,Papua New Guinea,PNG,01/10/2018
1.064095206,1.087724123,1.023362574,1.023362574,4.580703455,Papua New Guinea,PNG,01/11/2018
1.051977633,1.106077471,1.029007917,1.106077471,9.6987002,Papua New Guinea,PNG,01/12/2018
1.070267954,1.149849731,1.056601544,1.149849731,20.03942527,Papua New Guinea,PNG,01/01/2019
1.173746597,1.247560677,1.142633116,1.247560677,16.26441201,Papua New Guinea,PNG,01/02/2019
1.206240408,1.246551321,1.165929495,1.224135408,24.52455718,Papua New Guinea,PNG,01/03/2019
1.252172399,1.269468727,1.194588239,1.194588239,16.12093856,Papua New Guinea,PNG,01/04/2019
1.166968864,1.238904316,1.150390648,1.238904316,18.2530344,Papua New Guinea,PNG,01/05/2019
1.253947243,1.283202064,1.224692421,1.27663883,16.803823,Papua New Guinea,PNG,01/06/2019
1.251834625,1.265302587,1.164882606,1.164882606,3.3360202,Papua New Guinea,PNG,01/07/2019
1.190334469,1.219291127,1.103075269,1.103075269,-4.09546699,Papua New Guinea,PNG,01/08/2019
1.089032147,1.129676427,1.048387867,1.103054668,4.705377643,Papua New Guinea,PNG,01/09/2019
1.1185895,1.139667939,1.097511061,1.098280493,0.617916398,Papua New Guinea,PNG,01/10/2019
1.087940733,1.105048379,1.050196984,1.050196984,2.622180124,Papua New Guinea,PNG,01/11/2019
1.066840378,1.088980633,1.040689604,1.040689604,-5.911689594,Papua New Guinea,PNG,01/12/2019
1.031827487,1.060577991,0.969686609,0.969686609,-15.66840582,Papua New Guinea,PNG,01/01/2020
0.988941036,1.070500127,0.975565166,1.070500127,-14.19254011,Papua New Guinea,PNG,01/02/2020
1.046742204,1.07813324,1.015351169,1.062942428,-13.16790441,Papua New Guinea,PNG,01/03/2020
1.085113949,1.090570445,1.079657452,1.086239279,-9.069983838,Papua New Guinea,PNG,01/04/2020
1.064347839,1.177516164,1.03633121,1.177516164,-4.955035754,Papua New Guinea,PNG,01/05/2020
1.185642335,1.23654604,1.134738629,1.138514635,-10.81936339,Papua New Guinea,PNG,01/06/2020
1.130424075,1.166715157,1.094132994,1.095029108,-5.996612697,Papua New Guinea,PNG,01/07/2020
1.104342553,1.147817898,1.085053617,1.147817898,4.056171882,Papua New Guinea,PNG,01/08/2020
1.132649057,1.135170952,1.126871193,1.126871193,2.159142788,Papua New Guinea,PNG,01/09/2020
1.139562504,1.168684179,1.089387594,1.089387594,-0.809711086,Papua New Guinea,PNG,01/10/2020
1.081829101,1.108526495,1.055131707,1.108144339,5.517760535,Papua New Guinea,PNG,01/11/2020
1.113579124,1.148054556,1.079103691,1.109796765,6.6405161,Papua New Guinea,PNG,01/12/2020
1.104605114,1.145930156,1.063280073,1.097348278,13.16525027,Papua New Guinea,PNG,01/01/2021
1.103089057,1.151131803,1.058150812,1.151131803,7.532150032,Papua New Guinea,PNG,01/02/2021
1.139446233,1.182149005,1.096743462,1.15438169,8.602466106,Papua New Guinea,PNG,01/03/2021
1.161536587,1.208664463,1.114408712,1.128642595,3.903680982,Papua New Guinea,PNG,01/04/2021
1.123183383,1.169496825,1.076869941,1.156631339,-1.773633826,Papua New Guinea,PNG,01/05/2021
1.157434847,1.204856122,1.110013573,1.135475427,-0.266945019,Papua New Guinea,PNG,01/06/2021
1.135265054,1.18934063,1.086815808,1.18934063,8.612695371,Papua New Guinea,PNG,01/07/2021
1.182069799,1.226375356,1.137764241,1.193532983,3.982782026,Papua New Guinea,PNG,01/08/2021
1.195804701,1.244881861,1.14672754,1.244190069,10.41102801,Papua New Guinea,PNG,01/09/2021
1.23229614,1.279760464,1.184831816,1.18773241,9.027532172,Papua New Guinea,PNG,01/10/2021
1.198810131,1.243130412,1.15448985,1.22733519,10.75589587,Papua New Guinea,PNG,01/11/2021
1.210696776,1.265507393,1.162635888,1.265507393,14.0305535,Papua New Guinea,PNG,01/12/2021
1.272053587,1.32249684,1.227673387,1.32249684,20.51751178,Papua New Guinea,PNG,01/01/2022
1.303735934,1.348226605,1.259245263,1.291746612,12.21535263,Papua New Guinea,PNG,01/02/2022
1.3038207,1.353293976,1.216638949,1.216638949,5.39312597,Papua New Guinea,PNG,01/03/2022
1.210863536,1.236797543,1.184929529,1.209209474,7.138387264,Papua New Guinea,PNG,01/04/2022
1.215388312,1.254024909,1.176751715,1.233797364,6.671618046,Papua New Guinea,PNG,01/05/2022
1.225824823,1.290421843,1.181088606,1.290421843,13.64595058,Papua New Guinea,PNG,01/06/2022
1.289598087,1.326645792,1.252550381,1.31834662,10.8468497,Papua New Guinea,PNG,01/07/2022
1.311478768,1.355486208,1.267471328,1.310868629,9.83095132,Papua New Guinea,PNG,01/08/2022
