country,iso3,components,currency,start_date_observations,end_date_observations,number_of_markets_modeled,number_of_markets_covered,number_of_food_items,number_of_observations,data_coverage,data_coverage_previous_12_months,total_price_increase_since_start_date,average_annualized_inflation,maximum_drawdown,average_annualized_volatility,average_monthly_price_correlation_between_markets,average_annual_price_correlation_between_markets,Rsquared_individual_food_items,imputation_model,F_confidence_score
Papua New Guinea,PNG,"Aibika (1 unit, Index Weight = 1), Amaranthus-Aupa (1 unit, Index Weight = 1), Banana-Cooking (1 unit, Index Weight = 1), Banana-Ripe (1 unit, Index Weight = 1), Cabbage-English (1 unit, Index Weight = 1), Capsicum (1 unit, Index Weight = 1), Carrot (1 unit, Index Weight = 1), Cassava (1 unit, Index Weight = 1), Choko-Tips (1 unit, Index Weight = 1), Cucumber (1 unit, Index Weight = 1), Fern (1 unit, Index Weight = 1), Ginger (1 unit, Index Weight = 1), Lemon (1 unit, Index Weight = 1), Onion Bulb (1 unit, Index Weight = 1), Orange (1 unit, Index Weight = 1), Pakchoi (1 unit, Index Weight = 1), Pawpaw (1 unit, Index Weight = 1), Peanut (1 unit, Index Weight = 1), Pineapple (1 unit, Index Weight = 1), Sweet Potato (1 unit, Index Weight = 1), Pumpkin-Tips (1 unit, Index Weight = 1), Taro True (1 unit, Index Weight = 1), Tomato (1 unit, Index Weight = 1), Watermelon (1 unit, Index Weight = 1)",PGK,Apr/17,Jul/22,5,7,24,"aibika: 202, amaranthus_aupa: 122, banana_cooking: 192, banana_ripe: 195, cabbage_english: 218, capsicum: 201, carrot: 170, cassava: 193, choko_tips: 166, cucumber: 110, fern: 121, ginger: 125, lemon: 177, onion_bulb: 171, orange: 182, pakchoi: 206, pawpaw: 190, peanut: 190, pineapple: 200, potato: 213, pumpkin_tips: 118, taro_true: 186, tomato: 199, watermelons: 180",51.80%,52.15%,36.87%,5.78%,-21.34%,15.17%,0.12,0.24,"aibika: 0.67, banana_cooking: 0.79, banana_ripe: 0.78, cabbage_english: 0.74, capsicum: 0.84, cassava: 0.88, choko_tips: 0.82, lemon: 0.77, pakchoi: 0.76, pawpaw: 0.78, peanut: 0.88, pineapple: 0.77, potato: 0.8, pumpkin_tips: 0.7, tomato: 0.76, watermelons: 0.79, amaranthus_aupa: 0.7, carrot: 0.59, cucumber: 0.67, fern: 0.73, ginger: 0.67, onion_bulb: 0.76, orange: 0.68, taro_true: 0.67","aibika: nonlinear, amaranthus_aupa: linear, banana_cooking: nonlinear, banana_ripe: nonlinear, cabbage_english: nonlinear, capsicum: nonlinear, carrot: linear, cassava: nonlinear, choko_tips: nonlinear, cucumber: linear, fern: linear, ginger: linear, lemon: nonlinear, onion_bulb: linear, orange: linear, pakchoi: nonlinear, pawpaw: nonlinear, peanut: nonlinear, pineapple: nonlinear, potato: nonlinear, pumpkin_tips: nonlinear, taro_true: linear, tomato: nonlinear, watermelons: nonlinear",0.76
