,date,total,var,sarimax,lf,mean_ensemble,rpw,ols,ols_lasso,cls
0,2019-01-01,1750,2312.608056471496,2005.2202033152137,2136.464988459701,2151.431082748804,2078.6075205330135,2132.166057087168,2089.218816981137,2143.8925962945723
1,2019-02-01,1891,2642.43984612617,1978.724616471664,1972.9174118532987,2198.027291483711,2012.382894358899,2168.6458361393675,2150.1166511396473,2175.901114982598
2,2019-03-01,2378,2727.277830559172,2229.7001044959284,1956.41132460453,2304.46308655321,2207.5024340635455,2269.4480456831,2362.6582520294814,2282.4361247172187
3,2019-04-01,2106,2315.680725426605,2301.7878029787207,2313.809744789529,2310.4260910649514,2305.84961437424,2291.350547161606,2315.928104617842,2310.2085502836867
4,2019-05-01,2434,2478.4880917095597,2111.350294292912,2486.5455749243856,2358.7946536422855,2282.8554538828835,2343.6566648519592,2209.5593596056156,2354.208829911437
5,2019-06-01,2523,2557.3515745741515,2836.6887700104376,2352.326021566469,2582.1221220503526,2609.2197013496184,2551.7267954875465,2783.5123764664168,2581.5885460778495
6,2019-07-01,2537,2320.81376698102,2601.250895714488,2604.1796690275182,2508.7481105743423,2561.6330283053335,2492.635480114666,2544.9454912951846,2518.1066102355076
7,2019-08-01,2484,2409.325789473624,2293.057499944755,2497.649171018729,2400.0108201457024,2393.369721365734,2383.8958977991465,2331.4651542729735,2400.293297938471
8,2019-09-01,2695,2310.0806132430343,2490.048966493091,2568.155620255436,2456.095066663854,2496.9176564982527,2440.865870360163,2457.488090006293,2463.642525581069
9,2019-10-01,2761,2311.8200535044502,2459.38830978992,2579.240369185717,2450.1495774933624,2492.095319218664,2435.604100657321,2434.446077035191,2457.466964794691
10,2019-11-01,2295,2583.782857909241,2440.68107411938,2850.0806565760327,2624.8481962015508,2603.528913365405,2612.162347090715,2485.595831432996,2628.3831733084176
11,2019-12-01,3053,3052.4347884921917,2416.445221500332,2674.486113000902,2714.455374331142,2663.924381002698,2688.6381616015387,2582.1668465707235,2698.5849764051413
12,2020-01-01,1857,1950.8336913852943,2294.271624063053,2199.803224584388,2148.302846677578,2168.9192536956134,2133.4947473277593,2221.4919436782766,2157.7805620973772
13,2020-02-01,1471,1570.05869757226,1408.1425322497244,1128.8370676849745,1369.012765835653,1350.1822802656056,1347.1433266956508,1455.2944659189345,1357.9946154783731
14,2020-03-01,752,751.3766500803961,752.0411294877938,886.0255082730234,796.4810959470711,800.0203645072179,793.6337445819081,754.9213704022403,799.2130000748156
15,2020-04-01,2,2.0306743855983957,3.977256131182614,9.191924954289568,5.066618490356859,5.32644794729756,5.202852646565471,3.5017014254832874,5.236635005728606
16,2020-05-01,23,15.44060196021942,6.972404835445161,13.120292526062164,11.844433107242248,11.466659169521751,11.778421141364808,9.05106213094934,11.687971299794778
17,2020-06-01,24,26.70025168079941,77.05592919617894,16.754727626440264,40.17030283447287,41.76483896202846,38.979186159956015,65.33649967719997,40.62048357339443
18,2020-07-01,52,52.03381656652207,37.55927861691647,66.60663661850433,52.066577267314294,51.91780325495807,52.20905540026534,41.16566452155033,52.174093797103104
19,2020-08-01,39,19.87697483904517,14.933909198828395,39.44867582333803,24.753186620403863,25.09006541868276,25.15294901566325,16.12275754746201,25.085092848137798
20,2020-09-01,103,75.1367380640802,30.874285483829105,90.74908800952916,65.58670385247949,64.42686923232968,65.9885021833046,41.613113803633375,65.3299497489352
21,2020-10-01,60,126.3601221380154,49.92546307595699,32.8045466679405,69.6967106273043,64.38496185802174,67.37503802071318,68.88838098042116,66.8158705803524
22,2020-11-01,16,18.257120351970972,45.24542081201926,40.71439753962877,34.738979567873,36.32282322734237,34.76961019146994,38.882682348571095,35.54226748818376
23,2020-12-01,41,59.520547509820965,50.14495362563474,80.02618548873694,63.230562208064214,63.44447037456208,63.38798580544534,52.5620518086988,63.52402448679009
