,date,ratio,total,seats_arrivals_intl,mean,mean_se,mean_ci_lower,mean_ci_upper,obs_ci_lower,obs_ci_upper,pred_mean
0,2019-01-01,0.17437225986448784,1750,10036.0,0.2128801303766143,0.017319250724965922,0.1761649589862217,0.2495953017670069,0.1377982547642912,0.2879620059889374,2136.464988459701
1,2019-02-01,0.19966212649139478,1891,9471.0,0.2083114150409987,0.01565639202145107,0.17512134662804302,0.2415014834539544,0.13488890570976475,0.28173392437223266,1972.9174118532987
2,2019-03-01,0.24533168265758795,2378,9693.0,0.20183754509486537,0.019636052931736352,0.1602109724290932,0.24346411776063753,0.12423563927331183,0.2794394509164189,1956.4113246045301
3,2019-04-01,0.2209399916072178,2106,9532.0,0.24274126571438617,0.01642279476735274,0.207926496059056,0.27755603536971635,0.16857016338071343,0.3169123680480589,2313.809744789529
4,2019-05-01,0.24688102241606655,2434,9859.0,0.2522107287680683,0.01941453587270191,0.21105375128961112,0.29336770624652553,0.174859704014671,0.32956175352146566,2486.5455749243856
5,2019-06-01,0.26477069996851715,2523,9529.0,0.24685969373139566,0.01578252685364321,0.2134022314192595,0.2803171560435318,0.17331592431748494,0.3204034631453064,2352.326021566469
6,2019-07-01,0.2664636067639954,2537,9521.0,0.2735195535161767,0.014567307235227282,0.2426382417128378,0.3044008653195156,0.2011114071931731,0.34592769983918026,2604.1796690275182
7,2019-08-01,0.2660098522167488,2484,9338.0,0.2674715325571567,0.01800380311382619,0.22930517493002484,0.3056378901842886,0.1916694541571512,0.34327361095716225,2497.6491710187292
8,2019-09-01,0.29236276849642007,2695,9218.0,0.278602258652141,0.017052307913495168,0.2424529807423742,0.3147515365619078,0.20379547735100487,0.3534090399532771,2568.1556202554357
9,2019-10-01,0.2740718681755013,2761,10074.0,0.25602941921637057,0.015878571953470377,0.2223683503881466,0.2896904880445945,0.18239279931908786,0.3296660391136533,2579.240369185717
10,2019-11-01,0.20390937361172812,2295,11255.0,0.25322795704807044,0.015592575525607028,0.22017317356283225,0.2862827405333086,0.1798665029560581,0.3265894111400828,2850.0806565760327
11,2019-12-01,0.28434385768836734,3053,10737.0,0.24909063174079374,0.017816858170858412,0.21132057968892182,0.28686068379266566,0.17348731787665433,0.32469394560493314,2674.486113000902
12,2020-01-01,0.1666068544769424,1857,11146.0,0.19736257173733965,0.013237822808850136,0.16929964101470948,0.2254255024599698,0.1261108186642987,0.2686143248103806,2199.803224584388
13,2020-02-01,0.23267953179373616,1471,6322.0,0.1785569547113215,0.016089043516616643,0.1444497061010484,0.21266420332159458,0.10471530898886056,0.2523986004337824,1128.8370676849745
14,2020-03-01,0.11055571890620405,752,6802.0,0.13025955722920074,0.02852226523052767,0.06979505602121794,0.19072405843718354,0.04112348068570118,0.2193956337727003,886.0255082730234
15,2020-04-01,0.00392156862745098,2,510.0,0.018023382263312876,0.02674822434671919,-0.03868032027404961,0.07472708480067536,-0.06860567819958344,0.10465244272620919,9.191924954289567
16,2020-05-01,0.033823529411764704,23,680.0,0.01929454783244436,0.015610327962525244,-0.013797869137890835,0.05238696480277955,-0.05408387063086803,0.09267296629575675,13.120292526062164
17,2020-06-01,0.02912621359223301,24,824.0,0.020333407313641097,0.019232030225859648,-0.02043667547693743,0.06110349010421962,-0.05681245379367357,0.09747926842095576,16.754727626440264
18,2020-07-01,0.042483660130718956,52,1224.0,0.054417186779823795,0.01580369330387629,0.02091485359767284,0.08791951996197475,-0.01914700671053067,0.12798138027017825,66.60663661850433
19,2020-08-01,0.04779411764705882,39,816.0,0.048343965469777,0.015699596828422133,0.01506230695757154,0.08162562398198245,-0.025119991873681677,0.12180792281323567,39.44867582333803
20,2020-09-01,0.060874704491725766,103,1692.0,0.053634212771589335,0.01499933142834381,0.021837050591871035,0.08543137495130763,-0.01916924702203425,0.12643767256521293,90.74908800952916
21,2020-10-01,0.07352941176470588,60,816.0,0.04020165032835846,0.01818229105367063,0.0016569151717033062,0.07874638548501361,-0.035791644399105135,0.11619494505582205,32.8045466679405
22,2020-11-01,0.012861736334405145,16,1244.0,0.032728615385553675,0.016375245425828903,-0.0019853541687056414,0.06744258493981299,-0.041395226375734576,0.10685245714684193,40.71439753962877
23,2020-12-01,0.01831992850759607,41,2238.0,0.03575790236315324,0.016516198441473257,0.0007451257640882711,0.0707706789622182,-0.03850634718139201,0.11002215190769848,80.02618548873694
