date,ym,samoa_rnz_body_count,samoa_rnz_epu_count,samoa_rnz_ratio,samoa_observer_body_count,samoa_observer_epu_count,samoa_observer_ratio,news_total,samoa_rnz_weights,samoa_observer_weights,samoa_rnz_z_score,samoa_observer_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2020-11-01,2020-11,56,1.0,0.017857142857142856,894.0,18.0,0.020134228187919462,950.0,0.05894736842105263,0.9410526315789474,3.670221791652769,2.3528912840914193,3.011556537872094,2.4305444508529304,220.36039452116077,400.74624076981246,220.36039452116077
2020-12-01,2020-12,36,0.0,0.0,814.0,14.0,0.0171990171990172,850.0,0.042352941176470586,0.9576470588235294,0.0,2.009881743904464,1.004940871952232,1.924757340633216,174.5042296143137,133.72695201510405,174.5042296143137
2021-01-01,2021-1,21,0.0,0.0,784.0,20.0,0.025510204081632654,805.0,0.02608695652173913,0.9739130434782609,0.0,2.9811292630069857,1.4905646315034928,2.903360673537238,263.227320624963,198.34864967254867,263.227320624963
2021-02-01,2021-2,33,1.0,0.030303030303030304,572.0,4.0,0.006993006993006993,605.0,0.05454545454545454,0.9454545454545454,6.228255161592578,0.8172046651040128,3.5227299133482957,1.1123528740033892,100.8492225172498,468.76781234835806,100.8492225172498
2021-03-01,2021-3,48,0.0,0.0,740.0,10.0,0.013513513513513514,788.0,0.06091370558375635,0.9390862944162437,0.0,1.5791927987820789,0.7895963993910394,1.4829983135770792,134.45304130907056,105.07117658329605,134.45304130907056
2021-04-01,2021-4,54,0.0,0.0,696.0,12.0,0.017241379310344827,750.0,0.072,0.928,0.0,2.014832191549549,1.0074160957747744,1.8697642737579814,169.51839448247617,134.0563287442053,169.51839448247617
2021-05-01,2021-5,84,0.0,0.0,768.0,14.0,0.018229166666666668,852.0,0.09859154929577464,0.9014084507042254,0.0,2.1302652858570754,1.0651326429285377,1.9202391309134201,174.0945952724961,141.7366392451754,174.0945952724961
2021-06-01,2021-6,61,0.0,0.0,668.0,18.0,0.02694610778443114,729.0,0.08367626886145405,0.9163237311385459,0.0,3.1489293532600735,1.5744646766300368,2.885438694070959,261.6024606211052,209.51318444453642,261.6024606211052
2021-07-01,2021-7,86,2.0,0.023255813953488372,626.0,4.0,0.006389776357827476,712.0,0.12078651685393259,0.8792134831460674,4.779823728664072,0.7467109719480756,2.763267350306074,1.2338566139109628,111.86511323771518,367.70652948111825,111.86511323771518
2021-08-01,2021-8,46,1.0,0.021739130434782608,558.0,14.0,0.025089605734767026,604.0,0.076158940397351,0.9238410596026491,4.46809609418598,2.9319780278462972,3.700037061016139,3.0489671521039554,276.4284373749731,492.3619810102927,276.4284373749731
2021-09-01,2021-9,43,0.0,0.0,422.0,14.0,0.03317535545023697,465.0,0.09247311827956989,0.9075268817204301,0.0,3.876880899379701,1.9384404496898504,3.5183736334155564,318.9862261767025,257.94724867368416,318.9862261767025
2021-10-01,2021-10,35,0.0,0.0,394.0,4.0,0.01015228426395939,429.0,0.08158508158508158,0.9184149184149184,0.0,1.1863986508616633,0.5931993254308316,1.0896062201386838,98.78694317160615,78.93672149404982,98.78694317160615
2021-11-01,2021-11,38,0.0,0.0,362.0,2.0,0.0055248618784530384,400.0,0.095,0.905,0.0,0.6456368348611814,0.3228184174305907,0.5843013355493691,52.9744982757738,42.95727661416523,52.9744982757738
2021-12-01,2021-12,21,0.0,0.0,368.0,6.0,0.016304347826086956,389.0,0.05398457583547558,0.9460154241645244,0.0,1.9053304420088124,0.9526652210044062,1.8024719862705476,163.41747540084464,126.77065870375935,163.41747540084464
2022-01-01,2022-1,23,1.0,0.043478260869565216,336.0,12.0,0.03571428571428571,359.0,0.06406685236768803,0.935933147632312,8.93619218837196,4.173580968209779,6.554886578290869,4.478706478136604,406.0528603458891,872.2553011668318,406.0528603458891
2022-02-01,2022-2,28,0.0,0.0,396.0,12.0,0.030303030303030304,424.0,0.0660377358490566,0.9339622641509434,0.0,3.541220215450722,1.770610107725361,3.307366050279448,299.85565061758757,235.61415355042143,299.85565061758757
2022-03-01,2022-3,55,1.0,0.01818181818181818,504.0,10.0,0.01984126984126984,559.0,0.09838998211091235,0.9016100178890877,3.736953096955547,2.3186560934498774,3.027804595202712,2.458202310252761,222.86793837900657,402.90836119264816,222.86793837900657
2022-04-01,2022-4,33,0.0,0.0,312.0,2.0,0.00641025641025641,345.0,0.09565217391304348,0.9043478260869565,0.0,0.749104276345345,0.3745521381726725,0.6774508238253555,61.41970814582469,49.84145555874299,61.41970814582469
2022-05-01,2022-5,40,0.0,0.0,336.0,4.0,0.011904761904761904,376.0,0.10638297872340426,0.8936170212765957,0.0,1.3911936560699265,0.6955968280349633,1.2431943309561044,112.71169845909317,92.5627031805227,112.71169845909317
2022-06-01,2022-6,35,0.0,0.0,322.0,0.0,0.0,357.0,0.09803921568627451,0.9019607843137255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,2022-7,27,1.0,0.037037037037037035,296.0,4.0,0.013513513513513514,323.0,0.08359133126934984,0.9164086687306502,7.612311864168706,1.5791927987820789,4.595752331475393,2.0835092531642427,188.89715053540596,611.5543398196319,188.89715053540596
2022-08-01,2022-8,35,0.0,0.0,302.0,4.0,0.013245033112582781,337.0,0.10385756676557864,0.8961424332344213,0.0,1.5478181074155475,0.7739090537077737,1.3870654849836657,125.75548552112474,102.98366976376036,125.75548552112474
2022-09-01,2022-9,30,0.0,0.0,312.0,4.0,0.01282051282051282,342.0,0.08771929824561403,0.9122807017543859,0.0,1.49820855269069,0.749104276345345,1.3667867498230857,123.91695503104981,99.68291111748599,123.91695503104981
2022-10-01,2022-10,32,0.0,0.0,334.0,8.0,0.023952095808383235,366.0,0.08743169398907104,0.912568306010929,0.0,2.7990483140089544,1.3995241570044772,2.554322778357898,231.58250612360132,186.23394172847685,231.58250612360132
2022-11-01,2022-11,35,0.0,0.0,332.0,6.0,0.018072289156626505,367.0,0.09536784741144415,0.9046321525885559,0.0,2.11193253813025,1.055966269065125,1.9105220780905805,173.21361834040482,140.51687470778145,173.21361834040482
2022-12-01,2022-12,21,0.0,0.0,308.0,6.0,0.01948051948051948,329.0,0.06382978723404255,0.9361702127659575,0.0,2.276498709932607,1.1382493549663035,2.1311902816390362,193.2200545013026,151.46624156812805,193.2200545013026
2023-01-01,2023-1,11,0.0,0.0,268.0,0.0,0.0,279.0,0.03942652329749104,0.9605734767025089,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,2023-2,28,0.0,0.0,194.0,0.0,0.0,222.0,0.12612612612612611,0.8738738738738738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,2023-3,26,0.0,0.0,230.0,12.0,0.05217391304347826,256.0,0.1015625,0.8984375,0.0,6.0970574144282,3.0485287072141,5.477825020775335,496.63592133537935,405.66610785202994,496.63592133537935
2023-04-01,2023-4,21,0.0,0.0,364.0,0.0,0.0,385.0,0.05454545454545454,0.9454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,2023-5,26,0.0,0.0,438.0,4.0,0.0091324200913242,464.0,0.05603448275862069,0.9439655172413793,0.0,1.0672170512317245,0.5336085256158623,1.0074160957747744,91.33534185478241,71.00700517957907,91.33534185478241
2023-06-01,2023-6,27,0.0,0.0,472.0,10.0,0.0211864406779661,499.0,0.05410821643286573,0.9458917835671342,0.0,2.475853116734615,1.2379265583673076,2.341889120438353,212.32263837985488,164.7302344738116,212.32263837985488
2023-07-01,2023-7,31,0.0,0.0,488.0,4.0,0.00819672131147541,519.0,0.05973025048169557,0.9402697495183044,0.0,0.9578710418842118,0.4789355209421059,0.9006571646233051,81.65625938462243,63.73169727183531,81.65625938462243
2023-08-01,2023-8,24,0.0,0.0,476.0,4.0,0.008403361344537815,500.0,0.048,0.952,0.0,0.9820190513434776,0.4910095256717388,0.9348821368789906,84.75919724123807,65.33837871566308,84.75919724123807
2023-09-01,2023-9,33,0.0,0.0,474.0,6.0,0.012658227848101266,507.0,0.0650887573964497,0.9349112426035503,0.0,1.4792438874667573,0.7396219437333786,1.3829617409452524,125.38342787165395,98.42110211599882,125.38342787165395
2023-10-01,2023-10,29,0.0,0.0,470.0,4.0,0.00851063829787234,499.0,0.05811623246492986,0.9418837675350702,0.0,0.9945554647648838,0.4972777323824419,0.9367556481753415,84.92905535194198,66.17248567799071,84.92905535194198
2023-11-01,2023-11,23,0.0,0.0,482.0,8.0,0.016597510373443983,505.0,0.04554455445544554,0.9544554455445544,0.0,1.9395894955995656,0.9697947477997828,1.851251756196021,167.8399945371051,129.05007580355033,167.8399945371051
2023-12-01,2023-12,27,0.0,0.0,430.0,6.0,0.013953488372093023,457.0,0.05908096280087528,0.9409190371991247,0.0,1.6306083782773093,0.8153041891386547,1.534270465337512,139.10152720115659,108.4920986115894,139.10152720115659
2024-01-01,2024-1,10,0.0,0.0,324.0,2.0,0.006172839506172839,334.0,0.029940119760479042,0.9700598802395209,0.0,0.7213596735177397,0.36067983675886983,0.6997620785022385,63.44251290511832,47.995475723233994,63.44251290511832
2024-02-01,2024-2,28,0.0,0.0,328.0,8.0,0.024390243902439025,356.0,0.07865168539325842,0.9213483146067416,0.0,2.850250417313996,1.425125208656998,2.6260734181994123,238.087632700107,189.64066017472948,238.087632700107
2024-03-01,2024-3,31,0.0,0.0,328.0,6.0,0.018292682926829267,359.0,0.08635097493036212,0.9136490250696379,0.0,2.137687812985497,1.0688439064927484,1.9530963862374455,177.0735318410266,142.23049513104706,177.0735318410266
2024-04-01,2024-4,36,0.0,0.0,342.0,0.0,0.0,378.0,0.09523809523809523,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,2024-5,37,1.0,0.02702702702702703,308.0,2.0,0.006493506493506494,345.0,0.1072463768115942,0.8927536231884058,5.554930279258246,0.7588329033108691,3.156881591284557,1.2731969697168197,115.43182699312061,420.08456901048595,115.43182699312061
2024-06-01,2024-6,26,0.0,0.0,346.0,6.0,0.017341040462427744,372.0,0.06989247311827956,0.9301075268817204,0.0,2.026478620402436,1.013239310201218,1.8848430179011904,170.88547830894768,134.8312208178712,170.88547830894768
2024-07-01,2024-7,37,0.0,0.0,344.0,10.0,0.029069767441860465,381.0,0.09711286089238845,0.9028871391076115,0.0,3.3971007880777275,1.6985503940388638,3.067198611807712,278.08135577834014,226.02520544081125,278.08135577834014
2024-08-01,2024-8,38,0.0,0.0,338.0,4.0,0.011834319526627219,376.0,0.10106382978723404,0.898936170212766,0.0,1.3829617409452524,0.6914808704726262,1.2431943309561044,112.71169845909317,92.01499487767937,112.71169845909317
2024-09-01,2024-9,33,0.0,0.0,300.0,2.0,0.006666666666666667,333.0,0.0990990990990991,0.9009009009009009,0.0,0.7790684473991589,0.38953422369957946,0.7018634661253684,63.633030961890455,51.835113781092716,63.633030961890455
2024-10-01,2024-10,68,5.0,0.07352941176470588,426.0,4.0,0.009389671361502348,494.0,0.13765182186234817,0.8623481781376519,15.11267796562905,1.097279503379097,8.104978734504073,3.026524635834556,274.39373204899687,1078.5252471689537,274.39373204899687
2024-11-01,2024-11,37,0.0,0.0,366.0,0.0,0.0,403.0,0.09181141439205956,0.9081885856079405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,2024-12,24,0.0,0.0,366.0,8.0,0.02185792349726776,390.0,0.06153846153846154,0.9384615384615385,0.0,2.554322778357898,1.277161389178949,2.3971336843051043,217.33127497753355,169.95119272489416,217.33127497753355
2025-01-01,2025-1,21,0.0,0.0,414.0,12.0,0.028985507246376812,435.0,0.04827586206896552,0.9517241379310345,0.0,3.3872541191267778,1.6936270595633889,3.223731506479278,292.27309393530373,225.3700599177944,292.27309393530373
2025-02-01,2025-2,45,0.0,0.0,344.0,0.0,0.0,389.0,0.11568123393316196,0.884318766066838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01,2025-3,37,0.0,0.0,368.0,8.0,0.021739130434782608,405.0,0.09135802469135802,0.908641975308642,0.0,2.540440589345083,1.2702202946725416,2.308350955256767,209.28196849688413,169.0275449383458,209.28196849688413
2025-04-01,2025-4,28,0.0,0.0,292.0,2.0,0.00684931506849315,320.0,0.0875,0.9125,0.0,0.8004127884237934,0.4002063942118967,0.7303766694367114,66.21812284471724,53.25525388468429,66.21812284471724
