date,ym,samoa_rnz_body_count,samoa_rnz_epu_count,samoa_rnz_ratio,samoa_observer_body_count,samoa_observer_epu_count,samoa_observer_ratio,news_total,samoa_rnz_weights,samoa_observer_weights,samoa_rnz_z_score,samoa_observer_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2015-02-01,2015-2,35,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,2015-3,52,0.0,0.0,0.0,0.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,2015-4,56,0.0,0.0,0.0,0.0,0.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,2015-5,75,0.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,2015-6,66,0.0,0.0,0.0,0.0,0.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,2015-7,85,0.0,0.0,0.0,0.0,0.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-01,2015-8,70,0.0,0.0,0.0,0.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-01,2015-9,67,0.0,0.0,0.0,0.0,0.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,2015-10,53,0.0,0.0,0.0,0.0,0.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,2015-11,41,0.0,0.0,0.0,0.0,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,2015-12,50,0.0,0.0,420.0,4.0,0.009523809523809525,470.0,0.10638297872340426,0.8936170212765957,0.0,1.1129549248559414,0.5564774624279707,0.9945554647648838,90.16935876727456,74.05016254441817,90.16935876727456
2016-01-01,2016-1,47,0.0,0.0,572.0,4.0,0.006993006993006993,619.0,0.07592891760904685,0.9240710823909531,0.0,0.8172046651040128,0.4086023325520064,0.7551551994176015,68.46461812700976,54.37249697317417,68.46461812700976
2016-02-01,2016-2,53,0.0,0.0,998.0,2.0,0.002004008016032064,1051.0,0.05042816365366318,0.9495718363463368,0.0,0.23418891204383532,0.11709445602191766,0.22237919526141545,20.161559762425803,15.581697529386586,20.161559762425803
2016-03-01,2016-3,64,0.0,0.0,1182.0,10.0,0.008460236886632826,1246.0,0.051364365971107544,0.9486356340288925,0.0,0.9886655423847194,0.4943327711923597,0.9378833636426471,85.03129739289534,65.78060124504151,85.03129739289534
2016-04-01,2016-4,64,0.0,0.0,1148.0,6.0,0.005226480836236934,1212.0,0.052805280528052806,0.9471947194719472,0.0,0.610767946567285,0.3053839732836425,0.5785161738112568,52.44999829284536,40.637284323156315,52.44999829284536
2016-05-01,2016-5,69,0.0,0.0,1258.0,4.0,0.003179650238473768,1327.0,0.05199698568198945,0.9480030143180106,0.0,0.3715747761840186,0.1857873880920093,0.35225400786698974,31.936396850504178,24.722629784304953,31.936396850504178
2016-06-01,2016-6,62,0.0,0.0,1164.0,12.0,0.010309278350515464,1226.0,0.05057096247960848,0.9494290375203915,0.0,1.2047450217512767,0.6023725108756384,1.143819906458798,103.70211734246097,80.15739244498874,103.70211734246097
2016-07-01,2016-7,50,0.0,0.0,1244.0,12.0,0.00964630225080386,1294.0,0.03863987635239567,0.9613601236476044,0.0,1.127269457651516,0.563634728825758,1.0837119051920294,98.25254703389268,75.00257621058432,98.25254703389268
2016-08-01,2016-8,42,0.0,0.0,1082.0,0.0,0.0,1124.0,0.037366548042704624,0.9626334519572953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,2016-9,53,0.0,0.0,1086.0,10.0,0.009208103130755065,1139.0,0.046532045654082525,0.9534679543459175,0.0,1.0760613914353023,0.5380306957176512,1.0259900536424393,93.01931216114804,71.59546102360872,93.01931216114804
2016-10-01,2016-10,48,1.0,0.020833333333333332,1050.0,10.0,0.009523809523809525,1098.0,0.04371584699453552,0.9562841530054644,4.281925423594897,1.1129549248559414,2.6974401742254193,1.2514891543090103,113.46373183412084,358.946941864857,113.46373183412084
2016-11-01,2016-11,53,0.0,0.0,1008.0,4.0,0.003968253968253968,1061.0,0.04995287464655985,0.9500471253534402,0.0,0.4637312186899755,0.23186560934498776,0.44056651125305873,39.94307127296799,30.854234393507568,39.94307127296799
2016-12-01,2016-12,45,0.0,0.0,1110.0,0.0,0.0,1155.0,0.03896103896103896,0.961038961038961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,2017-1,41,0.0,0.0,908.0,4.0,0.004405286343612335,949.0,0.04320337197049526,0.9567966280295047,0.0,0.5148029388100169,0.25740146940500847,0.49256171595310366,44.65711129675347,34.252277828915894,44.65711129675347
2017-02-01,2017-2,55,0.0,0.0,968.0,4.0,0.004132231404958678,1023.0,0.053763440860215055,0.946236559139785,0.0,0.4828936657432803,0.24144683287164015,0.45693164070331904,41.42678262035097,32.12920275687565,41.42678262035097
2017-03-01,2017-3,61,1.0,0.01639344262295082,1072.0,10.0,0.009328358208955223,1133.0,0.05383936451897617,0.9461606354810238,3.3693839398779524,1.0901144319950917,2.229749185936522,1.2128288538669845,109.95867392221066,296.7115486249463,109.95867392221066
2017-04-01,2017-4,50,0.0,0.0,986.0,4.0,0.004056795131845842,1036.0,0.04826254826254826,0.9517374517374517,0.0,0.4740781627175409,0.23703908135877044,0.45119794250916534,40.906948475501004,31.542665586871834,40.906948475501004
2017-05-01,2017-5,90,0.0,0.0,1104.0,16.0,0.014492753623188406,1194.0,0.07537688442211055,0.9246231155778895,0.0,1.6936270595633889,0.8468135297816944,1.5659667284405203,141.97520475919276,112.6850299588972,141.97520475919276
2017-06-01,2017-6,99,1.0,0.010101010101010102,1166.0,8.0,0.00686106346483705,1265.0,0.0782608695652174,0.9217391304347826,2.076085053864193,0.8017857091586541,1.4389353815114236,0.9015134839616963,81.73389584470765,191.478372595597,81.73389584470765
2017-07-01,2017-7,64,0.0,0.0,1152.0,8.0,0.006944444444444444,1216.0,0.05263157894736842,0.9473684210526315,0.0,0.8115296327074571,0.4057648163537286,0.7688175467754856,69.70328720496552,53.994910188638244,69.70328720496552
2017-08-01,2017-8,82,0.0,0.0,1012.0,14.0,0.01383399209486166,1094.0,0.07495429616087751,0.9250457038391224,0.0,1.6166440114014167,0.8083220057007083,1.4954695973841257,135.583725020262,107.5629831425837,135.583725020262
2017-09-01,2017-9,63,0.0,0.0,1120.0,16.0,0.014285714285714285,1183.0,0.05325443786982249,0.9467455621301775,0.0,1.6694323872839119,0.8347161936419559,1.5805277039374312,143.2953461390331,111.07524381662725,143.2953461390331
2017-10-01,2017-10,64,0.0,0.0,1150.0,6.0,0.0052173913043478265,1214.0,0.05271828665568369,0.9472817133443163,0.0,0.6097057414428201,0.30485287072141004,0.5775630993898213,52.36358972893622,40.566610785203,52.36358972893622
2017-11-01,2017-11,99,0.0,0.0,1182.0,10.0,0.008460236886632826,1281.0,0.07728337236533958,0.9227166276346604,0.0,0.9886655423847194,0.4943327711923597,0.9122581351278207,82.70803790128619,65.78060124504151,82.70803790128619
2017-12-01,2017-12,64,0.0,0.0,1250.0,4.0,0.0032,1314.0,0.0487062404870624,0.9512937595129376,0.0,0.3739528547515963,0.18697642737579814,0.35573901707724154,32.2523581587664,24.880854614924505,32.2523581587664
2018-01-01,2018-1,78,0.0,0.0,1094.0,8.0,0.007312614259597806,1172.0,0.06655290102389079,0.9334470989761092,0.0,0.854554055648072,0.427277027824036,0.7976810041629614,72.32013416487891,56.85752882752401,72.32013416487891
2018-02-01,2018-2,86,0.0,0.0,594.0,8.0,0.013468013468013467,680.0,0.1264705882352941,0.8735294117647059,0.0,1.573875651311432,0.786937825655716,1.3748266718808686,124.64587829593835,104.71740157796508,124.64587829593835
2018-03-01,2018-3,78,0.0,0.0,1126.0,12.0,0.010657193605683837,1204.0,0.06478405315614617,0.9352159468438538,0.0,1.2454024914018527,0.6227012457009263,1.1647202701980781,105.59700652978167,82.86252647066331,105.59700652978167
2018-04-01,2018-4,74,0.0,0.0,872.0,4.0,0.0045871559633027525,946.0,0.07822410147991543,0.9217758985200846,0.0,0.5360562711462102,0.2680281355731051,0.494123750993124,44.79873004293767,35.66636269341242,44.79873004293767
2018-05-01,2018-5,90,0.0,0.0,782.0,8.0,0.010230179028132993,872.0,0.10321100917431193,0.8967889908256881,0.0,1.195501453809451,0.5977507269047255,1.0721125422924205,97.20091426747486,79.54237408863332,97.20091426747486
2018-06-01,2018-6,88,0.0,0.0,790.0,4.0,0.005063291139240506,878.0,0.10022779043280182,0.8997722095671982,0.0,0.591697554986703,0.2958487774933515,0.5323930164458944,48.26833555879161,39.36844084639953,48.26833555879161
2018-07-01,2018-7,112,0.0,0.0,792.0,2.0,0.0025252525252525255,904.0,0.12389380530973451,0.8761061946902655,0.0,0.29510168462089353,0.14755084231044677,0.2585404139598979,23.440043484855668,19.634512795868453,23.440043484855668
2018-08-01,2018-8,98,0.0,0.0,814.0,8.0,0.009828009828009828,912.0,0.1074561403508772,0.8925438596491229,0.0,1.1485038536596937,0.5742519268298468,1.0250900623673143,92.93771627328736,76.41540115148803,92.93771627328736
2018-09-01,2018-9,87,0.0,0.0,810.0,8.0,0.009876543209876543,897.0,0.09698996655518395,0.903010033444816,0.0,1.1541754776283835,0.5770877388141917,1.0422320366543931,94.49185868588414,76.79276115717438,94.49185868588414
2018-10-01,2018-10,59,0.0,0.0,831.0,12.0,0.01444043321299639,890.0,0.06629213483146068,0.9337078651685393,0.0,1.6875128824530519,0.8437564412265259,1.5756440509196472,142.85257962006418,112.27822479659072,142.85257962006418
2018-11-01,2018-11,66,0.0,0.0,842.0,12.0,0.014251781472684086,908.0,0.07268722466960352,0.9273127753303965,0.0,1.6654669896894134,0.8327334948447067,1.5444088164300507,140.0207002883889,110.81140713297731,140.0207002883889
2018-12-01,2018-12,67,0.0,0.0,818.0,8.0,0.009779951100244499,885.0,0.07570621468926554,0.9242937853107345,0.0,1.1428876978960767,0.5714438489480383,1.056363996473436,95.77310422738768,76.04173170820448,95.77310422738768
2019-01-01,2019-1,62,1.0,0.016129032258064516,840.0,6.0,0.007142857142857143,902.0,0.06873614190687362,0.9312638580931264,3.315039037621856,0.8347161936419559,2.0748776156319058,1.0052040166206186,91.13478817432998,276.10287041445986,91.13478817432998
2019-02-01,2019-2,78,0.0,0.0,840.0,18.0,0.02142857142857143,918.0,0.08496732026143791,0.9150326797385621,0.0,2.504148580925868,1.252074290462934,2.2913777864681144,207.74313049323058,166.6128657249409,207.74313049323058
2019-03-01,2019-3,79,0.0,0.0,846.0,14.0,0.016548463356973995,925.0,0.08540540540540541,0.9145945945945946,0.0,1.9338578481539406,0.9669289240769703,1.7686959346359283,160.35523802396395,128.66872215164858,160.35523802396395
2019-04-01,2019-4,77,0.0,0.0,692.0,8.0,0.011560693641618497,769.0,0.10013003901170352,0.8998699609882965,0.0,1.3509857469349575,0.6754928734674788,1.2157114913901048,110.2200224203356,89.88748054524748,110.2200224203356
2019-05-01,2019-5,100,0.0,0.0,758.0,26.0,0.03430079155672823,858.0,0.11655011655011654,0.8834498834498834,0.0,4.008399663399366,2.004199831699683,3.541220215450722,321.05756530772,266.69781496868285,321.05756530772
2019-06-01,2019-6,105,0.0,0.0,802.0,14.0,0.017456359102244388,907.0,0.11576626240352811,0.8842337375964718,0.0,2.0399547874541564,1.0199773937270782,1.803796846238405,163.53759114902604,135.7278540402677,163.53759114902604
2019-07-01,2019-7,94,0.0,0.0,638.0,6.0,0.009404388714733543,732.0,0.1284153005464481,0.8715846994535519,0.0,1.0989993772088449,0.5494996886044224,0.9578710418842118,86.8434397963505,73.12163386047563,86.8434397963505
2019-08-01,2019-8,74,0.0,0.0,628.0,4.0,0.006369426751592357,702.0,0.10541310541310542,0.8945868945868946,0.0,0.7443329115278589,0.3721664557639294,0.665870467862529,60.36979860487043,49.52399405836884,60.36979860487043
2019-09-01,2019-9,82,1.0,0.012195121951219513,628.0,16.0,0.025477707006369428,710.0,0.11549295774647887,0.8845070422535212,2.5064929308848183,2.9773316461114354,2.741912288498127,2.9229530902683614,265.00362744337076,364.8648226649518,265.00362744337076
2019-10-01,2019-10,105,0.0,0.0,518.0,14.0,0.02702702702702703,623.0,0.16853932584269662,0.8314606741573034,0.0,3.1583855975641577,1.5791927987820789,2.6260734181994123,238.087632700107,210.1423531665921,238.087632700107
2019-11-01,2019-11,112,0.0,0.0,620.0,6.0,0.00967741935483871,732.0,0.15300546448087432,0.8469945355191257,0.0,1.1309058107407146,0.5654529053703573,0.9578710418842119,86.84343979635051,75.24452000481202,86.84343979635051
2019-12-01,2019-12,120,0.0,0.0,760.0,8.0,0.010526315789473684,880.0,0.13636363636363635,0.8636363636363636,0.0,1.230108074840777,0.6150540374203886,1.0623660646352167,96.317269592316,81.84491649646218,96.317269592316
2020-01-01,2020-1,55,0.0,0.0,712.0,8.0,0.011235955056179775,767.0,0.07170795306388526,0.9282920469361148,0.0,1.313036709099706,0.656518354549853,1.218881534392426,110.50742795467808,87.36255131644839,110.50742795467808
2020-02-01,2020-2,81,0.0,0.0,740.0,26.0,0.03513513513513514,821.0,0.09866017052375152,0.9013398294762485,0.0,4.105901276833405,2.0529506384167027,3.7008123567073326,335.526663866046,273.18505911656973,335.526663866046
2020-03-01,2020-3,70,0.0,0.0,738.0,8.0,0.01084010840108401,808.0,0.08663366336633663,0.9133663366336634,0.0,1.2667779632506648,0.6333889816253324,1.1570323476225133,104.8999965856907,84.28473785543531,104.8999965856907
2020-04-01,2020-4,58,1.0,0.017241379310344827,692.0,22.0,0.031791907514450865,750.0,0.07733333333333334,0.9226666666666666,3.543662419526812,3.715210804071133,3.6294366117989725,3.701944395666372,335.629297887629,482.9672164542766,335.629297887629
2020-05-01,2020-5,88,0.0,0.0,786.0,20.0,0.02544529262086514,874.0,0.10068649885583524,0.8993135011441648,0.0,2.9735436923632017,1.4867718461816009,2.674147988784298,242.44621636509746,197.8439457293615,242.44621636509746
2020-06-01,2020-6,58,0.0,0.0,757.0,18.0,0.023778071334214,815.0,0.07116564417177915,0.9288343558282208,0.0,2.778711767473882,1.389355883736941,2.5809629545739003,233.99778379482902,184.88085496558827,233.99778379482902
2020-07-01,2020-7,63,0.0,0.0,862.0,6.0,0.0069605568445475635,925.0,0.0681081081081081,0.9318918918918919,0.0,0.8134125320872888,0.4067062660436444,0.7580125434153978,68.72367343884169,54.120188402532996,68.72367343884169
2020-08-01,2020-8,61,0.0,0.0,813.0,16.0,0.01968019680196802,874.0,0.06979405034324943,0.9302059496567505,0.0,2.2998330550528676,1.1499165275264338,2.1393183910274387,193.956973092078,153.01878606964638,193.956973092078
2020-09-01,2020-9,60,0.0,0.0,792.0,18.0,0.022727272727272728,852.0,0.07042253521126761,0.9295774647887324,0.0,2.655915161588042,1.327957580794021,2.4688788826029686,223.83590820749495,176.71061516281608,223.83590820749495
2020-10-01,2020-10,51,0.0,0.0,890.0,10.0,0.011235955056179775,941.0,0.05419766206163656,0.9458023379383634,0.0,1.313036709099706,0.656518354549853,1.2418731892653967,112.59191982098575,87.36255131644839,112.59191982098575
