date,ym,vietnam_tuoi_tre_body_count,vietnam_tuoi_tre_epu_count,vietnam_tuoi_tre_ratio,vietnam_news_body_count,vietnam_news_epu_count,vietnam_news_ratio,news_total,vietnam_tuoi_tre_weights,vietnam_news_weights,vietnam_tuoi_tre_z_score,vietnam_news_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2016-02-01,2016-2,148,0.0,0.0,0.0,0.0,0.0,148.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,2016-3,219,0.0,0.0,0.0,0.0,0.0,219.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,2016-4,205,0.0,0.0,0.0,0.0,0.0,205.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,2016-5,234,0.0,0.0,0.0,0.0,0.0,234.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,2016-6,223,1.0,0.004484304932735426,0.0,0.0,0.0,223.0,1.0,0.0,0.776123581729679,0.0,0.3880617908648395,0.776123581729679,127.00275024753755,91.15682617716146,127.00275024753755
2016-07-01,2016-7,212,0.0,0.0,0.0,0.0,0.0,212.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,2016-8,222,0.0,0.0,0.0,0.0,0.0,222.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,2016-9,191,0.0,0.0,0.0,0.0,0.0,191.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,2016-10,193,1.0,0.0051813471502590676,0.0,0.0,0.0,193.0,1.0,0.0,0.8967645529829971,0.0,0.44838227649149853,0.8967645529829971,146.74411038964183,105.32628102335238,146.74411038964183
2016-11-01,2016-11,188,1.0,0.005319148936170213,0.0,0.0,0.0,188.0,1.0,0.0,0.9206146740729704,0.0,0.4603073370364852,0.9206146740729704,150.64687928298338,108.12751190163301,150.64687928298338
2016-12-01,2016-12,198,1.0,0.005050505050505051,0.0,0.0,0.0,198.0,1.0,0.0,0.8741189834632245,0.0,0.43705949173161224,0.8741189834632245,143.03845103636806,102.6665264520556,143.03845103636806
2017-01-01,2017-1,170,0.0,0.0,0.0,0.0,0.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,2017-2,180,0.0,0.0,0.0,0.0,0.0,180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,2017-3,190,1.0,0.005263157894736842,0.0,0.0,0.0,190.0,1.0,0.0,0.9109239932932548,0.0,0.4554619966466274,0.9109239932932548,149.06112265895194,106.98932756582634,149.06112265895194
2017-04-01,2017-4,185,0.0,0.0,0.0,0.0,0.0,185.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,2017-5,196,1.0,0.00510204081632653,0.0,0.0,0.0,196.0,1.0,0.0,0.8830385649271347,0.0,0.44151928246356736,0.8830385649271347,144.4980270673514,103.71414406891328,144.4980270673514
2017-06-01,2017-6,202,1.0,0.0049504950495049506,0.0,0.0,0.0,202.0,1.0,0.0,0.8568096966619724,0.0,0.4284048483309862,0.8568096966619724,140.20600646139044,100.63352592825251,140.20600646139044
2017-07-01,2017-7,191,1.0,0.005235602094240838,0.0,0.0,0.0,191.0,1.0,0.0,0.9061547577262745,0.0,0.45307737886313726,0.9061547577262745,148.2806979329889,106.4291740183613,148.2806979329889
2017-08-01,2017-8,173,0.0,0.0,0.0,0.0,0.0,173.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,2017-9,181,0.0,0.0,0.0,0.0,0.0,181.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,2017-10,202,0.0,0.0,0.0,0.0,0.0,202.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,2017-11,202,1.0,0.0049504950495049506,0.0,0.0,0.0,202.0,1.0,0.0,0.8568096966619724,0.0,0.4284048483309862,0.8568096966619724,140.20600646139044,100.63352592825251,140.20600646139044
2017-12-01,2017-12,182,0.0,0.0,0.0,0.0,0.0,182.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,2018-1,216,1.0,0.004629629629629629,0.0,0.0,0.0,216.0,1.0,0.0,0.801275734841289,0.0,0.4006378674206445,0.801275734841289,131.1185801166707,94.11098258105096,131.1185801166707
2018-02-01,2018-2,160,0.0,0.0,0.0,0.0,0.0,160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,2018-3,213,2.0,0.009389671361502348,0.0,0.0,0.0,213.0,1.0,0.0,1.625122617142896,0.0,0.812561308571448,1.625122617142896,265.9306413633885,190.87297875593435,265.9306413633885
2018-04-01,2018-4,190,0.0,0.0,0.0,0.0,0.0,190.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,2018-5,186,1.0,0.005376344086021506,0.0,0.0,0.0,186.0,1.0,0.0,0.9305137565898841,0.0,0.46525687829494206,0.9305137565898841,152.2667382000047,109.29017331993016,152.2667382000047
2018-06-01,2018-6,263,2.0,0.0076045627376425855,0.0,0.0,0.0,263.0,1.0,0.0,1.3161639446822695,0.0,0.6580819723411347,1.3161639446822695,215.37348521065306,154.58534020917878,215.37348521065306
2018-07-01,2018-7,161,0.0,0.0,0.0,0.0,0.0,161.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,2018-8,86,0.0,0.0,0.0,0.0,0.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,2018-9,61,0.0,0.0,0.0,0.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,2018-10,144,0.0,0.0,0.0,0.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,2018-11,209,1.0,0.004784688995215311,0.0,0.0,0.0,209.0,1.0,0.0,0.8281127211756862,0.0,0.4140563605878431,0.8281127211756862,135.51011150813815,97.26302505984214,135.51011150813815
2018-12-01,2018-12,190,0.0,0.0,0.0,0.0,0.0,190.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,2019-1,182,1.0,0.005494505494505495,0.0,0.0,0.0,182.0,1.0,0.0,0.9509646083830684,0.0,0.4754823041915342,0.9509646083830684,155.61325991868614,111.69215515113741,155.61325991868614
2019-02-01,2019-2,149,0.0,0.0,0.0,0.0,0.0,149.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,2019-3,175,2.0,0.011428571428571429,0.0,0.0,0.0,175.0,1.0,0.0,1.978006385436782,0.0,0.989003192718391,1.978006385436782,323.6755806308671,232.3196827143658,323.6755806308671
2019-04-01,2019-4,154,0.0,0.0,0.0,0.0,0.0,154.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,2019-5,145,0.0,0.0,0.0,0.0,0.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,2019-6,150,0.0,0.0,0.0,0.0,0.0,150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,2019-7,158,0.0,0.0,0.0,0.0,0.0,158.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,2019-8,154,0.0,0.0,0.0,0.0,0.0,154.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,2019-9,136,0.0,0.0,0.0,0.0,0.0,136.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,2019-10,175,0.0,0.0,0.0,0.0,0.0,175.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,2019-11,159,0.0,0.0,0.0,0.0,0.0,159.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,2019-12,184,0.0,0.0,0.0,0.0,0.0,184.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,2020-1,169,0.0,0.0,0.0,0.0,0.0,169.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,2020-2,177,3.0,0.01694915254237288,0.0,0.0,0.0,177.0,1.0,0.0,2.9334840461986174,0.0,1.4667420230993087,2.9334840461986174,480.027344155947,344.54190233062724,480.027344155947
2020-03-01,2020-3,259,0.0,0.0,0.0,0.0,0.0,259.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,2020-4,256,10.0,0.0390625,72.0,1.0,0.013888888888888888,328.0,0.7804878048780488,0.21951219512195122,6.760764012723376,2.0111711951214106,4.385967603922394,5.718170467396116,935.7058499950268,1030.276352635469,935.7058499950268
2020-05-01,2020-5,221,1.0,0.004524886877828055,300.0,6.0,0.02,521.0,0.42418426103646834,0.5758157389635317,0.7831473245507622,2.8960865209748317,1.839616922762797,1.9998109693246986,327.24362338457007,432.1312842656546,327.24362338457007
2020-06-01,2020-6,201,3.0,0.014925373134328358,308.0,2.0,0.006493506493506494,509.0,0.3948919449901768,0.6051080550098232,2.583217294413708,0.940287831485335,1.7617525629495214,1.5890674425827869,260.03067074326657,413.84072312312026,260.03067074326657
2020-07-01,2020-7,221,3.0,0.013574660633484163,333.0,8.0,0.024024024024024024,554.0,0.3989169675090253,0.6010830324909747,2.3494419736522865,3.4787826077775756,2.914112290714931,3.028269466727596,495.53777235827226,684.5333238127344,495.53777235827226
2020-08-01,2020-8,304,0.0,0.0,273.0,10.0,0.03663003663003663,577.0,0.5268630849220104,0.4731369150779896,0.0,5.304187767353172,2.652093883676586,2.509607037239889,410.66526423500903,622.9844495152126,410.66526423500903
2020-09-01,2020-9,223,0.0,0.0,248.0,4.0,0.016129032258064516,471.0,0.4734607218683652,0.5265392781316348,0.0,2.335553645947445,1.1677768229737224,1.2297607307748755,201.23469848288764,274.3141205123436,201.23469848288764
2020-10-01,2020-10,254,1.0,0.003937007874015748,273.0,3.0,0.01098901098901099,527.0,0.4819734345351044,0.5180265654648957,0.6813998375028284,1.5912563302059517,1.13632808385439,1.1527296714837634,188.62954562482156,266.9267216164024,188.62954562482156
2020-11-01,2020-11,248,0.0,0.0,251.0,5.0,0.0199203187250996,499.0,0.4969939879759519,0.503006012024048,0.0,2.884548327664175,1.4422741638320875,1.4509451507889937,237.42871489338697,338.7943321068786,237.42871489338697
2020-12-01,2020-12,229,0.0,0.0,282.0,6.0,0.02127659574468085,511.0,0.4481409001956947,0.5518590998043053,0.0,3.0809431074200337,1.5404715537100169,1.7002464898090988,278.2237073936597,361.8611802503256,278.2237073936597
2021-01-01,2021-1,218,0.0,0.0,247.0,3.0,0.012145748987854251,465.0,0.46881720430107526,0.5311827956989247,0.0,1.7587569965434202,0.8793784982717101,0.934221458378978,152.87345642812917,206.56852799714946,152.87345642812917
2021-02-01,2021-2,208,0.0,0.0,174.0,3.0,0.017241379310344827,382.0,0.5445026178010471,0.45549738219895286,0.0,2.4966263111852,1.2483131555926,1.1372067490738869,186.08941685623054,293.2323357200915,186.08941685623054
2021-03-01,2021-3,249,1.0,0.004016064257028112,252.0,2.0,0.007936507936507936,501.0,0.49700598802395207,0.5029940119760479,0.6950825651635277,1.1492406829265205,0.9221616240450241,0.9235213788886258,151.1225245467483,216.61840678254106,151.1225245467483
2021-04-01,2021-4,273,0.0,0.0,233.0,4.0,0.017167381974248927,506.0,0.5395256916996047,0.46047430830039526,0.0,2.4859111768024307,1.2429555884012153,1.1446982296343209,187.31530234276698,291.97382784146447,187.31530234276698
2021-05-01,2021-5,336,2.0,0.005952380952380952,237.0,1.0,0.004219409282700422,573.0,0.5863874345549738,0.41361256544502617,1.0302116590816572,0.6109887175052388,0.8206001882934479,0.8568157827228244,140.2070023678216,192.76133462793177,140.2070023678216
2021-06-01,2021-6,369,3.0,0.008130081300813009,249.0,8.0,0.0321285140562249,618.0,0.5970873786407767,0.4029126213592233,1.4071183636237272,4.652347824859167,3.0297330942414473,2.7146622727622782,444.21994480013393,711.6929817271135,444.21994480013393
2021-07-01,2021-7,342,3.0,0.008771929824561403,270.0,2.0,0.007407407407407408,612.0,0.5588235294117647,0.4411764705882353,1.518206655488758,1.072624637398086,1.295415646443422,1.3216263533899322,216.26733890248804,304.29684573389807,216.26733890248804
2021-08-01,2021-8,312,6.0,0.019230769230769232,270.0,10.0,0.037037037037037035,582.0,0.5360824742268041,0.4639175257731959,3.328376129340739,5.363123186990429,4.345749658165584,4.272330949899874,699.1126070357482,1020.8290419832514,699.1126070357482
2021-09-01,2021-9,281,3.0,0.010676156583629894,241.0,12.0,0.04979253112033195,522.0,0.5383141762452107,0.4616858237547893,1.847781765755001,7.210173911140659,4.52897783844783,4.32352220069359,707.4894039692008,1063.8698663414623,707.4894039692008
2021-10-01,2021-10,277,4.0,0.01444043321299639,283.0,14.0,0.04946996466431095,560.0,0.49464285714285716,0.5053571428571428,2.4992860465807714,7.163464892870608,4.83137546972569,4.856362142116528,794.6818815532924,1134.9039360687295,794.6818815532924
2021-11-01,2021-11,274,1.0,0.0036496350364963502,277.0,11.0,0.039711191335740074,551.0,0.49727767695099817,0.5027223230490018,0.6316626230865636,5.750352297964468,3.1910074605255154,3.204942187408123,524.4480154540129,749.5767922961088,524.4480154540129
2021-12-01,2021-12,249,2.0,0.008032128514056224,281.0,4.0,0.014234875444839857,530.0,0.469811320754717,0.530188679245283,1.3901651303270555,2.0612715451778163,1.7257183377524359,1.7459781540498174,285.7071124449846,405.37618041357143,285.7071124449846
2022-01-01,2022-1,244,1.0,0.004098360655737705,248.0,8.0,0.03225806451612903,492.0,0.4959349593495935,0.5040650406504065,0.7093260603513051,4.67110729189489,2.6902166761230975,2.7063214778773395,442.85507982943295,631.9396026538143,442.85507982943295
2022-02-01,2022-2,207,1.0,0.004830917874396135,207.0,3.0,0.014492753623188406,414.0,0.5,0.5,0.8361138102691711,2.098613420996255,1.467363615632713,1.467363615632713,240.1153877881182,344.68791619711556,240.1153877881182
2022-03-01,2022-3,233,3.0,0.012875536480686695,268.0,7.0,0.026119402985074626,501.0,0.46506986027944114,0.5349301397205589,2.22844067028822,3.7822025460492203,3.00532160816872,3.05959472758153,500.66375277469615,705.958653728218,500.66375277469615
2022-04-01,2022-4,230,0.0,0.0,263.0,3.0,0.011406844106463879,493.0,0.4665314401622718,0.5334685598377282,0.0,1.6517603731795618,0.8258801865897809,0.8811622274771294,144.19098831456404,194.00162135093504,144.19098831456404
2022-05-01,2022-5,250,2.0,0.008,240.0,5.0,0.020833333333333332,490.0,0.5102040816326531,0.4897959183673469,1.3846044698057474,3.0167567926821164,2.200680631243932,2.184026015704377,357.3880721269426,516.9461835618332,357.3880721269426
2022-06-01,2022-6,229,1.0,0.004366812227074236,263.0,4.0,0.015209125475285171,492.0,0.4654471544715447,0.5345528455284553,0.7557884660511721,2.202347164239416,1.479067815145294,1.5290505343916359,250.20966725740035,347.4372661862846,250.20966725740035
2022-07-01,2022-7,238,0.0,0.0,260.0,1.0,0.0038461538461538464,498.0,0.4779116465863454,0.5220883534136547,0.0,0.5569397155720831,0.27846985778604155,0.290771739053698,47.58109587622495,65.41336719909734,47.58109587622495
2022-08-01,2022-8,205,1.0,0.004878048780487805,269.0,2.0,0.007434944237918215,474.0,0.43248945147679324,0.5675105485232067,0.8442710181742362,1.0766120895817217,0.9604415538779789,0.9761270270531678,159.73076961586688,225.61047194329782,159.73076961586688
2022-09-01,2022-9,205,3.0,0.014634146341463415,260.0,8.0,0.03076923076923077,465.0,0.44086021505376344,0.5591397849462365,2.532813054522709,4.455517724576665,3.494165389549687,3.6078737302518027,590.3826363150168,820.7894581416617,590.3826363150168
2022-10-01,2022-10,231,1.0,0.004329004329004329,274.0,5.0,0.01824817518248175,505.0,0.45742574257425744,0.5425742574257426,0.749244842968478,2.642414708918642,1.69582977594356,1.776430077167181,290.6901822514871,398.3552716365824,290.6901822514871
2022-11-01,2022-11,214,2.0,0.009345794392523364,292.0,8.0,0.0273972602739726,506.0,0.42292490118577075,0.5770750988142292,1.6175285862216675,3.967241809554564,2.7923851978881156,2.9734895767616,486.5737402792133,655.9392810518226,486.5737402792133
2022-12-01,2022-12,218,2.0,0.009174311926605505,269.0,7.0,0.026022304832713755,487.0,0.44763860369609854,0.5523613963039015,1.58784916262127,3.7681423135360266,2.677995738078648,2.7921589318123776,456.9012871353632,629.068869303445,456.9012871353632
2023-01-01,2023-1,170,1.0,0.0058823529411764705,186.0,7.0,0.03763440860215054,356.0,0.47752808988764045,0.5224719101123596,1.0180915219159907,5.449625173877371,3.233858347896681,3.333443373783454,545.4755998025871,759.6425884749214,545.4755998025871
2023-02-01,2023-2,183,0.0,0.0,241.0,1.0,0.004149377593360996,424.0,0.43160377358490565,0.5683962264150944,0.0,0.6008478259283884,0.3004239129641942,0.34151963690740944,55.88534374141515,70.5704376421797,55.88534374141515
2023-03-01,2023-3,235,0.0,0.0,280.0,4.0,0.014285714285714285,515.0,0.4563106796116505,0.5436893203883495,0.0,2.068633229267737,1.0343166146338685,1.1246937945533326,184.04183103968947,242.96393531093292,184.04183103968947
2023-04-01,2023-4,226,0.0,0.0,268.0,6.0,0.022388059701492536,494.0,0.4574898785425101,0.5425101214574899,0.0,3.2418878966136173,1.6209439483068087,1.75875699654342,287.79820744566825,380.76437623355156,287.79820744566825
2023-05-01,2023-5,249,1.0,0.004016064257028112,277.0,8.0,0.02888086642599278,526.0,0.47338403041825095,0.526615969581749,0.6950825651635277,4.182074398519613,2.4385784818415703,2.5313881504099833,414.2294663043366,572.829070064314,414.2294663043366
2023-06-01,2023-6,268,0.0,0.0,303.0,7.0,0.0231023102310231,571.0,0.46935201401050786,0.5306479859894921,0.0,3.345314463172248,1.672657231586124,1.7751843823838724,290.48634014802127,392.91197459523806,290.48634014802127
2023-07-01,2023-7,272,0.0,0.0,276.0,3.0,0.010869565217391304,548.0,0.49635036496350365,0.5036496350364964,0.0,1.573960065747191,0.7869800328735955,0.7927244126755927,129.71926503481765,184.86386382353592,129.71926503481765
2023-08-01,2023-8,288,1.0,0.003472222222222222,289.0,5.0,0.01730103806228374,577.0,0.49913344887348354,0.5008665511265165,0.6009568011309667,2.505265156552623,1.553110978841795,1.5547611593924202,254.41688394627556,364.83021741615687,254.41688394627556
2023-09-01,2023-9,289,5.0,0.01730103806228374,282.0,2.0,0.0070921985815602835,571.0,0.5061295971978984,0.4938704028021016,2.9943868291646787,1.026981035806678,2.0106839324856782,2.0227433375237744,330.9962136930375,472.31541482693103,330.9962136930375
2023-10-01,2023-10,310,1.0,0.0032258064516129032,318.0,3.0,0.009433962264150943,628.0,0.49363057324840764,0.5063694267515924,0.5583082539539304,1.3660785476296375,0.962193400791784,0.9673384345094636,158.2926282552244,226.02198580106472,158.2926282552244
2023-11-01,2023-11,246,3.0,0.012195121951219513,290.0,4.0,0.013793103448275862,536.0,0.458955223880597,0.5410447761194029,2.110677545435591,1.9973010489481597,2.053989297191875,2.049335784276346,335.3477292929901,482.4879690334757,335.3477292929901
2023-12-01,2023-12,259,0.0,0.0,306.0,7.0,0.02287581699346405,565.0,0.4584070796460177,0.5415929203539823,0.0,3.312517262552912,1.656258631276456,1.7940358979490107,293.57115083985866,389.0598964129318,293.57115083985866
2024-01-01,2024-1,239,1.0,0.0041841004184100415,297.0,5.0,0.016835016835016835,536.0,0.4458955223880597,0.5541044776119403,0.7241655176808302,2.4377832668138315,1.580974392247331,1.6736887853907207,273.8778769347033,371.37541303268563,273.8778769347033
2024-02-01,2024-2,177,1.0,0.005649717514124294,252.0,3.0,0.011904761904761904,429.0,0.4125874125874126,0.5874125874125874,0.9778280153995391,1.7238610243897807,1.35084451989466,1.416057195505695,231.7197448584637,317.31724686931983,231.7197448584637
2024-03-01,2024-3,273,1.0,0.003663003663003663,431.0,3.0,0.0069605568445475635,704.0,0.3877840909090909,0.6122159090909091,0.6339764055887122,1.0079187427986653,0.8209475741936887,0.8629098535112829,141.20421952312634,192.84293657089572,141.20421952312634
2024-04-01,2024-4,266,2.0,0.007518796992481203,394.0,3.0,0.007614213197969543,660.0,0.403030303030303,0.5969696969696969,1.3013199904189354,1.1025710105234132,1.2019455004711743,1.182672872117669,193.5293694689118,282.34044072386774,193.5293694689118
2024-05-01,2024-5,274,0.0,0.0,454.0,6.0,0.013215859030837005,728.0,0.37637362637362637,0.6236263736263736,0.0,1.9137135601155277,0.9568567800577639,1.1934422476544637,195.2916407667035,224.76839830526836,195.2916407667035
2024-06-01,2024-6,287,0.0,0.0,387.0,4.0,0.0103359173126615,674.0,0.4258160237388724,0.5741839762611276,0.0,1.4966855405554687,0.7483427702777343,0.8593728548886741,140.62543469649864,175.7878601732848,140.62543469649864
2024-07-01,2024-7,285,0.0,0.0,401.0,0.0,0.0,686.0,0.41545189504373176,0.5845481049562682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,2024-8,280,0.0,0.0,399.0,5.0,0.012531328320802004,679.0,0.41237113402061853,0.5876288659793815,0.0,1.814590551989243,0.9072952759946215,1.0663057882823386,174.48737663004434,213.126259044678,174.48737663004434
2024-09-01,2024-9,293,0.0,0.0,372.0,4.0,0.010752688172043012,665.0,0.4406015037593985,0.5593984962406015,0.0,1.5570357639649635,0.7785178819824817,0.8710034649548366,142.52863606833094,182.87608034156244,142.52863606833094
2024-10-01,2024-10,242,2.0,0.008264462809917356,425.0,8.0,0.018823529411764704,667.0,0.36281859070464767,0.6371814092953523,1.4303765183943673,2.7257284903292534,2.0780525043618105,2.2557507134053516,369.1249064187135,488.1404853205502,369.1249064187135
2024-11-01,2024-11,263,0.0,0.0,387.0,4.0,0.0103359173126615,650.0,0.4046153846153846,0.5953846153846154,0.0,1.4966855405554687,0.7483427702777343,0.891103544915333,145.8177584391386,175.7878601732848,145.8177584391386
2024-12-01,2024-12,240,2.0,0.008333333333333333,392.0,1.0,0.002551020408163265,632.0,0.379746835443038,0.620253164556962,1.4422963227143202,0.3693987909406673,0.9058475568274937,0.7768282333863583,127.1180575265218,212.78618566570117,127.1180575265218
2025-01-01,2025-1,241,1.0,0.004149377593360996,292.0,3.0,0.010273972602739725,533.0,0.4521575984990619,0.5478424015009381,0.7181558453349313,1.4877156785829615,1.1029357619589464,1.1397533524801937,186.50613610559276,259.0827695594606,186.50613610559276
2025-02-01,2025-2,260,3.0,0.011538461538461539,319.0,4.0,0.012539184952978056,579.0,0.44905008635578586,0.5509499136442142,1.9970256776044435,1.8157282263165089,1.906376951960476,1.89713986247344,310.4428029378976,447.8134063410914,310.4428029378976
2025-03-01,2025-3,313,2.0,0.006389776357827476,426.0,9.0,0.02112676056338028,739.0,0.42354533152909335,0.5764546684709067,1.1059141132633765,3.059246324973414,2.082580219118395,2.231921585778229,365.22557283848704,489.20405848534426,365.22557283848704
2025-04-01,2025-4,244,1.0,0.004098360655737705,379.0,10.0,0.026385224274406333,623.0,0.391653290529695,0.608346709470305,0.7093260603513051,3.8206946187003057,2.2650103395258054,2.602116884772286,425.8033238664544,532.0574162931193,425.8033238664544
2025-05-01,2025-5,227,1.0,0.004405286343612335,375.0,12.0,0.032,602.0,0.3770764119601329,0.6229235880398671,0.7624473952674822,4.6337384335597305,2.698092914413606,3.1739658991870723,519.3791399693042,633.7897535877099,519.3791399693042
2025-06-01,2025-6,215,0.0,0.0,382.0,10.0,0.02617801047120419,597.0,0.3601340033500838,0.6398659966499163,0.0,3.7906891635796227,1.8953445817898114,2.425533099643913,396.90763394237894,445.22187098862054,396.90763394237894
2025-07-01,2025-7,282,2.0,0.0070921985815602835,398.0,4.0,0.010050251256281407,680.0,0.4147058823529412,0.5852941176470589,1.2274862320972937,1.4553198597863477,1.3414030459418207,1.3608359141858872,222.68348469976743,315.0994175951285,222.68348469976743
2025-08-01,2025-8,271,0.0,0.0,356.0,7.0,0.019662921348314606,627.0,0.43221690590111644,0.5677830940988836,0.0,2.8472760739921097,1.4236380369960548,1.616635219044962,264.5417866419779,334.41665253471103,264.5417866419779
2025-09-01,2025-9,281,1.0,0.0035587188612099642,372.0,3.0,0.008064516129032258,653.0,0.43032159264931086,0.5696784073506891,0.6159272552516669,1.1677768229737224,0.8918520391126947,0.9303040380887337,152.23242043534597,209.49859846794052,152.23242043534597
