date,ym,vietnam_tuoi_tre_body_count,vietnam_tuoi_tre_epu_count,vietnam_tuoi_tre_ratio,vietnam_news_body_count,vietnam_news_epu_count,vietnam_news_ratio,news_total,vietnam_tuoi_tre_weights,vietnam_news_weights,vietnam_tuoi_tre_z_score,vietnam_news_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2023-04-01,2023-4,226,1.0,0.004424778761061947,299.0,37.0,0.12374581939799331,525.0,0.43047619047619046,0.5695238095238095,0.5206509265469843,4.683907741320404,2.6022793339336943,2.8917248077227033,178.54604688462783,186.1893982434576,178.54604688462783
2023-05-01,2023-5,249,4.0,0.01606425702811245,307.0,30.0,0.09771986970684039,556.0,0.447841726618705,0.552158273381295,1.890234689150497,3.6987985244866644,2.794516606818581,2.888848173769568,178.36843260428734,199.94370266868435,178.36843260428734
2023-06-01,2023-6,268,4.0,0.014925373134328358,337.0,35.0,0.10385756676557864,605.0,0.44297520661157025,0.5570247933884298,1.7562255134271412,3.931116730525144,2.8436711219761426,2.967693844273467,183.2366630613637,203.46063856361027,183.2366630613637
2023-07-01,2023-7,272,0.0,0.0,306.0,35.0,0.11437908496732026,578.0,0.47058823529411764,0.5294117647058824,0.0,4.329367118258084,2.164683559129042,2.2920178861366325,141.51786915050016,154.88004074201044,141.51786915050016
2023-08-01,2023-8,288,2.0,0.006944444444444444,322.0,23.0,0.07142857142857142,610.0,0.4721311475409836,0.5278688524590164,0.8171327041640171,2.7036455881366805,1.7603891461503487,1.8129640953758164,111.93927288953762,125.95334848261103,111.93927288953762
2023-09-01,2023-9,289,7.0,0.02422145328719723,312.0,18.0,0.057692307692307696,601.0,0.480865224625624,0.519134775374376,2.8500683937623847,2.1837137442642423,2.5168910690133135,2.5041405224754953,154.61512448818073,180.07998890554992,154.61512448818073
2023-10-01,2023-10,310,2.0,0.0064516129032258064,354.0,33.0,0.09322033898305085,664.0,0.46686746987951805,0.5331325301204819,0.759142641287861,3.528486615025838,2.1438146281568495,2.235570000780698,138.0325628176213,153.38689830759577,138.0325628176213
2023-11-01,2023-11,246,2.0,0.008130081300813009,324.0,26.0,0.08024691358024691,570.0,0.43157894736842106,0.5684210526315789,0.9566431658505566,3.0374289940794807,1.9970360799650186,2.1394056366333136,132.0950105914083,142.8851012074457,132.0950105914083
2023-12-01,2023-12,259,1.0,0.003861003861003861,340.0,32.0,0.09411764705882353,599.0,0.4323873121869783,0.5676126878130217,0.45431316370509056,3.5624506573095087,2.0083819105072998,2.218531440542323,136.98053754639116,143.69687930278423,136.98053754639116
2024-01-01,2024-1,239,3.0,0.012552301255230125,329.0,37.0,0.11246200607902736,568.0,0.42077464788732394,0.579225352112676,1.4769930050161313,4.25680369195988,2.8668983484880055,3.087129828967704,190.61109332041826,205.1225137015767,190.61109332041826
2024-02-01,2024-2,177,2.0,0.011299435028248588,280.0,27.0,0.09642857142857143,457.0,0.387308533916849,0.612691466083151,1.3295718576228075,3.649921543984519,2.4897467008036633,2.751230308785344,169.87138416177459,178.13784783070466,169.87138416177459
2024-03-01,2024-3,273,6.0,0.02197802197802198,479.0,32.0,0.06680584551148225,752.0,0.363031914893617,0.636968085106383,2.586090316475131,2.528670612704035,2.557380464589583,2.5495157977166807,157.41676591650034,182.97694777513877,157.41676591650034
2024-04-01,2024-4,266,4.0,0.015037593984962405,440.0,36.0,0.08181818181818182,706.0,0.37677053824362605,0.623229461756374,1.7694302165356157,3.0969031282292887,2.4331666723824523,2.59675044478663,160.333212007016,174.08962698562783,160.333212007016
2024-05-01,2024-5,274,5.0,0.01824817518248175,504.0,43.0,0.08531746031746032,778.0,0.35218508997429304,0.6478149100257069,2.1472100255404825,3.229354452496591,2.6882822390185366,2.8482393201238736,175.86108810608624,192.34278421402917,175.86108810608624
2024-06-01,2024-6,287,2.0,0.006968641114982578,429.0,34.0,0.07925407925407925,716.0,0.40083798882681565,0.5991620111731844,0.8199798564433342,2.9998491840397667,1.9099145202415504,2.1260747468607497,131.2719109437553,136.6516770829019,131.2719109437553
2024-07-01,2024-7,285,4.0,0.014035087719298246,447.0,34.0,0.07606263982102908,732.0,0.38934426229508196,0.610655737704918,1.6514682020999083,2.8790498880381654,2.265259045069037,2.4010980021195816,148.2528888351049,162.07607421967094,148.2528888351049
2024-08-01,2024-8,280,2.0,0.007142857142857143,443.0,35.0,0.07900677200902935,723.0,0.3872752420470263,0.6127247579529738,0.8404793528544175,2.9904883480518594,1.9154838504531384,2.1578430940334865,133.23340907407618,137.0501547663669,133.23340907407618
2024-09-01,2024-9,293,5.0,0.017064846416382253,414.0,32.0,0.07729468599033816,707.0,0.4144271570014144,0.5855728429985856,2.0079711501641375,2.92568411469863,2.466827632431384,2.5453589398632603,157.16010576156188,176.49802097088605,157.16010576156188
2024-10-01,2024-10,242,5.0,0.02066115702479339,472.0,42.0,0.08898305084745763,714.0,0.3389355742296919,0.6610644257703081,2.4311386239590593,3.3681008597973903,2.899619741878225,3.0505310263619894,188.3513445682169,207.4636830240118,188.3513445682169
2024-11-01,2024-11,263,1.0,0.0038022813688212928,431.0,32.0,0.07424593967517401,694.0,0.37896253602305474,0.6210374639769453,0.4474034577932261,2.810285901357849,1.6288446795755376,1.914841978220247,118.22959940963732,116.54152833154467,118.22959940963732
2024-12-01,2024-12,240,5.0,0.020833333333333332,434.0,34.0,0.07834101382488479,674.0,0.3560830860534125,0.6439169139465876,2.451398112492051,2.9652887095692626,2.708343411030657,2.7823009598681785,171.78980389181126,193.778132639653,171.78980389181126
2025-01-01,2025-1,241,1.0,0.004149377593360996,324.0,34.0,0.10493827160493827,565.0,0.4265486725663717,0.5734513274336284,0.48824526721833383,3.972022530719321,2.2301338989688273,2.486021963456068,153.49641599990233,159.56291979757225,153.49641599990233
2025-02-01,2025-2,260,2.0,0.007692307692307693,355.0,30.0,0.08450704225352113,615.0,0.42276422764227645,0.5772357723577236,0.9051316107662959,3.1986792873729746,2.0519054490696353,2.2290493753116145,137.629954693359,146.81092680286466,137.629954693359
2025-03-01,2025-3,313,5.0,0.01597444089456869,473.0,50.0,0.10570824524312897,786.0,0.3982188295165394,0.6017811704834606,1.8796662843389529,4.001166832337582,2.9404165583382675,3.156345367294871,194.8847229266322,210.38263742214008,194.8847229266322
2025-04-01,2025-4,244,6.0,0.02459016393442623,421.0,76.0,0.18052256532066507,665.0,0.3669172932330827,0.6330827067669172,2.893453509826683,6.832966522036647,4.863210015931665,5.387491070940058,332.64411287466413,347.95578421979815,332.64411287466413
2025-05-01,2025-5,227,2.0,0.00881057268722467,417.0,45.0,0.1079136690647482,644.0,0.35248447204968947,0.6475155279503105,1.0367146202609556,4.0846444137316755,2.5606795169963155,3.0102964896356297,185.8671118149684,183.2129902992342,185.8671118149684
2025-06-01,2025-6,215,4.0,0.018604651162790697,428.0,60.0,0.14018691588785046,643.0,0.3343701399688958,0.6656298600311042,2.189155523713832,5.306220313165448,3.74768791843964,4.263966923224395,263.2734747633461,268.1417591261292,263.2734747633461
2025-07-01,2025-7,282,6.0,0.02127659574468085,443.0,60.0,0.13544018058690746,725.0,0.3889655172413793,0.6110344827586207,2.5035555191408183,5.126551453803187,3.815053486472003,4.106296483355203,253.538304364689,272.96167004449876,253.538304364689
2025-08-01,2025-8,271,2.0,0.007380073800738007,396.0,36.0,0.09090909090909091,667.0,0.4062968515742129,0.5937031484257871,0.8683919512886971,3.441003475810321,2.154697713549509,2.3957595130736493,147.92327029293153,154.16556764330784,147.92327029293153
2025-09-01,2025-9,281,3.0,0.010676156583629894,412.0,46.0,0.11165048543689321,693.0,0.4054834054834055,0.5945165945165946,1.2562324846934356,4.226086793106851,2.741159638900143,3.021860154341815,186.58109629069543,196.1260872346748,186.58109629069543
