,title,date,url,news
0,News in Solomon Islands Pidgin for 27 September 2023,27 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018908558/news-in-solomon-islands-pidgin-for-27-september-2023,False
1,Melanesian Update for 27 September 2023,27 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018908772/melanesian-update-for-27-september-2023,False
2,News in Solomon Islands Pidgin for 28 September 2023,27 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018908733/news-in-solomon-islands-pidgin-for-28-september-2023,False
3,Solomons' PM Sogavare takes aim at Fukushima release,26 Sep 2023,https://www.rnz.co.nz/international/pacific-news/498681/solomon-islands-pm-sogavare-takes-aim-at-fukushima-release,True
4,News in Solomon Island Pidgin for 26 September 2023,25 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018908418/news-in-solomon-island-pidgin-for-26-september-2023,False
5,Solomon Islands PM snubs meeting with US president,25 Sep 2023,https://www.rnz.co.nz/international/pacific-news/498722/solomon-islands-pm-snubs-meeting-with-us-president-praises-china-s-global-security-initiative-in-un-speech,True
6,Melanesian Update for 22 September 2023,22 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018908156/melanesian-update-for-22-september-2023,False
7,News in Solomon Islands Pidgin for 23 September 2023,22 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018908128/news-in-solomon-islands-pidgin-for-23-september-2023,False
8,News in Solomon Islands Pidgin for 20 Septermber 2023,20 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018907776/news-in-solomon-islands-pidgin-for-20-septermber-2023,False
9,Melanesian Update for 18 September 2023,18 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018907425/melanesian-update-for-18-september-2023,False
10,News in Solomon Islands Pidgin for 19 September 2023,18 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018907384/news-in-solomon-islands-pidgin-for-19-september-2023,False
11,News in Solomon Islands Pidgin for 15 Septermber 2023,15 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018907078/news-in-solomon-islands-pidgin-for-15-septermber-2023,False
12,Melanesian Update for 14 September 2023,14 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906943/melanesian-update-for-14-september-2023,False
13,News in Solomon Islands Pidgin for 14 September 2023,14 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906916/news-in-solomon-islands-pidgin-for-14-september-2023,False
14,Melanesian Update for 11 September 2023,11 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906462/melanesian-update-for-11-september-2023,False
15,Melanesian Update for 11 September 2023,11 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906467/melanesian-update-for-11-september-2023,False
16,News in Solomon Islands Pidgin for 11 September 2023,11 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906421/news-in-solomon-islands-pidgin-for-11-september-2023,False
17,Melanesian Update for 8 September 2023,8 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906149/melanesian-update-for-8-september-2023,False
18,News in Solomon Islands Pidgin for 7 Septermber 2023,7 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905954/news-in-solomon-islands-pidgin-for-7-septermber-2023,False
19,Melanesian Update for 6 September 2023,6 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905815/melanesian-update-for-6-september-2023,False
20,Melanesian Update for 6 September 2023,6 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905818/melanesian-update-for-6-september-2023,False
21,News in Solomon Islands Pidgin for 6 September 2023,6 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905783/news-in-solomon-islands-pidgin-for-6-september-2023,False
22,News in Solomon Islands Pidgin for 5 September 2023,5 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905622/news-in-solomon-islands-pidgin-for-5-september-2023,False
23,Chinese 'replica' guns in Solomon Islands likely real - US source,5 Sep 2023,https://www.rnz.co.nz/news/world/497300/were-we-told-the-truth-chinese-replica-guns-in-solomon-islands-likely-real-us-cable-says,True
24,Solomon Islands opposition call for probe into 'replica' Chinese weapons saga,5 Sep 2023,https://www.rnz.co.nz/international/pacific-news/497284/solomon-islands-opposition-call-for-probe-into-replica-chinese-weapons-saga,True
26,News in Solomon Islands Pidgin for 4 September 2023,4 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905462/news-in-solomon-islands-pidgin-for-4-september-2023,False
27,Melanesian Update for 31 August 2023,31 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905021/melanesian-update-for-31-august-2023,False
28,Melanesian Update for 28 August 2023,28 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018904512/melanesian-update-for-28-august-2023,False
29,Melanesian Update for 25 August 2023,25 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018904215/melanesian-update-for-25-august-2023,False
30,Melanesian Update for 23 August 2023,23 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018903867/melanesian-update-for-23-august-2023,False
31,News in Solomon Islands Pidgin for 23 August 2023,23 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018903822/news-in-solomon-islands-pidgin-for-23-august-2023,False
32,Melanesian Update for 21 August 2023,21 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018903550/melanesian-update-for-21-august-2023,False
33,News in Solomon Islands Pidgin for 21 August 2023,21 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018903527/news-in-solomon-islands-pidgin-for-21-august-2023,False
34,Solomon Islands govt working to resolve ongoing medicine supply issue,18 Aug 2023,https://www.rnz.co.nz/international/pacific-news/496063/solomon-islands-govt-working-to-resolve-ongoing-medicine-supply-issue,True
35,News in Solomon Islands Pidgin for 16 August 2023,16 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018902890/news-in-solomon-islands-pidgin-for-16-august-2023,False
36,Solomons communities warned to stay clear of bomb demolition exercise,16 Aug 2023,https://www.rnz.co.nz/international/pacific-news/495903/solomons-communities-warned-to-stay-clear-of-bomb-demolition-exercise,True
37,Melanesian Update for 15 August 2023,15 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018902773/melanesian-update-for-15-august-2023,False
38,News in Solomon Islands Pidgin for 15 August 2023,15 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018902740/news-in-solomon-islands-pidgin-for-15-august-2023,False
39,News in Solomon Island Pidgin for 14 August 2023,14 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018902566/news-in-solomon-island-pidgin-for-14-august-2023,False
40,Melanesian Update for 11 August 2023,11 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018902313/melanesian-update-for-11-august-2023,False
41,Melanesian Update for 10 August 2023,10 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018902136/melanesian-update-for-10-august-2023,False
42,News in Solomon Islands Pidgin for 11 August 2023,10 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018902069/news-in-solomon-islands-pidgin-for-11-august-2023,False
43,Solomons MP says root causes of ethnic tensions remain,10 Aug 2023,https://www.rnz.co.nz/international/pacific-news/495484/solomons-mp-says-root-causes-of-ethnic-tensions-remain,True
44,Melanesian Update for 9 August 2023,9 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901940/melanesian-update-for-9-august-2023,False
45,News in Solomon Islands Pidgin for 9 August 2023,9 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901894/news-in-solomon-islands-pidgin-for-9-august-2023,False
46,Melanesian Update for 8 August 2023,8 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901772/melanesian-update-for-8-august-2023,False
47,News in Solomon Islands Pidgin for 8 August 2023,7 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901589/news-in-solomon-islands-pidgin-for-8-august-2023,False
48,Melanesian Update for 4 August 2023,4 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901342/melanesian-update-for-4-august-2023,False
49,News in Solomon Islands Pidgin for 5 August 2023,4 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901321/news-in-solomon-islands-pidgin-for-5-august-2023,False
