,ner,url
0,"Tropical, Jasper, Rennell Island, Rennell/Bellona Province, the Coral Sea, the Solomon Islands, Queensland, the Tasman Sea, Ingham, Townsville, Cooktown, The Solomon Islands Water Authority, Kongulai, Cyclone Jasper, the Central Province, Franjit Shipping Service, Auki, Fairwest Shipping Company, Ringi Cove, the Western Province, the Honiara-Western, Gizo to Honiara, Solomon Airlines",https://www.rnz.co.nz/international/pacific-news/504229/tropical-cyclone-jasper-out-to-open-water-and-intensifying
1,"Tropical, Tropical Cyclone Jasper, Solomon Islands, the Solomon Islands Meteorological Service, The Solomon Islands Water Authority, Kongulai, the Central Province, Franjit Shipping Service, Auki, Fairwest Shipping Company, Ringi Cove, the Western Province, Marina II, Gizo, Solomon Airlines",https://www.rnz.co.nz/international/pacific-news/504209/tropical-cyclone-jasper-impacts-solomon-islands-as-it-slowly-moves-away
2,"Tropical Cyclone Jasper, the Solomon Islands Meteorological Service, Tetepare Island, Western province, West Guadalcanal, Southwest of Guadalcanal Island, Choiseul, Isabel, Malaita, Makira, Rennell/Bellona Provinces, the Temotu province, SIBC",https://www.rnz.co.nz/international/pacific-news/504068/tc-jasper-strengthens-to-a-category-2-says-solomon-islands-met-service
3,"Windy.com, the Solomon Islands, Tetepare Island, Guadalcanal, Guadalcanal Island, Choiseful, Isabel, Malaita, Makira, Rennell/Bellona, The Australian Metservice, the Coral Sea, Jasper, the Solomon Sea, Queensland",https://www.rnz.co.nz/international/pacific-news/504027/warnings-in-place-for-solomon-islands-as-jasper-lurks-offshore
4,"Solomon Islands, RNZ Pacific / Junior, Honiara, Iumi Na Iumi', the Pacific Oceans, The Pacific Games, Islands National Olympic Committee, NOCSI, the Pacific Islands, Pacific Games Council, PGC, Lakhan, Team Tahiti, rugby league, Papua New Guinea, Samoa, Tuvalu, Tonga, Kiribati, Fiji, New Caledonia, Honiara's Friendship Hall, Solomons, the Cook Islands, Vanuatu, Nauru, Guam",https://www.rnz.co.nz/international/pacific-news/502815/we-and-us-pacific-games-battle-begins-as-opening-ceremony-lights-up-honiara
5,"Honiara, Solomon Islands, Solomon Islands Athletes Solidarity, SIAS, RNZ Pacific, Primson, the National Olympic Committee, NOCSI, Pacific Games Association, Avosa, the PG2023 Organising Committee, the Solomon Islands National Institute of Sports, the Organising Committee",https://www.rnz.co.nz/international/pacific-news/501949/pacific-games-2023-solomons-athletes-cry-foul-over-unfulfilled-promises-as-games-opening-looms
6,"the Games Organising Committee, Vereseni, Sports City, Honiara, Verenisi, Honiara City Council Sport Precinct, Golf Club",https://www.rnz.co.nz/international/pacific-news/501425/pacific-games-opening-ceremony-tickets-expected-to-run-out-soon-organisers
7,"UNITAR, Solomon Island, Tikopia, Tikopian, RNZ Pacific, the Tikopia/Anuta Disaster Committee, Honiara, Tikopia island, Pacific Games, Honiara city",https://www.rnz.co.nz/international/pacific-news/501382/support-us-tikopians-call-on-neighbouring-countries-for-help-post-ex-tropical-cyclone-lola
8,"the Solomon Islands, Vanuatu, NDMO, Tikopian, Suva, RNZ Pacific, Alolo, Solomon Islands Disaster Management Office, Tikopia island, Facebook, Honiara, Anuta Island, Melsisi School, Penama, Ambae, Central, the Ministry of Education and Training, Malampa, the Education Rapid Assessment Form (RAF).The ministry",https://www.rnz.co.nz/international/pacific-news/501115/cyclone-lola-batters-remote-tikopia-in-solomon-islands-disaster-office-confirms
9,"the Solomon Islands, New York, the United States, the Eastern District, Limmer, US, Nature Conservancy, Pacific, New Guinea, Papua New Guinea, The South Pacific Regional Environment Programme",https://www.rnz.co.nz/international/pacific-news/500826/advocates-raise-concerns-over-wildlife-trade-in-solomon-islands
10,"New Zealand, the OFC Futsal Nations Cup 2023, Auckland, OFC Media, Phototek, the Oceania Futsal Nations Cup, The Futsal Whites, Vanuatu, Fiji, Tonga, Group A., Tahiti, Samoa, New Caledonia, the Solomon Islands, The Solomon Islands Kurukuru, the New Zealand Futsal Whites, Suva, Uzbekistan",https://www.rnz.co.nz/international/pacific-news/499286/nz-books-knockout-spot-in-futsal-nations-cup
11,"Tavuli News, Spearhead Group, West Papua, West Papua's, the UN General Assembly, New York, Indonesia, New Caledonia, Polynesia, the UN Special Committee on Decolonization, FLNKS",https://www.rnz.co.nz/international/pacific-news/498950/solomons-pm-sogavare-claims-melanesian-spearhead-group-ditch-west-papua-independence-talks
12,"IAEA, Fukushima, Japan, the UN General Assembly, New York, the Pacific Islands Forum Foreign, PIF",https://www.rnz.co.nz/international/pacific-news/498681/solomon-islands-pm-sogavare-takes-aim-at-fukushima-release
13,"the General Assembly’s, UN, ABC, White House, US, Pacific, China, Solomon Islands, the United Nations General Assembly, United States, Vanuatu, Port Vila, the ABC Sogavare, Honiara, the White House, Washington, The White House, them"", Australia, Solomon Islands', Canberra, the People's Republic of China, Japan, Fukushima, Fiji, Papua New Guinea, the South Pacific's, ABC Pacific",https://www.rnz.co.nz/international/pacific-news/498722/solomon-islands-pm-snubs-meeting-with-us-president-praises-china-s-global-security-initiative-in-un-speech
14,"ABC, US, Supplied/ RSIPF/, Solomon Islands, Pacific Island, China, Honiara, Al Jazeera, Port Moresby, Washington, the Solomon Islands Foreign Ministry, Solomon Islands', Twitter, Police, RAMSI, Australia, Beijing, the Solomon Islands Assistance Force, the Australian Department of Foreign Affairs and Trade, DFAT, the Pacific Games",https://www.rnz.co.nz/news/world/497300/were-we-told-the-truth-chinese-replica-guns-in-solomon-islands-likely-real-us-cable-says
15,"ABC, Supplied/ RSIPF/, China, US, Solomon Islands, Honiara, Al Jazeera, Port Moresby, Washington, the Solomon Islands Foreign Ministry, Solomon Islands', Twitter, Police, RAMSI, Australia, Pacific Island, Beijing, the Solomon Islands Assistance Force, the Department of Foreign Affairs and Trade, DFAT",https://www.rnz.co.nz/international/pacific-news/497284/solomon-islands-opposition-call-for-probe-into-replica-chinese-weapons-saga
16,"hjbc, Solomon Islands Ministry of Health & Medical Services, the Solomon Islands, Honiara, Buala, the health ministry, the Minister of Finance, Treasury, the National Medical Store, the National Referral Hospital",https://www.rnz.co.nz/international/pacific-news/496063/solomon-islands-govt-working-to-resolve-ongoing-medicine-supply-issue
17,"The Royal Solomon Islands Police Force Explosive Ordnance Disposal Team, Hells Point, Honiara, the Hells Point Demolition Range, Central Guadalcanal, Henderson, Tenaru School, East Henderson, EOD, Air Traffic Control Tower",https://www.rnz.co.nz/international/pacific-news/495903/solomons-communities-warned-to-stay-clear-of-bomb-demolition-exercise
18,"RAMSI, Solomon Islands MP, Malaita, Claudius Tei'ifi, West Kwaio MP, Guadalcanal, Honiara, Guadalcanal Province, Malaita Province, China, Taiwan, The Regional Assistance Mission, Australia, New Zealand, Auki",https://www.rnz.co.nz/international/pacific-news/495484/solomons-mp-says-root-causes-of-ethnic-tensions-remain
19,"Solomon Islands, China, Pacific Islands, Taiwan, Beijing, the People's Republic, the Organised Crime and Corruption Reporting Project, Solomon Star, the Solomon Star, Honiara, PAOA, OCCRP, the Solomon Star's, Australia, the United States, G2 Systems Print Supply Division, Brisbane, the Pacific Islands, Palau, The Organised Crime and Corruption Reporting Project, US",https://www.rnz.co.nz/international/pacific-news/494895/solomon-islands-newspaper-promised-to-promote-china-in-return-for-funding
20,"Australia, Honiara, Department of Foreign Affairs and Trade, China, RNZ Pacific, New Zealand, Solomon Islands, a Department of Foreign Affairs and Trade, countries"", ABC",https://www.rnz.co.nz/international/pacific-news/494151/australia-prepared-to-backup-solomon-islands-military-plans-when-asked
21,"Lodbrog, Solomon Islands, SISCC, the Solomon Islands Submarine Cable Company, Preedy, Malaita, Malaita Province, West",https://www.rnz.co.nz/international/pacific-news/494177/cable-firm-ceo-hopeful-solomons-will-be-fully-online-in-a-few-days
22,"Tavuli News, New Zealand, Beijing, ABC, China, the People's Republic of China, Australia, Japan, the World Bank, Honiara, Ministry of Foreign Affairs and Trade, RNZ Pacific, Solomon Islands, Pacific Games, AFP, Solomon Islands Government, Department of Foreign Affairs and Trade, DFAT, the Solomon Islands Police Force, RNZ Pacific's",https://www.rnz.co.nz/international/pacific-news/493931/nz-govt-says-it-honoured-commitments-to-solomon-islands-rejects-sogavare-s-claims
23,"China, Foreign Affairs, Solomon Islands, Beijing, Voice of America, US, Australia, Honiara, Taiwan, the South China Sea, Pacific, Pacific island, the United States, Cabinet, Solomon Islands Broadcasting Corporation",https://www.rnz.co.nz/international/pacific-news/493661/solomons-pm-signs-new-deals-with-china-on-beijing-trip
24,"China, Beijing, the United States, Solomon Islands, Cabinet",https://www.rnz.co.nz/international/pacific-news/493595/solomon-islands-pm-s-i-am-back-home-comment-in-beijing-shameful-opposition-says
25,"China, Beijing, U.S, Washington, Pacific Island, Australia, Britain, SIG News Service, Honiara, Huawei, Export-Import Bank of China, The Taipei Times, Jiangsu, Guangdong",https://www.rnz.co.nz/international/pacific-news/493470/solomons-leader-in-beijing
26,"The Solomon Islands Submarine Cable Company Limited, SISCC, RNZ Pacific, Asia, Telekom, Auki on Malaita, Choiseul, the Coral Sea Cable System, Papua New Guinea, East Coast Internet Hub, Sydney, Australia, Honiara, the Southern Cross Cable, Tonga, the Hunga Tonga-Hunga Haapai, the Marshall Islands, the Hantru1 Cable System, Guam, the Federated States, Micronesia, Northern Marianas, University of Canterbury",https://www.rnz.co.nz/international/pacific-news/489766/broadband-mobile-services-hit-in-solomons-due-to-cable-damage
27,"Lilon Bongmatur's, Ambrym Island, Vanuatu, ABC, TalkLilon Bongmatur's, Vanuatu beach, Australia, South Pacific, the White Australia Policy, Pacific Island, South Sea, Queensland, Cairns, Supplied/ State Library, the South Sea Islanders, Solomon Islands, Papua New Guinea, Kiribati, Tuvalu, New Caledonia, Fiji, Minniecon, Blackbird International, Espiritu Santo, Rom",https://www.rnz.co.nz/news/world/489471/generations-ago-families-were-ripped-apart-in-the-pacific-now-these-women-are-working-to-reunite-them
28,"Carmel Sepuloni, Honiara, RNZ Pacific /, Solomon Islands, the Tuia te Waka a Kiwa, New Zealand's, Solomon Islands Provincial Capacity Development Fund, the Local Climate Adaptive Living (LoCAL) Facility, the United Nations Capital Development Fund, UNCDF).LoCAL, Aotearoa, Fiji, Tonga, Pacific Island",https://www.rnz.co.nz/international/pacific-news/488090/new-zealand-boosts-support-for-climate-action-in-solomon-islands
