,title,url,date,tag
449,Many procurement activities of MHMS took place before necessary authorisation and approval: OAG report,https://theislandsun.com.sb/many-procurement-activities-of-mhms-took-place-before-necessary-authorisation-and-approval-oag-report/,2023-02-17,News
450,$400 FOR 1 PILLOW,https://theislandsun.com.sb/400-for-1-pillow/,2023-02-16,News
451,"Bid waiver not managed in covid-19 fund spending by MHMS, NDMO & MID: OAG...",https://theislandsun.com.sb/bid-waiver-not-managed-in-covid-19-fund-spending-by-mhms-ndmo-mid-oag-report/,2023-02-16,News
452,First ever child care centre opens in Noro,https://theislandsun.com.sb/first-ever-child-care-centre-opens-in-noro/,2023-02-16,News
453,PM Sogavare to attend special retreat in Fiji,https://theislandsun.com.sb/pm-sogavare-to-attend-special-retreat-in-fiji/,2023-02-15,News
454,Nurses found to be selling drugs: Gov’t,https://theislandsun.com.sb/nurses-found-to-be-selling-drugs-govt/,2023-02-15,News
455,STADIUM WORKERS PROTEST,https://theislandsun.com.sb/stadium-workers-protest/,2023-02-15,News
456,MEHRD starts notifying successful applicants for SIG scholarship awards,https://theislandsun.com.sb/mehrd-starts-notifying-successful-applicants-for-sig-scholarship-awards/,2023-02-15,News
457,Increase of house break-in a concern,https://theislandsun.com.sb/increase-of-house-break-in-a-concern/,2023-02-14,News
458,NRH DRUG SHORTAGE,https://theislandsun.com.sb/nrh-drug-shortage/,2023-02-14,News
459,Malaita’s defeated revised budget likely to be ‘relooked at’,https://theislandsun.com.sb/malaitas-defeated-revised-budget-likely-to-be-relooked-at/,2023-02-14,News
460,Malaita’s new gov’t to meet over direction for next 4 months,https://theislandsun.com.sb/malaitas-new-govt-to-meet-over-direction-for-next-4-months/,2023-02-14,News
461,WATER BLOCK THREAT,https://theislandsun.com.sb/water-block-threat/,2023-02-13,News
462,"Tourism documents expired, need review",https://theislandsun.com.sb/tourism-documents-expired-need-review/,2023-02-13,News
463,Tozaka not happy with teachers,https://theislandsun.com.sb/tozaka-not-happy-with-teachers/,2023-02-13,News
464,Completion of airport infrastructure will boost SI tourism industry: Sivoro,https://theislandsun.com.sb/completion-of-airport-infrastructure-will-boost-si-tourism-industry-sivoro/,2023-02-13,News
465,Safe and green campaign to be launched,https://theislandsun.com.sb/safe-and-green-campaign-to-be-launched/,2023-02-13,News
466,Tenelle to visit schools today before show,https://theislandsun.com.sb/tenelle-to-visit-schools-today-before-show/,2023-02-10,News
467,Tourism going well: PM,https://theislandsun.com.sb/tourism-going-well-pm/,2023-02-10,News
468,India ready to provide assistance: Sundaramurthi,https://theislandsun.com.sb/india-ready-to-provide-assistance-sundaramuthi/,2023-02-10,News
469,Stay away from problems: Police warns,https://theislandsun.com.sb/stay-away-from-problems-police-warns/,2023-02-10,News
470,WANETA vs FINI,https://theislandsun.com.sb/waneta-vs-fini/,2023-02-10,News
471,SEASONAL WORK OPENS,https://theislandsun.com.sb/seasonal-work-opens/,2023-02-09,News
472,Tourism focus today,https://theislandsun.com.sb/tourism-focus-today/,2023-02-09,News
473,"Gaena’alu movement demands government pass fed bill, March",https://theislandsun.com.sb/gaenaalu-movement-demands-government-pass-fed-bill-march/,2023-02-09,News
474,SUIDANI OUSTED,https://theislandsun.com.sb/suidani-ousted/,2023-02-08,News
475,50 nurses leave for jobs overseas: SPM Rodgers,https://theislandsun.com.sb/50-nurses-leave-for-jobs-overseas-spm-rodgers/,2023-02-08,News
476,"Road repairs should begin, contractors already awarded on Jan 12: PS Maesiola",https://theislandsun.com.sb/road-repairs-should-begin-contractors-already-awarded-on-jan-12-ps-maesiola/,2023-02-08,News
477,Govt recommends federal constitution bill undergo cost analysis first: SSPM,https://theislandsun.com.sb/govt-recommends-federal-constitution-bill-undergo-cost-analysis-first-sspm/,2023-02-08,News
478,PEC holds consultations on MP salary increase,https://theislandsun.com.sb/pec-holds-consultations-on-mp-salary-increase/,2023-02-08,News
479,AMERICA IS BACK,https://theislandsun.com.sb/america-is-back/,2023-02-03,News
480,Reopening of embassy not US response to any country’s action: Charge d’affaires Comeau,https://theislandsun.com.sb/reopening-of-embassy-not-us-response-to-any-countrys-action-charge-daffaires-comeau/,2023-02-03,News
481,US visas will still be managed in PNG ,https://theislandsun.com.sb/us-visas-will-still-be-managed-in-png/,2023-02-03,News
482,SICTU supports COLA rise for public servants,https://theislandsun.com.sb/sictu-supports-cola-rise-for-public-servants/,2023-02-02,News
483,"‘ENOUGH TALK,TABLE THE BILL’",https://theislandsun.com.sb/enough-talktable-the-bill/,2023-02-01,News
484,"HCC’s deadline lapses,illegal markets continue",https://theislandsun.com.sb/hccs-deadline-lapsesillegal-markets-continue/,2023-02-01,News
485,Passport services for labour mobility suspended for now,https://theislandsun.com.sb/passport-services-for-labour-mobility-suspended-for-now/,2023-02-01,News
486,SI assures Forum of commitment to regional architecture.,https://theislandsun.com.sb/si-assures-forum-of-commitment-to-regional-architecture/,2023-01-31,News
487,Wale calls on gov’t to urgently fix bad state of roads in Honiara,https://theislandsun.com.sb/wale-calls-on-govt-to-urgently-fix-bad-state-of-roads-in-honiara/,2023-01-31,News
488,KOICA 2023 scholarship for public servants opens,https://theislandsun.com.sb/koica-2023-scholarship-for-public-servants-opens/,2023-01-31,News
489,PIMEU team assists WPG with its policy,https://theislandsun.com.sb/pimeu-team-assists-wpg-with-its-policy/,2023-01-30,News
490,SI YOUTHS CLIMATE CHAMPS,https://theislandsun.com.sb/si-youths-climate-champs/,2023-01-30,News
491,SI commends Forum stand against nuclear dumping,https://theislandsun.com.sb/si-commends-forum-stand-against-nuclear-dumping/,2023-01-27,News
492,PUNA BACKS PACT,https://theislandsun.com.sb/puna-backs-pact/,2023-01-27,News
493,We’ll try to minimise Games disruption of school: Bosamata,https://theislandsun.com.sb/well-try-to-minimise-games-disruption-of-school-bosamata/,2023-01-26,News
494,AUSTRAC partners with Solomon Islands to fight money laundering and boost regional security,https://theislandsun.com.sb/austrac-partners-with-solomon-islands-to-fight-money-laundering-and-boost-regional-security/,2023-01-25,News
495,2023 LEGAL YEAR OPEN,https://theislandsun.com.sb/2023-legal-year-open/,2023-01-25,News
496,HCC appeals to vendors to fill up Kukum market,https://theislandsun.com.sb/hcc-appeals-to-vendors-to-fill-up-kukum-market/,2023-01-25,News
497,Union waits for member feedback on MP pay rise,https://theislandsun.com.sb/union-waits-for-member-feedback-on-mp-pay-rise/,2023-01-24,News
498,MPG implements 13 projects despite PCDF disqualification,https://theislandsun.com.sb/mpg-implements-13-projects-despite-pcdf-disqualification/,2023-01-24,News
499,Naha multi-million-dollar health project breaks ground,https://theislandsun.com.sb/naha-multi-million-dollar-health-project-breaks-ground/,2023-01-24,News
500,Solomon Water swiftly address brackish water affecting Noro customers,https://theislandsun.com.sb/solomon-water-swiftly-address-brackish-water-affecting-noro-customers/,2023-01-24,News
501,TWO LEAVE MARA,https://theislandsun.com.sb/two-leave-mara/,2023-01-24,News
502,NIPS and Babanga School on climate change,https://theislandsun.com.sb/nips-and-babanga-school-on-climate-change/,2023-01-23,News
503,Stop bullying provincial governments: Wickham,https://theislandsun.com.sb/stop-bullying-provincial-governments-wickham/,2023-01-23,News
504,BUS STABBING,https://theislandsun.com.sb/bus-stabbing/,2023-01-21,News
505,BUS ROUTES CRACKDOWN,https://theislandsun.com.sb/bus-routes-crackdown/,2023-01-20,News
506,Police appeal on dynamite fishing,https://theislandsun.com.sb/police-appeal-on-dynamite-fishing/,2023-01-20,News
507,Gizo police charge break-in suspect,https://theislandsun.com.sb/gizo-police-charge-break-in-suspect/,2023-01-20,News
508,IS SUIDANI LOSING POWER?,https://theislandsun.com.sb/is-suidani-losing-power/,2023-01-19,News
509,MAKING CANADA HOME,https://theislandsun.com.sb/making-canada-home/,2023-01-19,News
510,Compensation paid over Sasafa death,https://theislandsun.com.sb/compensation-paid-over-sasafa-death/,2023-01-19,News
511,Sisiolo clarifies last pay rise for public servants,https://theislandsun.com.sb/sisiolo-clarifies-last-pay-rise-for-public-servants/,2023-01-18,News
512,Suidani highlights concern on Chinese control of retail sector,https://theislandsun.com.sb/suidani-highlights-concern-on-chinese-control-of-retail-sector/,2023-01-18,News
513,SolAir and AirVan fly closer together,https://theislandsun.com.sb/solair-and-airvan-fly-closer-together/,2023-01-17,News
514,Proposed 7 percent rise in salary & entitlement,https://theislandsun.com.sb/proposed-7-percent-rise-in-salary-entitlement/,2023-01-17,News
515,Education to probe missing school results,https://theislandsun.com.sb/education-to-probe-missing-school-results/,2023-01-15,News
516,DELAYED SCHOOL RESULTS,https://theislandsun.com.sb/delayed-school-results/,2023-01-15,News
517,MPCW  to kick off programmes for 2023,https://theislandsun.com.sb/mpcw-to-kick-off-programmes-for-2023/,2023-01-13,News
518,IT’S AN INJUSTICE,https://theislandsun.com.sb/its-an-injustice/,2023-01-13,News
519,Wickham: We compromise to save Western Province,https://theislandsun.com.sb/wickham-we-compromise-to-save-western-province/,2023-01-12,News
520,Unions to meet further on proposed MP’s pay rise,https://theislandsun.com.sb/unions-to-meet-further-on-proposed-mps-pay-rise/,2023-01-11,News
521,SINU pre-enrolment underway,https://theislandsun.com.sb/sinu-pre-enrolment-underway/,2023-01-10,News
522,Auki police investigate Ambu traffic accident,https://theislandsun.com.sb/auki-police-investigate-ambu-traffic-accident/,2023-01-10,News
523,UNIONS TO MEET ON MPs PAY RISE,https://theislandsun.com.sb/unions-to-meet-on-mps-pay-rise/,2023-01-09,News
524,HCC GETS TOUGH,https://theislandsun.com.sb/hcc-gets-tough/,2023-01-07,News
525,"Calls for security for Central, Kukum markets",https://theislandsun.com.sb/calls-for-security-for-central-kukum-markets/,2023-01-07,News
526,Warning as Copen drug increases in potency,https://theislandsun.com.sb/warning-as-copen-drug-increases-in-potency/,2023-01-06,News
527,NEW YEAR PRESENT?,https://theislandsun.com.sb/new-year-present/,2023-01-06,News
528,Why COVID was costly,https://theislandsun.com.sb/why-covid-was-costly/,2023-01-05,News
529,COVID has huge impact on nation,https://theislandsun.com.sb/covid-has-huge-impact-on-nation/,2023-01-04,News
530,Vunagi: gender abuse everywhere,https://theislandsun.com.sb/vunagi-gender-abuse-everywhere/,2023-01-04,News
531,BIG CHALLENGE,https://theislandsun.com.sb/big-challenge/,2023-01-04,News
532,HIGH DEMAND,https://theislandsun.com.sb/high-demand/,2022-12-30,News
533,MFAET to launch foreign policy 2023,https://theislandsun.com.sb/mfaet-to-launch-foreign-policy-2023/,2022-12-30,News
534,SI ready to support US embassy return,https://theislandsun.com.sb/si-ready-to-support-us-embassy-return/,2022-12-29,News
535,"Manele:Guideline for military ships, planes",https://theislandsun.com.sb/maneleguideline-for-military-ships-planes/,2022-12-29,News
536,Air service pacts to be reviewed,https://theislandsun.com.sb/air-service-pacts-to-be-reviewed/,2022-12-28,News
537,Schools to resume Jan 23,https://theislandsun.com.sb/schools-to-resume-jan-23/,2022-12-28,News
538,MFAET to pursue clearance of UXO,https://theislandsun.com.sb/mfaet-to-pursue-clearance-of-uxo/,2022-12-28,News
539,Body of Late Ambassador Fugui to arrive today,https://theislandsun.com.sb/body-of-late-ambassador-fugui-to-arrive-today/,2022-12-27,News
540,Damage assessment for 7.0 earthquake completes,https://theislandsun.com.sb/damage-assessment-for-7-0-earthquake-completes/,2022-12-25,News
541,MCT to expand site identification for tourism potential sites,https://theislandsun.com.sb/mct-to-expand-site-identification-for-tourism-potential-sites/,2022-12-25,News
542,Fugui died of cardiac arrest,https://theislandsun.com.sb/fugui-died-of-cardiac-arrest/,2022-12-24,News
543,OLD BOMB CLEAN-UP!,https://theislandsun.com.sb/old-bomb-clean-up/,2022-12-24,News
544,Kraus: tourism arrivals better than expected,https://theislandsun.com.sb/kraus-tourism-arrivals-better-than-expected/,2022-12-24,News
545,Malaita full assembly moved for third time,https://theislandsun.com.sb/malaita-full-assembly-moved-for-third-time/,2022-12-23,News
546,"New Western MPAs told to unite, lead",https://theislandsun.com.sb/new-western-mpas-told-to-unite-lead/,2022-12-23,News
547,FUGUI DIES IN BEIJING,https://theislandsun.com.sb/fugui-dies-in-beijing/,2022-12-23,News
548,Nifiloli chief welcomes MHMS move on Copen,https://theislandsun.com.sb/nifiloli-chief-welcomes-mhms-move-on-copen/,2022-12-23,News
549,NRH relocation tops MHMS list for 2023,https://theislandsun.com.sb/nrh-relocation-tops-mhms-list-for-2023/,2022-12-22,News
550,Kopu lashes out at Opp MPs going against parl extension,https://theislandsun.com.sb/kopu-lashes-out-at-opp-mps-going-against-parl-extension/,2022-12-22,News
551,‘WE WANT TO BE A STATE’,https://theislandsun.com.sb/we-want-to-be-a-state/,2022-12-22,News
552,Old man gets 9 years for sexual abuse of 7-yo grand-daughter,https://theislandsun.com.sb/old-man-gets-9-years-for-sexual-abuse-of-7-yo-grand-daughter/,2022-12-21,News
553,Court sends strong message on taking alcohol to solve problem,https://theislandsun.com.sb/court-sends-strong-message-on-taking-alcohol-to-solve-problem/,2022-12-21,News
554,"HCC: Kukum market is for all crops, vegetable sellers",https://theislandsun.com.sb/hcc-kukum-market-is-for-all-crops-vegetable-sellers/,2022-12-21,News
555,New Chinese investor eyes Mamara for 5-star hotel,https://theislandsun.com.sb/new-chinese-investor-eyes-mamara-for-5-star-hotel/,2022-12-21,News
556,Sogavare admits Solomon Islands is aid-dependent,https://theislandsun.com.sb/sogavare-admits-solomon-islands-is-aid-dependent/,2022-12-21,News
557,WE’LL LOOK INTO IT: PM,https://theislandsun.com.sb/well-look-into-it-pm/,2022-12-21,News
558,CDF BUYS INFLATED,https://theislandsun.com.sb/cdf-buys-inflated/,2022-12-20,News
559,West’s speaker nominations begin Monday next week,https://theislandsun.com.sb/wests-speaker-nominations-begin-monday-next-week/,2022-12-20,News
560,"A successful election,says RO Toiraena",https://theislandsun.com.sb/a-successful-electionsays-ro-toiraena/,2022-12-19,News
561,Wale: STEM vital for vibrant economy,https://theislandsun.com.sb/wale-stem-vital-for-vibrant-economy/,2022-12-19,News
562,Gov’t told to address youth challenges here,https://theislandsun.com.sb/govt-told-to-address-youth-challenges-here/,2022-12-19,News
563,TROPHY THEFT THWARTED,https://theislandsun.com.sb/trophy-theft-thwarted/,2022-12-19,News
564,Guadalcanal to hand over schools to Catholics,https://theislandsun.com.sb/guadalcanal-to-hand-over-schools-to-catholics/,2022-12-18,News
565,Tulagi Well murder case committed to High Court,https://theislandsun.com.sb/tulagi-well-murder-case-committed-to-high-court/,2022-12-18,News
566,"Judgment on Chinese couple, next week",https://theislandsun.com.sb/judgment-on-chinese-couple-next-week/,2022-12-17,News
567,"Customs collected $1.2 billion in revenue, 2022",https://theislandsun.com.sb/customs-collected-1-2-billion-in-revenue-2022/,2022-12-17,News
568,SADE OVERCOMES THE CHALLENGES,https://theislandsun.com.sb/sade-overcomes-the-challenges/,2022-12-17,News
569,Principal warns of wrong use of mobile phones and bad companies,https://theislandsun.com.sb/principal-warns-of-wrong-use-of-mobile-phones-and-bad-companies/,2022-12-16,News
570,Wale questions the state ofcountry’s health care system,https://theislandsun.com.sb/wale-questions-the-state-ofcountrys-health-care-system/,2022-12-16,News
571,Wale: gov’t not paying enough attention to climate change,https://theislandsun.com.sb/wale-govt-not-paying-enough-attention-to-climate-change/,2022-12-16,News
572,NEW FACES WIN SEATS,https://theislandsun.com.sb/new-faces-win-seats/,2022-12-16,News
573,18-yo charged with murder over Fiu bridge dead body,https://theislandsun.com.sb/18-yo-charged-with-murder-over-fiu-bridge-dead-body/,2022-12-16,News
574,Foreigner’s case set for mention in court,https://theislandsun.com.sb/foreigners-case-set-for-mention-in-court-2/,2022-12-16,News
575,18-yo charged with murder over Fiu bridge dead body,https://theislandsun.com.sb/18-yo-charged-with-murder-over-fiu-bridge-dead-body-2/,2022-12-16,News
576,Kouni: corruption threat to country’s development,https://theislandsun.com.sb/kouni-corruption-threat-to-countrys-development/,2022-12-15,News
577,International Day against corruption marked,https://theislandsun.com.sb/international-day-against-corruption-marked/,2022-12-15,News
578,8 months for man who assaulted using a knife,https://theislandsun.com.sb/8-months-for-man-who-assaulted-using-a-knife/,2022-12-15,News
579,Foreigner’s case set for mention in court,https://theislandsun.com.sb/foreigners-case-set-for-mention-in-court/,2022-12-15,News
580,SIICAC works on documents to fight against corruption,https://theislandsun.com.sb/siicac-works-on-documents-to-fight-against-corruption/,2022-12-15,News
581,Counting of ballot papers begins,https://theislandsun.com.sb/counting-of-ballot-papers-begins/,2022-12-15,News
582,HERE’S YOU CDF,https://theislandsun.com.sb/heres-you-cdf/,2022-12-15,News
583,PM denies funding ex-militants’ office,https://theislandsun.com.sb/pm-denies-funding-ex-militants-office/,2022-12-14,News
584,NRH lab runs out of reagents,https://theislandsun.com.sb/nrh-lab-runs-out-of-reagents/,2022-12-14,News
585,Carbon buyers in the country,https://theislandsun.com.sb/carbon-buyers-in-the-country/,2022-12-14,News
586,Forestry not aware of $1m for Kolo trust fund,https://theislandsun.com.sb/forestry-not-aware-of-1m-for-kolo-trust-fund/,2022-12-14,News
587,Forestry not aware of $1m for Kolo trust fund,https://theislandsun.com.sb/forestry-not-aware-of-1m-for-kolo-trust-fund-2/,2022-12-14,News
588,11 suspects still no arrest made,https://theislandsun.com.sb/11-suspects-still-no-arrest-made/,2022-12-14,News
589,Mataniko Dental Centre relocated to NRH,https://theislandsun.com.sb/mataniko-dental-centre-relocated-to-nrh/,2022-12-14,News
590,SUIDANI: NOT TRUE,https://theislandsun.com.sb/suidani-not-true/,2022-12-14,News
591,MPs TO GET EXTRA $4.5M,https://theislandsun.com.sb/mps-to-get-extra-4-5m/,2022-12-13,News
592,Togamana: TB and leprosy data pending  ,https://theislandsun.com.sb/togamana-tb-and-leprosy-data-pending/,2022-12-13,News
593,Suidani: It’s too early to say anything on mining for Mala,https://theislandsun.com.sb/suidani-its-too-early-to-say-anything-on-mining-for-mala/,2022-12-13,News
594,Immigration ministry expects 2000 passports,https://theislandsun.com.sb/immigration-ministry-expects-2000-passports/,2022-12-13,News
595,Ramofafia highlights small scale rural productivity,https://theislandsun.com.sb/ramofafia-highlights-small-scale-rural-productivity/,2022-12-12,News
596,Togamana: children immunisation in Solomon Islands is increasing,https://theislandsun.com.sb/togamana-children-immunisation-in-solomon-islands-is-increasing/,2022-12-12,News
597,Health minister blames drug shortage to delay in Ports clearance of MHMS containers,https://theislandsun.com.sb/health-minister-blames-drug-shortage-to-delay-in-ports-clearance-of-mhms-containers/,2022-12-12,News
598,‘USE BED NETS’,https://theislandsun.com.sb/use-bed-nets/,2022-12-12,News
599,National development strategy to be reviewed,https://theislandsun.com.sb/national-development-strategy-to-be-reviewed/,2022-12-11,News
600,ALL EYES ON $4.6B,https://theislandsun.com.sb/all-eyes-on-4-6b/,2022-12-11,News
601,SELESO’S MISTAKE,https://theislandsun.com.sb/selesos-mistake/,2022-12-09,News
602,Police: no arrest on north Guale burning incident,https://theislandsun.com.sb/police-no-arrest-on-north-guale-burning-incident/,2022-12-09,News
603,Forest ministry looks forward to fulfilling two 2022 DCGA objectives,https://theislandsun.com.sb/forest-ministry-looks-forward-to-fulfilling-two-2022-dcga-objectives/,2022-12-09,News
604,Isabel without PPC,https://theislandsun.com.sb/isabel-without-ppc/,2022-12-09,News
605,Magistrate talks out against stealing,https://theislandsun.com.sb/magistrate-talks-out-against-stealing-2/,2022-12-09,News
606,MPA calls on government to hasten making Copen illegal,https://theislandsun.com.sb/mpa-calls-on-government-to-hasten-making-copen-illegal/,2022-12-09,News
607,Sakui urges public to support HCC look after Kukum Market,https://theislandsun.com.sb/sakui-urges-public-to-support-hcc-look-after-kukum-market/,2022-12-08,News
608,Magistrate talks out against stealing,https://theislandsun.com.sb/magistrate-talks-out-against-stealing/,2022-12-08,News
609,Man accused of burning his parent’s house deny charge,https://theislandsun.com.sb/man-accused-of-burning-his-parents-house-deny-charge/,2022-12-08,News
610,FAMILY AFFAIRS CUT OUT,https://theislandsun.com.sb/family-affairs-cut-out/,2022-12-08,News
611,HCC: private security firm to look after Kukum market,https://theislandsun.com.sb/hcc-private-security-firm-to-look-after-kukum-market/,2022-12-08,News
612,HCC: new betel-nut market at Gegema January 2023,https://theislandsun.com.sb/hcc-new-betel-nut-market-at-gegema-january-2023/,2022-12-08,News
613,Shanel rejects PAC recommendation,https://theislandsun.com.sb/shanel-rejects-pac-recommendation/,2022-12-08,News
614,Maelanga defends govt,https://theislandsun.com.sb/maelanga-defends-govt/,2022-12-08,News
615,40 schools to take Copen survey 2023,https://theislandsun.com.sb/40-schools-to-take-copen-survey-2023/,2022-12-07,News
616,Gov’t lacks law on cooking gas,https://theislandsun.com.sb/govt-lacks-law-on-cooking-gas/,2022-12-07,News
617,Dead body found at Fiu River bridge,https://theislandsun.com.sb/dead-body-found-at-fiu-river-bridge/,2022-12-07,News
618,Witness in murder case gives testimony,https://theislandsun.com.sb/witness-in-murder-case-gives-testimony/,2022-12-07,News
619,Police officer’s traffic case hits court today,https://theislandsun.com.sb/police-officers-traffic-case-hits-court-today/,2022-12-07,News
620,Gov’t expects $1.2b budget deficit next year,https://theislandsun.com.sb/govt-expects-1-2b-budget-deficit-next-year/,2022-12-07,News
621,MHMS eyes Copen communication plan,https://theislandsun.com.sb/mhms-eyes-copen-communication-plan/,2022-12-07,News
622,CRB TRAP BACKFIRE,https://theislandsun.com.sb/crb-trap-backfire/,2022-12-07,News
623,MHMS concerned with Copen drug,https://theislandsun.com.sb/mhms-concerned-with-copen-drug/,2022-12-06,News
624,MHMS eyes boosting lab to test illegal drugs,https://theislandsun.com.sb/mhms-eyes-boosting-lab-to-test-illegal-drugs/,2022-12-06,News
625,New political party formed,https://theislandsun.com.sb/new-political-party-formed/,2022-12-06,News
626,Seven communities to benefit from US grant,https://theislandsun.com.sb/seven-communities-to-benefit-from-us-grant/,2022-12-06,News
627,Case of woman assault returns to court today,https://theislandsun.com.sb/case-of-woman-assault-returns-to-court-today/,2022-12-06,News
628,Ete raises concerns on 2023 approp Bill,https://theislandsun.com.sb/ete-raises-concerns-on-2023-approp-bill/,2022-12-06,News
629,Aftershocks slowly easing: Report  ,https://theislandsun.com.sb/aftershocks-slowly-easing-report/,2022-12-06,News
630,Kuma highlights SI challenges to climate change,https://theislandsun.com.sb/kuma-highlights-si-challenges-to-climate-change/,2022-12-06,News
631,World AIDS day marked in Gizo,https://theislandsun.com.sb/world-aids-day-marked-in-gizo/,2022-12-02,News
632,19 ACTIVE HIV CASES,https://theislandsun.com.sb/19-active-hiv-cases/,2022-12-02,News
633,Court wants a quick one on Winwin case,https://theislandsun.com.sb/court-wants-a-quick-one-on-winwin-case/,2022-12-02,News
634,Gov’t hopes to table TRC report next year,https://theislandsun.com.sb/govt-hopes-to-table-trc-report-next-year/,2022-12-02,News
635,Climate finance roadmap launched,https://theislandsun.com.sb/climate-finance-roadmap-launched/,2022-12-02,News
636,GM Win Win in court today,https://theislandsun.com.sb/gm-win-win-in-court-today/,2022-12-01,News
637,Former CDO jailed 19 months for corruption,https://theislandsun.com.sb/former-cdo-jailed-19-months-for-corruption/,2022-12-01,News
638,MID to find someone to fix Honiara’s drains,https://theislandsun.com.sb/mid-to-find-someone-to-fix-honiaras-drains/,2022-12-01,News
639,"MID, Finance talking feeder roads upgrade",https://theislandsun.com.sb/mid-finance-talking-feeder-roads-upgrade/,2022-12-01,News
640,TCSI’S STANDON TOWERS,https://theislandsun.com.sb/tcsis-standon-towers/,2022-12-01,News
641,St Nicholas students visit new terminal building ,https://theislandsun.com.sb/st-nicholas-students-visit-new-terminal-building/,2022-11-30,News
642,Nature-based solutions for floods and landslides in Central Valley community,https://theislandsun.com.sb/nature-based-solutions-for-floods-and-landslides-in-central-valley-community/,2022-11-30,News
643,Missing $300k case vacated,https://theislandsun.com.sb/missing-300k-case-vacated/,2022-11-30,News
644,"Man with theft history gets 2 years, 6 months",https://theislandsun.com.sb/man-with-theft-history-gets-2-years-6-months/,2022-11-30,News
645,COURT HALTS TUBI EXPORT,https://theislandsun.com.sb/court-halts-tubi-export/,2022-11-30,News
646,IT’S A COURT DECISION,https://theislandsun.com.sb/its-a-court-decision/,2022-11-29,News
647,Sex abuse case dismissed following a 11-year delay,https://theislandsun.com.sb/sex-abuse-case-dismissed-following-a-11-year-delay/,2022-11-29,News
648,Doctor claims being threatened from PNG,https://theislandsun.com.sb/doctor-claims-being-threatened-from-png/,2022-11-29,News
649,GSD continues to monitor aftershocks,https://theislandsun.com.sb/gsd-continues-to-monitor-aftershocks/,2022-11-29,News
650,‘GIFT tilapia is ready for Solomon Islands,https://theislandsun.com.sb/gift-tilapia-is-ready-for-solomon-islands/,2022-11-29,News
651,Doctor repeats call for his daughters’ return,https://theislandsun.com.sb/doctor-repeats-call-for-his-daughters-return/,2022-11-29,News
652,We are still a long way to ending gender violence,https://theislandsun.com.sb/we-are-still-a-long-way-to-ending-gender-violence/,2022-11-28,News
653,Nation grapples with TPA related issues,https://theislandsun.com.sb/nation-grapples-with-tpa-related-issues/,2022-11-28,News
654,Aftershocks to continue,https://theislandsun.com.sb/aftershocks-to-continue/,2022-11-28,News
655,LANDOWNERS CRY ‘FRAUD’,https://theislandsun.com.sb/landowners-cry-fraud/,2022-11-28,News
656,STREET BATTLE,https://theislandsun.com.sb/street-battle/,2022-11-25,News
657,Siwainao hopes to get his children back soon,https://theislandsun.com.sb/siwainao-hopes-to-get-his-children-back-soon/,2022-11-25,News
658,"New COVID cases in Gizo,public warned",https://theislandsun.com.sb/new-covid-cases-in-gizopublic-warned/,2022-11-25,News
659,HCC awaits pending request,https://theislandsun.com.sb/hcc-awaits-pending-request/,2022-11-25,News
660,New hearing into application,https://theislandsun.com.sb/new-hearing-into-application/,2022-11-24,News
661,WIDE-SPREAD DAMAGES,https://theislandsun.com.sb/wide-spread-damages/,2022-11-24,News
662,Auki okay following earthquake,https://theislandsun.com.sb/auki-okay-following-earthquake/,2022-11-23,News
663,Exams to continue as scheduled,https://theislandsun.com.sb/exams-to-continue-as-scheduled/,2022-11-23,News
664,South Guadalcanal reports damages,https://theislandsun.com.sb/south-guadalcanal-reports-damages/,2022-11-23,News
665,DAY OF DRAMA AND TRAUMA,https://theislandsun.com.sb/day-of-drama-and-trauma/,2022-11-23,News
666,National Womens Dialogue ends,https://theislandsun.com.sb/national-womens-dialogue-ends/,2022-11-22,News
667,NEW TWIST IN WIN WIN CASE,https://theislandsun.com.sb/new-twist-in-win-win-case/,2022-11-22,News
668,FTE owners may owe govt millions,https://theislandsun.com.sb/fte-owners-may-owe-govt-millions/,2022-11-22,News
669,FORM 3 EXAMS TODAY,https://theislandsun.com.sb/form-3-exams-today/,2022-11-22,News
670,Father pleads for the return of his daughter from PNG,https://theislandsun.com.sb/father-pleads-for-the-return-of-his-daughter-from-png/,2022-11-22,News
671,"PM: infrastructure, an enabler to economy",https://theislandsun.com.sb/pm-infrastructure-an-enabler-to-economy/,2022-11-22,News
672,COPEN DRUG SPREADS WIDE,https://theislandsun.com.sb/copen-drug-spreads-wide/,2022-11-17,News
673,NCD CRISIS,https://theislandsun.com.sb/ncd-crisis/,2022-11-16,News
674,Frigate Island on path to being tourist haven,https://theislandsun.com.sb/frigate-island-on-path-to-being-tourist-haven/,2022-11-15,News
675,Health strategic plan covers climate change Health strategic plan,https://theislandsun.com.sb/health-strategic-plan-covers-climate-change-health-strategic-plan/,2022-11-15,News
676,Low investment in child protection,https://theislandsun.com.sb/low-investment-in-child-protection/,2022-11-15,News
677,Gov’t cuts budget for medicine,https://theislandsun.com.sb/govt-cuts-budget-for-medicine/,2022-11-15,News
678,STILL NOT FRIENDS?,https://theislandsun.com.sb/still-not-friends/,2022-10-28,News
679,Mbokona and White River schools get brand new trucks from West Honiara Constituency office,https://theislandsun.com.sb/mbokona-and-white-river-schools-get-brand-new-trucks-from-west-honiara-constituency-office/,2022-10-26,News
