,date,ym,fiji_sun_news_count,fiji_sun_epu_count,fiji_sun_ratio,fiji_abc_news_count,fiji_abc_epu_count,fiji_abc_ratio,fiji_rnz_news_count,fiji_rnz_epu_count,fiji_rnz_ratio,news_total,fiji_sun_weights,fiji_abc_weights,fiji_rnz_weights,fiji_sun_z_score,fiji_abc_z_score,fiji_rnz_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
83,2021-12-01,2021-12,20.0,1.0,0.05,3.0,2.0,0.6666666666666666,27.0,1.0,0.037037037037037035,50.0,0.4,0.06,0.54,0.4202591656056011,4.261183002023353,1.7154545054762116,2.132298891035055,1.350120079320796,140.65945963245065,368.1697346470645
84,2022-01-01,2022-1,4.0,1.0,0.25,5.0,0.0,0.0,28.0,1.0,0.03571428571428571,37.0,0.10810810810810811,0.13513513513513514,0.7567567567567568,2.101295828028005,0.0,1.6541882731377755,1.251828033721927,1.4789852691883714,154.0850121072535,216.14474262350558
85,2022-02-01,2022-2,20.0,1.0,0.05,8.0,1.0,0.125,24.0,2.0,0.08333333333333333,52.0,0.38461538461538464,0.15384615384615385,0.46153846153846156,0.4202591656056011,0.7989718128793787,3.859772637321476,1.6930012052688186,2.0659904059781247,215.24092453828467,292.319152404762
86,2022-03-01,2022-3,26.0,0.0,0.0,2.0,1.0,0.5,14.0,0.0,0.0,42.0,0.6190476190476191,0.047619047619047616,0.3333333333333333,0.0,3.1958872515175147,0.0,1.0652957505058382,0.15218510721511974,15.855089686358973,183.93746553701695
87,2022-04-01,2022-4,0.0,0.0,0.0,9.0,0.0,0.0,14.0,0.0,0.0,23.0,0.0,0.391304347826087,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2022-05-01,2022-5,22.0,0.0,0.0,20.0,2.0,0.1,17.0,0.0,0.0,59.0,0.3728813559322034,0.3389830508474576,0.288135593220339,0.0,0.639177450303503,0.0,0.2130591501011677,0.21667032213678067,22.573348028036506,36.7874931074034
89,2022-06-01,2022-6,0.0,0.0,0.0,12.0,3.0,0.25,6.0,0.0,0.0,18.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.5979436257587574,0.0,0.5326478752529191,1.0652957505058382,110.98562780451282,91.96873276850847
90,2022-07-01,2022-7,1.0,0.0,0.0,16.0,2.0,0.125,12.0,1.0,0.08333333333333333,29.0,0.034482758620689655,0.5517241379310345,0.41379310344827586,0.0,0.7989718128793787,3.859772637321476,1.5529148167336182,2.037959332894061,212.32056533963797,268.1313761452928
91,2022-08-01,2022-8,16.0,0.0,0.0,10.0,1.0,0.1,2.0,0.0,0.0,28.0,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.0,0.639177450303503,0.0,0.2130591501011677,0.22827766082267967,23.782634529538466,36.7874931074034
92,2022-09-01,2022-9,44.0,0.0,0.0,9.0,1.0,0.1111111111111111,7.0,1.0,0.14285714285714285,60.0,0.7333333333333333,0.15,0.11666666666666667,0.0,0.7101971670038921,6.616753092551102,2.4423167531849983,0.8784841025148791,91.52304380037374,421.6984376461969
93,2022-10-01,2022-10,34.0,0.0,0.0,7.0,0.0,0.0,18.0,0.0,0.0,59.0,0.576271186440678,0.11864406779661017,0.3050847457627119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,2022-11-01,2022-11,25.0,1.0,0.04,7.0,0.0,0.0,13.0,0.0,0.0,45.0,0.5555555555555556,0.15555555555555556,0.28888888888888886,0.33620733248448087,0.0,0.0,0.11206911082816029,0.18678185138026715,19.459479706067363,19.350221007575392
95,2022-12-01,2022-12,99.0,0.0,0.0,14.0,1.0,0.07142857142857142,22.0,0.0,0.0,135.0,0.7333333333333333,0.1037037037037037,0.16296296296296298,0.0,0.4565553216453592,0.0,0.15218510721511974,0.047346477800259475,4.932694569089458,26.27678079100242
96,2023-01-01,2023-1,72.0,0.0,0.0,6.0,1.0,0.16666666666666666,11.0,0.0,0.0,89.0,0.8089887640449438,0.06741573033707865,0.12359550561797752,0.0,1.0652957505058382,0.0,0.35509858350194606,0.0718176910453374,7.482177155360414,61.31248851233898
97,2023-02-01,2023-2,85.0,0.0,0.0,7.0,1.0,0.14285714285714285,20.0,0.0,0.0,112.0,0.7589285714285714,0.0625,0.17857142857142858,0.0,0.9131106432907184,0.0,0.3043702144302395,0.0570694152056699,5.945658632384615,52.55356158200484
98,2023-03-01,2023-3,123.0,0.0,0.0,13.0,0.0,0.0,16.0,0.0,0.0,152.0,0.8092105263157895,0.08552631578947369,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2023-04-01,2023-4,105.0,0.0,0.0,12.0,1.0,0.08333333333333333,8.0,0.0,0.0,125.0,0.84,0.096,0.064,0.0,0.5326478752529191,0.0,0.17754929175097303,0.05113419602428024,5.327310134616615,30.65624425616949
100,2023-05-01,2023-5,121.0,0.0,0.0,10.0,0.0,0.0,16.0,1.0,0.0625,147.0,0.8231292517006803,0.06802721088435375,0.10884353741496598,0.0,0.0,2.8948294779911072,0.9649431593303691,0.31508348059767155,32.826318783641824,166.61025732077894
101,2023-06-01,2023-6,14.0,1.0,0.07142857142857142,4.0,0.0,0.0,15.0,1.0,0.06666666666666667,33.0,0.42424242424242425,0.12121212121212122,0.45454545454545453,0.6003702365794301,0.0,3.087818109857181,1.2293961154788704,1.6582562109081738,172.76198327176905,212.27157389378692
102,2023-07-01,2023-7,37.0,0.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,56.0,0.6607142857142857,0.10714285714285714,0.23214285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2023-08-01,2023-8,22.0,0.0,0.0,6.0,1.0,0.16666666666666666,8.0,1.0,0.125,36.0,0.6111111111111112,0.16666666666666666,0.2222222222222222,0.0,1.0652957505058382,5.7896589559822145,2.2849849021626842,1.4641401708581319,152.53840633395623,394.53300315389686
104,2023-09-01,2023-9,11.0,0.0,0.0,9.0,1.0,0.1111111111111111,12.0,1.0,0.08333333333333333,32.0,0.34375,0.28125,0.375,0.0,0.7101971670038921,3.859772637321476,1.523323268108456,1.647157692215398,171.60570712570075,263.02200210259787
105,2023-10-01,2023-10,14.0,0.0,0.0,11.0,3.0,0.2727272727272727,14.0,2.0,0.14285714285714285,39.0,0.358974358974359,0.28205128205128205,0.358974358974359,0.0,1.7432112281004626,6.616753092551102,2.7866547735505214,2.8669196616620645,298.68407750953656,481.1529719611922
106,2023-11-01,2023-11,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,14.0,1.0,0.07142857142857142,17.0,0.0,0.17647058823529413,0.8235294117647058,0.0,2.1305915010116765,3.308376546275551,1.8129893490957425,3.1005321265231025,323.0225075307308,313.0366996769967
107,2023-12-01,2023-12,0.0,0.0,0.0,8.0,1.0,0.125,9.0,0.0,0.0,17.0,0.0,0.47058823529411764,0.5294117647058824,0.0,0.7989718128793787,0.0,0.26632393762645956,0.37598673547264877,39.17139804865158,45.98436638425424
