FID,fid_1,adm2_id,adm2_src,adm2_name,adm2_name1,adm2_name2,adm1_id,adm1_src,adm1_name,adm1_name1,adm1_name2,adm0_id,adm0_src,adm0_name,adm0_name1,adm0_name2,src_lvl,src_lang,src_lang1,src_lang2,src_date,src_update,src_name,src_name1,src_lic,src_url,src_grp,iso_cd,iso_2,iso_3,iso_3_grp,region3_cd,region3_nm,region2_cd,region2_nm,region1_cd,region1_nm,status_cd,status_nm,wld_date,wld_update,wld_view,wld_notes,sqKM,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
10,13994,FJI-20210924-4-1,FJ409,Naitasiri, , ,FJI-20210924-4,FJ4,Central, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1413.69048,1378.47546387,2305.26635742,2672.78149414,2066.20922852,1936.2331543,2541.33032227,2164.21289062,2995.68359375,2811.09912109,2746.14819336,2417.26757812,2614.41333008,3067.72314453,2462.97949219,2078.66821289,1496.65539551,2793.56738281,2434.80493164,2629.21972656,2346.25366211,2587.95556641,2579.15161133,2353.98071289
11,13995,FJI-20210924-4-2,FJ410,Namosi, , ,FJI-20210924-4,FJ4,Central, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,499.99964,1442.87255859,2501.9440918,2856.91772461,2179.86547852,2084.17724609,2482.06835938,2307.43164062,3223.14355469,2954.31884766,2959.94702148,2314.11816406,2819.72729492,3294.85083008,2145.43432617,2318.83544922,1641.05322266,2482.45141602,2570.8984375,2619.55151367,2210.26464844,2201.69067383,2488.20043945,2439.54492188
12,13996,FJI-20210924-4-3,FJ412,Rewa, , ,FJI-20210924-4,FJ4,Central, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,253.18648,1023.90045166,1395.37219238,1430.1809082,1362.94519043,1502.19836426,1708.97814941,1190.67871094,2051.58300781,1959.13000488,2015.60241699,1149.43615723,2003.46630859,2529.16064453,2086.3762207,1269.92297363,893.627075195,1941.18554688,1740.40356445,1815.64331055,1707.34350586,2058.31176758,1891.90759277,2172.15429688
13,13997,FJI-20210924-4-4,FJ413,Serua, , ,FJI-20210924-4,FJ4,Central, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,680.75338,1081.015625,1647.625,1531.40844727,1312.52685547,1636.66003418,1650.94165039,1236.26660156,2256.11889648,2373.31762695,2256.5,1245.53747559,2017.94030762,2864.3527832,1971.41381836,1464.12402344,1027.05529785,1975.75012207,1813.26550293,2053.2824707,1777.12219238,1984.05664062,2107.63061523,2516.87011719
14,13998,FJI-20210924-4-5,FJ414,Tailevu, , ,FJI-20210924-4,FJ4,Central, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,861.86527,1300.38232422,2331.12841797,1966.97705078,1801.0802002,1525.57299805,2338.83276367,1363.64697266,2402.21240234,2174.08789062,2408.39282227,1659.75585938,2141.32128906,2504.40429688,2126.77758789,1959.04333496,1157.22961426,2550.48803711,2002.36352539,2482.26245117,1978.28417969,2254.97851562,2106.15307617,2185.02636719
15,76615,NCL-20220801, , , , ,NCL-20220801, , , , ,NCL-20220801,NCL,New Caledonia (Fr.),New Caledonia,0,0, , , ,15/01/2018 00:00:00,24/09/2021 00:00:00, , , , , ,540,NC,NCL,FRA,54,Melanesia,54,Melanesia,9,Oceania,3,Non-self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,15953.35265,267.671508789,286.04888916,387.631103516,548.022399902,467.5675354,686.423828125,707.929443359,656.622314453,764.446411133,725.304443359,601.571411133,972.731811523,799.420288086,455.32925415,627.49017334,608.999389648,617.699584961,605.620544434,765.026367188,243.82333374,695.957092285,1029.91247559,1122.44433594
16,79972,PNG-20190510-01-1,PG0101,Middle Fly District, , ,PNG-20190510-01,PG01,Western Province, , ,PNG-20220801,PNG,Papua New Guinea,Papua New Guinea,0,3,en, , ,10/5/19 0:00,10/5/19 0:00,Papua New Guinea National Statistics Office,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-png,COD,598,PG,PNG,PNG,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,42703.23996,727.627990723,2319.56152344,2164.82104492,1698.77233887,1462.11645508,2019.42529297,2070.00195312,2089.30126953,1893.55505371,1903.45349121,2601.76953125,1834.609375,1731.92224121,1901.88000488,1475.47644043,1256.51806641,1942.71289062,1757.33349609,1621.60168457,1652.37548828,1655.25085449,1878.33081055,2021.51904297
17,79973,PNG-20190510-01-2,PG0102,North Fly District, , ,PNG-20190510-01,PG01,Western Province, , ,PNG-20220801,PNG,Papua New Guinea,Papua New Guinea,0,3,en, , ,10/5/19 0:00,10/5/19 0:00,Papua New Guinea National Statistics Office,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-png,COD,598,PG,PNG,PNG,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,12318.77413,1831.81677246,3376.21630859,2872.88793945,3124.01513672,2656.24121094,3171.69873047,3099.98461914,3106.22631836,3462.40136719,2715.90405273,2958.88671875,3143.14770508,3396.61962891,3303.71020508,2780.34643555,1926.30847168,2966.82275391,3179.75146484,2749.22753906,2571.52392578,2566.86547852,2943.36035156,2607.38989258
18,79974,PNG-20190510-01-3,PG0103,South Fly District, , ,PNG-20190510-01,PG01,Western Province, , ,PNG-20220801,PNG,Papua New Guinea,Papua New Guinea,0,3,en, , ,10/5/19 0:00,10/5/19 0:00,Papua New Guinea National Statistics Office,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-png,COD,598,PG,PNG,PNG,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,26065.07395,450.071258545,1775.62585449,1383.59375,1325.79125977,1292.09863281,1491.78955078,1543.27087402,1631.59240723,1418.16345215,1669.46655273,2080.04101562,1468.72631836,1313.70153809,1649.95617676,1293.12963867,1160.35144043,1457.875,1472.93212891,1373.13525391,1081.51184082,1325.49414062,1677.63183594,1590.93164062
19,79975,PNG-20190510-02-1,PG0201,Kerema District, , ,PNG-20190510-02,PG02,Gulf Province, , ,PNG-20220801,PNG,Papua New Guinea,Papua New Guinea,0,3,en, , ,10/5/19 0:00,10/5/19 0:00,Papua New Guinea National Statistics Office,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-png,COD,598,PG,PNG,PNG,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,5932.48992,821.918457031,1794.08300781,1425.4041748,1720.88793945,1779.26245117,1919.40930176,1793.69458008,2025.92956543,1855.50976562,1731.63232422,1909.1595459,1697.9486084,1874.06054688,1967.99841309,1804.0333252,1530.51098633,1881.19226074,1880.54956055,1708.08520508,1716.93408203,1990.73095703,1805.48840332,1863.26538086
20,79976,PNG-20190510-02-2,PG0202,Kikori District, , ,PNG-20190510-02,PG02,Gulf Province, , ,PNG-20220801,PNG,Papua New Guinea,Papua New Guinea,0,3,en, , ,10/5/19 0:00,10/5/19 0:00,Papua New Guinea National Statistics Office,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-png,COD,598,PG,PNG,PNG,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,22669.70309,1362.66394043,1967.08789062,2021.81115723,1885.60180664,2066.10961914,2461.31054688,1851.3380127,2315.60791016,2675.34887695,2239.05444336,2456.07348633,2613.07763672,2472.30273438,2629.33886719,2689.03393555,2004.52172852,2862.22119141,2493.97387695,2215.77636719,2293.1315918,2240.9699707,2082.20458984,2398.3371582
21,79977,PNG-20190510-03-1,PG0301,Abau District, , ,PNG-20190510-03,PG03,Central Province, , ,PNG-20220801,PNG,Papua New Guinea,Papua New Guinea,0,3,en, , ,10/5/19 0:00,10/5/19 0:00,Papua New Guinea National Statistics Office,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-png,COD,598,PG,PNG,PNG,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,5843.12637,567.79876709,1337.78417969,733.354736328,1252.08129883,888.313964844,878.949279785,1383.0144043,1270.99658203,1703.03186035,1105.9296875,1039.19482422,1276.4029541,1438.07531738,1091.12182617,1343.58154297,893.095581055,984.311584473,1562.21679688,1278.5234375,1092.70935059,1278.71447754,1286.50561523,1212.10546875
22,79978,PNG-20190510-03-2,PG0302,Goilala District, , ,PNG-20190510-03,PG03,Central Province, , ,PNG-20220801,PNG,Papua New Guinea,Papua New Guinea,0,3,en, , ,10/5/19 0:00,10/5/19 0:00,Papua New Guinea National Statistics Office,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-png,COD,598,PG,PNG,PNG,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,6456.78056,1234.84191895,1794.08300781,1808.34851074,2059.86206055,1827.22180176,2043.4822998,1793.69458008,2029.71801758,2011.67602539,1759.4552002,1829.39904785,1883.52709961,2045.28540039,2172.84472656,1901.71960449,1574.52282715,1974.62878418,1974.95019531,1763.75646973,1885.15319824,2230.95605469,1910.32250977,1449.23925781
23,79979,PNG-20190510-03-3,PG0303,Kairuku - Hiri District, , ,PNG-20190510-03,PG03,Central Province, , ,PNG-20220801,PNG,Papua New Guinea,Papua New Guinea,0,3,en, , ,10/5/19 0:00,10/5/19 0:00,Papua New Guinea National Statistics Office,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-png,COD,598,PG,PNG,PNG,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,7972.76676,444.756500244,1869.98925781,948.554138184,1291.33398438,1023.84661865,1321.94555664,1525.44750977,1476.10852051,1282.76904297,1616.63330078,1369.92480469,1635.82397461,1255.95666504,1694.93725586,1385.07702637,1044.36157227,1119.98901367,1145.64331055,1353.19628906,1317.57080078,1170.18908691,1676.92260742,1642.31604004
24,79980,PNG-20190510-03-4,PG0304,Rigo District, , ,PNG-20190510-03,PG03,Central Province, , ,PNG-20220801,PNG,Papua New Guinea,Papua New Guinea,0,3,en, , ,10/5/19 0:00,10/5/19 0:00,Papua New Guinea National Statistics Office,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-png,COD,598,PG,PNG,PNG,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,4146.8121,459.5440979,1482.07043457,900.927124023,1150.24951172,984.444335938,821.116455078,1341.16418457,1319.93945312,1599.95068359,1334.89123535,1153.26904297,1399.43981934,1452.03125,1375.65148926,1223.14697266,986.47064209,882.010192871,1494.40917969,1331.37609863,1088.4876709,1301.64611816,1286.50561523,1424.68395996
25,79981,PNG-20190510-04-1,PG0401,National Capital District, , ,PNG-20190510-04,PG04,National Capital District, , ,PNG-20220801,PNG,Papua New Guinea,Papua New Guinea,0,3,en, , ,10/5/19 0:00,10/5/19 0:00,Papua New Guinea National Statistics Office,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-png,COD,598,PG,PNG,PNG,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,218.49594,389.060150146,1597.85571289,865.079528809,1282.11437988,1222.98669434,1245.6418457,1520.09802246,1312.69458008,1443.87219238,1504.12561035,1358.96862793,1413.44848633,1311.92529297,1479.44616699,1194.24377441,1070.70703125,1068.21435547,1103.34570312,1337.08740234,1442.35656738,1136.3223877,1614.88964844,1492.86071777
26,79982,PNG-20190510-05-1,PG0501,Alotau District, , ,PNG-20190510-05,PG05,Milne Bay Province, , ,PNG-20220801,PNG,Papua New Guinea,Papua New Guinea,0,3,en, , ,10/5/19 0:00,10/5/19 0:00,Papua New Guinea National Statistics Office,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-png,COD,598,PG,PNG,PNG,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,6567.2105,761.176635742,1499.12512207,1236.50085449,1212.35876465,845.512573242,1212.34204102,1199.8314209,1382.12463379,2141.65576172,1662.60192871,1589.46801758,1482.17248535,1739.43640137,1475.22497559,1279.56213379,991.544189453,1149.62194824,2075.07226562,1732.00476074,1347.11950684,1722.22937012,1479.94128418,1521.66149902
27,79983,PNG-20190510-05-2,PG0502,Samarai-Murua District, , ,PNG-20190510-05,PG05,Milne Bay Province, , ,PNG-20220801,PNG,Papua New Guinea,Papua New Guinea,0,3,en, , ,10/5/19 0:00,10/5/19 0:00,Papua New Guinea National Statistics Office,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-png,COD,598,PG,PNG,PNG,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,2384.86785,463.545288086,927.54510498,1193.21960449,1172.19580078,1101.78833008,1254.97924805,1505.54101562,1402.59729004,1479.02880859,1458.6394043,1266.21435547,1411.68432617,1661.31311035,811.362304688,1342.11303711,1000.81707764,1221.59521484,1382.19335938,1424.19604492,1098.18359375,807.246459961,1380.21447754,1696.28869629
28,79984,PNG-20190510-05-3,PG0503,Kiriwina-Goodenough District, , ,PNG-20190510-05,PG05,Milne Bay Province, , ,PNG-20220801,PNG,Papua New Guinea,Papua New Guinea,0,3,en, , ,10/5/19 0:00,10/5/19 0:00,Papua New Guinea National Statistics Office,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-png,COD,598,PG,PNG,PNG,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,901.75719,873.963989258,2068.19116211,1214.54663086,1410.71142578,2122.24267578,2083.76855469,1862.73986816,2143.40722656,2552.74731445,2265.68530273,2154.7199707,2362.90576172,2099.81323242,2185.15673828,2028.8659668,2016.11535645,1886.94628906,2433.98876953,1754.69592285,1910.94909668,2323.10961914,2348.0859375,2297.46264648
