FID,fid_1,adm2_id,adm2_src,adm2_name,adm2_name1,adm2_name2,adm1_id,adm1_src,adm1_name,adm1_name1,adm1_name2,adm0_id,adm0_src,adm0_name,adm0_name1,adm0_name2,src_lvl,src_lang,src_lang1,src_lang2,src_date,src_update,src_name,src_name1,src_lic,src_url,src_grp,iso_cd,iso_2,iso_3,iso_3_grp,region3_cd,region3_nm,region2_cd,region2_nm,region1_cd,region1_nm,status_cd,status_nm,wld_date,wld_update,wld_view,wld_notes,sqKM,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,13984,FJI-20210924-1-1,FJ102,Bua, , ,FJI-20210924-1,FJ1,Northern, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1217.80835,1305.09546085,2976.65643575,2494.04272271,2008.88266062,1723.37443418,2397.44763797,1872.43250272,2582.11609064,3043.35553847,2870.51015685,2377.39552484,2929.28743118,3397.27599004,2364.22869579,1536.55739842,1662.29484609,2656.97041708,2508.20153781,2773.39980999,2305.58152539,2446.1062305,2717.10643509,2954.98017659
1,13985,FJI-20210924-1-2,FJ103,Cakaudrove, , ,FJI-20210924-1,FJ1,Northern, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,2393.82982,1368.84235184,2724.92367696,2561.39393586,1827.01266289,1859.97711985,2527.28320684,1984.44335919,3120.66522518,2937.81616591,2537.30273453,2692.19888418,2623.79093108,3132.88432413,2398.04043789,1521.61772581,1565.56381156,2698.68118324,2396.2737252,2707.6596685,2361.59062364,2484.02061079,2409.44900117,2483.51411783
2,13986,FJI-20210924-1-3,FJ107,Macuata, , ,FJI-20210924-1,FJ1,Northern, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1742.48985,1455.51127563,3183.58249492,2628.44094965,1930.13998624,1919.38309269,2440.35873399,2200.02048817,2945.71248385,3112.03802397,2731.70868238,2711.86744507,2976.83350093,3260.74378094,2674.05740424,1626.36404696,1670.32420282,2696.00842113,2730.2600312,2980.63083539,2445.23579059,2543.19877281,2702.46670128,2721.02077808
3,13987,FJI-20210924-2-1,FJ201,Ba, , ,FJI-20210924-2,FJ2,Western, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,2379.87138,1601.44852971,2514.50639408,2794.38888194,1896.39897889,1980.4702907,2333.9373365,2242.25938773,3150.77527325,2983.28802619,3374.03268546,2445.54084004,3196.14906139,3881.99667724,2672.13384787,1994.84723731,1593.78589921,2861.00121096,2404.90655207,2716.57575771,2333.22539343,2495.15937075,2784.66814947,2988.11665751
4,13988,FJI-20210924-2-2,FJ208,Nadroga/Navosa, , ,FJI-20210924-2,FJ2,Western, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,2063.46389,1561.63673419,2544.58797169,2701.9044244,2143.2501323,2116.18839339,2386.51281634,2238.09269556,3297.04963519,3041.75121359,3119.59660895,2249.42393144,3014.25444473,3615.55057069,2402.93646208,2084.78837344,1616.33831114,2721.81137862,2312.62469878,2827.99848148,2355.77716921,2352.91700375,2646.92085602,2887.93766706
5,13989,FJI-20210924-2-3,FJ211,Ra, , ,FJI-20210924-2,FJ2,Western, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1108.4008,1544.48926927,2606.39171925,2822.92511467,2228.47242834,1959.17830791,2649.53966061,2347.23600533,3048.89929025,3074.52039156,3362.19699683,2817.6900585,3109.69301912,3741.34771817,2649.11810015,2151.54469514,1738.32029619,2899.1900923,2478.62702441,2905.78251411,2410.85280193,2661.6188028,2709.14566599,2796.91732243
6,13990,FJI-20210924-3-1,FJ304,Kadavu, , ,FJI-20210924-3,FJ3,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,411.50239,1029.40675223,1514.47713215,1138.01577908,1130.90978668,1312.11140646,1593.34653891,938.099721712,2023.55418793,2249.23657131,2010.08609459,1390.03509665,2178.65200707,2294.60338604,1655.05616758,1348.23957976,803.745008418,1901.57542115,1486.12888701,1800.19811594,1732.86900189,1878.51808811,2004.48585801,2613.21231989
7,13991,FJI-20210924-3-2,FJ305,Lau, , ,FJI-20210924-3,FJ3,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,426.4401,861.048760297,2160.45482324,1729.99583411,1286.76906861,1634.31475773,2181.59165264,1183.00636306,2239.92220133,2042.30671886,2134.74242434,1687.8354434,2287.91710312,2452.9124461,2236.99245458,1446.28911774,1043.7580447,2672.95443143,2125.09522066,2164.1089729,2224.19376497,2330.61604452,2196.67957643,2278.64529414
8,13992,FJI-20210924-3-3,FJ306,Lomaiviti, , ,FJI-20210924-3,FJ3,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,356.92085,1019.61093288,1941.26635637,1712.35998011,1536.55932877,1535.98007035,2136.91238175,1179.7100256,2069.39968908,1987.78483968,2131.47449315,1505.53170233,1936.51683775,2517.92949348,2025.25944296,1678.1113554,1022.83089241,2619.69070413,1963.69169873,2243.81749931,1905.48589328,2322.52308185,2151.9661174,2228.60639577
9,13993,FJI-20210924-3-4,FJ315,Rotuma, , ,FJI-20210924-3,FJ3,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,37.91531,1701.3102772,3529.36048547,2594.08358298,2539.95125191,3106.98076707,2912.92170279,3081.92868322,4054.74787872,3547.33171113,3484.23932383,2491.99256056,2293.56676468,2539.04481755,4001.47197988,3152.99765077,2786.64195345,2871.23855093,3326.6108741,2782.89008907,3419.75318971,3717.75928264,3344.0542123,2699.7649315
