FID,fid_1,adm2_id,adm2_src,adm2_name,adm2_name1,adm2_name2,adm1_id,adm1_src,adm1_name,adm1_name1,adm1_name2,adm0_id,adm0_src,adm0_name,adm0_name1,adm0_name2,src_lvl,src_lang,src_lang1,src_lang2,src_date,src_update,src_name,src_name1,src_lic,src_url,src_grp,iso_cd,iso_2,iso_3,iso_3_grp,region3_cd,region3_nm,region2_cd,region2_nm,region1_cd,region1_nm,status_cd,status_nm,wld_date,wld_update,wld_view,wld_notes,sqKM,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,13984,FJI-20210924-1-1,FJ102,Bua, , ,FJI-20210924-1,FJ1,Northern, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1217.80835,1663.12756348,3458.36303711,2961.57202148,2277.0847168,2040.79467773,2952.95361328,2071.30688477,3325.69165039,3542.58325195,3060.02880859,2805.1184082,3530.71313477,3801.58178711,2831.50463867,1678.88134766,1907.27197266,2981.23120117,2766.43701172,3049.98120117,2526.49169922,2687.40869141,3057.13037109,3204.39648438
1,13985,FJI-20210924-1-2,FJ103,Cakaudrove, , ,FJI-20210924-1,FJ1,Northern, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,2393.82982,1758.84216309,3999.92333984,3083.75927734,2281.05273438,2315.96923828,3022.91918945,2559.36865234,3993.60327148,3719.2331543,3046.88647461,3167.41796875,3445.10327148,3614.25683594,2900.85131836,2147.45947266,1907.27197266,2977.56567383,2905.88330078,3326.3581543,2980.23754883,2749.52758789,3146.34375,2995.76000977
2,13986,FJI-20210924-1-3,FJ107,Macuata, , ,FJI-20210924-1,FJ1,Northern, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1742.48985,1758.84216309,3999.92333984,3083.75927734,2281.05273438,2294.15576172,2996.06030273,2488.99633789,3817.25610352,3719.2331543,3046.88647461,3167.41796875,3492.75024414,3801.58178711,2910.06811523,2147.45947266,1863.85864258,2981.23120117,2924.74584961,3326.3581543,2853.26367188,2741.79052734,3146.34375,3018.30834961
3,13987,FJI-20210924-2-1,FJ201,Ba, , ,FJI-20210924-2,FJ2,Western, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,2379.87138,1745.76782227,2856.28710938,2970.15161133,2499.60571289,2291.60742188,2738.69165039,2642.81469727,3449.12744141,3269.92236328,3654.77832031,2911.70458984,3413.67089844,4166.69580078,3169.85180664,2401.49755859,1827.94494629,3170.97631836,2631.11352539,3179.08325195,2557.74633789,2807.74731445,2933.07348633,3196.67089844
4,13988,FJI-20210924-2-2,FJ208,Nadroga/Navosa, , ,FJI-20210924-2,FJ2,Western, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,2063.46389,1745.76782227,3354.25097656,3001.18554688,2747.63818359,2446.21801758,2738.69165039,2642.81469727,3690.10498047,3654.56079102,3516.17797852,2822.57470703,3414.24243164,3961.80957031,2934.27563477,2509.03417969,1889.51550293,3170.97631836,2631.90991211,3179.08325195,2610.1796875,2807.74731445,2922.33642578,3183.23876953
5,13989,FJI-20210924-2-3,FJ211,Ra, , ,FJI-20210924-2,FJ2,Western, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1108.4008,1714.8269043,2781.23339844,2952.17675781,2500.08569336,2089.2746582,3088.21826172,2554.99462891,3261.37841797,3269.92236328,3467.73779297,3129.20581055,3297.95654297,3939.52905273,2919.58105469,2333.74145508,1844.15869141,3100.65429688,2607.2980957,3116.68945312,2526.75366211,2804.82373047,2836.79052734,3093.4296875
6,13990,FJI-20210924-3-1,FJ304,Kadavu, , ,FJI-20210924-3,FJ3,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,411.50239,1101.86132812,2073.73950195,1320.9855957,1492.47619629,1409.91564941,1755.90979004,985.282775879,2171.61108398,2415.92993164,2152.85083008,1474.33032227,2422.80419922,2510.63037109,1897.37268066,1616.12585449,994.33215332,2256.74047852,1799.34448242,1944.50183105,1850.88879395,2049.43188477,2173.92285156,2804.17871094
7,13991,FJI-20210924-3-2,FJ305,Lau, , ,FJI-20210924-3,FJ3,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,426.4401,1304.77880859,2798.58032227,2460.18286133,1677.06274414,2537.8215332,2980.82397461,2251.68994141,3169.82397461,2594.25830078,2592.65209961,2381.65209961,3916.37182617,3348.96923828,3390.91430664,2246.98193359,1582.48937988,3106.85009766,2794.43823242,3175.89770508,3097.67382812,2671.7565918,2811.32641602,3049.05151367
8,13992,FJI-20210924-3-3,FJ306,Lomaiviti, , ,FJI-20210924-3,FJ3,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,356.92085,1403.06237793,2232.90332031,2172.79394531,1941.46057129,1911.00854492,2417.3671875,1443.54614258,2801.31884766,2297.08544922,2583.30493164,1846.33349609,2254.11572266,2953.88867188,2365.83154297,1917.20812988,1302.47399902,3093.89257812,2293.1003418,2695.32910156,2257.91479492,2672.07348633,2430.20092773,2518.18457031
9,13993,FJI-20210924-3-4,FJ315,Rotuma, , ,FJI-20210924-3,FJ3,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,3,en, , ,15/01/2018 00:00:00,24/09/2021 00:00:00,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-fji,COD,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,37.91531,1779.50683594,3611.58837891,2610.52050781,2622.05395508,3211.89379883,3091.96484375,3287.21508789,4147.08496094,3708.57373047,3680.54541016,2592.56201172,2322.23730469,2572.40478516,4090.61547852,3244.02294922,2938.8203125,2950.62963867,3399.48876953,2926.65185547,3765.86010742,3891.5859375,3388.42724609,2751.13647461
