,date,ym,samoa_rnz_news_count,samoa_rnz_epu_count,samoa_rnz_ratio,samoa_observer_news_count,samoa_observer_epu_count,samoa_observer_ratio,news_total,samoa_rnz_weights,samoa_observer_weights,samoa_rnz_z_score,samoa_observer_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
88,2022-06-01,2022-6,13.0,0.0,0.0,161.0,4.0,0.024844720496894408,174.0,0.07471264367816093,0.9252873563218391,0.0,1.610676821493075,0.8053384107465374,1.49033889804819,158.9978163403211,99.28385402775466
89,2022-07-01,2022-7,14.0,0.0,0.0,148.0,2.0,0.013513513513513514,162.0,0.08641975308641975,0.9135802469135802,0.0,0.8760775954742739,0.43803879773713694,0.8003671859888427,85.38771618276503,54.00236654888007
90,2022-08-01,2022-8,11.0,0.0,0.0,151.0,3.0,0.019867549668874173,162.0,0.06790123456790123,0.9320987654320988,0.0,1.2880081204986014,0.6440040602493007,1.2005507789832643,128.08157427414756,79.39420777385017
91,2022-09-01,2022-9,10.0,0.0,0.0,156.0,9.0,0.057692307692307696,166.0,0.060240963855421686,0.9397590361445783,0.0,3.740177426832477,1.8700887134162385,3.5148655336497976,374.98581383876933,230.54856488175724
92,2022-10-01,2022-10,9.0,0.0,0.0,167.0,8.0,0.04790419161676647,176.0,0.05113636363636364,0.9488636363636364,0.0,3.105616386351917,1.5528081931759585,2.9468064575043758,314.3820459456349,191.4335389038144
93,2022-11-01,2022-11,12.0,0.0,0.0,166.0,5.0,0.030120481927710843,178.0,0.06741573033707865,0.9325842696629213,0.0,1.9527030742498874,0.9763515371249437,1.8210601703678724,194.2810396293249,120.36672062099774
94,2022-12-01,2022-12,5.0,0.0,0.0,154.0,6.0,0.03896103896103896,159.0,0.031446540880503145,0.9685534591194969,0.0,2.525834106432322,1.262917053216161,2.446405360947029,260.99641550203654,155.69513472534254
95,2023-01-01,2023-1,3.0,0.0,0.0,134.0,1.0,0.007462686567164179,137.0,0.021897810218978103,0.9781021897810219,0.0,0.48380404526191245,0.24190202263095623,0.4732097960955932,50.484708108058165,29.82220242251586
96,2023-02-01,2023-2,7.0,0.0,0.0,97.0,4.0,0.041237113402061855,104.0,0.0673076923076923,0.9326923076923077,0.0,2.6733914253647946,1.3366957126823973,2.493451617888318,266.01557733861415,164.79072678833506
97,2023-03-01,2023-3,3.0,0.0,0.0,115.0,7.0,0.06086956521739131,118.0,0.025423728813559324,0.9745762711864406,0.0,3.946158212658034,1.973079106329017,3.845832156404016,410.29521250532014,243.24544236799895
98,2023-04-01,2023-4,1.0,0.0,0.0,182.0,2.0,0.01098901098901099,183.0,0.00546448087431694,0.994535519125683,0.0,0.7124147479680909,0.35620737398404545,0.7085217712032379,75.58912580113626,43.91401235842995
99,2023-05-01,2023-5,3.0,0.0,0.0,219.0,6.0,0.0273972602739726,222.0,0.013513513513513514,0.9864864864864865,0.0,1.7761573168519524,0.8880786584259762,1.7521551909485478,186.929865156864,109.48424998951027
100,2023-06-01,2023-6,5.0,0.0,0.0,236.0,12.0,0.05084745762711865,241.0,0.02074688796680498,0.979253112033195,0.0,3.296427562632014,1.648213781316007,3.2280369492993994,344.38531174127644,203.19534531951487
101,2023-07-01,2023-7,10.0,1.0,0.1,244.0,6.0,0.02459016393442623,254.0,0.03937007874015748,0.9606299212598425,9.400149925469435,1.5941739852072851,5.49716195533836,1.9014958726191806,202.86237708921902,677.7019670958078
102,2023-08-01,2023-8,2.0,0.0,0.0,238.0,6.0,0.025210084033613446,240.0,0.008333333333333333,0.9916666666666667,0.0,1.6343632453385615,0.8171816226692807,1.620743551627407,172.91012527009923,100.74391070463342
103,2023-09-01,2023-9,4.0,0.0,0.0,237.0,7.0,0.029535864978902954,241.0,0.016597510373443983,0.983402489626556,0.0,1.9148025082517885,0.9574012541258943,1.8830215537579829,200.89143184907792,118.0304889127421
104,2023-10-01,2023-10,0.0,0.0,0.0,235.0,8.0,0.03404255319148936,235.0,0.0,1.0,0.0,2.206969942641575,1.1034849713207875,2.206969942641575,235.45208547417764,136.0400042422851
105,2023-11-01,2023-11,1.0,0.0,0.0,241.0,5.0,0.02074688796680498,242.0,0.004132231404958678,0.9958677685950413,0.0,1.3450153955414164,0.6725076977707082,1.3394574806838073,142.90092997528862,82.90819760616442
106,2023-12-01,2023-12,5.0,0.0,0.0,216.0,3.0,0.013888888888888888,221.0,0.02262443438914027,0.9773755656108597,0.0,0.9004130842374481,0.4502065421187241,0.8800417474899945,93.88785082539323,55.50243228634896
